YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,PS,WS50M
2011,6,4,18,27.76,68.25,0.08,97.02,7.03
2011,6,4,19,26.71,73,0.04,97.12,6.72
2011,6,4,20,25.87,77.19,0.02,97.19,6.2
2011,6,4,21,25.24,80.44,0.01,97.22,5.91
2011,6,4,22,24.7,83.31,0,97.2,5.66
2011,6,4,23,24.2,86.19,0,97.15,5.24
2011,6,5,0,23.74,88.69,0,97.07,4.89
2011,6,5,1,23.35,90.25,0,96.99,4.68
2011,6,5,2,22.97,91.69,0,96.95,4.4
2011,6,5,3,22.69,92.38,0,96.95,4.02
2011,6,5,4,22.46,92.75,0,96.99,3.77
2011,6,5,5,22.44,92.06,0,97.05,3.6
2011,6,5,6,23.7,83.88,0,97.13,4.11
2011,6,5,7,26.01,71.56,0,97.2,6.06
2011,6,5,8,28.82,58.88,0,97.22,7.04
2011,6,5,9,31.38,48.94,0,97.2,7.3
2011,6,5,10,33.43,42.56,0,97.13,7.31
2011,6,5,11,34.8,39.06,0,97.04,7.39
2011,6,5,12,35.59,37.19,0,96.94,7.71
2011,6,5,13,35.82,36.62,0,96.86,8.18
2011,6,5,14,35.37,37.56,0,96.82,8.77
2011,6,5,15,34.33,40.06,0,96.82,9.25
2011,6,5,16,32.9,44.25,0,96.88,9.43
2011,6,5,17,31.02,51.06,0,96.96,9.17
2011,6,5,18,29.03,60.31,0,97.04,8.52
2011,6,5,19,27.94,66.88,0,97.14,7.68
2011,6,5,20,27.11,72.44,0,97.19,7.03
2011,6,5,21,26.45,76.81,0,97.23,6.23
2011,6,5,22,25.93,80.19,0,97.21,5.54
2011,6,5,23,25.5,82.75,0,97.14,5.01
2011,6,6,0,25.08,85.25,0,97.05,4.52
2011,6,6,1,24.74,87.12,0,96.97,4.2
2011,6,6,2,24.36,89.19,0,96.93,3.79
2011,6,6,3,24.01,91,0,96.92,3.64
2011,6,6,4,23.71,92.56,0,96.95,3.66
2011,6,6,5,23.63,93.06,0,97.01,3.65
2011,6,6,6,25.2,83.94,0,97.1,4.43
2011,6,6,7,27.71,68.25,0,97.18,7.13
2011,6,6,8,30.38,52.69,0,97.2,8.31
2011,6,6,9,32.81,42,0.02,97.19,8.24
2011,6,6,10,34.79,35.75,0.08,97.13,7.92
2011,6,6,11,36.25,31.94,0.16,97.03,7.95
2011,6,6,12,37.09,29.94,0.17,96.91,8.33
2011,6,6,13,37.3,29.44,0.13,96.81,8.89
2011,6,6,14,36.63,30.81,0.11,96.76,9.62
2011,6,6,15,35.33,34.06,0.1,96.79,10.01
2011,6,6,16,33.57,38.62,0.07,96.88,9.65
2011,6,6,17,31.51,45.19,0.07,96.99,8.72
2011,6,6,18,29.3,55,0.05,97.1,7.75
2011,6,6,19,28.11,61.62,0.03,97.18,7.4
2011,6,6,20,27.13,68.19,0.01,97.24,6.58
2011,6,6,21,26.36,73.94,0,97.27,5.68
2011,6,6,22,25.76,78.12,0.01,97.26,5.13
2011,6,6,23,25.24,81.25,0.04,97.2,4.92
2011,6,7,0,24.73,83.94,0.04,97.13,4.72
2011,6,7,1,24.3,85.88,0.02,97.07,4.51
2011,6,7,2,23.88,87.5,0,97.02,4.15
2011,6,7,3,23.4,89.12,0,97,3.75
2011,6,7,4,22.94,90.94,0,97.02,3.16
2011,6,7,5,22.9,91.12,0,97.1,2.72
2011,6,7,6,24.37,81.62,0,97.19,2.64
2011,6,7,7,26.42,68.56,0,97.26,4.11
2011,6,7,8,28.8,54.81,0,97.31,5.38
2011,6,7,9,31.1,45,0,97.29,6.23
2011,6,7,10,33.09,38.75,0,97.22,6.84
2011,6,7,11,34.66,34.62,0,97.12,7.41
2011,6,7,12,35.62,31.56,0,97.01,7.94
2011,6,7,13,36.24,28.62,0,96.9,8.4
2011,6,7,14,36.44,26.31,0,96.83,9.06
2011,6,7,15,35.84,25.75,0,96.81,9.6
2011,6,7,16,34.44,27.56,0,96.87,9.62
2011,6,7,17,31.96,33.56,0,96.96,8.88
2011,6,7,18,28.5,46.69,0,97.08,8
2011,6,7,19,27.23,54.81,0,97.18,7.16
2011,6,7,20,26.37,62.75,0,97.26,6.04
2011,6,7,21,25.68,69.88,0,97.3,5.17
2011,6,7,22,25.08,75.5,0,97.29,4.71
2011,6,7,23,24.6,79.44,0,97.24,4.58
2011,6,8,0,24.36,81.69,0,97.17,4.49
2011,6,8,1,24.08,83.69,0,97.1,4.32
2011,6,8,2,23.74,86,0,97.07,4.02
2011,6,8,3,23.37,88.38,0,97.09,3.76
2011,6,8,4,23.1,90.12,0,97.12,3.45
2011,6,8,5,23.05,90.69,0,97.17,2.98
2011,6,8,6,24.56,82.62,0,97.23,3.16
2011,6,8,7,26.84,70.94,0,97.27,4.53
2011,6,8,8,29.57,55.25,0,97.28,5.37
2011,6,8,9,32.26,41.5,0.01,97.25,6.39
2011,6,8,10,34.33,33.31,0.02,97.17,7.11
2011,6,8,11,35.7,29.19,0.03,97.06,7.51
2011,6,8,12,36.4,27.19,0.04,96.95,7.78
2011,6,8,13,36.58,26.81,0.03,96.86,7.99
2011,6,8,14,36.3,28.06,0.01,96.81,8.43
2011,6,8,15,35.47,31.06,0.01,96.8,8.94
2011,6,8,16,34.07,35.88,0.01,96.84,9.15
2011,6,8,17,31.89,43.69,0.01,96.93,8.78
2011,6,8,18,29.19,55.5,0.01,97.02,7.89
2011,6,8,19,27.97,62.44,0,97.1,7.01
2011,6,8,20,27.01,68.19,0,97.15,6.21
2011,6,8,21,26.12,73.56,0,97.17,5.32
2011,6,8,22,25.37,78.12,0,97.15,4.44
2011,6,8,23,24.82,81.19,0,97.1,4.09
2011,6,9,0,24.32,83.88,0,97.02,3.96
2011,6,9,1,23.89,86.31,0,96.97,3.94
2011,6,9,2,23.57,88.31,0,96.95,3.79
2011,6,9,3,23.3,90,0,96.96,3.4
2011,6,9,4,23.04,91.75,0,97,3.02
2011,6,9,5,23.06,91.81,0,97.06,2.79
2011,6,9,6,24.76,82.69,0,97.14,3.64
2011,6,9,7,27.28,69.88,0,97.2,5.78
2011,6,9,8,29.79,58.06,0.02,97.22,6.48
2011,6,9,9,31.96,48.62,0.06,97.19,6.51
2011,6,9,10,33.82,41.38,0.16,97.12,6.41
2011,6,9,11,35.37,36.12,0.12,97.03,6.54
2011,6,9,12,36.18,33.38,0.09,96.94,7.04
2011,6,9,13,36.13,33.19,0.06,96.87,7.66
2011,6,9,14,35.7,34.88,0.02,96.83,8.25
2011,6,9,15,34.66,38.38,0,96.83,8.8
2011,6,9,16,32.91,43.88,0,96.87,9.15
2011,6,9,17,31.09,50.38,0,96.93,8.88
2011,6,9,18,29.49,57.44,0,97,7.75
2011,6,9,19,28.5,63.12,0.01,97.07,6.88
2011,6,9,20,27.72,68,0,97.12,6.29
2011,6,9,21,27.06,72.12,0,97.15,5.8
2011,6,9,22,26.47,75.69,0,97.15,5.22
2011,6,9,23,25.91,79,0,97.11,4.78
2011,6,10,0,25.51,81.19,0,97.05,4.6
2011,6,10,1,25.17,83.12,0,97.01,4.28
2011,6,10,2,24.86,85,0,96.99,3.79
2011,6,10,3,24.57,86.62,0,97,3.61
2011,6,10,4,24.31,88.06,0,97.01,3.56
2011,6,10,5,24.22,88.56,0,97.06,3.48
2011,6,10,6,25.35,82.44,0,97.12,4.12
2011,6,10,7,27.37,71.31,0,97.17,6.43
2011,6,10,8,29.63,59.62,0,97.2,7.85
2011,6,10,9,31.85,49.31,0,97.19,8.65
2011,6,10,10,33.76,42.25,0,97.12,9.06
2011,6,10,11,35.08,38.31,0,97.02,9.43
2011,6,10,12,35.56,37.06,0,96.93,9.7
2011,6,10,13,35.51,37.31,0,96.85,9.81
2011,6,10,14,34.9,39,0,96.83,9.66
2011,6,10,15,33.85,41.75,0,96.83,9.34
2011,6,10,16,32.58,45.19,0,96.87,8.97
2011,6,10,17,31.31,49.31,0,96.94,8.54
2011,6,10,18,29.9,54.94,0,97.02,7.93
2011,6,10,19,29.01,59.44,0,97.09,7.35
2011,6,10,20,28.23,64,0,97.13,7.05
2011,6,10,21,27.51,68.75,0,97.16,6.42
2011,6,10,22,26.95,72.62,0,97.15,5.66
2011,6,10,23,26.48,75.56,0,97.09,5.26
2011,6,11,0,26.11,77.62,0,97.01,5.29
2011,6,11,1,25.76,79.31,0,96.95,5.34
2011,6,11,2,25.45,80.81,0,96.93,5.05
2011,6,11,3,25.15,82.06,0,96.95,4.73
2011,6,11,4,24.84,83.31,0,97,4.55
2011,6,11,5,24.65,83.88,0,97.07,4.3
2011,6,11,6,25.5,79.12,0,97.15,4.55
2011,6,11,7,27.01,70.38,0,97.22,6.11
2011,6,11,8,29.03,59.94,0,97.25,6.79
2011,6,11,9,31.83,48.56,0,97.22,7.02
2011,6,11,10,34.4,40.38,0,97.14,7.14
2011,6,11,11,36.07,36.12,0,97.02,7.41
2011,6,11,12,36.76,34.56,0,96.91,7.84
2011,6,11,13,36.73,34.5,0,96.84,8.3
2011,6,11,14,35.94,35.75,0,96.8,8.69
2011,6,11,15,35.22,36.62,0,96.8,8.75
2011,6,11,16,34.46,37.31,0,96.84,8.62
2011,6,11,17,33.08,40.19,0,96.93,8.16
2011,6,11,18,31.14,46.25,0,97.02,7.92
2011,6,11,19,30.15,50.62,0,97.11,7.59
2011,6,11,20,29.17,56.06,0,97.19,6.87
2011,6,11,21,28.3,62.12,0,97.23,6.33
2011,6,11,22,27.59,67.38,0,97.22,5.97
2011,6,11,23,26.98,71.69,0,97.16,5.54
2011,6,12,0,26.46,75.06,0,97.08,5.32
2011,6,12,1,26.01,77.81,0,97.01,5.17
2011,6,12,2,25.63,79.94,0,96.98,4.84
2011,6,12,3,25.25,82,0,96.99,4.43
2011,6,12,4,24.89,83.88,0,97.02,4.08
2011,6,12,5,24.69,85.12,0,97.09,3.65
2011,6,12,6,25.63,80.06,0,97.18,4.01
2011,6,12,7,27.14,72,0,97.25,5.53
2011,6,12,8,28.73,64.38,0,97.3,6.69
2011,6,12,9,30.23,57.56,0,97.29,7.35
2011,6,12,10,31.67,51.75,0,97.24,7.71
2011,6,12,11,33.02,46.5,0,97.17,7.98
2011,6,12,12,33.87,42.94,0,97.09,8.12
2011,6,12,13,34.24,40.88,0,97.02,8.13
2011,6,12,14,34.23,40.12,0,96.99,8.09
2011,6,12,15,33.71,41.06,0,96.99,8.02
2011,6,12,16,32.84,43.44,0,97.02,7.95
2011,6,12,17,31.5,48.06,0,97.1,7.65
2011,6,12,18,29.8,55,0,97.19,7.14
2011,6,12,19,28.83,60.06,0,97.27,6.68
2011,6,12,20,28.02,64.81,0,97.32,6.36
2011,6,12,21,27.36,69.06,0,97.37,6.07
2011,6,12,22,26.78,72.56,0,97.36,5.63
2011,6,12,23,26.3,75.31,0,97.33,5.19
2011,6,13,0,25.88,77.5,0,97.27,4.85
2011,6,13,1,25.55,79.25,0,97.21,4.71
2011,6,13,2,25.33,80.19,0,97.18,5.15
2011,6,13,3,25.09,81.25,0,97.16,5.26
2011,6,13,4,24.87,82.38,0,97.18,5.56
2011,6,13,5,24.98,81.5,0,97.22,6.6
2011,6,13,6,25.94,76.75,0,97.27,6.51
2011,6,13,7,27.8,67.81,0,97.32,7.9
2011,6,13,8,29.89,57.62,0,97.35,8.73
2011,6,13,9,31.87,47.88,0,97.34,9.28
2011,6,13,10,33.46,40.06,0,97.3,9.84
2011,6,13,11,34.63,34.94,0,97.22,10.31
2011,6,13,12,35.41,32.19,0,97.14,10.66
2011,6,13,13,35.48,31.69,0,97.07,10.97
2011,6,13,14,34.85,32.94,0.01,97.05,11.2
2011,6,13,15,33.65,35.69,0,97.07,11.35
2011,6,13,16,32.22,39.31,0,97.14,11.32
2011,6,13,17,30.57,43.88,0,97.23,11
2011,6,13,18,28.9,50.12,0,97.33,10.32
2011,6,13,19,27.72,56.62,0,97.41,9.71
2011,6,13,20,26.71,62.94,0,97.45,8.99
2011,6,13,21,25.94,67.69,0,97.46,7.87
2011,6,13,22,25.35,70.94,0,97.44,7.36
2011,6,13,23,24.9,73.44,0,97.39,7.2
2011,6,14,0,24.56,75.81,0,97.31,7.2
2011,6,14,1,24.32,78.12,0,97.23,7.26
2011,6,14,2,24.14,79.94,0,97.18,7.23
2011,6,14,3,24.04,80.81,0,97.18,7.05
2011,6,14,4,23.98,80.81,0,97.19,6.92
2011,6,14,5,24.05,79.75,0,97.23,6.81
2011,6,14,6,25.06,74,0,97.3,6.89
2011,6,14,7,26.61,65.31,0,97.35,8.07
2011,6,14,8,28.49,56.5,0,97.36,8.52
2011,6,14,9,30.6,49.06,0.01,97.33,8.79
2011,6,14,10,32.27,44.44,0.02,97.27,8.91
2011,6,14,11,32.24,45.25,0.03,97.22,9.05
2011,6,14,12,30.26,53.94,0.03,97.18,9.19
2011,6,14,13,29.36,60.44,0.03,97.14,9.35
2011,6,14,14,28.96,62.19,0.03,97.13,9.04
2011,6,14,15,28.85,59.56,0.01,97.16,7.94
2011,6,14,16,28.3,57.25,0,97.22,6.9
2011,6,14,17,27.2,59.25,0,97.28,6.58
2011,6,14,18,26.08,64.5,0,97.36,6.83
2011,6,14,19,25.41,68.62,0,97.44,6.92
2011,6,14,20,24.98,70.44,0,97.5,6.64
2011,6,14,21,24.59,71.56,0,97.53,6.49
2011,6,14,22,24.13,73.44,0,97.54,6.82
2011,6,14,23,23.63,75.56,0,97.5,6.77
2011,6,15,0,23.34,76.5,0,97.42,6.67
2011,6,15,1,23.33,76.44,0,97.34,6.48
2011,6,15,2,23.33,77.25,0,97.3,6.48
2011,6,15,3,23.31,78.94,0,97.28,6.63
2011,6,15,4,23.27,80.44,0,97.28,6.53
2011,6,15,5,23.36,80.31,0,97.31,6.43
2011,6,15,6,24.19,76,0,97.36,6.11
2011,6,15,7,25.65,68.5,0,97.42,6.61
2011,6,15,8,27.52,58.25,0,97.47,7.24
2011,6,15,9,29.44,48.56,0,97.47,7.6
2011,6,15,10,30.97,41.94,0,97.44,7.89
2011,6,15,11,31.9,38.5,0,97.38,8.2
2011,6,15,12,32.52,36.81,0,97.28,8.44
2011,6,15,13,32.98,36,0,97.16,8.77
2011,6,15,14,33.04,36.06,0,97.07,9.38
2011,6,15,15,32.62,36.94,0,97.06,10.08
2011,6,15,16,31.65,39,0,97.1,10.38
2011,6,15,17,30.12,42.81,0,97.17,9.78
2011,6,15,18,28.32,48.88,0,97.28,8.74
2011,6,15,19,27.2,54.31,0,97.39,7.72
2011,6,15,20,26.3,59.88,0,97.47,6.55
2011,6,15,21,25.63,64.5,0,97.49,6.23
2011,6,15,22,25.12,68,0,97.47,6.06
2011,6,15,23,24.7,70.56,0,97.41,6.15
2011,6,16,0,24.27,72.81,0,97.31,6.23
2011,6,16,1,23.82,75.06,0,97.23,6.08
2011,6,16,2,23.44,76.88,0,97.21,5.83
2011,6,16,3,23.26,77.44,0,97.2,5.55
2011,6,16,4,23.09,77.81,0,97.24,5.22
2011,6,16,5,23,77.94,0,97.29,4.97
2011,6,16,6,24.38,70.5,0,97.35,5.67
2011,6,16,7,26.83,58.06,0,97.39,7.56
2011,6,16,8,29.37,47.62,0,97.42,8.89
2011,6,16,9,31.48,40.25,0,97.41,9.68
2011,6,16,10,33.19,35.69,0.01,97.34,10.27
2011,6,16,11,34.33,33.62,0.01,97.23,10.77
2011,6,16,12,34.9,33,0.01,97.14,11.16
2011,6,16,13,35.03,33.31,0.01,97.06,11.37
2011,6,16,14,34.54,34.56,0.01,97.01,11.67
2011,6,16,15,33.64,36.44,0.01,97.01,12.01
2011,6,16,16,32.35,39.06,0,97.06,11.98
2011,6,16,17,30.59,43.56,0,97.15,11.37
2011,6,16,18,28.71,50.25,0,97.24,10.52
2011,6,16,19,27.55,56.69,0,97.34,10.08
2011,6,16,20,26.8,60.94,0,97.39,9.5
2011,6,16,21,26.3,61.62,0,97.4,8.89
2011,6,16,22,25.8,59.94,0,97.39,8.34
2011,6,16,23,25.21,57.94,0,97.33,7.78
2011,6,17,0,24.59,57.31,0,97.24,6.99
2011,6,17,1,24,58.38,0,97.18,6.12
2011,6,17,2,23.51,59.81,0,97.18,6.05
2011,6,17,3,22.96,61.94,0,97.2,6.01
2011,6,17,4,22.4,64.44,0,97.22,5.56
2011,6,17,5,21.97,66.94,0,97.24,4.08
2011,6,17,6,22.47,65.75,0,97.28,3.59
2011,6,17,7,24.12,60.75,0,97.34,5.24
2011,6,17,8,26.96,55.19,0.02,97.37,7.93
2011,6,17,9,29.8,45.75,0.16,97.35,9.39
2011,6,17,10,31.67,39.38,0.24,97.29,10.11
2011,6,17,11,32.98,35.5,0.25,97.2,10.84
2011,6,17,12,33.94,32.12,0.24,97.09,11.58
2011,6,17,13,34.37,29.56,0.2,97,12.27
2011,6,17,14,33.84,28.62,0.14,96.95,13.21
2011,6,17,15,32.49,29.25,0.07,96.97,13.69
2011,6,17,16,30.75,31.38,0.01,97.03,13.38
2011,6,17,17,28.89,36.25,0,97.11,12.49
2011,6,17,18,27.15,44.38,0,97.18,11.67
2011,6,17,19,26.14,51.06,0,97.26,11.26
2011,6,17,20,25.38,55.56,0,97.31,10.44
2011,6,17,21,24.85,58.69,0,97.32,9.35
2011,6,17,22,24.49,61.5,0,97.28,8.57
2011,6,17,23,24.27,64.06,0,97.18,8.48
2011,6,18,0,24.19,65.56,0,97.08,8.47
2011,6,18,1,24.15,65.69,0,97.01,8.44
2011,6,18,2,24.11,64.5,0,96.98,8.37
2011,6,18,3,23.96,62.62,0,96.99,8.28
2011,6,18,4,23.78,60.31,0,97.04,8.23
2011,6,18,5,23.68,58.5,0,97.09,8.28
2011,6,18,6,24.95,52.94,0,97.16,8.3
2011,6,18,7,27.14,45.06,0,97.22,9.52
2011,6,18,8,29.67,36,0,97.23,11.12
2011,6,18,9,32.13,28.69,0,97.19,12.59
2011,6,18,10,34.22,24.44,0,97.11,13.3
2011,6,18,11,35.68,22.56,0,97.01,13.22
2011,6,18,12,36.64,21.69,0.01,96.91,13.02
2011,6,18,13,37.02,21.81,0.02,96.81,13
2011,6,18,14,36.61,23.31,0.02,96.75,13.17
2011,6,18,15,35.55,25.88,0.02,96.74,12.96
2011,6,18,16,33.99,29.19,0.03,96.78,12.15
2011,6,18,17,31.97,34.5,0.02,96.84,10.71
2011,6,18,18,29.62,43.44,0,96.92,9.26
2011,6,18,19,28.19,52.62,0,96.98,8.15
2011,6,18,20,27.03,62.12,0,97.05,6.97
2011,6,18,21,26.23,69.62,0,97.07,6.33
2011,6,18,22,25.58,75.25,0,97.07,6.02
2011,6,18,23,25.06,79.31,0,97.03,5.91
2011,6,19,0,24.55,82.62,0,96.97,5.83
2011,6,19,1,24.08,85.44,0,96.92,5.62
2011,6,19,2,23.65,87.81,0,96.91,5.33
2011,6,19,3,23.24,90,0,96.92,5.17
2011,6,19,4,22.91,91.5,0.01,96.95,5.19
2011,6,19,5,22.84,91.38,0.01,97,5.28
2011,6,19,6,24.68,81.06,0.03,97.05,5.99
2011,6,19,7,27.42,66.44,0.16,97.08,8.42
2011,6,19,8,30.24,53.62,0,97.09,9.77
2011,6,19,9,32.78,43.75,0,97.05,10.43
2011,6,19,10,34.84,37.25,0,96.97,10.56
2011,6,19,11,36.4,33.44,0,96.86,10.47
2011,6,19,12,37.39,31.31,0,96.75,10.3
2011,6,19,13,37.67,30.62,0,96.66,10.14
2011,6,19,14,37.37,31,0,96.59,9.91
2011,6,19,15,36.48,32.69,0,96.59,9.53
2011,6,19,16,35.18,35.44,0,96.64,9.14
2011,6,19,17,33.46,39.75,0,96.71,8.77
2011,6,19,18,31.44,45.94,0,96.82,8.31
2011,6,19,19,30.01,51.69,0,96.92,7.74
2011,6,19,20,28.76,57.75,0,97,7.42
2011,6,19,21,27.74,63.25,0,97.04,7.28
2011,6,19,22,26.88,67.94,0,97.04,7.13
2011,6,19,23,26.09,71.94,0,96.97,6.73
2011,6,20,0,25.37,75.44,0,96.91,6.21
2011,6,20,1,24.76,78.31,0,96.86,5.78
2011,6,20,2,24.22,80.88,0,96.86,5.39
2011,6,20,3,23.73,83.31,0,96.88,5.16
2011,6,20,4,23.3,85.38,0,96.92,4.99
2011,6,20,5,23.09,86.31,0,96.98,4.82
2011,6,20,6,24.77,77.12,0,97.04,5.98
2011,6,20,7,27.45,63.62,0,97.09,8.07
2011,6,20,8,30.25,51.06,0,97.1,8.72
2011,6,20,9,32.84,41.44,0,97.07,8.71
2011,6,20,10,35.03,34.88,0,97.01,8.4
2011,6,20,11,36.49,30.88,0,96.92,8.08
2011,6,20,12,37.23,28.81,0,96.82,7.82
2011,6,20,13,37.28,28.38,0,96.73,7.75
2011,6,20,14,36.97,29.06,0,96.68,8.04
2011,6,20,15,36.36,30.75,0,96.68,8.47
2011,6,20,16,35.3,33.62,0,96.75,8.8
2011,6,20,17,33.49,38.62,0,96.85,8.84
2011,6,20,18,31.24,45.81,0,96.98,8.71
2011,6,20,19,29.77,51.75,0,97.1,8.26
2011,6,20,20,28.53,57.44,0,97.18,7.75
2011,6,20,21,27.52,62.56,0,97.24,7.35
2011,6,20,22,26.58,67.5,0,97.24,7.03
2011,6,20,23,25.74,71.88,0,97.17,6.95
2011,6,21,0,25.05,75.5,0,97.1,6.86
2011,6,21,1,24.51,78.12,0,97.04,6.66
2011,6,21,2,24.02,80.25,0,97.01,6.29
2011,6,21,3,23.56,82.12,0,97.03,5.97
2011,6,21,4,23.15,83.75,0,97.08,5.7
2011,6,21,5,22.98,84.06,0,97.14,5.47
2011,6,21,6,24.57,75.38,0,97.2,6.27
2011,6,21,7,27.16,62.38,0,97.25,8.41
2011,6,21,8,29.97,50.19,0,97.25,9.43
2011,6,21,9,32.53,41,0,97.19,9.69
2011,6,21,10,34.9,34.38,0,97.1,9.42
2011,6,21,11,36.83,29.75,0,96.97,8.99
2011,6,21,12,38.1,26.94,0,96.86,8.64
2011,6,21,13,38.64,25.69,0,96.77,8.42
2011,6,21,14,38.46,25.81,0,96.71,8.19
2011,6,21,15,37.55,27.38,0,96.71,7.99
2011,6,21,16,35.94,30.81,0,96.76,8.05
2011,6,21,17,33.88,36.25,0,96.86,8.31
2011,6,21,18,31.81,43.06,0,96.96,8.48
2011,6,21,19,30.55,48.31,0,97.07,8.23
2011,6,21,20,29.49,53.25,0,97.15,8.08
2011,6,21,21,28.51,58.19,0,97.19,8.04
2011,6,21,22,27.56,63,0,97.17,7.58
2011,6,21,23,26.72,67,0,97.11,7.09
2011,6,22,0,25.94,70.75,0,97.06,6.39
2011,6,22,1,25.34,73.88,0,97.01,6.06
2011,6,22,2,24.85,76.5,0,96.98,5.93
2011,6,22,3,24.32,79.25,0,96.98,5.79
2011,6,22,4,23.84,81.56,0,97,5.81
2011,6,22,5,23.55,83,0,97.03,5.77
2011,6,22,6,24.98,75,0,97.06,6.92
2011,6,22,7,27.78,60.5,0,97.09,8.47
2011,6,22,8,30.8,47.44,0,97.1,8.6
2011,6,22,9,33.46,38.44,0,97.06,8.47
