YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,PS,WS50M
2011,6,6,4,25.12,88.5,0,98.68,4.34
2011,6,6,5,25.02,89.19,0,98.75,4.25
2011,6,6,6,26.45,81.81,0,98.84,4.99
2011,6,6,7,28.88,67.62,0,98.91,7.52
2011,6,6,8,31.21,53.31,0.01,98.95,8.71
2011,6,6,9,33.4,43,0.02,98.93,8.62
2011,6,6,10,35.35,36.12,0.05,98.87,8.28
2011,6,6,11,36.87,31.69,0.09,98.75,8.18
2011,6,6,12,37.92,29,0.09,98.62,8.37
2011,6,6,13,38.39,27.81,0.07,98.51,8.79
2011,6,6,14,38.18,27.94,0.05,98.45,9.54
2011,6,6,15,37.2,29.69,0.03,98.47,10.16
2011,6,6,16,35.37,34.06,0.02,98.56,10.42
2011,6,6,17,33.02,41.5,0.01,98.67,10.39
2011,6,6,18,30.8,50.88,0.01,98.78,9.77
2011,6,6,19,29.59,57.62,0,98.86,9.18
2011,6,6,20,28.66,63.06,0,98.92,8.64
2011,6,6,21,27.89,67.62,0,98.96,8.04
2011,6,6,22,27.22,71.81,0,98.95,7.17
2011,6,6,23,26.66,75.31,0.01,98.9,6.57
2011,6,7,0,26.18,78.31,0.01,98.84,5.91
2011,6,7,1,25.79,80.69,0,98.78,5.35
2011,6,7,2,25.38,82.94,0,98.74,4.74
2011,6,7,3,24.93,85.44,0,98.72,4.32
2011,6,7,4,24.43,87.88,0,98.74,4.04
2011,6,7,5,24.35,88,0,98.81,3.71
2011,6,7,6,26.08,78.06,0,98.91,3.72
2011,6,7,7,28.51,64.19,0,98.98,4.67
2011,6,7,8,30.8,52.19,0,99.01,5.43
2011,6,7,9,32.83,44.56,0,99,5.99
2011,6,7,10,34.62,39.5,0,98.92,6.29
2011,6,7,11,36.08,35.88,0,98.82,6.47
2011,6,7,12,37.01,33.44,0,98.71,6.76
2011,6,7,13,37.55,31.75,0,98.59,7.09
2011,6,7,14,37.69,30.62,0,98.53,7.74
2011,6,7,15,37.09,30.56,0,98.51,8.58
2011,6,7,16,35.71,31.75,0,98.57,9.33
2011,6,7,17,33.35,35.81,0,98.67,9.31
2011,6,7,18,30.31,44.12,0,98.8,8.56
2011,6,7,19,28.75,49.19,0,98.91,7.96
2011,6,7,20,27.55,54.5,0,98.99,7.19
2011,6,7,21,26.74,59.88,0,99.02,6.81
2011,6,7,22,26.25,65.31,0,99.01,6.59
2011,6,7,23,25.9,70.5,0,98.94,6.49
2011,6,8,0,25.64,74.56,0,98.87,6.3
2011,6,8,1,25.42,77.12,0,98.81,6.1
2011,6,8,2,25.19,79.25,0,98.78,5.84
2011,6,8,3,24.96,81.25,0,98.79,5.59
2011,6,8,4,24.74,83.12,0,98.84,5.24
2011,6,8,5,24.66,84.31,0,98.89,4.73
2011,6,8,6,26,78.56,0,98.95,4.52
2011,6,8,7,28.36,67.75,0,99,5.83
2011,6,8,8,30.65,55.56,0,99.01,6.1
2011,6,8,9,33.32,43.12,0.01,98.97,6.42
2011,6,8,10,35.8,33.56,0.01,98.88,6.81
2011,6,8,11,37.58,28.12,0.01,98.76,7.06
2011,6,8,12,38.72,24.88,0.01,98.63,7.17
2011,6,8,13,39.25,23.06,0.01,98.52,7.28
2011,6,8,14,39.12,22.62,0,98.46,7.62
2011,6,8,15,38.36,23.75,0,98.43,8.12
2011,6,8,16,36.93,26.88,0,98.46,8.52
2011,6,8,17,34.39,34.62,0,98.55,8.69
2011,6,8,18,31.63,45.38,0,98.67,8.88
2011,6,8,19,30.31,53.19,0,98.79,8.12
2011,6,8,20,29.25,60.12,0,98.85,6.87
2011,6,8,21,28.42,65.56,0,98.89,5.78
2011,6,8,22,27.76,70,0,98.87,5.27
2011,6,8,23,27.21,73.5,0,98.81,5.12
2011,6,9,0,26.73,76.44,0,98.74,4.96
2011,6,9,1,26.28,79,0,98.68,4.85
2011,6,9,2,25.87,81.44,0,98.66,4.68
2011,6,9,3,25.48,83.62,0,98.67,4.49
2011,6,9,4,25.12,85.5,0,98.72,4.29
2011,6,9,5,25.01,86,0,98.77,4.09
2011,6,9,6,26.26,79.06,0,98.86,4.55
2011,6,9,7,28.45,66.38,0,98.93,6.11
2011,6,9,8,30.74,55.62,0.03,98.95,6.6
2011,6,9,9,32.69,47.88,0.08,98.93,6.62
2011,6,9,10,34.38,41.69,0.19,98.85,6.49
2011,6,9,11,35.81,36.5,0.16,98.76,6.42
2011,6,9,12,36.8,32.88,0.11,98.65,6.62
2011,6,9,13,37.29,30.88,0.06,98.57,7.05
2011,6,9,14,37.09,30.81,0.02,98.53,7.68
2011,6,9,15,36.19,32.81,0.01,98.51,8.33
2011,6,9,16,34.54,37.44,0.01,98.55,8.82
2011,6,9,17,32.45,45.31,0.01,98.61,8.78
2011,6,9,18,30.55,54.31,0.01,98.68,8.26
2011,6,9,19,29.59,60.25,0.01,98.76,7.61
2011,6,9,20,28.84,65.31,0.01,98.82,7.05
2011,6,9,21,28.25,69.56,0,98.86,6.32
2011,6,9,22,27.73,73.19,0,98.87,5.73
2011,6,9,23,27.29,76.25,0,98.83,5.37
2011,6,10,0,26.88,79,0,98.76,5.14
2011,6,10,1,26.53,81.38,0,98.72,4.94
2011,6,10,2,26.25,83.19,0,98.7,4.68
2011,6,10,3,25.98,84.88,0,98.71,4.46
2011,6,10,4,25.72,86.31,0,98.72,4.29
2011,6,10,5,25.55,87.31,0,98.77,4.02
2011,6,10,6,26.41,82.56,0,98.85,4.4
2011,6,10,7,28.32,71.5,0,98.91,6.18
2011,6,10,8,30.37,60.69,0,98.93,7.52
2011,6,10,9,32.26,51.75,0,98.91,8.28
2011,6,10,10,33.94,44.81,0,98.85,8.68
2011,6,10,11,35.29,39.88,0,98.76,8.97
2011,6,10,12,36.3,36.62,0,98.66,9.17
2011,6,10,13,36.68,35.19,0,98.57,9.32
2011,6,10,14,36.31,35.75,0,98.53,9.37
2011,6,10,15,35.33,38.06,0,98.53,9.42
2011,6,10,16,34.08,41.56,0,98.57,9.51
2011,6,10,17,32.56,46.5,0,98.64,9.35
2011,6,10,18,31.08,52.25,0,98.72,8.92
2011,6,10,19,30.07,57.12,0,98.78,8.12
2011,6,10,20,29.27,61.56,0,98.84,7.74
2011,6,10,21,28.62,65.69,0,98.86,7.25
2011,6,10,22,28.06,69.38,0,98.85,6.8
2011,6,10,23,27.58,72.25,0,98.79,6.41
2011,6,11,0,27.15,74.62,0,98.72,6.06
2011,6,11,1,26.8,76.56,0,98.67,5.74
2011,6,11,2,26.47,78.44,0,98.66,5.24
2011,6,11,3,26.19,80.19,0,98.69,4.78
2011,6,11,4,25.94,81.69,0,98.75,4.51
2011,6,11,5,25.79,82.5,0,98.82,4.29
2011,6,11,6,26.45,78.81,0,98.9,4.52
2011,6,11,7,27.81,70.88,0,98.97,5.97
2011,6,11,8,29.39,62.06,0,99.01,6.8
2011,6,11,9,31.14,53.56,0,98.99,7.17
2011,6,11,10,32.96,46.5,0,98.91,7.17
2011,6,11,11,34.85,40.62,0,98.8,7.15
2011,6,11,12,36.28,36.94,0,98.67,7.39
2011,6,11,13,36.82,35.81,0,98.57,7.82
2011,6,11,14,36.19,37.44,0,98.52,8.43
2011,6,11,15,35.25,40.25,0,98.53,8.94
2011,6,11,16,34.19,43.38,0,98.59,9.12
2011,6,11,17,32.88,47.31,0,98.66,8.78
2011,6,11,18,31.31,52.88,0,98.74,8.39
2011,6,11,19,30.33,57.12,0,98.82,7.9
2011,6,11,20,29.47,61.44,0,98.89,7.55
2011,6,11,21,28.75,65.31,0,98.93,7.41
2011,6,11,22,28.08,69.12,0,98.93,7.11
2011,6,11,23,27.49,72.56,0,98.88,6.7
2011,6,12,0,26.98,75.56,0,98.79,6.38
2011,6,12,1,26.55,78.06,0,98.74,6.03
2011,6,12,2,26.19,80,0,98.73,5.54
2011,6,12,3,25.87,81.69,0,98.73,5.16
2011,6,12,4,25.58,83.25,0,98.77,4.9
2011,6,12,5,25.44,84,0,98.84,4.57
2011,6,12,6,26.52,78.44,0,98.92,4.93
2011,6,12,7,28.67,66.88,0,98.98,6.53
2011,6,12,8,30.79,57,0,99.02,7.51
2011,6,12,9,32.59,50,0,99,7.96
2011,6,12,10,34.06,45.19,0,98.94,8.2
2011,6,12,11,35.23,41.69,0,98.86,8.39
2011,6,12,12,36,39.19,0,98.78,8.58
2011,6,12,13,36.15,38.19,0,98.72,8.81
2011,6,12,14,35.65,38.81,0,98.69,9.06
2011,6,12,15,34.69,40.81,0,98.71,9.21
2011,6,12,16,33.48,43.94,0,98.76,9.16
2011,6,12,17,32.14,48.38,0,98.83,8.84
2011,6,12,18,30.75,54,0,98.91,8.35
2011,6,12,19,29.8,58.94,0,98.98,7.71
2011,6,12,20,28.99,63.56,0,99.04,7.51
2011,6,12,21,28.28,67.75,0,99.07,7.3
2011,6,12,22,27.67,71.06,0,99.07,7.13
2011,6,12,23,27.2,73.56,0,99.03,7.11
2011,6,13,0,26.83,75.5,0,98.96,6.98
2011,6,13,1,26.56,77,0,98.91,6.84
2011,6,13,2,26.32,78.5,0,98.88,6.73
2011,6,13,3,26.09,79.88,0,98.87,6.56
2011,6,13,4,25.92,80.81,0,98.89,6.55
2011,6,13,5,25.94,80.56,0,98.94,7.04
2011,6,13,6,26.79,76.75,0,99,7.24
2011,6,13,7,28.4,68.94,0,99.06,8.41
2011,6,13,8,29.98,61,0,99.1,9.04
2011,6,13,9,31.65,52.88,0,99.1,9.32
2011,6,13,10,33.37,45.25,0,99.05,9.6
2011,6,13,11,34.71,39.44,0,98.96,10.02
2011,6,13,12,35.46,35.69,0,98.87,10.61
2011,6,13,13,35.43,34.31,0.01,98.81,11.26
2011,6,13,14,34.73,35.62,0.01,98.78,11.82
2011,6,13,15,33.61,39.25,0,98.8,12.29
2011,6,13,16,32.34,43.81,0,98.86,12.52
2011,6,13,17,30.96,48.88,0,98.94,12.25
2011,6,13,18,29.62,54.12,0,99.03,11.68
2011,6,13,19,28.65,58,0,99.1,11.34
2011,6,13,20,27.8,61,0,99.15,10.57
2011,6,13,21,26.97,63.44,0,99.17,9.53
2011,6,13,22,26.15,66.06,0,99.15,8.38
2011,6,13,23,25.44,69.12,0,99.11,7.69
2011,6,14,0,24.94,71.62,0,99.03,7.47
2011,6,14,1,24.52,74.19,0,98.97,7.18
2011,6,14,2,24.22,76.62,0,98.94,6.91
2011,6,14,3,24.01,78.75,0,98.91,6.78
2011,6,14,4,23.85,80.44,0,98.93,6.62
2011,6,14,5,24.01,80.44,0,98.98,6.22
2011,6,14,6,25.34,74.81,0,99.04,6.44
2011,6,14,7,27.61,63.56,0,99.1,8.19
2011,6,14,8,30.1,51.62,0,99.1,8.81
2011,6,14,9,32.71,42.06,0.01,99.06,8.8
2011,6,14,10,34.85,35.81,0.03,98.99,8.67
2011,6,14,11,36.54,31.69,0.04,98.87,8.74
2011,6,14,12,37.4,29.94,0.04,98.76,9
2011,6,14,13,36.09,33.31,0.03,98.71,9.44
2011,6,14,14,32.96,43.75,0.03,98.76,10.13
2011,6,14,15,30.48,55.88,0.01,98.85,10.2
2011,6,14,16,28.9,64.69,0,98.94,9.19
2011,6,14,17,27.9,69.06,0,99.02,8.7
2011,6,14,18,27.23,71.38,0,99.1,9.41
2011,6,14,19,26.71,72.75,0,99.18,10.13
2011,6,14,20,26.23,72.62,0,99.23,9.96
2011,6,14,21,25.8,72.06,0,99.26,9.63
2011,6,14,22,25.37,71.94,0,99.27,9.76
2011,6,14,23,24.88,71.62,0,99.23,9.74
2011,6,15,0,24.5,71.38,0,99.14,8.96
2011,6,15,1,24.38,71.75,0,99.06,8.14
2011,6,15,2,24.46,72.88,0,99.02,7.96
2011,6,15,3,24.67,72.62,0,99.01,8.57
2011,6,15,4,24.73,71.5,0,99,8.62
2011,6,15,5,24.69,71.31,0,99.02,8.39
2011,6,15,6,25.21,70.5,0,99.08,7.6
2011,6,15,7,26.49,67.19,0,99.14,8.18
2011,6,15,8,28.21,59.88,0,99.19,8.94
2011,6,15,9,29.98,51.25,0,99.19,9.35
2011,6,15,10,31.55,44.25,0,99.16,9.58
2011,6,15,11,32.65,39.88,0,99.09,9.79
2011,6,15,12,33.43,37.56,0,98.99,9.95
2011,6,15,13,33.82,36.81,0,98.87,9.94
2011,6,15,14,33.85,37.06,0,98.79,10.02
2011,6,15,15,33.48,38.19,0,98.77,10.34
2011,6,15,16,32.55,40.94,0,98.81,10.78
2011,6,15,17,31.08,45.56,0,98.9,10.65
2011,6,15,18,29.51,51.44,0,99.01,9.61
2011,6,15,19,28.58,55.94,0,99.12,9.01
2011,6,15,20,27.78,60.06,0,99.16,8.59
2011,6,15,21,27.07,63.88,0,99.18,8.03
2011,6,15,22,26.53,66.88,0,99.17,7.61
2011,6,15,23,26.05,69.5,0,99.11,7.53
2011,6,16,0,25.54,72.31,0,99.02,7.31
2011,6,16,1,25.13,74.75,0,98.95,7.09
2011,6,16,2,24.8,76.94,0,98.92,6.71
2011,6,16,3,24.52,78.62,0,98.94,6.32
2011,6,16,4,24.45,78.62,0,98.98,6.54
2011,6,16,5,24.53,77.81,0,99.02,6.52
2011,6,16,6,25.85,70.62,0,99.08,7.14
2011,6,16,7,27.96,59.56,0,99.13,8.89
2011,6,16,8,29.94,51.5,0,99.17,9.72
2011,6,16,9,31.43,45.94,0,99.17,10.06
2011,6,16,10,32.81,41.12,0,99.1,10.42
2011,6,16,11,34.06,36.94,0,99,10.9
2011,6,16,12,34.78,34.81,0.01,98.9,11.32
2011,6,16,13,34.86,34.75,0.01,98.82,11.78
2011,6,16,14,34.26,36.56,0.01,98.77,12.39
2011,6,16,15,33.42,39.06,0.01,98.77,12.82
2011,6,16,16,32.38,41.94,0,98.81,13.04
2011,6,16,17,31.09,45.5,0,98.87,12.85
2011,6,16,18,29.6,50.62,0,98.95,12.14
2011,6,16,19,28.47,56,0,99.04,11.41
2011,6,16,20,27.57,61.19,0,99.09,10.8
2011,6,16,21,26.94,64.81,0,99.11,10.01
2011,6,16,22,26.51,66.38,0,99.1,9.15
2011,6,16,23,26.08,66.5,0,99.05,8.43
2011,6,17,0,25.7,65.38,0,98.99,7.72
2011,6,17,1,25.26,64.38,0,98.93,7.14
2011,6,17,2,24.79,64.56,0,98.9,6.83
2011,6,17,3,24.29,65.56,0,98.9,6.73
2011,6,17,4,23.82,66.81,0,98.92,6.15
2011,6,17,5,23.55,67.44,0,98.96,5.47
2011,6,17,6,24.23,63.94,0,99.02,5.09
2011,6,17,7,25.87,56.44,0,99.07,6.07
2011,6,17,8,28.23,50.25,0.01,99.1,7.75
2011,6,17,9,30.73,45.19,0.15,99.08,9.03
2011,6,17,10,32.58,39.31,0.21,99.02,10.08
2011,6,17,11,33.61,36.19,0.21,98.93,11.12
2011,6,17,12,34.16,34.81,0.18,98.83,11.99
2011,6,17,13,34.47,33.62,0.12,98.73,12.66
2011,6,17,14,34.44,32.25,0.08,98.65,13.52
2011,6,17,15,33.82,31.81,0.03,98.64,14.24
2011,6,17,16,32.59,32.62,0,98.69,14.41
2011,6,17,17,30.75,35.69,0,98.79,13.96
2011,6,17,18,28.89,40.88,0,98.89,12.96
2011,6,17,19,27.62,47.62,0,98.98,11.77
2011,6,17,20,26.74,54.81,0,99.03,10.62
2011,6,17,21,26.21,59.75,0,99.05,9.87
2011,6,17,22,25.76,62.75,0,99,9.52
2011,6,17,23,25.29,65.31,0,98.91,9
2011,6,18,0,24.94,67.5,0,98.82,8.54
2011,6,18,1,24.65,69.31,0,98.76,7.82
2011,6,18,2,24.37,70.5,0,98.74,7.06
2011,6,18,3,23.99,71.69,0,98.75,6.27
2011,6,18,4,23.65,72.31,0,98.79,6.17
2011,6,18,5,23.41,72,0,98.83,6.14
2011,6,18,6,24.15,67.12,0,98.89,5.68
2011,6,18,7,26.17,55.56,0,98.94,7.31
2011,6,18,8,28.97,43.12,0,98.96,9.69
2011,6,18,9,31.98,33.31,0,98.91,11.43
2011,6,18,10,34.78,26.31,0,98.82,12.49
2011,6,18,11,36.82,22.31,0,98.7,13.01
2011,6,18,12,38.01,20.5,0.01,98.58,13.19
2011,6,18,13,38.44,20.25,0.02,98.47,13.33
2011,6,18,14,38.25,21.12,0.03,98.4,13.51
2011,6,18,15,37.4,23.25,0.01,98.39,13.51
2011,6,18,16,35.88,27.25,0.02,98.43,13.18
2011,6,18,17,33.62,33.62,0.02,98.51,12.09
2011,6,18,18,31.16,42.31,0,98.59,10.58
2011,6,18,19,29.65,50.12,0,98.66,9.35
2011,6,18,20,28.51,57.88,0,98.73,8.63
2011,6,18,21,27.58,65.06,0,98.76,8.05
2011,6,18,22,26.93,70.56,0,98.77,7.36
2011,6,18,23,26.45,74.62,0,98.75,6.79
2011,6,19,0,26.02,77.88,0,98.69,6.44
2011,6,19,1,25.62,80.69,0,98.64,6.21
2011,6,19,2,25.25,83.19,0,98.62,6.09
2011,6,19,3,24.85,85.75,0,98.62,5.76
2011,6,19,4,24.48,88.06,0.01,98.65,5.65
2011,6,19,5,24.37,88.69,0.01,98.7,5.6
2011,6,19,6,25.8,80.88,0.03,98.76,6.89
2011,6,19,7,28.22,67.44,0.16,98.8,9.33
2011,6,19,8,30.73,55,0,98.82,10.43
2011,6,19,9,33.08,45.56,0,98.79,10.66
2011,6,19,10,35.03,39.06,0,98.72,10.59
2011,6,19,11,36.56,34.88,0,98.6,10.49
2011,6,19,12,37.62,32.5,0,98.48,10.54
2011,6,19,13,37.92,31.94,0,98.38,10.64
2011,6,19,14,37.5,32.88,0,98.32,10.7
2011,6,19,15,36.51,34.75,0,98.31,10.55
2011,6,19,16,35.23,37.5,0,98.36,10.44
2011,6,19,17,33.68,41.38,0,98.43,10.29
2011,6,19,18,31.99,46.62,0,98.52,9.92
2011,6,19,19,30.83,51.5,0,98.61,9.68
2011,6,19,20,29.74,56.94,0,98.67,9.45
2011,6,19,21,28.71,62.75,0,98.7,9.29
2011,6,19,22,27.88,67.5,0,98.68,9.15
2011,6,19,23,27.22,70.88,0,98.64,8.72
2011,6,20,0,26.65,73.44,0,98.59,8.18
2011,6,20,1,26.13,75.69,0,98.55,7.69
2011,6,20,2,25.64,77.69,0,98.56,7.17
2011,6,20,3,25.18,79.75,0,98.58,6.72
2011,6,20,4,24.7,81.94,0,98.62,6.23
2011,6,20,5,24.42,83.25,0,98.68,5.92
2011,6,20,6,25.94,75.12,0,98.74,7.46
2011,6,20,7,28.58,61.88,0,98.79,9.53
2011,6,20,8,31.22,50.31,0,98.81,9.79
2011,6,20,9,33.73,41.25,0,98.79,9.4
2011,6,20,10,35.81,34.94,0,98.72,8.89
2011,6,20,11,37.29,31,0,98.62,8.47
2011,6,20,12,38.08,28.81,0,98.52,8.23
2011,6,20,13,38.33,28.06,0,98.43,8.33
2011,6,20,14,37.95,28.88,0,98.37,8.83
2011,6,20,15,37.19,30.94,0,98.38,9.44
2011,6,20,16,35.98,34.25,0,98.44,9.96
2011,6,20,17,34.23,39.25,0,98.55,10.11
2011,6,20,18,32.38,45.62,0,98.66,10.25
2011,6,20,19,30.99,51.81,0,98.77,10.17
2011,6,20,20,29.7,58.06,0,98.85,10.25
2011,6,20,21,28.65,63.38,0,98.88,10.11
2011,6,20,22,27.79,67.56,0,98.86,9.81
2011,6,20,23,27.13,70.5,0,98.81,9.69
2011,6,21,0,26.61,72.69,0,98.73,9.34
2011,6,21,1,26.14,74.69,0,98.68,9.03
2011,6,21,2,25.69,76.62,0,98.67,8.32
2011,6,21,3,25.28,78.44,0,98.7,7.52
2011,6,21,4,24.9,80.19,0,98.76,6.95
2011,6,21,5,24.69,81.19,0,98.83,6.58
2011,6,21,6,25.79,75.25,0,98.9,7.65
2011,6,21,7,27.85,63.88,0,98.95,9.64
2011,6,21,8,30.25,52.25,0,98.96,10.49
2011,6,21,9,32.55,43.12,0,98.91,10.46
2011,6,21,10,34.59,36.75,0,98.82,9.89
2011,6,21,11,36.23,32.56,0,98.72,9.27
2011,6,21,12,37.27,30.06,0,98.61,8.82
2011,6,21,13,37.65,29.06,0,98.52,8.68
2011,6,21,14,37.37,29.44,0,98.46,8.82
2011,6,21,15,36.66,30.88,0,98.46,9.07
2011,6,21,16,35.48,33.69,0,98.49,9.45
2011,6,21,17,33.76,38.75,0,98.58,9.89
2011,6,21,18,31.8,45.69,0,98.67,10.05
2011,6,21,19,30.54,51.5,0,98.76,9.6
2011,6,21,20,29.52,56.69,0,98.82,8.92
2011,6,21,21,28.7,61.31,0,98.84,8.79
2011,6,21,22,28.08,65.06,0,98.81,8.59
2011,6,21,23,27.56,67.88,0,98.78,8.17
2011,6,22,0,27.1,69.75,0,98.74,8.26
2011,6,22,1,26.62,71.62,0,98.68,8.36
2011,6,22,2,26.05,74.12,0,98.65,7.98
2011,6,22,3,25.46,77,0,98.66,7.49
2011,6,22,4,24.94,79.75,0,98.68,7.12
2011,6,22,5,24.58,81.81,0,98.72,6.59
2011,6,22,6,26.05,74.12,0,98.77,7.67
2011,6,22,7,28.78,59.88,0,98.81,9.48
2011,6,22,8,31.46,47.94,0,98.82,9.61
2011,6,22,9,33.91,39.25,0,98.78,9.16
