YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WS50M,WD50M
2011,2,10,23,10.94,42.19,0,3.63,347.07
2011,2,11,0,10.55,42.88,0,3.45,356.37
2011,2,11,1,10.29,43.12,0,3.24,2.08
2011,2,11,2,10.02,43.19,0,3.13,4.43
2011,2,11,3,9.79,43.12,0,2.96,4.84
2011,2,11,4,9.76,42.75,0,2.53,1.06
2011,2,11,5,9.8,42.25,0,2,354.18
2011,2,11,6,9.61,43,0,1.55,334.6
2011,2,11,7,10.98,45.25,0,1.73,312.06
2011,2,11,8,13.36,35.81,0,1.98,307.14
2011,2,11,9,15.91,31.44,0,2.53,307.86
2011,2,11,10,19.18,24,0,3.55,310.53
2011,2,11,11,21.05,20.56,0,3.81,302.45
2011,2,11,12,21.85,19.62,0,4.23,296.75
2011,2,11,13,22.19,19.25,0,4.78,300.26
2011,2,11,14,21.67,20.19,0,5.2,307.56
2011,2,11,15,20.47,23.88,0,5.39,316.12
2011,2,11,16,17.87,35.38,0,5.43,327.86
2011,2,11,17,14.16,44,0,5.54,336.91
2011,2,11,18,12.65,46.31,0,5.08,337.38
2011,2,11,19,12.03,47.12,0,4.48,329.77
2011,2,11,20,11.35,48.62,0,4.4,324.25
2011,2,11,21,10.68,50.62,0,4.56,325.6
2011,2,11,22,10.55,52.12,0,4.62,329.32
2011,2,11,23,10.95,52.69,0,4.62,337.55
2011,2,12,0,10.94,53.38,0,4.48,346.06
2011,2,12,1,10.79,53.31,0,4.02,356.88
2011,2,12,2,10.44,52.38,0,3.49,358.59
2011,2,12,3,10.09,52.38,0,3.53,348.64
2011,2,12,4,9.65,53.75,0,4.26,347.29
2011,2,12,5,9.44,54.69,0,4.93,355.27
2011,2,12,6,9.66,53.81,0,4.91,0.73
2011,2,12,7,12.73,49.69,0,4.16,356.44
2011,2,12,8,16.24,36.88,0,2.96,342.66
2011,2,12,9,17.98,32.5,0,3.17,327.49
2011,2,12,10,19.3,30.19,0,4.07,335.26
2011,2,12,11,20.57,27.75,0,4.86,349.72
2011,2,12,12,21.74,26.19,0,5.63,3.5
2011,2,12,13,22.93,25.31,0,6.55,16.99
2011,2,12,14,23.66,25.69,0,7.13,33.6
2011,2,12,15,23.22,28.75,0,6.66,47.19
2011,2,12,16,20.44,39,0,6.55,57.92
2011,2,12,17,17.05,47.12,0,6.36,69.43
2011,2,12,18,15.95,49.75,0.02,6.01,83.21
2011,2,12,19,15.42,51.75,0.05,5.24,98.31
2011,2,12,20,15.8,50.19,0.05,3.61,107.61
2011,2,12,21,16.95,46,0.03,1.47,99.51
2011,2,12,22,16.16,48.94,0.01,1.81,44.47
2011,2,12,23,14.69,55.62,0,4.14,50.36
2011,2,13,0,14.1,58.44,0,6.36,64.22
2011,2,13,1,14.26,57.88,0.03,7.34,76.9
2011,2,13,2,14.43,58.69,0.08,7.27,87.72
2011,2,13,3,14.58,60.81,0.16,6.51,97.24
2011,2,13,4,14.57,63,0.35,4.83,106.15
2011,2,13,5,14.04,67.5,0.43,2.39,115.56
2011,2,13,6,13.98,68.81,0.2,0.32,145.92
2011,2,13,7,14.34,73.44,0.21,1.31,336.8
2011,2,13,8,14.97,78.38,0.3,4.04,36.83
2011,2,13,9,15.93,74.56,0.52,5.45,56.99
2011,2,13,10,17.19,70.06,0.7,4.79,73.81
2011,2,13,11,18.36,65,0.69,3.74,94.2
2011,2,13,12,18.7,63.56,0.32,3.48,115.7
2011,2,13,13,18.92,60.12,0.14,3.65,140.3
2011,2,13,14,18.62,58.12,0.1,3.75,148.73
2011,2,13,15,17.76,64.88,0.09,3.53,148.38
2011,2,13,16,16.87,64.19,0.09,3.06,134.79
2011,2,13,17,15.9,65.38,0.12,2.65,106.25
2011,2,13,18,15,70.62,0.15,3.08,81.25
2011,2,13,19,14.05,77.5,0.13,4.04,73.7
2011,2,13,20,13.28,82.31,0.06,5.25,76.13
2011,2,13,21,12.69,84.69,0.04,5.88,82.6
2011,2,13,22,12.39,85.06,0.04,5.79,91.24
2011,2,13,23,12.22,84.44,0.03,5.28,99.11
2011,2,14,0,12.13,83.31,0.02,4.72,103.88
2011,2,14,1,12.05,81.69,0.01,4.22,107.76
2011,2,14,2,12.23,80,0.01,3.74,116.03
2011,2,14,3,12.19,79.38,0.01,3.55,125.68
2011,2,14,4,11.89,80.88,0.01,3.74,133.39
2011,2,14,5,11.69,82.69,0,4.22,138.23
2011,2,14,6,11.45,85.06,0,4.81,142.39
2011,2,14,7,13.04,82.12,0,5.24,144.46
2011,2,14,8,14.7,76.56,0,4.65,142.71
2011,2,14,9,18.18,58,0,4.63,149.24
2011,2,14,10,21.4,43.44,0.01,4.46,160.04
2011,2,14,11,22.94,39.31,0.1,4.42,169.31
2011,2,14,12,23.54,38.25,0.15,4.57,177.55
2011,2,14,13,23.76,37.25,0.11,4.37,182.15
2011,2,14,14,23.61,37.12,0.14,3.86,182.55
2011,2,14,15,22.83,38.88,0.09,3.75,181.91
2011,2,14,16,20.87,48.94,0.04,4.4,182.95
2011,2,14,17,18.25,59.25,0.07,5.5,182.28
2011,2,14,18,17.21,64.25,0.05,6.34,177.67
2011,2,14,19,16.5,69.94,0.08,6.84,171.66
2011,2,14,20,15.68,75.5,0.08,7.1,165.28
2011,2,14,21,14.59,81.31,0,7.09,157.99
2011,2,14,22,13.6,85.94,0,6.75,149.22
2011,2,14,23,12.72,89.88,0,6.19,138.48
2011,2,15,0,12.02,92.56,0,5.42,126.44
2011,2,15,1,11.63,93.62,0,4.57,115.73
2011,2,15,2,11.51,93.19,0,3.77,111.63
2011,2,15,3,11.62,91.62,0,2.91,106.68
2011,2,15,4,11.92,89.25,0,2.22,97.67
2011,2,15,5,12.21,86.94,0,1.7,88.15
2011,2,15,6,12.3,86.12,0,1.26,83.23
2011,2,15,7,13.19,82.62,0.01,0.91,81.1
2011,2,15,8,14.49,77.25,0.02,0.99,116.77
2011,2,15,9,16.19,70.12,0.03,2.15,128.37
2011,2,15,10,17.63,63.88,0.08,3.25,127.86
2011,2,15,11,18.48,60.25,0.22,3.76,124.75
2011,2,15,12,18.36,61,0.4,3.91,123.44
2011,2,15,13,18,63.25,0.86,4.08,125.33
2011,2,15,14,17.66,65.88,0.9,4.15,121.2
2011,2,15,15,16.98,70.25,0.33,4.22,108
2011,2,15,16,15.94,76.94,0.12,4.49,91.1
2011,2,15,17,14.38,84.5,0.09,5.42,78.35
2011,2,15,18,13.43,87.25,0.08,6.19,71.06
2011,2,15,19,12.67,88.12,0.16,6.28,66.62
2011,2,15,20,12.03,88.31,0.25,5.8,71.54
2011,2,15,21,11.63,90.19,0.29,4.56,82.81
2011,2,15,22,11.4,91.81,0.36,3.21,84.97
2011,2,15,23,11.45,92.56,0.46,2.36,72.28
2011,2,16,0,11.33,93.5,0.62,2.18,53.29
2011,2,16,1,11.18,94.06,0.7,3.05,30.76
2011,2,16,2,10.65,95.69,0.79,4.25,21
2011,2,16,3,10.33,95.94,0.84,4.69,19.34
2011,2,16,4,10.35,95.44,0.8,3.94,28.55
2011,2,16,5,10.59,94.75,0.53,2.86,36.56
2011,2,16,6,11.01,93.69,0.31,1.84,32.88
2011,2,16,7,12.55,92.62,0.34,1.04,9.53
2011,2,16,8,14.12,87.12,1.01,1.01,316.26
2011,2,16,9,15.94,78.19,0.77,1.4,301.57
2011,2,16,10,17.42,67.38,0.28,1.42,282.43
2011,2,16,11,18.48,57.94,0.09,1.6,262.42
2011,2,16,12,19.05,51.88,0.32,2.13,256.22
2011,2,16,13,19.29,48.44,0.44,2.61,261.38
2011,2,16,14,19.11,46.62,0.35,2.84,270.95
2011,2,16,15,18.55,46.56,0.18,2.84,284.34
2011,2,16,16,17.05,55.88,0.01,2.85,301.07
2011,2,16,17,13.96,65.69,0,2.99,320.08
2011,2,16,18,13.05,65.38,0,2.9,341.81
2011,2,16,19,12.61,66.56,0,2.84,6.64
2011,2,16,20,12.2,67.88,0,2.99,23.69
2011,2,16,21,11.79,69.62,0,3.09,30.52
2011,2,16,22,11.52,70.81,0,2.94,30.65
2011,2,16,23,11.42,71.19,0,2.71,25.24
2011,2,17,0,11.14,72.56,0,2.65,14.16
2011,2,17,1,10.66,74.94,0,2.82,358.41
2011,2,17,2,10.2,77.5,0,3.05,348.46
2011,2,17,3,9.69,80.31,0,3.23,347.01
2011,2,17,4,9.12,83.5,0,3.4,345.23
2011,2,17,5,8.59,86.31,0,3.36,338.74
2011,2,17,6,8.27,88,0,3.18,328.14
2011,2,17,7,10.75,75.88,0,2.75,317.3
2011,2,17,8,13.75,62.38,0,2.77,307.19
2011,2,17,9,17.33,45.69,0,3.91,309.64
2011,2,17,10,18.92,39.56,0,3.33,305.85
2011,2,17,11,19.92,35.94,0,2.89,299.96
2011,2,17,12,20.57,33.56,0,2.88,295.87
2011,2,17,13,20.8,32.38,0,3.14,295.93
2011,2,17,14,20.62,32.31,0,3.45,300.74
2011,2,17,15,19.99,33.06,0,3.63,305.88
2011,2,17,16,18.31,40,0,3.72,307.57
2011,2,17,17,14.33,53.25,0,4.07,303.57
2011,2,17,18,12.98,54.75,0,4.29,301.89
2011,2,17,19,12.3,55.88,0,4.26,304.48
2011,2,17,20,11.7,56.94,0,4.19,310.61
2011,2,17,21,10.99,58.81,0,4.18,318.41
2011,2,17,22,10.24,61.62,0,4.12,327.7
2011,2,17,23,9.58,64.5,0,3.91,340.77
2011,2,18,0,9.16,66.5,0,3.49,353.83
2011,2,18,1,9,67.44,0,2.88,1.71
2011,2,18,2,9.1,66.75,0,2.41,0
2011,2,18,3,8.81,67.5,0,2.11,346.53
2011,2,18,4,8.43,68.62,0,2.19,327.22
2011,2,18,5,8.3,68.62,0,2.45,321.74
2011,2,18,6,8.05,68.94,0,2.45,327.63
2011,2,18,7,9.9,62.38,0,2.13,338.9
2011,2,18,8,11.78,53.31,0,1.45,338.83
2011,2,18,9,14.65,42.19,0,2.23,324.7
2011,2,18,10,17.62,32.75,0.01,2.9,315.87
2011,2,18,11,19.4,29.38,0.01,2.68,308.01
2011,2,18,12,20.55,28.06,0,2.32,298.81
2011,2,18,13,21.21,27.19,0,2.44,289.48
2011,2,18,14,21.29,26.88,0,2.8,288.23
2011,2,18,15,20.58,27.5,0,3.14,291.14
2011,2,18,16,18.44,38.94,0,3.59,290.92
2011,2,18,17,14.98,46.81,0,4.11,292.37
2011,2,18,18,13.93,47.69,0,4.1,300.57
2011,2,18,19,13.69,48.69,0,3.65,314.48
2011,2,18,20,13.53,49.5,0.01,3.14,330.82
2011,2,18,21,13.19,51,0.01,2.71,352.22
2011,2,18,22,12.58,53.69,0.02,2.64,21.49
2011,2,18,23,11.95,55.81,0.01,2.76,45.8
2011,2,19,0,11.48,57.38,0.08,2.67,62.84
2011,2,19,1,11.02,58.56,0.08,2.48,73.51
2011,2,19,2,10.9,57.88,0.08,2.15,77.22
2011,2,19,3,10.99,55.94,0,1.59,74.94
2011,2,19,4,10.82,54.88,0,1.1,65.79
2011,2,19,5,10.56,54.69,0,1.01,51.27
2011,2,19,6,10.26,55.5,0,1.16,48.56
2011,2,19,7,11.85,57.19,0,1.22,56.21
2011,2,19,8,14.23,49.75,0,0.83,70.2
2011,2,19,9,17.94,35,0,0.41,124
2011,2,19,10,20.62,28.56,0,1.22,209.02
2011,2,19,11,22,26.81,0,2.06,222.54
2011,2,19,12,22.73,26.44,0,2.49,229.71
2011,2,19,13,22.96,26.88,0,2.81,235.29
2011,2,19,14,22.78,28,0,3.06,242.32
2011,2,19,15,22,29.56,0,3.09,250.83
2011,2,19,16,20.15,39.12,0,3.04,266.61
2011,2,19,17,16.64,49.81,0,3.34,290.98
2011,2,19,18,15.36,50.5,0,3.49,312.83
2011,2,19,19,14.69,51.69,0,3.47,331.18
2011,2,19,20,14.15,52.56,0,3.38,344.71
2011,2,19,21,13.4,54.12,0,3.57,357.61
2011,2,19,22,12.45,56.81,0,4.11,12.19
2011,2,19,23,11.55,59.31,0,4.64,24.67
2011,2,20,0,10.9,61.06,0,5.04,34.38
2011,2,20,1,10.39,62.19,0,5.33,42.09
2011,2,20,2,10.04,62.69,0,5.39,47
2011,2,20,3,9.93,62.38,0,5.3,51.76
2011,2,20,4,10.09,61.31,0,5.3,59.5
2011,2,20,5,10.24,60.5,0,5.33,69.6
2011,2,20,6,10.53,59.5,0,5,79.29
2011,2,20,7,13.12,54.69,0,4.27,88.53
2011,2,20,8,16.41,42.12,0.01,2.85,102.02
2011,2,20,9,19.97,32.94,0.01,1.51,134.16
2011,2,20,10,21.76,29.81,0.02,1.59,186.22
2011,2,20,11,22.58,29.12,0.05,1.98,217.32
2011,2,20,12,22.74,29.69,0.11,2.61,242.98
2011,2,20,13,22.32,31.75,0.16,3.88,267.58
2011,2,20,14,21.01,36.75,0.22,6.15,288.14
2011,2,20,15,18.73,46.69,0.12,8.44,302.72
2011,2,20,16,16.3,58.94,0.02,9.46,314.3
2011,2,20,17,14.49,68.56,0,9.15,322.98
2011,2,20,18,13.42,74.75,0,8.27,329.15
2011,2,20,19,12.45,79.56,0,7.39,331.27
2011,2,20,20,11.61,82.75,0,6.74,327.21
2011,2,20,21,10.87,84.88,0,6.35,325.72
2011,2,20,22,10.25,85.56,0,5.79,330.11
2011,2,20,23,9.79,84.62,0,4.99,332.39
2011,2,21,0,9.59,82.19,0,4.23,328.89
2011,2,21,1,9.3,81,0,3.7,319.45
2011,2,21,2,9.06,79.81,0,3.43,311.39
2011,2,21,3,8.69,79.44,0,3.01,307.41
2011,2,21,4,8.37,79.12,0,2.43,303.74
2011,2,21,5,7.94,79.75,0,1.88,298.8
2011,2,21,6,7.58,80.38,0,1.5,292.3
2011,2,21,7,9.03,73.19,0,1.15,280.17
2011,2,21,8,12.01,59.5,0,1.21,287.62
2011,2,21,9,15.53,49,0,1.91,298.67
2011,2,21,10,18.44,42.25,0,2.1,295.04
2011,2,21,11,21.23,36.81,0,2.12,286.7
2011,2,21,12,22.58,34.06,0,2.45,283.86
2011,2,21,13,23.12,32.44,0,3.06,282.97
2011,2,21,14,23.12,31.88,0,3.87,284.01
2011,2,21,15,22.51,31.94,0,4.48,288.4
2011,2,21,16,20.68,39.12,0,4.35,291.5
2011,2,21,17,16.56,51,0,3.89,283.7
2011,2,21,18,14.74,52.88,0,4.32,272.9
2011,2,21,19,13.51,55.06,0,5.06,274.43
2011,2,21,20,12.72,56.06,0,4.83,282.42
2011,2,21,21,12.22,56.5,0,4.2,292.55
2011,2,21,22,11.71,58.12,0,4.29,302.27
2011,2,21,23,11.44,59.38,0,4.42,312.28
2011,2,22,0,11.19,60,0,4.14,321.9
2011,2,22,1,10.84,60.81,0,4.01,322.75
2011,2,22,2,10.65,60.75,0,3.5,323.62
2011,2,22,3,10.83,59.06,0,2.52,325.08
2011,2,22,4,11.3,56.38,0,1.54,318.08
2011,2,22,5,11.53,55.06,0,0.83,281.94
2011,2,22,6,10.95,57.69,0,1.21,229.72
2011,2,22,7,11.74,58.81,0,1.83,217.55
2011,2,22,8,13.44,51.5,0,1.59,217.43
2011,2,22,9,17.08,40.06,0,1.41,259.81
2011,2,22,10,20.62,30.62,0,1.8,284.04
