,T2M,PRECTOTCORR,HR,DY,MO,YEAR,RH2M,WS50M,WS50M
97,10.97,1.0,6,5,2,2011,78.38,2.12,2.12
98,13.42,1.0,7,5,2,2011,71.25,1.86,1.86
99,16.23,1.0,8,5,2,2011,59.75,0.97,0.97
100,19.76,1.0,9,5,2,2011,50.19,0.47,0.47
101,23.05,1.0,10,5,2,2011,41.81,0.75,0.75
102,25.81,1.0,11,5,2,2011,34.5,1.49,1.49
103,27.65,1.0,12,5,2,2011,30.0,1.93,1.93
104,28.4,1.0,13,5,2,2011,28.06,2.0,2.0
105,28.24,1.0,14,5,2,2011,29.0,1.98,1.98
106,27.26,1.0,15,5,2,2011,34.38,1.75,1.75
107,25.52,1.0,16,5,2,2011,37.12,1.14,1.14
108,24.54,1.0,17,5,2,2011,33.69,0.59,0.59
109,23.85,1.0,18,5,2,2011,34.56,0.18,0.18
110,22.35,1.0,19,5,2,2011,37.5,1.03,1.03
111,20.03,1.0,20,5,2,2011,43.62,2.0,2.0
112,18.27,1.0,21,5,2,2011,49.0,2.89,2.89
113,16.69,1.0,22,5,2,2011,54.56,3.44,3.44
114,15.42,1.0,23,5,2,2011,59.31,3.77,3.77
115,14.36,1.0,0,6,2,2011,63.69,4.22,4.22
116,13.62,1.0,1,6,2,2011,67.12,4.9,4.9
117,13.17,1.0,2,6,2,2011,68.94,5.15,5.15
118,12.87,1.0,3,6,2,2011,69.62,4.88,4.88
119,12.86,1.0,4,6,2,2011,69.06,4.69,4.69
120,12.92,1.0,5,6,2,2011,68.12,4.28,4.28
121,12.54,1.0,6,6,2,2011,67.31,3.32,3.32
122,15.26,1.0,7,6,2,2011,62.44,3.16,3.16
123,17.73,1.0,8,6,2,2011,51.5,2.71,2.71
124,20.5,1.0,9,6,2,2011,46.38,2.35,2.35
125,23.28,1.0,10,6,2,2011,40.5,2.05,2.05
126,25.74,1.0,11,6,2,2011,34.5,2.26,2.26
127,26.97,1.0,12,6,2,2011,30.94,2.5,2.5
128,27.3,1.0,13,6,2,2011,30.12,2.45,2.45
129,27.07,1.0,14,6,2,2011,31.0,2.04,2.04
130,26.21,1.0,15,6,2,2011,34.44,1.32,1.32
131,24.21,1.0,16,6,2,2011,43.12,0.87,0.87
132,21.76,1.0,17,6,2,2011,43.69,2.27,2.27
133,19.43,1.0,18,6,2,2011,50.31,3.51,3.51
134,18.18,1.0,19,6,2,2011,54.0,4.24,4.24
135,17.07,1.0,20,6,2,2011,57.75,5.24,5.24
136,16.37,1.0,21,6,2,2011,60.06,6.05,6.05
137,16.19,1.0,22,6,2,2011,60.94,6.8,6.8
138,15.99,1.0,23,6,2,2011,61.25,7.32,7.32
139,15.48,1.0,0,7,2,2011,62.25,7.47,7.47
140,14.58,1.0,1,7,2,2011,63.81,7.5,7.5
141,14.02,1.0,2,7,2,2011,64.25,7.64,7.64
142,13.65,1.0,3,7,2,2011,64.25,7.6,7.6
143,12.98,1.0,4,7,2,2011,65.31,7.11,7.11
144,12.62,1.0,5,7,2,2011,65.94,6.66,6.66
145,12.91,0.0,6,7,2,2011,65.5,6.53,6.53
146,14.71,0.0,7,7,2,2011,60.94,5.76,5.76
147,16.65,0.0,8,7,2,2011,56.56,4.45,4.45
148,19.52,0.0,9,7,2,2011,51.31,4.93,4.93
149,22.54,1.0,10,7,2,2011,43.38,5.65,5.65
150,24.83,1.0,11,7,2,2011,35.94,6.33,6.33
151,25.87,1.0,12,7,2,2011,32.25,6.26,6.26
152,26.29,1.0,13,7,2,2011,31.12,5.85,5.85
153,26.33,1.0,14,7,2,2011,31.81,5.41,5.41
154,25.53,1.0,15,7,2,2011,36.88,4.58,4.58
155,22.38,1.0,16,7,2,2011,51.25,3.72,3.72
156,20.08,1.0,17,7,2,2011,49.69,3.87,3.87
157,18.58,1.0,18,7,2,2011,54.25,4.68,4.68
158,17.8,0.0,19,7,2,2011,57.56,5.43,5.43
159,17.25,0.0,20,7,2,2011,59.88,5.79,5.79
160,16.62,0.0,21,7,2,2011,62.75,5.91,5.91
161,15.8,0.0,22,7,2,2011,66.38,5.44,5.44
162,15.33,0.0,23,7,2,2011,68.0,3.95,3.95
163,15.62,0.0,0,8,2,2011,65.94,2.27,2.27
164,16.0,0.0,1,8,2,2011,65.06,1.1,1.1
165,16.1,0.0,2,8,2,2011,64.69,1.0,1.0
166,15.64,0.0,3,8,2,2011,64.12,1.88,1.88
167,14.84,0.0,4,8,2,2011,66.44,2.67,2.67
168,13.97,1.0,5,8,2,2011,69.88,3.27,3.27
169,13.69,1.0,6,8,2,2011,72.81,3.54,3.54
170,16.68,1.0,7,8,2,2011,69.19,3.02,3.02
171,19.36,1.0,8,8,2,2011,56.69,1.84,1.84
172,23.23,0.0,9,8,2,2011,42.5,1.99,1.99
173,24.8,1.0,10,8,2,2011,37.31,2.49,2.49
174,25.71,1.0,11,8,2,2011,33.56,3.17,3.17
175,26.28,1.0,12,8,2,2011,30.5,3.98,3.98
176,26.36,1.0,13,8,2,2011,28.94,4.91,4.91
177,25.94,1.0,14,8,2,2011,28.69,6.01,6.01
178,24.73,1.0,15,8,2,2011,31.12,7.16,7.16
179,21.79,1.0,16,8,2,2011,40.5,8.13,8.13
180,18.17,1.0,17,8,2,2011,47.94,9.76,9.76
181,17.19,1.0,18,8,2,2011,48.94,10.11,10.11
182,15.89,1.0,19,8,2,2011,52.62,9.73,9.73
183,14.49,1.0,20,8,2,2011,57.38,9.13,9.13
184,13.12,1.0,21,8,2,2011,62.19,8.43,8.43
185,11.93,1.0,22,8,2,2011,66.0,7.78,7.78
186,10.9,1.0,23,8,2,2011,68.81,7.2,7.2
187,10.02,0.0,0,9,2,2011,71.38,6.86,6.86
188,9.28,0.0,1,9,2,2011,74.56,6.89,6.89
189,8.62,0.0,2,9,2,2011,77.0,7.14,7.14
190,7.97,1.0,3,9,2,2011,79.44,7.24,7.24
191,7.32,1.0,4,9,2,2011,81.62,7.03,7.03
192,6.71,1.0,5,9,2,2011,83.69,6.63,6.63
193,6.93,1.0,6,9,2,2011,82.12,6.11,6.11
194,9.87,1.0,7,9,2,2011,70.62,4.58,4.58
195,13.11,1.0,8,9,2,2011,59.31,3.48,3.48
196,17.9,1.0,9,9,2,2011,41.94,4.32,4.32
197,21.84,1.0,10,9,2,2011,28.44,4.35,4.35
198,23.83,1.0,11,9,2,2011,23.69,4.26,4.26
199,24.94,1.0,12,9,2,2011,21.06,4.56,4.56
200,25.37,1.0,13,9,2,2011,19.75,4.83,4.83
201,25.01,1.0,14,9,2,2011,19.88,5.34,5.34
202,23.62,1.0,15,9,2,2011,23.81,6.46,6.46
203,19.7,1.0,16,9,2,2011,37.69,7.22,7.22
204,15.44,1.0,17,9,2,2011,46.0,8.12,8.12
205,14.51,1.0,18,9,2,2011,46.94,9.21,9.21
206,13.69,1.0,19,9,2,2011,49.06,9.32,9.32
207,12.47,1.0,20,9,2,2011,53.88,8.43,8.43
208,11.35,1.0,21,9,2,2011,58.44,7.53,7.53
209,10.4,1.0,22,9,2,2011,62.19,6.71,6.71
210,9.65,1.0,23,9,2,2011,64.94,6.16,6.16
211,9.0,1.0,0,10,2,2011,67.19,5.95,5.95
212,8.44,1.0,1,10,2,2011,68.88,5.82,5.82
213,7.94,1.0,2,10,2,2011,69.88,5.53,5.53
214,7.52,1.0,3,10,2,2011,70.31,5.64,5.64
215,7.1,1.0,4,10,2,2011,70.75,5.85,5.85
216,6.65,1.0,5,10,2,2011,71.44,6.03,6.03
217,7.02,1.0,6,10,2,2011,69.56,6.06,6.06
218,10.55,1.0,7,10,2,2011,56.94,4.66,4.66
219,13.66,1.0,8,10,2,2011,47.94,3.26,3.26
220,18.1,1.0,9,10,2,2011,36.56,3.67,3.67
221,21.93,1.0,10,10,2,2011,25.88,4.01,4.01
222,23.69,1.0,11,10,2,2011,23.0,3.83,3.83
223,24.66,1.0,12,10,2,2011,21.81,4.0,4.0
224,24.98,1.0,13,10,2,2011,21.38,4.26,4.26
225,24.71,1.0,14,10,2,2011,21.88,4.7,4.7
226,23.61,1.0,15,10,2,2011,26.06,5.08,5.08
227,19.74,1.0,16,10,2,2011,43.06,5.49,5.49
228,15.94,1.0,17,10,2,2011,48.62,6.11,6.11
229,14.83,1.0,18,10,2,2011,50.44,6.45,6.45
230,14.0,1.0,19,10,2,2011,52.06,6.87,6.87
231,13.32,1.0,20,10,2,2011,54.12,6.69,6.69
232,12.34,1.0,21,10,2,2011,56.44,6.49,6.49
233,11.51,1.0,22,10,2,2011,58.38,6.15,6.15
234,10.88,1.0,23,10,2,2011,59.5,5.71,5.71
235,10.49,1.0,0,11,2,2011,59.56,5.25,5.25
236,10.16,1.0,1,11,2,2011,59.44,4.84,4.84
237,9.77,1.0,2,11,2,2011,59.69,4.63,4.63
238,9.37,1.0,3,11,2,2011,60.06,4.46,4.46
239,9.04,1.0,4,11,2,2011,60.25,4.18,4.18
240,8.51,1.0,5,11,2,2011,61.56,4.29,4.29
241,8.49,1.0,6,11,2,2011,62.56,4.78,4.78
242,12.05,1.0,7,11,2,2011,52.69,4.27,4.27
243,14.95,1.0,8,11,2,2011,44.31,3.33,3.33
244,19.25,1.0,9,11,2,2011,33.44,3.88,3.88
245,23.01,1.0,10,11,2,2011,23.69,4.74,4.74
246,24.79,1.0,11,11,2,2011,21.12,5.18,5.18
247,25.83,1.0,12,11,2,2011,19.88,5.68,5.68
248,26.21,1.0,13,11,2,2011,19.5,6.25,6.25
249,25.83,1.0,14,11,2,2011,20.38,6.77,6.77
250,24.52,1.0,15,11,2,2011,24.75,7.08,7.08
251,20.83,1.0,16,11,2,2011,38.19,7.11,7.11
252,16.89,1.0,17,11,2,2011,45.25,7.89,7.89
253,15.8,1.0,18,11,2,2011,46.81,8.24,8.24
254,14.85,1.0,19,11,2,2011,48.81,8.12,8.12
255,13.98,1.0,20,11,2,2011,51.0,7.89,7.89
256,13.16,1.0,21,11,2,2011,53.31,7.63,7.63
257,12.41,1.0,22,11,2,2011,55.5,7.4,7.4
258,11.7,1.0,23,11,2,2011,57.56,7.23,7.23
259,11.04,1.0,0,12,2,2011,59.56,7.03,7.03
260,10.55,1.0,1,12,2,2011,61.19,6.51,6.51
261,10.3,1.0,2,12,2,2011,61.94,5.95,5.95
262,10.11,1.0,3,12,2,2011,62.25,5.53,5.53
263,9.96,1.0,4,12,2,2011,62.44,5.3,5.3
264,9.88,1.0,5,12,2,2011,62.69,5.41,5.41
265,10.48,1.0,6,12,2,2011,61.31,5.73,5.73
266,13.01,1.0,7,12,2,2011,53.06,4.98,4.98
267,15.68,1.0,8,12,2,2011,46.38,3.65,3.65
268,19.88,1.0,9,12,2,2011,36.69,3.72,3.72
269,23.62,1.0,10,12,2,2011,28.31,4.27,4.27
270,26.46,1.0,11,12,2,2011,23.06,5.51,5.51
271,28.27,1.0,12,12,2,2011,21.5,6.51,6.51
272,28.94,1.0,13,12,2,2011,21.56,6.89,6.89
273,28.56,1.0,14,12,2,2011,23.0,7.16,7.16
274,27.07,1.0,15,12,2,2011,28.69,7.17,7.17
275,23.14,1.0,16,12,2,2011,41.38,7.17,7.17
276,19.46,1.0,17,12,2,2011,47.62,7.63,7.63
277,18.24,1.0,18,12,2,2011,50.19,7.56,7.56
278,17.2,1.0,19,12,2,2011,52.81,7.28,7.28
279,16.32,1.0,20,12,2,2011,55.19,6.82,6.82
280,15.62,1.0,21,12,2,2011,57.0,6.31,6.31
281,14.98,1.0,22,12,2,2011,58.88,5.82,5.82
282,14.3,1.0,23,12,2,2011,60.69,5.53,5.53
283,13.98,0.0,0,13,2,2011,61.69,5.19,5.19
284,13.81,0.0,1,13,2,2011,61.19,4.48,4.48
285,13.9,0.0,2,13,2,2011,59.38,3.95,3.95
286,14.19,1.0,3,13,2,2011,56.69,3.52,3.52
287,14.56,1.0,4,13,2,2011,53.75,2.98,2.98
288,14.8,1.0,5,13,2,2011,51.81,2.46,2.46
289,14.94,1.0,6,13,2,2011,52.25,2.24,2.24
290,17.33,1.0,7,13,2,2011,54.19,2.17,2.17
291,19.94,1.0,8,13,2,2011,42.56,1.66,1.66
292,23.32,1.0,9,13,2,2011,34.94,1.51,1.51
293,27.0,1.0,10,13,2,2011,26.44,2.24,2.24
294,28.75,1.0,11,13,2,2011,24.38,2.55,2.55
295,29.52,1.0,12,13,2,2011,23.88,3.01,3.01
296,29.73,1.0,13,13,2,2011,23.94,3.38,3.38
297,29.29,1.0,14,13,2,2011,25.0,3.58,3.58
298,28.26,1.0,15,13,2,2011,27.38,3.59,3.59
299,24.94,1.0,16,13,2,2011,43.62,3.18,3.18
300,22.88,1.0,17,13,2,2011,39.88,2.91,2.91
301,21.98,1.0,18,13,2,2011,39.94,2.82,2.82
302,20.8,1.0,19,13,2,2011,42.81,3.15,3.15
303,19.3,1.0,20,13,2,2011,47.0,3.81,3.81
304,17.85,1.0,21,13,2,2011,51.38,4.49,4.49
305,16.6,1.0,22,13,2,2011,55.31,5.13,5.13
306,15.67,1.0,23,13,2,2011,58.25,5.5,5.5
307,14.95,0.0,0,14,2,2011,61.0,5.56,5.56
308,14.33,0.0,1,14,2,2011,64.62,5.34,5.34
309,13.87,0.0,2,14,2,2011,67.25,4.99,4.99
310,13.83,1.0,3,14,2,2011,66.88,4.3,4.3
311,14.26,0.0,4,14,2,2011,62.94,3.44,3.44
312,14.75,0.0,5,14,2,2011,59.19,2.73,2.73
313,15.36,0.0,6,14,2,2011,58.0,2.35,2.35
314,17.68,0.0,7,14,2,2011,61.56,1.97,1.97
315,20.18,0.0,8,14,2,2011,48.06,0.84,0.84
316,22.66,0.0,9,14,2,2011,39.12,1.12,1.12
317,25.23,0.0,10,14,2,2011,33.31,2.76,2.76
318,26.87,0.0,11,14,2,2011,30.31,2.94,2.94
319,27.29,0.0,12,14,2,2011,29.62,2.18,2.18
320,27.17,1.0,13,14,2,2011,30.06,1.66,1.66
321,26.9,1.0,14,14,2,2011,30.81,1.22,1.22
322,26.13,1.0,15,14,2,2011,33.44,1.53,1.53
323,23.23,0.0,16,14,2,2011,48.88,2.92,2.92
324,19.85,1.0,17,14,2,2011,54.88,6.03,6.03
325,19.1,1.0,18,14,2,2011,55.62,7.56,7.56
326,18.78,0.0,19,14,2,2011,57.25,8.01,8.01
327,18.08,0.0,20,14,2,2011,61.44,8.08,8.08
328,17.14,0.0,21,14,2,2011,67.75,7.95,7.95
329,16.63,0.0,22,14,2,2011,72.5,7.84,7.84
330,16.48,0.0,23,14,2,2011,75.31,7.59,7.59
331,16.03,0.0,0,15,2,2011,78.5,7.67,7.67
332,15.59,0.0,1,15,2,2011,81.12,7.56,7.56
333,15.3,0.0,2,15,2,2011,83.5,6.73,6.73
334,15.31,0.0,3,15,2,2011,84.56,6.37,6.37
335,15.2,0.0,4,15,2,2011,86.19,5.96,5.96
336,15.08,0.0,5,15,2,2011,88.12,5.69,5.69
337,15.12,0.0,6,15,2,2011,88.19,6.11,6.11
338,16.2,0.0,7,15,2,2011,84.56,5.91,5.91
339,17.42,0.0,8,15,2,2011,82.62,5.0,5.0
340,20.11,0.0,9,15,2,2011,70.0,4.48,4.48
341,23.02,0.0,10,15,2,2011,55.44,4.17,4.17
342,24.82,0.0,11,15,2,2011,48.75,3.65,3.65
343,25.54,0.0,12,15,2,2011,46.12,3.24,3.24
344,25.33,0.0,13,15,2,2011,46.25,3.23,3.23
345,24.06,0.0,14,15,2,2011,50.44,3.61,3.61
346,22.21,0.0,15,15,2,2011,59.88,4.13,4.13
347,20.49,0.0,16,15,2,2011,70.06,4.14,4.14
348,18.87,0.0,17,15,2,2011,78.94,4.27,4.27
349,17.63,0.0,18,15,2,2011,84.5,4.93,4.93
350,16.87,1.0,19,15,2,2011,86.94,5.59,5.59
351,16.5,1.0,20,15,2,2011,87.19,6.37,6.37
352,16.31,1.0,21,15,2,2011,85.56,7.1,7.1
353,16.48,1.0,22,15,2,2011,81.06,7.53,7.53
354,16.44,1.0,23,15,2,2011,76.56,7.68,7.68
355,15.57,1.0,0,16,2,2011,76.56,6.68,6.68
356,15.26,1.0,1,16,2,2011,76.44,7.79,7.79
357,15.34,1.0,2,16,2,2011,78.5,9.01,9.01
358,15.34,0.0,3,16,2,2011,82.25,8.74,8.74
359,14.69,0.0,4,16,2,2011,88.88,6.38,6.38
360,14.21,0.0,5,16,2,2011,93.5,4.8,4.8
361,14.51,0.0,6,16,2,2011,93.94,4.29,4.29
362,15.2,0.0,7,16,2,2011,91.56,3.92,3.92
363,15.67,0.0,8,16,2,2011,91.69,3.81,3.81
364,16.26,0.0,9,16,2,2011,89.44,4.63,4.63
365,16.6,0.0,10,16,2,2011,87.31,4.23,4.23
366,16.98,0.0,11,16,2,2011,85.56,3.28,3.28
367,17.55,0.0,12,16,2,2011,82.62,2.25,2.25
368,18.3,0.0,13,16,2,2011,78.44,1.3,1.3
369,18.87,0.0,14,16,2,2011,74.5,1.03,1.03
370,18.99,0.0,15,16,2,2011,72.94,1.24,1.24
371,18.15,1.0,16,16,2,2011,79.0,2.11,2.11
372,16.36,1.0,17,16,2,2011,87.25,3.12,3.12
373,15.6,1.0,18,16,2,2011,90.0,3.53,3.53
374,14.96,1.0,19,16,2,2011,92.56,3.7,3.7
375,14.41,1.0,20,16,2,2011,94.88,3.84,3.84
376,13.83,1.0,21,16,2,2011,97.44,3.83,3.83
377,13.29,1.0,22,16,2,2011,99.81,4.04,4.04
378,12.8,0.0,23,16,2,2011,100.0,4.42,4.42
379,12.44,0.0,0,17,2,2011,100.0,4.42,4.42
380,12.81,0.0,1,17,2,2011,99.81,4.01,4.01
381,12.34,0.0,2,17,2,2011,100.0,3.21,3.21
382,12.38,0.0,3,17,2,2011,99.56,2.31,2.31
383,12.35,0.0,4,17,2,2011,98.25,1.61,1.61
384,12.37,0.0,5,17,2,2011,96.62,0.9,0.9
385,12.48,0.0,6,17,2,2011,95.75,0.59,0.59
386,13.71,0.0,7,17,2,2011,90.81,1.05,1.05
387,15.15,1.0,8,17,2,2011,85.25,1.87,1.87
388,16.67,1.0,9,17,2,2011,76.25,2.68,2.68
389,18.09,1.0,10,17,2,2011,66.81,3.27,3.27
390,19.29,1.0,11,17,2,2011,59.56,3.58,3.58
391,20.13,1.0,12,17,2,2011,54.38,3.65,3.65
392,20.44,1.0,13,17,2,2011,50.81,3.67,3.67
393,20.36,1.0,14,17,2,2011,48.75,3.89,3.89
394,19.98,1.0,15,17,2,2011,48.69,4.01,4.01
395,18.38,1.0,16,17,2,2011,59.19,3.73,3.73
396,15.68,1.0,17,17,2,2011,64.94,3.53,3.53
397,14.61,1.0,18,17,2,2011,64.62,3.68,3.68
398,13.55,1.0,19,17,2,2011,65.81,4.08,4.08
399,12.58,1.0,20,17,2,2011,67.44,4.55,4.55
400,11.69,1.0,21,17,2,2011,69.38,5.03,5.03
401,10.9,1.0,22,17,2,2011,71.69,5.53,5.53
402,10.24,1.0,23,17,2,2011,74.62,5.73,5.73
403,9.65,1.0,0,18,2,2011,77.88,5.7,5.7
404,9.19,1.0,1,18,2,2011,80.62,5.49,5.49
405,8.8,1.0,2,18,2,2011,82.75,5.1,5.1
406,8.42,1.0,3,18,2,2011,84.5,4.85,4.85
407,7.94,1.0,4,18,2,2011,86.75,4.83,4.83
408,7.43,1.0,5,18,2,2011,89.19,5.05,5.05
409,7.99,1.0,6,18,2,2011,86.25,5.18,5.18
410,10.89,1.0,7,18,2,2011,72.31,4.18,4.18
411,14.1,1.0,8,18,2,2011,60.38,3.91,3.91
412,18.41,1.0,9,18,2,2011,43.75,4.85,4.85
413,20.58,1.0,10,18,2,2011,38.38,3.97,3.97
414,21.82,1.0,11,18,2,2011,35.38,3.26,3.26
415,22.5,1.0,12,18,2,2011,33.56,2.83,2.83
416,22.71,1.0,13,18,2,2011,32.31,2.7,2.7
417,22.48,1.0,14,18,2,2011,32.06,2.86,2.86
418,21.68,1.0,15,18,2,2011,32.81,3.15,3.15
419,19.15,1.0,16,18,2,2011,49.69,3.62,3.62
420,15.76,1.0,17,18,2,2011,56.12,4.25,4.25
421,14.8,1.0,18,18,2,2011,57.38,4.62,4.62
422,14.32,1.0,19,18,2,2011,58.69,4.57,4.57
423,13.93,1.0,20,18,2,2011,59.94,4.22,4.22
424,13.55,1.0,21,18,2,2011,61.12,3.75,3.75
425,13.07,1.0,22,18,2,2011,62.62,3.49,3.49
426,12.32,1.0,23,18,2,2011,64.62,3.4,3.4
427,11.66,1.0,0,19,2,2011,67.44,3.24,3.24
428,11.14,1.0,1,19,2,2011,70.31,3.07,3.07
429,10.85,1.0,2,19,2,2011,72.19,2.77,2.77
430,10.7,1.0,3,19,2,2011,73.0,2.1,2.1
431,10.87,1.0,4,19,2,2011,72.5,1.3,1.3
432,10.55,1.0,5,19,2,2011,74.31,0.62,0.62
433,10.67,1.0,6,19,2,2011,74.75,0.21,0.21
434,12.75,1.0,7,19,2,2011,68.12,0.36,0.36
435,16.21,1.0,8,19,2,2011,52.56,0.93,0.93
436,19.77,1.0,9,19,2,2011,40.31,0.84,0.84
437,21.7,1.0,10,19,2,2011,36.5,0.34,0.34
438,22.96,1.0,11,19,2,2011,34.25,0.32,0.32
439,23.76,1.0,12,19,2,2011,32.69,0.69,0.69
440,24.13,1.0,13,19,2,2011,31.62,0.99,0.99
441,24.04,1.0,14,19,2,2011,31.5,1.0,1.0
442,23.42,1.0,15,19,2,2011,32.69,0.97,0.97
443,21.67,1.0,16,19,2,2011,44.81,1.13,1.13
444,19.9,1.0,17,19,2,2011,41.44,1.27,1.27
445,19.26,1.0,18,19,2,2011,41.06,1.3,1.3
446,18.69,1.0,19,19,2,2011,41.75,1.34,1.34
447,17.94,1.0,20,19,2,2011,43.19,1.42,1.42
