,T2M,PRECTOTCORR,HR,DY,MO,YEAR,RH2M,WS50M,WS50M
33,25.62,1.0,14,2,2,2011,22.25,1.73,1.73
34,24.76,1.0,15,2,2,2011,23.56,2.58,2.58
35,21.43,1.0,16,2,2,2011,39.44,3.03,3.03
36,18.9,1.0,17,2,2,2011,38.0,3.11,3.11
37,18.05,1.0,18,2,2,2011,38.0,2.98,2.98
38,17.1,1.0,19,2,2,2011,40.0,3.02,3.02
39,16.07,1.0,20,2,2,2011,42.69,3.09,3.09
40,15.1,1.0,21,2,2,2011,45.12,3.07,3.07
41,14.49,1.0,22,2,2,2011,46.5,2.73,2.73
42,13.87,1.0,23,2,2,2011,47.94,2.06,2.06
43,13.86,1.0,0,3,2,2011,47.25,1.56,1.56
44,12.65,1.0,1,3,2,2011,51.31,1.74,1.74
45,11.57,1.0,2,3,2,2011,55.25,2.19,2.19
46,10.65,1.0,3,3,2,2011,58.69,2.67,2.67
47,9.69,1.0,4,3,2,2011,62.5,3.03,3.03
48,9.11,1.0,5,3,2,2011,64.81,3.05,3.05
49,8.88,1.0,6,3,2,2011,65.56,2.96,2.96
50,11.64,1.0,7,3,2,2011,56.62,2.47,2.47
51,14.47,1.0,8,3,2,2011,47.38,1.51,1.51
52,19.2,1.0,9,3,2,2011,34.94,1.35,1.35
53,23.44,1.0,10,3,2,2011,25.44,1.47,1.47
54,25.05,1.0,11,3,2,2011,23.69,1.66,1.66
55,26.23,1.0,12,3,2,2011,22.56,1.82,1.82
56,26.9,1.0,13,3,2,2011,21.81,1.84,1.84
57,27.05,1.0,14,3,2,2011,21.75,1.84,1.84
58,26.24,1.0,15,3,2,2011,23.81,2.05,2.05
59,23.24,1.0,16,3,2,2011,37.5,2.34,2.34
60,20.54,1.0,17,3,2,2011,36.81,3.0,3.0
61,18.57,1.0,18,3,2,2011,41.56,3.89,3.89
62,16.87,1.0,19,3,2,2011,46.5,4.63,4.63
63,15.73,1.0,20,3,2,2011,49.75,4.77,4.77
64,15.15,1.0,21,3,2,2011,51.25,4.13,4.13
65,15.28,1.0,22,3,2,2011,49.94,3.06,3.06
66,15.35,1.0,23,3,2,2011,48.56,2.07,2.07
67,14.65,1.0,0,4,2,2011,49.88,1.87,1.87
68,14.12,1.0,1,4,2,2011,51.25,2.3,2.3
69,13.13,1.0,2,4,2,2011,54.25,2.76,2.76
70,12.23,1.0,3,4,2,2011,57.25,3.05,3.05
71,11.48,1.0,4,4,2,2011,60.0,3.17,3.17
72,10.71,1.0,5,4,2,2011,63.19,3.26,3.26
73,10.01,1.0,6,4,2,2011,66.75,3.56,3.56
74,12.77,1.0,7,4,2,2011,57.88,3.34,3.34
75,15.25,1.0,8,4,2,2011,50.31,1.8,1.8
76,19.05,1.0,9,4,2,2011,40.88,0.84,0.84
77,22.65,1.0,10,4,2,2011,33.12,1.16,1.16
78,26.54,1.0,11,4,2,2011,24.69,2.02,2.02
79,28.63,1.0,12,4,2,2011,21.0,2.69,2.69
80,29.31,1.0,13,4,2,2011,19.94,3.12,3.12
81,29.36,1.0,14,4,2,2011,19.75,3.29,3.29
82,28.45,1.0,15,4,2,2011,22.31,3.34,3.34
83,24.93,1.0,16,4,2,2011,36.62,3.02,3.02
84,22.89,1.0,17,4,2,2011,32.75,2.52,2.52
85,22.55,1.0,18,4,2,2011,31.56,2.01,2.01
86,22.76,1.0,19,4,2,2011,29.94,1.35,1.35
87,22.14,1.0,20,4,2,2011,32.0,0.87,0.87
88,20.86,1.0,21,4,2,2011,34.31,1.44,1.44
89,18.37,1.0,22,4,2,2011,40.69,2.32,2.32
90,16.87,1.0,23,4,2,2011,44.5,3.2,3.2
91,15.25,1.0,0,5,2,2011,49.25,3.79,3.79
92,14.02,1.0,1,5,2,2011,53.06,4.02,4.02
93,12.78,1.0,2,5,2,2011,57.19,4.4,4.4
94,11.75,1.0,3,5,2,2011,60.94,5.21,5.21
95,11.19,1.0,4,5,2,2011,62.62,5.81,5.81
96,10.85,1.0,5,5,2,2011,63.06,5.85,5.85
97,11.04,1.0,6,5,2,2011,61.5,5.6,5.6
98,15.27,1.0,7,5,2,2011,48.88,4.87,4.87
99,18.47,1.0,8,5,2,2011,39.62,2.78,2.78
100,22.51,1.0,9,5,2,2011,31.81,2.18,2.18
101,26.59,1.0,10,5,2,2011,24.31,2.43,2.43
102,29.88,1.0,11,5,2,2011,19.0,2.1,2.1
103,31.0,1.0,12,5,2,2011,17.81,2.1,2.1
104,31.32,1.0,13,5,2,2011,17.44,2.24,2.24
105,31.02,1.0,14,5,2,2011,17.62,2.25,2.25
106,30.01,1.0,15,5,2,2011,19.94,2.05,2.05
107,27.65,1.0,16,5,2,2011,27.69,1.55,1.55
108,26.23,1.0,17,5,2,2011,24.94,0.97,0.97
109,25.4,1.0,18,5,2,2011,25.56,0.7,0.7
110,23.94,1.0,19,5,2,2011,27.38,1.41,1.41
111,21.33,1.0,20,5,2,2011,32.94,2.58,2.58
112,19.02,1.0,21,5,2,2011,39.12,4.08,4.08
113,16.87,1.0,22,5,2,2011,45.06,5.55,5.55
114,15.8,1.0,23,5,2,2011,48.38,6.84,6.84
115,15.27,1.0,0,6,2,2011,49.62,8.02,8.02
116,15.16,1.0,1,6,2,2011,49.94,8.82,8.82
117,14.69,1.0,2,6,2,2011,51.88,8.51,8.51
118,13.58,1.0,3,6,2,2011,55.88,7.81,7.81
119,12.38,1.0,4,6,2,2011,60.06,6.86,6.86
120,11.37,1.0,5,6,2,2011,64.12,5.16,5.16
121,11.21,1.0,6,6,2,2011,65.44,3.77,3.77
122,14.34,1.0,7,6,2,2011,54.81,2.81,2.81
123,17.12,1.0,8,6,2,2011,47.25,1.74,1.74
124,21.55,1.0,9,6,2,2011,35.94,2.82,2.82
125,25.76,1.0,10,6,2,2011,27.31,4.39,4.39
126,29.24,1.0,11,6,2,2011,20.81,5.46,5.46
127,30.59,1.0,12,6,2,2011,18.69,5.23,5.23
128,31.15,1.0,13,6,2,2011,17.5,4.92,4.92
129,31.07,1.0,14,6,2,2011,16.94,4.58,4.58
130,30.18,1.0,15,6,2,2011,18.38,4.04,4.04
131,26.4,1.0,16,6,2,2011,34.56,3.31,3.31
132,23.94,1.0,17,6,2,2011,30.38,3.07,3.07
133,22.94,1.0,18,6,2,2011,30.38,2.95,2.95
134,21.58,1.0,19,6,2,2011,33.31,3.27,3.27
135,19.06,1.0,20,6,2,2011,39.69,4.75,4.75
136,17.15,1.0,21,6,2,2011,44.94,6.69,6.69
137,16.48,1.0,22,6,2,2011,46.62,8.17,8.17
138,16.03,1.0,23,6,2,2011,47.81,8.94,8.94
139,15.39,1.0,0,7,2,2011,49.81,9.05,9.05
140,14.41,1.0,1,7,2,2011,53.19,8.5,8.5
141,13.25,1.0,2,7,2,2011,56.94,7.39,7.39
142,12.32,1.0,3,7,2,2011,58.94,5.99,5.99
143,12.0,1.0,4,7,2,2011,58.19,4.59,4.59
144,12.22,1.0,5,7,2,2011,56.0,3.72,3.72
145,12.24,1.0,6,7,2,2011,56.31,3.89,3.89
146,15.81,1.0,7,7,2,2011,46.19,3.79,3.79
147,18.92,1.0,8,7,2,2011,38.06,2.66,2.66
148,23.77,1.0,9,7,2,2011,30.25,3.1,3.1
149,27.87,1.0,10,7,2,2011,24.94,5.11,5.11
150,29.37,1.0,11,7,2,2011,23.31,5.45,5.45
151,30.1,1.0,12,7,2,2011,22.38,5.75,5.75
152,30.33,1.0,13,7,2,2011,21.88,5.96,5.96
153,30.01,1.0,14,7,2,2011,21.94,6.12,6.12
154,29.09,1.0,15,7,2,2011,23.12,5.96,5.96
155,25.65,1.0,16,7,2,2011,34.81,5.52,5.52
156,21.23,1.0,17,7,2,2011,44.5,5.76,5.76
157,19.94,1.0,18,7,2,2011,47.25,6.01,6.01
158,19.15,1.0,19,7,2,2011,49.62,5.68,5.68
159,18.63,1.0,20,7,2,2011,51.44,5.19,5.19
160,18.33,1.0,21,7,2,2011,53.5,5.73,5.73
161,18.54,1.0,22,7,2,2011,55.12,7.5,7.5
162,19.25,1.0,23,7,2,2011,56.88,8.65,8.65
163,19.01,0.0,0,8,2,2011,62.75,8.54,8.54
164,17.93,0.0,1,8,2,2011,71.44,8.14,8.14
165,16.62,0.0,2,8,2,2011,79.5,7.99,7.99
166,15.52,1.0,3,8,2,2011,84.94,7.85,7.85
167,14.44,1.0,4,8,2,2011,88.44,7.6,7.6
168,13.43,1.0,5,8,2,2011,89.94,7.39,7.39
169,12.66,1.0,6,8,2,2011,89.75,6.63,6.63
170,13.96,1.0,7,8,2,2011,80.0,4.72,4.72
171,17.2,1.0,8,8,2,2011,63.69,3.6,3.6
172,22.26,1.0,9,8,2,2011,36.56,4.64,4.64
173,24.56,1.0,10,8,2,2011,25.25,4.05,4.05
174,25.76,1.0,11,8,2,2011,20.88,3.92,3.92
175,26.59,1.0,12,8,2,2011,18.19,3.94,3.94
176,26.93,1.0,13,8,2,2011,16.88,4.04,4.04
177,26.83,1.0,14,8,2,2011,16.44,4.36,4.36
178,26.0,1.0,15,8,2,2011,17.44,4.66,4.66
179,22.68,1.0,16,8,2,2011,30.31,4.97,4.97
180,18.08,1.0,17,8,2,2011,39.81,5.67,5.67
181,16.69,1.0,18,8,2,2011,41.81,6.37,6.37
182,15.65,1.0,19,8,2,2011,43.81,6.77,6.77
183,14.58,1.0,20,8,2,2011,46.19,6.64,6.64
184,13.52,1.0,21,8,2,2011,48.62,6.04,6.04
185,12.63,1.0,22,8,2,2011,50.19,5.16,5.16
186,12.04,1.0,23,8,2,2011,50.19,4.39,4.39
187,11.54,1.0,0,9,2,2011,49.75,3.96,3.96
188,10.72,1.0,1,9,2,2011,50.62,4.01,4.01
189,9.55,1.0,2,9,2,2011,53.0,4.54,4.54
190,8.49,1.0,3,9,2,2011,55.19,5.25,5.25
191,7.69,1.0,4,9,2,2011,57.25,5.83,5.83
192,7.06,1.0,5,9,2,2011,59.56,6.27,6.27
193,7.23,1.0,6,9,2,2011,60.12,6.51,6.51
194,10.3,1.0,7,9,2,2011,50.88,4.88,4.88
195,13.62,1.0,8,9,2,2011,43.31,2.88,2.88
196,19.19,1.0,9,9,2,2011,27.06,4.22,4.22
197,22.52,1.0,10,9,2,2011,18.19,3.85,3.85
198,24.37,1.0,11,9,2,2011,15.62,3.39,3.39
199,25.68,1.0,12,9,2,2011,14.44,3.43,3.43
200,26.32,1.0,13,9,2,2011,14.62,3.65,3.65
201,26.24,1.0,14,9,2,2011,15.5,3.96,3.96
202,25.4,1.0,15,9,2,2011,17.19,4.5,4.5
203,22.01,1.0,16,9,2,2011,31.31,4.58,4.58
204,17.75,1.0,17,9,2,2011,38.62,4.9,4.9
205,16.3,1.0,18,9,2,2011,40.06,5.59,5.59
206,15.4,1.0,19,9,2,2011,41.31,5.63,5.63
207,14.48,1.0,20,9,2,2011,43.0,5.45,5.45
208,13.48,1.0,21,9,2,2011,44.94,5.49,5.49
209,12.47,1.0,22,9,2,2011,47.0,5.56,5.56
210,11.52,1.0,23,9,2,2011,48.88,5.57,5.57
211,10.63,1.0,0,10,2,2011,50.5,5.5,5.5
212,9.83,1.0,1,10,2,2011,51.94,5.46,5.46
213,9.08,1.0,2,10,2,2011,53.19,5.5,5.5
214,8.4,1.0,3,10,2,2011,54.5,5.46,5.46
215,7.83,1.0,4,10,2,2011,55.88,5.36,5.36
216,7.3,1.0,5,10,2,2011,57.38,5.01,5.01
217,7.48,1.0,6,10,2,2011,57.56,4.65,4.65
218,10.71,1.0,7,10,2,2011,45.94,3.64,3.64
219,13.87,1.0,8,10,2,2011,38.81,2.27,2.27
220,19.23,1.0,9,10,2,2011,27.69,2.06,2.06
221,23.73,1.0,10,10,2,2011,19.06,2.88,2.88
222,25.54,1.0,11,10,2,2011,17.56,3.55,3.55
223,26.55,1.0,12,10,2,2011,17.38,4.0,4.0
224,26.98,1.0,13,10,2,2011,17.44,4.29,4.29
225,26.95,1.0,14,10,2,2011,17.75,4.56,4.56
226,26.19,1.0,15,10,2,2011,18.69,4.65,4.65
227,22.77,1.0,16,10,2,2011,32.62,4.48,4.48
228,18.8,1.0,17,10,2,2011,38.19,4.57,4.57
229,17.37,1.0,18,10,2,2011,39.38,4.98,4.98
230,16.31,1.0,19,10,2,2011,40.75,5.27,5.27
231,15.37,1.0,20,10,2,2011,42.31,5.19,5.19
232,14.44,1.0,21,10,2,2011,44.12,4.94,4.94
233,13.51,1.0,22,10,2,2011,46.06,4.82,4.82
234,12.59,1.0,23,10,2,2011,48.06,4.76,4.76
235,11.74,1.0,0,11,2,2011,50.19,4.74,4.74
236,10.91,1.0,1,11,2,2011,52.31,4.8,4.8
237,10.15,1.0,2,11,2,2011,54.19,4.77,4.77
238,9.49,1.0,3,11,2,2011,55.69,4.5,4.5
239,8.91,1.0,4,11,2,2011,57.06,4.16,4.16
240,8.41,1.0,5,11,2,2011,58.06,3.95,3.95
241,8.54,1.0,6,11,2,2011,58.25,3.84,3.84
242,11.87,1.0,7,11,2,2011,46.0,3.32,3.32
243,15.01,1.0,8,11,2,2011,38.5,2.21,2.21
244,20.43,1.0,9,11,2,2011,26.0,2.17,2.17
245,25.02,1.0,10,11,2,2011,16.44,2.88,2.88
246,26.94,1.0,11,11,2,2011,14.81,3.2,3.2
247,28.09,1.0,12,11,2,2011,14.31,3.62,3.62
248,28.63,1.0,13,11,2,2011,14.38,3.82,3.82
249,28.54,1.0,14,11,2,2011,15.06,4.17,4.17
250,27.65,1.0,15,11,2,2011,16.56,4.63,4.63
251,23.93,1.0,16,11,2,2011,30.81,4.77,4.77
252,19.83,1.0,17,11,2,2011,36.94,4.85,4.85
253,18.56,1.0,18,11,2,2011,38.12,4.88,4.88
254,17.46,1.0,19,11,2,2011,39.94,5.01,5.01
255,16.51,1.0,20,11,2,2011,41.56,4.85,4.85
256,15.76,1.0,21,11,2,2011,42.81,4.45,4.45
257,15.32,1.0,22,11,2,2011,43.06,3.85,3.85
258,14.96,1.0,23,11,2,2011,42.81,3.33,3.33
259,14.5,1.0,0,12,2,2011,43.38,2.97,2.97
260,13.72,1.0,1,12,2,2011,45.19,2.96,2.96
261,12.59,1.0,2,12,2,2011,48.31,3.35,3.35
262,11.47,1.0,3,12,2,2011,51.88,3.92,3.92
263,10.66,1.0,4,12,2,2011,54.38,4.3,4.3
264,10.03,1.0,5,12,2,2011,56.12,4.41,4.41
265,10.07,1.0,6,12,2,2011,56.44,4.55,4.55
266,13.82,1.0,7,12,2,2011,43.88,4.06,4.06
267,16.96,1.0,8,12,2,2011,36.56,2.8,2.8
268,21.6,1.0,9,12,2,2011,25.75,2.3,2.3
269,25.86,1.0,10,12,2,2011,19.19,2.89,2.89
270,28.9,1.0,11,12,2,2011,17.19,3.31,3.31
271,30.18,1.0,12,12,2,2011,16.94,3.21,3.21
272,30.69,1.0,13,12,2,2011,17.19,2.99,2.99
273,30.61,1.0,14,12,2,2011,17.81,2.73,2.73
274,29.74,1.0,15,12,2,2011,19.62,2.47,2.47
275,26.87,1.0,16,12,2,2011,33.56,2.13,2.13
276,24.23,1.0,17,12,2,2011,31.62,2.48,2.48
277,22.75,1.0,18,12,2,2011,33.31,2.92,2.92
278,21.66,1.0,19,12,2,2011,34.69,3.18,3.18
279,20.9,1.0,20,12,2,2011,35.38,3.21,3.21
280,20.05,1.0,21,12,2,2011,36.38,3.32,3.32
281,19.08,1.0,22,12,2,2011,38.12,3.62,3.62
282,18.04,1.0,23,12,2,2011,40.88,4.03,4.03
283,17.02,1.0,0,13,2,2011,43.5,4.53,4.53
284,16.09,1.0,1,13,2,2011,46.75,5.14,5.14
285,15.33,1.0,2,13,2,2011,49.56,5.59,5.59
286,14.63,1.0,3,13,2,2011,52.94,5.56,5.56
287,13.92,1.0,4,13,2,2011,56.81,5.26,5.26
288,13.44,1.0,5,13,2,2011,59.94,4.68,4.68
289,13.76,1.0,6,13,2,2011,60.12,3.93,3.93
290,17.58,1.0,7,13,2,2011,49.94,3.04,3.04
291,20.55,1.0,8,13,2,2011,41.38,1.75,1.75
292,24.78,1.0,9,13,2,2011,32.06,1.91,1.91
293,29.51,1.0,10,13,2,2011,19.75,3.95,3.95
294,31.45,1.0,11,13,2,2011,16.12,4.83,4.83
295,32.21,1.0,12,13,2,2011,15.06,5.15,5.15
296,32.33,1.0,13,13,2,2011,14.81,5.34,5.34
297,31.9,1.0,14,13,2,2011,15.44,5.54,5.54
298,30.83,1.0,15,13,2,2011,17.06,5.46,5.46
299,26.95,1.0,16,13,2,2011,30.94,4.95,4.95
300,23.26,1.0,17,13,2,2011,36.38,4.35,4.35
301,22.98,1.0,18,13,2,2011,34.44,3.47,3.47
302,22.97,1.0,19,13,2,2011,32.06,2.76,2.76
303,22.38,1.0,20,13,2,2011,32.25,2.51,2.51
304,21.41,1.0,21,13,2,2011,33.5,2.55,2.55
305,20.41,1.0,22,13,2,2011,34.75,2.48,2.48
306,19.19,1.0,23,13,2,2011,37.56,2.24,2.24
307,18.19,1.0,0,14,2,2011,40.69,1.9,1.9
308,17.43,1.0,1,14,2,2011,43.12,1.78,1.78
309,16.7,1.0,2,14,2,2011,45.38,1.9,1.9
310,15.55,1.0,3,14,2,2011,49.25,2.33,2.33
311,14.27,1.0,4,14,2,2011,53.88,3.07,3.07
312,13.27,1.0,5,14,2,2011,57.88,3.91,3.91
313,13.29,1.0,6,14,2,2011,59.62,4.6,4.6
314,16.1,1.0,7,14,2,2011,51.75,4.09,4.09
315,18.94,1.0,8,14,2,2011,44.19,3.15,3.15
316,22.55,1.0,9,14,2,2011,35.0,2.21,2.21
317,25.69,1.0,10,14,2,2011,27.94,0.89,0.89
318,28.62,1.0,11,14,2,2011,22.06,3.47,3.47
319,29.91,1.0,12,14,2,2011,20.56,4.42,4.42
320,30.17,1.0,13,14,2,2011,20.81,4.08,4.08
321,29.88,1.0,14,14,2,2011,21.5,3.96,3.96
322,28.89,1.0,15,14,2,2011,23.25,4.35,4.35
323,25.26,1.0,16,14,2,2011,37.06,4.73,4.73
324,21.62,1.0,17,14,2,2011,43.81,6.5,6.5
325,20.51,1.0,18,14,2,2011,46.62,8.01,8.01
326,19.62,1.0,19,14,2,2011,51.5,7.99,7.99
327,18.39,1.0,20,14,2,2011,58.44,7.2,7.2
328,17.55,1.0,21,14,2,2011,64.0,6.53,6.53
329,17.02,1.0,22,14,2,2011,67.69,6.07,6.07
330,16.73,0.0,23,14,2,2011,69.69,5.42,5.42
331,16.33,0.0,0,15,2,2011,71.75,4.29,4.29
332,16.09,0.0,1,15,2,2011,73.56,3.02,3.02
333,16.44,0.0,2,15,2,2011,72.5,1.64,1.64
334,16.5,0.0,3,15,2,2011,72.69,0.81,0.81
335,15.26,0.0,4,15,2,2011,81.62,2.35,2.35
336,14.55,0.0,5,15,2,2011,87.0,3.32,3.32
337,14.51,0.0,6,15,2,2011,89.12,3.3,3.3
338,16.15,0.0,7,15,2,2011,84.19,2.48,2.48
339,18.12,0.0,8,15,2,2011,76.69,1.75,1.75
340,21.58,0.0,9,15,2,2011,58.81,1.6,1.6
341,25.44,0.0,10,15,2,2011,42.19,2.56,2.56
342,26.73,1.0,11,15,2,2011,37.38,2.9,2.9
343,26.94,0.0,12,15,2,2011,36.19,2.97,2.97
344,26.68,0.0,13,15,2,2011,36.75,2.8,2.8
345,26.51,0.0,14,15,2,2011,37.5,2.47,2.47
346,25.9,0.0,15,15,2,2011,40.25,2.11,2.11
347,24.23,0.0,16,15,2,2011,54.0,1.82,1.82
348,22.15,0.0,17,15,2,2011,57.94,2.42,2.42
349,20.98,1.0,18,15,2,2011,61.12,3.29,3.29
350,20.05,1.0,19,15,2,2011,63.81,4.03,4.03
351,19.27,1.0,20,15,2,2011,65.94,4.7,4.7
352,18.48,1.0,21,15,2,2011,69.56,5.24,5.24
353,17.94,0.0,22,15,2,2011,73.31,6.28,6.28
354,17.35,0.0,23,15,2,2011,78.62,7.85,7.85
355,16.24,0.0,0,16,2,2011,87.5,6.7,6.7
356,15.05,0.0,1,16,2,2011,96.06,4.46,4.46
357,14.55,0.0,2,16,2,2011,99.0,2.15,2.15
358,14.16,0.0,3,16,2,2011,100.0,2.17,2.17
359,14.34,0.0,4,16,2,2011,98.94,2.97,2.97
360,13.96,0.0,5,16,2,2011,99.38,3.0,3.0
361,14.26,0.0,6,16,2,2011,98.44,3.19,3.19
362,16.01,0.0,7,16,2,2011,93.31,3.23,3.23
363,18.18,0.0,8,16,2,2011,84.06,3.27,3.27
364,20.93,0.0,9,16,2,2011,67.94,3.92,3.92
365,22.94,0.0,10,16,2,2011,55.19,4.64,4.64
366,23.84,0.0,11,16,2,2011,48.12,4.86,4.86
367,24.33,0.0,12,16,2,2011,43.25,4.69,4.69
368,24.39,0.0,13,16,2,2011,40.75,4.53,4.53
369,23.9,0.0,14,16,2,2011,40.5,4.47,4.47
370,23.17,0.0,15,16,2,2011,41.38,4.28,4.28
371,21.62,1.0,16,16,2,2011,48.5,4.05,4.05
372,18.41,1.0,17,16,2,2011,62.5,4.72,4.72
373,17.12,1.0,18,16,2,2011,64.88,5.67,5.67
374,16.4,1.0,19,16,2,2011,66.75,6.32,6.32
375,15.76,1.0,20,16,2,2011,69.0,6.72,6.72
376,15.16,1.0,21,16,2,2011,72.25,6.88,6.88
377,14.52,1.0,22,16,2,2011,76.38,6.8,6.8
378,13.8,1.0,23,16,2,2011,81.5,6.37,6.37
379,13.08,1.0,0,17,2,2011,87.5,5.74,5.74
380,12.5,1.0,1,17,2,2011,93.12,5.19,5.19
381,12.31,1.0,2,17,2,2011,96.5,4.72,4.72
382,11.64,1.0,3,17,2,2011,100.0,4.2,4.2
383,11.15,1.0,4,17,2,2011,100.0,3.61,3.61
384,10.91,1.0,5,17,2,2011,100.0,2.96,2.96
385,11.34,1.0,6,17,2,2011,100.0,2.56,2.56
386,14.13,0.0,7,17,2,2011,86.88,2.1,2.1
387,17.87,1.0,8,17,2,2011,62.62,2.43,2.43
388,21.62,1.0,9,17,2,2011,38.25,3.54,3.54
389,23.28,1.0,10,17,2,2011,30.62,4.08,4.08
390,24.3,1.0,11,17,2,2011,26.81,4.46,4.46
391,24.9,1.0,12,17,2,2011,24.5,4.59,4.59
392,25.08,1.0,13,17,2,2011,23.12,4.59,4.59
393,24.84,1.0,14,17,2,2011,22.44,4.75,4.75
394,23.94,1.0,15,17,2,2011,22.69,5.0,5.0
395,21.66,1.0,16,17,2,2011,29.06,5.23,5.23
396,17.12,1.0,17,17,2,2011,41.94,6.08,6.08
397,15.65,1.0,18,17,2,2011,43.19,6.87,6.87
398,14.71,1.0,19,17,2,2011,44.5,7.23,7.23
399,13.79,1.0,20,17,2,2011,46.75,7.14,7.14
400,12.89,1.0,21,17,2,2011,49.44,6.75,6.75
401,12.09,1.0,22,17,2,2011,52.06,6.38,6.38
402,11.38,1.0,23,17,2,2011,54.38,6.17,6.17
403,10.7,1.0,0,18,2,2011,56.75,6.03,6.03
404,10.03,1.0,1,18,2,2011,59.25,5.88,5.88
405,9.34,1.0,2,18,2,2011,61.75,5.71,5.71
406,8.62,1.0,3,18,2,2011,64.69,5.44,5.44
407,7.93,1.0,4,18,2,2011,67.81,5.12,5.12
408,7.3,1.0,5,18,2,2011,70.75,4.84,4.84
409,7.71,1.0,6,18,2,2011,68.94,4.67,4.67
410,10.76,1.0,7,18,2,2011,56.81,3.55,3.55
411,14.19,1.0,8,18,2,2011,46.88,2.4,2.4
412,19.58,1.0,9,18,2,2011,30.25,3.94,3.94
413,22.08,1.0,10,18,2,2011,23.94,4.45,4.45
414,23.37,1.0,11,18,2,2011,21.44,4.3,4.3
415,24.15,1.0,12,18,2,2011,19.94,4.02,4.02
416,24.47,1.0,13,18,2,2011,19.06,3.8,3.8
417,24.31,1.0,14,18,2,2011,18.94,3.86,3.86
418,23.62,1.0,15,18,2,2011,19.69,3.96,3.96
419,21.27,1.0,16,18,2,2011,31.56,3.7,3.7
420,17.98,1.0,17,18,2,2011,37.69,3.27,3.27
421,17.22,1.0,18,18,2,2011,36.44,2.99,2.99
422,16.44,1.0,19,18,2,2011,37.38,3.01,3.01
423,15.29,1.0,20,18,2,2011,40.31,3.27,3.27
424,14.09,1.0,21,18,2,2011,44.25,3.52,3.52
425,13.25,1.0,22,18,2,2011,47.12,3.57,3.57
426,12.66,1.0,23,18,2,2011,49.31,3.53,3.53
427,12.12,1.0,0,19,2,2011,50.94,3.44,3.44
428,11.69,1.0,1,19,2,2011,52.25,3.28,3.28
429,11.45,1.0,2,19,2,2011,52.5,2.91,2.91
430,11.22,1.0,3,19,2,2011,51.5,2.36,2.36
431,10.97,1.0,4,19,2,2011,51.38,1.78,1.78
432,11.16,1.0,5,19,2,2011,50.44,1.19,1.19
433,11.36,1.0,6,19,2,2011,51.69,0.78,0.78
434,13.12,1.0,7,19,2,2011,46.81,1.12,1.12
435,16.0,1.0,8,19,2,2011,39.88,1.29,1.29
436,21.05,1.0,9,19,2,2011,27.25,1.02,1.02
437,23.9,1.0,10,19,2,2011,22.69,2.07,2.07
438,25.43,1.0,11,19,2,2011,21.12,2.35,2.35
439,26.33,1.0,12,19,2,2011,20.38,2.29,2.29
440,26.69,1.0,13,19,2,2011,20.19,2.09,2.09
441,26.55,1.0,14,19,2,2011,20.5,2.04,2.04
442,25.79,1.0,15,19,2,2011,21.5,2.26,2.26
443,23.23,1.0,16,19,2,2011,35.38,2.88,2.88
444,19.26,1.0,17,19,2,2011,41.25,4.04,4.04
445,17.41,1.0,18,19,2,2011,43.75,5.17,5.17
446,16.38,1.0,19,19,2,2011,44.94,6.04,6.04
447,15.55,1.0,20,19,2,2011,45.94,6.4,6.4
