YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WS50M,WD50M
2011,2,5,13,27.59,28.38,0,2.01,306.16
2011,2,5,14,27.55,28.69,0,2.15,303.11
2011,2,5,15,26.14,38.94,0,2.07,316.23
2011,2,5,16,23.66,41.5,0,2.1,342.44
2011,2,5,17,21.87,42.5,0,2.32,3.28
2011,2,5,18,20.87,44.5,0,2.41,20.9
2011,2,5,19,19.82,46.62,0,2.26,36
2011,2,5,20,19.3,47.12,0,1.99,50.11
2011,2,5,21,19.36,46.44,0,1.8,67.88
2011,2,5,22,18.79,47.94,0,1.78,89.5
2011,2,5,23,18.14,49.81,0,1.76,111.33
2011,2,6,0,17.55,51.69,0,1.71,127.76
2011,2,6,1,16.98,53.5,0,1.6,133.22
2011,2,6,2,16.23,56,0,1.67,134.24
2011,2,6,3,14.67,61.94,0,2.19,141.53
2011,2,6,4,13.57,66.5,0,2.82,155.07
2011,2,6,5,12.37,71.81,0,3.38,170.69
2011,2,6,6,11.86,74.19,0,4.13,183.58
2011,2,6,7,15.17,60.94,0,3.93,196.02
2011,2,6,8,17.66,52.94,0,2.52,211.42
2011,2,6,9,21.6,43.12,0,1.76,208.04
2011,2,6,10,26.65,29.5,0,0.99,244.65
2011,2,6,11,28.18,25.81,0,1.59,279.88
2011,2,6,12,28.86,24.31,0,2.55,273.16
2011,2,6,13,29.02,23.69,0,2.78,274.51
2011,2,6,14,28.8,24,0,2.88,280.94
2011,2,6,15,27.21,34.38,0,2.91,294.64
2011,2,6,16,24.3,40.31,0,2.61,321.07
2011,2,6,17,22.53,38.25,0,2.68,352.63
2011,2,6,18,20.98,42.62,0,3.16,17.58
2011,2,6,19,19.69,45.94,0,3.47,37.59
2011,2,6,20,18.8,47.94,0,3.54,50.37
2011,2,6,21,18.13,49.25,0,3.51,55.43
2011,2,6,22,17.33,51.12,0,3.71,63.11
2011,2,6,23,16.31,53.75,0,4.21,72.27
2011,2,7,0,15.28,56.81,0,4.76,81.42
2011,2,7,1,14.5,59.38,0,4.99,89.46
2011,2,7,2,13.83,61.62,0,5.09,99.98
2011,2,7,3,13.14,64.06,0,5.33,111.6
2011,2,7,4,12.48,66.5,0,5.59,124.24
2011,2,7,5,11.88,68.81,0,5.82,137.4
2011,2,7,6,12.28,67.06,0,5.8,151.88
2011,2,7,7,15.69,53.94,0,4.63,168.52
2011,2,7,8,18.44,45.81,0,2.8,182.4
2011,2,7,9,22.88,35.44,0,3.06,187.49
2011,2,7,10,27.54,24.62,0,4.11,190.63
2011,2,7,11,29.33,21.19,0,3.37,196.58
2011,2,7,12,30.15,19.75,0,2.82,201.8
2011,2,7,13,30.32,19.31,0,2.49,207.85
2011,2,7,14,29.98,19.69,0,2.22,212.07
2011,2,7,15,28.92,24.31,0,1.73,218.22
2011,2,7,16,27.17,29.62,0,0.74,231.43
2011,2,7,17,25.54,27.5,0,0.14,336.37
2011,2,7,18,24.59,27.5,0,0.6,63.1
2011,2,7,19,23.43,29.62,0,1.02,84.29
2011,2,7,20,21.84,33.19,0,1.39,97.4
2011,2,7,21,20.73,36.12,0,1.71,100.23
2011,2,7,22,20.01,37.81,0,2.02,95.09
2011,2,7,23,18.98,40.69,0,2.37,92.46
2011,2,8,0,17.98,43.62,0,2.57,94.18
2011,2,8,1,17.65,44.81,0,2.02,91.55
2011,2,8,2,17.4,46,0,0.97,80.23
2011,2,8,3,17.07,46.5,0,0.47,314.33
2011,2,8,4,15.86,49.56,0,1.67,293.2
2011,2,8,5,14.33,55.19,0,2.64,294.89
2011,2,8,6,14.24,58.38,0,3.43,297.38
2011,2,8,7,17.58,49.5,0,3.44,297.79
2011,2,8,8,20.59,43.31,0,2.99,297.84
2011,2,8,9,25.41,36.81,0,4.82,304.77
2011,2,8,10,27.22,34.44,0,4.67,300.6
2011,2,8,11,28.19,32.25,0.01,4.64,295.19
2011,2,8,12,28.72,29.94,0,4.79,292.01
2011,2,8,13,28.76,27.56,0,5.05,291.32
2011,2,8,14,28.35,25.69,0,5.55,292.09
2011,2,8,15,27.24,25.25,0,6.24,293.32
2011,2,8,16,23.54,34.31,0,7.15,296.12
2011,2,8,17,19.58,41.75,0,8.48,300.06
2011,2,8,18,18.58,43.69,0,9.08,303.59
2011,2,8,19,17.65,46.81,0,9.15,305.79
2011,2,8,20,16.73,50.25,0,9.05,305.83
2011,2,8,21,15.84,53.44,0,8.96,304.52
2011,2,8,22,14.97,56.31,0,8.83,303.34
2011,2,8,23,14.11,58.75,0,8.67,302.72
2011,2,9,0,13.27,60.25,0,8.51,301.6
2011,2,9,1,12.57,60.44,0,8.5,300.86
2011,2,9,2,11.86,60.38,0,8.44,300.84
2011,2,9,3,11.02,61.12,0,8.29,301.55
2011,2,9,4,10.08,63,0,8.05,303.77
2011,2,9,5,9.12,65.75,0,7.86,307.25
2011,2,9,6,9.47,63.69,0,7.41,309.65
2011,2,9,7,12.12,53.44,0,5.68,308.35
2011,2,9,8,16.26,40.81,0,4.95,303.01
2011,2,9,9,21.16,25.62,0,6.09,302.53
2011,2,9,10,23.71,20,0,5.91,293.69
2011,2,9,11,25.4,16.69,0,6.2,287.16
2011,2,9,12,26.52,14.56,0,6.61,284.38
2011,2,9,13,26.95,13.44,0,6.9,283.82
2011,2,9,14,26.66,13.25,0,6.95,284.79
2011,2,9,15,25.44,15.06,0,6.72,285.86
2011,2,9,16,20.8,28.44,0,6.8,287.44
2011,2,9,17,16.58,35.12,0,7.79,290.74
2011,2,9,18,15.5,36.56,0,8.33,293.97
2011,2,9,19,14.64,38.19,0,8.77,296.75
2011,2,9,20,13.84,40.25,0,8.97,299.87
2011,2,9,21,13.03,43,0,8.88,302.05
2011,2,9,22,12.06,46.81,0,8.32,305.06
2011,2,9,23,11.23,50.12,0,7.94,307.24
2011,2,10,0,10.58,52.62,0,7.74,306.79
2011,2,10,1,9.98,54.75,0,7.46,306.05
2011,2,10,2,9.41,56.75,0,7.3,304.93
2011,2,10,3,8.83,59,0,7.09,302.08
2011,2,10,4,8.26,61.38,0,6.88,299.24
2011,2,10,5,7.76,63.62,0,6.78,294.23
2011,2,10,6,8.65,60.56,0,6.54,286.79
2011,2,10,7,11.58,50.62,0,4.52,279.64
2011,2,10,8,15.23,42,0,2.95,268.03
2011,2,10,9,20.85,27.62,0,4.94,283.25
2011,2,10,10,24.37,19.88,0,5.85,283.13
2011,2,10,11,26.05,17.5,0,6.08,282.62
2011,2,10,12,26.92,16.62,0,6.15,283.74
2011,2,10,13,27.14,16.38,0,6.23,285.78
2011,2,10,14,26.77,16.88,0,6.51,289.13
2011,2,10,15,25.62,19.06,0,6.62,292.78
2011,2,10,16,21.34,32.5,0,6.46,298.36
2011,2,10,17,17.45,40.25,0,6.69,303.13
2011,2,10,18,16.4,42.25,0,6.7,307.23
2011,2,10,19,15.49,44.31,0,6.48,311.09
2011,2,10,20,14.6,46.44,0,6.41,313.42
2011,2,10,21,13.75,48.62,0,6.26,315.66
2011,2,10,22,12.94,50.75,0,5.95,317.13
2011,2,10,23,12.2,52.62,0,5.71,317.77
2011,2,11,0,11.52,54.38,0,5.59,318
2011,2,11,1,10.87,56.12,0,5.61,315.68
2011,2,11,2,10.25,58,0,5.89,311.94
2011,2,11,3,9.7,59.88,0,6.17,309.25
2011,2,11,4,9.19,61.75,0,6.16,306.43
2011,2,11,5,8.72,63.81,0,6.1,301.39
2011,2,11,6,9.67,60.94,0,6.12,294.83
2011,2,11,7,13.01,49.5,0,4.79,283.79
2011,2,11,8,16.42,41.62,0,3.42,263.96
2011,2,11,9,21.92,26.69,0,5.1,272.37
2011,2,11,10,25.44,17.94,0,5.99,277.79
2011,2,11,11,27.03,15.44,0,6.2,280.97
2011,2,11,12,27.97,14.19,0,6.5,285.54
2011,2,11,13,28.24,13.88,0,6.72,292.54
2011,2,11,14,27.8,14.56,0,7.21,298.62
2011,2,11,15,26.52,17.12,0,7.39,303.87
2011,2,11,16,22.07,29.44,0,7.22,309.16
2011,2,11,17,18.17,37,0,7.73,310.82
2011,2,11,18,17.05,39.44,0,7.82,310.02
2011,2,11,19,16.07,42.06,0,7.6,307.32
2011,2,11,20,15.21,44.31,0,7.52,302.91
2011,2,11,21,14.45,46.38,0,7.51,298.11
2011,2,11,22,13.81,48.06,0,7.69,293.91
2011,2,11,23,13.23,49.75,0,7.78,290.89
2011,2,12,0,12.62,51.56,0,7.69,289.34
2011,2,12,1,12.03,53.44,0,7.54,290.58
2011,2,12,2,11.37,55.62,0,7.26,293.86
2011,2,12,3,10.69,58.12,0,6.97,296.57
2011,2,12,4,10.07,60.44,0,6.79,294.89
2011,2,12,5,9.62,62.06,0,6.71,287.34
2011,2,12,6,10.65,58.12,0,6.66,276.53
2011,2,12,7,13.4,48.88,0,5.04,264.4
2011,2,12,8,17.01,40.19,0,3.73,250.54
2011,2,12,9,22.39,25.25,0,5.52,271.05
2011,2,12,10,26.52,16.56,0,6.81,283.61
2011,2,12,11,28.67,15,0,6.88,290.39
2011,2,12,12,29.88,15.06,0,7.01,294.85
2011,2,12,13,30.27,15.62,0,7.05,298.44
2011,2,12,14,29.9,16.69,0,7.28,300.28
2011,2,12,15,28.66,19.62,0,7.09,300.66
2011,2,12,16,24.08,33.06,0,6.72,301.6
2011,2,12,17,20.3,39.81,0,6.96,302.44
2011,2,12,18,19.24,41.81,0,7.12,303.36
2011,2,12,19,18.37,43.81,0,7.24,303.38
2011,2,12,20,17.55,45.75,0,7.35,301.53
2011,2,12,21,16.77,47.5,0,7.26,297.83
2011,2,12,22,16.06,48.94,0,7.08,295.55
2011,2,12,23,15.41,50.06,0,6.96,298.15
2011,2,13,0,14.9,51.38,0,6.73,305.17
2011,2,13,1,14.51,53.19,0,6.33,314.15
2011,2,13,2,13.93,55.94,0,5.87,325.25
2011,2,13,3,13.3,58.88,0,5.3,334.87
2011,2,13,4,12.87,60.94,0,4.53,339.94
2011,2,13,5,12.94,60.94,0,3.62,338.47
2011,2,13,6,14.12,58.88,0,2.69,327.92
2011,2,13,7,17.43,48.12,0,1.8,303.14
2011,2,13,8,20.28,41.31,0,1.29,255.29
2011,2,13,9,25.44,29.44,0,2.47,275.44
2011,2,13,10,29.77,21.12,0,4.66,294.67
2011,2,13,11,31.12,20.12,0,4.81,292.82
2011,2,13,12,31.83,19.69,0,5.05,291.6
2011,2,13,13,31.96,19.75,0,5.07,290.67
2011,2,13,14,31.48,20.62,0,5.01,288.66
2011,2,13,15,30.24,24.12,0,4.7,288.22
2011,2,13,16,26.12,40.44,0,4.18,295.32
2011,2,13,17,23.8,40,0,3.89,305.6
2011,2,13,18,23.07,39.88,0,3.67,319.05
2011,2,13,19,22.31,41.19,0,3.54,334.11
2011,2,13,20,21.4,43.25,0,3.55,350
2011,2,13,21,20.37,45.81,0,3.64,5.91
2011,2,13,22,19.21,48.88,0,3.84,22.6
2011,2,13,23,18.05,52.19,0,4.12,38.91
2011,2,14,0,17.05,55.06,0,4.31,56.92
2011,2,14,1,16.12,57.81,0,4.61,76.67
2011,2,14,2,15.35,60.19,0,4.91,92.46
2011,2,14,3,14.76,62.38,0,5.05,104.79
2011,2,14,4,14.31,64.12,0,4.96,114.55
2011,2,14,5,14.01,65.31,0,4.65,122.43
2011,2,14,6,14.86,63.19,0,4.18,128.63
2011,2,14,7,18.13,51.81,0,2.93,132.51
2011,2,14,8,20.51,45.75,0,1.89,120.92
2011,2,14,9,24.39,36,0,2.12,119.88
2011,2,14,10,28.38,27.5,0,2.02,126.34
2011,2,14,11,29.98,25.38,0,1.92,127.24
2011,2,14,12,30.87,24.31,0,1.86,134.83
2011,2,14,13,31.15,24.06,0.01,1.68,147.94
2011,2,14,14,30.88,24.69,0,1.61,148.08
2011,2,14,15,29.97,28,0,1.48,120.5
2011,2,14,16,26.81,41.38,0,2.57,71.18
2011,2,14,17,23.56,44.38,0,4.33,59.27
2011,2,14,18,22.11,47.38,0,5.73,59.87
2011,2,14,19,21.37,48.06,0,6.77,59.89
2011,2,14,20,20.9,48,0,7.28,60.85
2011,2,14,21,20.33,48.56,0,7.38,63.6
2011,2,14,22,19.62,49.75,0,7.33,67.62
2011,2,14,23,19.05,51,0,7.25,72.31
2011,2,15,0,18.63,52,0,7.34,76.58
2011,2,15,1,18.26,53,0,7.56,82.04
2011,2,15,2,17.85,54.5,0,7.54,87.15
2011,2,15,3,17.51,56,0,7.27,91.42
2011,2,15,4,17.27,57.19,0,7.02,95.23
2011,2,15,5,17.03,58.44,0.01,6.6,98.37
2011,2,15,6,17.32,58.25,0.01,5.8,96.96
2011,2,15,7,18.56,55.12,0.02,4.42,86.25
2011,2,15,8,20.48,49.94,0.01,3.74,64.77
2011,2,15,9,23.27,40.94,0.03,4.39,49.4
2011,2,15,10,25.54,35.19,0.06,4.96,50.04
2011,2,15,11,27.51,30.88,0.02,4.85,59.51
2011,2,15,12,28.82,28.44,0.04,4.42,68.65
2011,2,15,13,29.27,27.75,0.04,3.88,72.44
2011,2,15,14,28.96,28.81,0.07,3.48,67.29
2011,2,15,15,27.78,33.19,0.05,3.52,47.79
2011,2,15,16,24.33,47.94,0.05,4.84,25.82
2011,2,15,17,21.48,53.44,0.07,6.19,17.32
2011,2,15,18,20.49,57.06,0.08,6.86,12.5
2011,2,15,19,19.56,61.44,0.04,6.86,9.11
2011,2,15,20,18.66,65.81,0,6.66,9.65
2011,2,15,21,17.87,69.75,0,6.49,14.7
2011,2,15,22,17.15,73.75,0,6.27,24.75
2011,2,15,23,16.55,76.56,0.01,6.15,46.75
2011,2,16,0,15.92,78.06,0.01,5.52,74.05
2011,2,16,1,15.75,78.56,0.03,3.04,64.29
2011,2,16,2,15.66,81,0.26,3.02,4.15
2011,2,16,3,15.21,86.56,0.77,5.2,7.68
2011,2,16,4,14.74,91.06,1.2,6.86,24.43
2011,2,16,5,14.47,95.06,0.91,6.53,31.1
2011,2,16,6,15.25,94.31,0.52,2.48,13.86
2011,2,16,7,15.97,92.44,0.22,1.81,300.11
2011,2,16,8,16.75,89.44,0.02,2.34,317.16
2011,2,16,9,18.39,79.94,0.01,2.21,306.67
2011,2,16,10,19.98,68.56,0.03,2.4,267.2
2011,2,16,11,20.62,63.81,0.37,3.58,234.16
2011,2,16,12,20.45,64.94,0.79,4.44,216.77
2011,2,16,13,20.69,64.25,1.07,4.45,203.59
2011,2,16,14,21.06,63.19,1.14,4.5,193.14
2011,2,16,15,20.73,65.44,1.04,4.11,184.57
2011,2,16,16,19.3,79.12,0.69,3.46,156.33
2011,2,16,17,17.5,85.75,0.19,4.26,122.5
2011,2,16,18,16.93,85.94,0,5.27,105.99
2011,2,16,19,16.36,87.94,0,5.62,97.27
2011,2,16,20,15.52,92,0,6.06,90.67
2011,2,16,21,14.8,96.06,0,6.19,87.33
2011,2,16,22,14.14,99.38,0,5.94,85.93
2011,2,16,23,13.55,100,0,5.58,85.99
2011,2,17,0,13.05,100,0,5.18,91.12
2011,2,17,1,12.58,100,0,4.47,103.02
2011,2,17,2,12.25,100,0,3.83,126.71
2011,2,17,3,12.01,100,0,3.59,154.33
2011,2,17,4,11.83,100,0,3.45,173.76
2011,2,17,5,11.63,100,0,3.58,189.81
2011,2,17,6,12.82,100,0,3.74,201.69
2011,2,17,7,15.75,88.12,0,3.05,212.88
2011,2,17,8,19.08,70.69,0,2.23,230.12
2011,2,17,9,21.73,53.69,0,2.14,255.66
2011,2,17,10,23.25,43.88,0,2.92,260.76
2011,2,17,11,24.23,37.88,0,3.71,262.14
2011,2,17,12,24.9,34,0,4.2,266.8
2011,2,17,13,25.21,31.44,0,4.49,271.5
2011,2,17,14,25.12,29.88,0,4.89,274.95
2011,2,17,15,24.33,29.81,0,5.37,280.22
2011,2,17,16,21.87,38.06,0,5.87,292.13
2011,2,17,17,18.1,48.19,0,7.07,307.59
2011,2,17,18,17.09,51.06,0,8.13,319.91
2011,2,17,19,16.37,56.62,0,8.43,328.65
2011,2,17,20,15.61,63.38,0,8.18,334.12
2011,2,17,21,14.73,69.19,0,7.76,336.82
2011,2,17,22,13.81,73.75,0,7.32,336.88
2011,2,17,23,13.01,77.5,0,6.95,334.41
2011,2,18,0,12.3,80.81,0,6.73,329.89
2011,2,18,1,11.65,84,0,6.61,323.36
2011,2,18,2,10.96,87.25,0,6.41,314.95
2011,2,18,3,10.3,89.94,0,6.31,305.74
2011,2,18,4,9.7,91.31,0,6.33,297.8
2011,2,18,5,9.12,91.31,0,6.28,290.08
2011,2,18,6,10.14,80.88,0,5.97,282.93
2011,2,18,7,12.69,65.44,0,4.19,272.89
2011,2,18,8,17.05,46.81,0,4.69,275.55
2011,2,18,9,20.9,32.31,0,5.6,282.33
2011,2,18,10,22.62,27.19,0,5.25,279.85
2011,2,18,11,23.77,23.81,0,4.94,276.36
2011,2,18,12,24.49,21.56,0,4.66,273.08
2011,2,18,13,24.73,20.31,0,4.3,270.63
2011,2,18,14,24.44,19.88,0,4.06,271.54
2011,2,18,15,23.54,20.81,0,3.91,276.54
2011,2,18,16,20.45,36,0,3.85,284.94
2011,2,18,17,17.01,41.25,0,3.99,296.11
2011,2,18,18,15.93,42.56,0,4.11,307.04
2011,2,18,19,15,44.56,0,4.22,316.05
2011,2,18,20,14.17,46.44,0,4.23,324.02
2011,2,18,21,13.4,48.5,0,4.18,331.57
2011,2,18,22,12.66,51,0,4.11,339.09
2011,2,18,23,12.02,53.5,0,3.95,346.95
2011,2,19,0,11.53,55.44,0,3.63,355.68
2011,2,19,1,11.13,57.81,0,3.24,5.67
2011,2,19,2,10.76,60.62,0,2.93,12.96
2011,2,19,3,10.54,62.88,0,2.57,15.35
2011,2,19,4,10.39,64.69,0,2.06,11.35
2011,2,19,5,10.46,65.19,0,1.53,356.19
2011,2,19,6,11.03,64.12,0,1.26,326.9
2011,2,19,7,13.42,57.19,0,1.2,298.73
2011,2,19,8,17.12,43.94,0,1.32,270.34
2011,2,19,9,21.23,30.31,0,1.95,267.93
2011,2,19,10,23.07,26.69,0,2.24,269.4
2011,2,19,11,24.29,24.81,0,2.54,272.64
2011,2,19,12,25.08,23.56,0,2.74,276.72
2011,2,19,13,25.36,23,0,2.7,281.54
2011,2,19,14,25.19,22.69,0,2.5,292.23
2011,2,19,15,24.33,23.75,0,2.33,307.37
2011,2,19,16,21.62,38,0,2.45,328.94
2011,2,19,17,18.96,38.69,0,2.92,347.49
2011,2,19,18,17.69,40.44,0,3.34,359.6
2011,2,19,19,16.67,43.06,0,3.6,6.97
2011,2,19,20,15.98,44.5,0,3.57,11.48
2011,2,19,21,15.5,45.31,0,3.34,13.52
2011,2,19,22,15.07,46,0,3.09,13.3
2011,2,19,23,14.62,46.94,0,2.88,12.23
2011,2,20,0,13.98,48.62,0,2.84,11.59
2011,2,20,1,13.07,51.31,0,3.04,12
2011,2,20,2,11.98,55.12,0,3.47,13.16
2011,2,20,3,10.98,59.75,0,3.89,15.12
2011,2,20,4,10.39,62.94,0,3.97,18.61
2011,2,20,5,10.26,64.19,0,3.58,21.76
2011,2,20,6,11.44,61.56,0,2.87,22.93
2011,2,20,7,14.97,50.62,0,1.78,20.5
2011,2,20,8,18.34,41.5,0,0.68,3.95
2011,2,20,9,22.8,28.25,0,0.72,340.97
2011,2,20,10,24.73,23.88,0,0.79,280.2
2011,2,20,11,25.9,21.75,0,1.51,263.76
2011,2,20,12,26.6,20.69,0,2.25,263.02
2011,2,20,13,26.82,20.31,0,2.87,265.31
2011,2,20,14,26.56,20.25,0,3.53,272.41
2011,2,20,15,25.69,21.62,0,4.16,279.94
2011,2,20,16,22.37,35.75,0,4.75,289.69
2011,2,20,17,18.51,43.25,0,5.48,300.33
2011,2,20,18,17.38,45.12,0,6.05,308.76
2011,2,20,19,16.55,47.25,0,6.36,314.1
2011,2,20,20,15.76,49.94,0,6.1,318.22
2011,2,20,21,14.98,52.56,0,5.59,322.78
2011,2,20,22,14.26,54.81,0,5.32,327.1
2011,2,20,23,13.53,57.25,0,5.43,330.63
2011,2,21,0,12.85,59.88,0,5.9,332.93
2011,2,21,1,12.32,62.69,0,6.6,334.04
2011,2,21,2,11.87,66,0,7.21,333.41
2011,2,21,3,11.35,69.88,0,7.27,331.42
2011,2,21,4,10.69,74.44,0,6.91,328.3
2011,2,21,5,10.05,78.56,0,6.51,324.63
2011,2,21,6,11.16,73.56,0,5.73,319.75
2011,2,21,7,13.81,62.88,0,3.7,310.63
2011,2,21,8,17.97,48.81,0,3.27,311.42
2011,2,21,9,23.04,32.38,0,4.12,320.93
2011,2,21,10,25.05,28.62,0,3.78,314.92
2011,2,21,11,26.13,27.12,0,4.05,310.46
2011,2,21,12,26.75,26,0,4.44,308.06
2011,2,21,13,26.87,25.5,0,4.89,306.94
2011,2,21,14,26.46,25.75,0,5.52,305.6
2011,2,21,15,25.45,27.44,0,6.07,304.94
2011,2,21,16,22.73,36.38,0,6.33,305.46
2011,2,21,17,18.69,47.81,0,7,306.42
2011,2,21,18,17.63,50.5,0,7.52,307.36
2011,2,21,19,16.85,53.25,0,7.79,306.72
2011,2,21,20,16.08,56.19,0,7.86,305.29
2011,2,21,21,15.3,59.25,0,7.8,304.26
2011,2,21,22,14.58,62.38,0,7.74,303.77
2011,2,21,23,13.84,66.25,0,7.59,304.85
2011,2,22,0,13.05,70.69,0,7.22,306.73
2011,2,22,1,12.24,75.56,0,6.69,305.92
2011,2,22,2,11.53,80.06,0,6.29,301.5
2011,2,22,3,11.02,83.62,0,6.32,296.66
2011,2,22,4,10.59,86.75,0,6.38,294.46
2011,2,22,5,10.09,90.06,0,6,294.23
2011,2,22,6,11.37,82.75,0,4.91,293.75
2011,2,22,7,14.18,69.12,0,2.55,290.04
2011,2,22,8,18.44,52.56,0,2.08,286.6
2011,2,22,9,22.94,37.5,0,3.2,271.4
2011,2,22,10,24.86,33.06,0,3.58,261.46
2011,2,22,11,26.15,29.94,0,3.71,263.1
2011,2,22,12,26.9,27.94,0,3.75,269.28
2011,2,22,13,26.99,27.06,0,3.83,275.15
2011,2,22,14,26.36,27.44,0,3.98,280.52
2011,2,22,15,25.26,29.44,0,4.04,287.56
2011,2,22,16,22.72,41.69,0,4.49,296.21
2011,2,22,17,19.94,48.62,0,5.06,306.46
