,T2M,PRECTOTCORR,HR,DY,MO,YEAR,RH2M,WS50M,WS50M
73,10.12,1.0,6,4,2,2011,78.69,3.25,3.25
74,13.33,1.0,7,4,2,2011,65.5,3.32,3.32
75,15.88,1.0,8,4,2,2011,57.31,2.56,2.56
76,20.58,1.0,9,4,2,2011,42.25,3.14,3.14
77,23.12,1.0,10,4,2,2011,36.0,3.03,3.03
78,24.64,1.0,11,4,2,2011,32.81,2.99,2.99
79,25.78,1.0,12,4,2,2011,30.25,2.92,2.92
80,26.34,1.0,13,4,2,2011,28.81,2.85,2.85
81,26.14,1.0,14,4,2,2011,29.0,3.12,3.12
82,24.53,1.0,15,4,2,2011,38.69,3.53,3.53
83,20.64,1.0,16,4,2,2011,49.75,4.1,4.1
84,18.51,1.0,17,4,2,2011,50.5,4.47,4.47
85,17.61,1.0,18,4,2,2011,52.25,4.57,4.57
86,16.8,1.0,19,4,2,2011,54.12,4.57,4.57
87,15.98,1.0,20,4,2,2011,56.12,4.54,4.54
88,15.3,1.0,21,4,2,2011,58.06,4.32,4.32
89,14.69,1.0,22,4,2,2011,60.5,4.0,4.0
90,14.23,1.0,23,4,2,2011,62.69,3.58,3.58
91,13.87,1.0,0,5,2,2011,64.56,3.08,3.08
92,13.58,1.0,1,5,2,2011,66.5,2.57,2.57
93,13.37,1.0,2,5,2,2011,67.81,2.01,2.01
94,12.85,1.0,3,5,2,2011,70.44,1.55,1.55
95,12.89,1.0,4,5,2,2011,70.38,1.19,1.19
96,12.81,1.0,5,5,2,2011,70.88,0.93,0.93
97,12.66,1.0,6,5,2,2011,71.81,0.93,0.93
98,14.65,1.0,7,5,2,2011,64.56,0.93,0.93
99,17.12,1.0,8,5,2,2011,56.69,0.9,0.9
100,21.12,1.0,9,5,2,2011,44.62,1.12,1.12
101,24.73,1.0,10,5,2,2011,35.44,1.51,1.51
102,25.75,1.0,11,5,2,2011,33.5,1.48,1.48
103,26.51,1.0,12,5,2,2011,31.75,1.26,1.26
104,26.82,1.0,13,5,2,2011,31.19,1.3,1.3
105,26.76,1.0,14,5,2,2011,31.44,1.71,1.71
106,25.4,1.0,15,5,2,2011,40.25,1.94,1.94
107,22.97,1.0,16,5,2,2011,44.06,1.8,1.8
108,21.94,1.0,17,5,2,2011,42.69,1.67,1.67
109,21.52,1.0,18,5,2,2011,42.56,1.52,1.52
110,20.94,1.0,19,5,2,2011,43.06,1.3,1.3
111,20.27,1.0,20,5,2,2011,43.94,1.15,1.15
112,19.56,1.0,21,5,2,2011,45.81,1.1,1.1
113,18.87,1.0,22,5,2,2011,47.88,0.92,0.92
114,18.19,1.0,23,5,2,2011,50.06,0.53,0.53
115,17.58,1.0,0,6,2,2011,52.19,0.27,0.27
116,16.87,1.0,1,6,2,2011,54.81,0.53,0.53
117,16.12,1.0,2,6,2,2011,57.69,0.73,0.73
118,15.62,1.0,3,6,2,2011,59.62,0.45,0.45
119,14.89,1.0,4,6,2,2011,62.62,0.49,0.49
120,13.27,1.0,5,6,2,2011,69.62,1.75,1.75
121,12.48,1.0,6,6,2,2011,73.94,2.96,2.96
122,15.39,1.0,7,6,2,2011,62.88,3.07,3.07
123,17.98,1.0,8,6,2,2011,54.94,2.1,2.1
124,22.23,1.0,9,6,2,2011,42.56,2.43,2.43
125,25.9,1.0,10,6,2,2011,32.88,2.34,2.34
126,27.24,1.0,11,6,2,2011,29.19,1.79,1.79
127,28.14,1.0,12,6,2,2011,26.62,2.68,2.68
128,28.35,1.0,13,6,2,2011,25.5,3.81,3.81
129,28.02,1.0,14,6,2,2011,25.81,3.92,3.92
130,26.17,1.0,15,6,2,2011,36.75,3.6,3.6
131,22.56,1.0,16,6,2,2011,45.25,3.59,3.59
132,21.16,1.0,17,6,2,2011,42.31,3.34,3.34
133,20.94,1.0,18,6,2,2011,41.69,2.76,2.76
134,20.28,1.0,19,6,2,2011,42.62,2.3,2.3
135,20.34,1.0,20,6,2,2011,41.5,1.76,1.76
136,20.11,1.0,21,6,2,2011,41.31,1.53,1.53
137,19.24,1.0,22,6,2,2011,43.25,1.64,1.64
138,18.36,1.0,23,6,2,2011,45.19,1.74,1.74
139,17.21,1.0,0,7,2,2011,48.69,1.84,1.84
140,15.83,1.0,1,7,2,2011,53.44,1.98,1.98
141,15.05,1.0,2,7,2,2011,56.12,1.89,1.89
142,14.41,1.0,3,7,2,2011,58.5,1.95,1.95
143,13.54,1.0,4,7,2,2011,62.06,2.36,2.36
144,12.36,1.0,5,7,2,2011,67.25,2.96,2.96
145,12.26,1.0,6,7,2,2011,68.5,3.4,3.4
146,15.6,1.0,7,7,2,2011,56.94,2.97,2.97
147,18.32,1.0,8,7,2,2011,49.25,1.76,1.76
148,22.42,1.0,9,7,2,2011,39.44,1.82,1.82
149,26.93,1.0,10,7,2,2011,28.31,2.34,2.34
150,28.88,1.0,11,7,2,2011,23.75,3.16,3.16
151,29.69,1.0,12,7,2,2011,21.81,3.66,3.66
152,29.83,1.0,13,7,2,2011,21.19,3.91,3.91
153,29.33,1.0,14,7,2,2011,22.12,4.11,4.11
154,27.51,1.0,15,7,2,2011,31.44,3.85,3.85
155,23.66,1.0,16,7,2,2011,42.56,3.74,3.74
156,21.82,1.0,17,7,2,2011,39.69,3.75,3.75
157,21.05,1.0,18,7,2,2011,40.06,3.72,3.72
158,20.38,1.0,19,7,2,2011,41.0,3.64,3.64
159,19.69,1.0,20,7,2,2011,42.19,3.61,3.61
160,19.01,1.0,21,7,2,2011,43.38,3.57,3.57
161,18.33,1.0,22,7,2,2011,44.81,3.52,3.52
162,17.68,1.0,23,7,2,2011,46.31,3.43,3.43
163,17.11,1.0,0,8,2,2011,47.56,3.25,3.25
164,16.56,1.0,1,8,2,2011,48.88,3.1,3.1
165,16.21,1.0,2,8,2,2011,50.0,2.98,2.98
166,16.15,1.0,3,8,2,2011,50.0,2.51,2.51
167,16.63,1.0,4,8,2,2011,46.69,1.49,1.49
168,16.47,1.0,5,8,2,2011,46.44,0.74,0.74
169,15.34,1.0,6,8,2,2011,52.69,2.04,2.04
170,18.0,1.0,7,8,2,2011,47.75,2.77,2.77
171,20.83,1.0,8,8,2,2011,39.69,2.9,2.9
172,24.66,1.0,9,8,2,2011,31.44,2.96,2.96
173,27.9,1.0,10,8,2,2011,25.25,3.19,3.19
174,28.98,0.0,11,8,2,2011,23.94,3.24,3.24
175,29.4,1.0,12,8,2,2011,23.62,3.66,3.66
176,29.33,1.0,13,8,2,2011,23.88,4.18,4.18
177,28.93,1.0,14,8,2,2011,24.88,4.82,4.82
178,27.79,1.0,15,8,2,2011,28.12,5.56,5.56
179,23.8,1.0,16,8,2,2011,41.56,6.45,6.45
180,20.54,1.0,17,8,2,2011,47.31,7.96,7.96
181,19.76,1.0,18,8,2,2011,46.56,9.09,9.09
182,18.8,1.0,19,8,2,2011,45.88,9.59,9.59
183,17.64,1.0,20,8,2,2011,48.06,9.51,9.51
184,16.54,1.0,21,8,2,2011,52.06,9.31,9.31
185,15.64,1.0,22,8,2,2011,56.12,9.13,9.13
186,14.87,1.0,23,8,2,2011,59.88,8.94,8.94
187,14.1,1.0,0,9,2,2011,63.5,8.78,8.78
188,13.34,1.0,1,9,2,2011,66.94,8.67,8.67
189,12.65,1.0,2,9,2,2011,69.5,8.58,8.58
190,12.09,1.0,3,9,2,2011,70.81,8.57,8.57
191,11.58,1.0,4,9,2,2011,71.25,8.42,8.42
192,10.82,1.0,5,9,2,2011,73.25,7.92,7.92
193,11.15,1.0,6,9,2,2011,70.5,7.15,7.15
194,13.64,1.0,7,9,2,2011,60.0,5.21,5.21
195,17.98,1.0,8,9,2,2011,44.69,5.48,5.48
196,22.33,1.0,9,9,2,2011,29.12,6.53,6.53
197,24.76,1.0,10,9,2,2011,23.62,6.28,6.28
198,26.49,1.0,11,9,2,2011,20.5,6.44,6.44
199,27.51,1.0,12,9,2,2011,18.06,6.98,6.98
200,27.74,1.0,13,9,2,2011,15.94,7.64,7.64
201,27.21,1.0,14,9,2,2011,14.88,8.09,8.09
202,25.81,1.0,15,9,2,2011,16.44,7.88,7.88
203,21.09,1.0,16,9,2,2011,28.19,7.64,7.64
204,17.17,1.0,17,9,2,2011,34.75,8.57,8.57
205,16.31,1.0,18,9,2,2011,35.5,9.38,9.38
206,15.48,1.0,19,9,2,2011,37.44,9.72,9.72
207,14.68,1.0,20,9,2,2011,40.19,9.75,9.75
208,13.69,1.0,21,9,2,2011,44.31,9.41,9.41
209,12.79,1.0,22,9,2,2011,48.31,9.08,9.08
210,11.89,1.0,23,9,2,2011,52.12,8.67,8.67
211,11.09,1.0,0,10,2,2011,55.31,8.37,8.37
212,10.42,1.0,1,10,2,2011,58.12,8.18,8.18
213,9.73,1.0,2,10,2,2011,60.94,7.89,7.89
214,9.01,1.0,3,10,2,2011,64.19,7.52,7.52
215,8.27,1.0,4,10,2,2011,68.06,6.98,6.98
216,7.57,1.0,5,10,2,2011,71.94,6.53,6.53
217,8.65,1.0,6,10,2,2011,67.62,6.14,6.14
218,11.5,1.0,7,10,2,2011,57.19,4.31,4.31
219,15.51,1.0,8,10,2,2011,45.81,3.06,3.06
220,20.87,1.0,9,10,2,2011,29.75,4.58,4.58
221,24.07,1.0,10,10,2,2011,22.0,5.36,5.36
222,25.9,1.0,11,10,2,2011,18.75,5.98,5.98
223,26.9,1.0,12,10,2,2011,17.25,6.35,6.35
224,27.14,1.0,13,10,2,2011,16.69,6.43,6.43
225,26.75,1.0,14,10,2,2011,16.81,6.46,6.46
226,25.53,1.0,15,10,2,2011,19.12,6.38,6.38
227,20.81,1.0,16,10,2,2011,33.62,6.4,6.4
228,17.16,1.0,17,10,2,2011,39.5,6.95,6.95
229,16.16,1.0,18,10,2,2011,41.19,7.19,7.19
230,15.33,1.0,19,10,2,2011,43.25,7.19,7.19
231,14.52,1.0,20,10,2,2011,45.81,6.93,6.93
232,13.76,1.0,21,10,2,2011,48.31,6.83,6.83
233,12.99,1.0,22,10,2,2011,50.88,6.71,6.71
234,12.24,1.0,23,10,2,2011,53.31,6.43,6.43
235,11.56,1.0,0,11,2,2011,55.5,6.11,6.11
236,10.95,1.0,1,11,2,2011,57.31,5.81,5.81
237,10.4,1.0,2,11,2,2011,58.88,5.73,5.73
238,9.87,1.0,3,11,2,2011,60.44,5.81,5.81
239,9.37,1.0,4,11,2,2011,62.38,5.95,5.95
240,8.87,1.0,5,11,2,2011,64.75,6.06,6.06
241,10.14,1.0,6,11,2,2011,61.31,6.04,6.04
242,13.41,1.0,7,11,2,2011,50.94,4.56,4.56
243,16.89,1.0,8,11,2,2011,43.12,3.39,3.39
244,22.31,1.0,9,11,2,2011,27.06,5.52,5.52
245,25.3,1.0,10,11,2,2011,20.25,6.0,6.0
246,26.76,1.0,11,11,2,2011,17.44,6.1,6.1
247,27.67,1.0,12,11,2,2011,15.56,6.32,6.32
248,27.94,1.0,13,11,2,2011,14.69,6.62,6.62
249,27.52,1.0,14,11,2,2011,14.88,7.11,7.11
250,26.12,1.0,15,11,2,2011,17.75,7.22,7.22
251,21.33,1.0,16,11,2,2011,31.06,7.03,7.03
252,17.76,1.0,17,11,2,2011,36.94,7.74,7.74
253,16.87,1.0,18,11,2,2011,37.88,8.51,8.51
254,16.04,1.0,19,11,2,2011,39.75,8.81,8.81
255,15.12,1.0,20,11,2,2011,42.75,8.65,8.65
256,14.23,1.0,21,11,2,2011,46.12,8.4,8.4
257,13.35,1.0,22,11,2,2011,49.81,8.07,8.07
258,12.54,1.0,23,11,2,2011,53.44,7.77,7.77
259,11.75,1.0,0,12,2,2011,57.19,7.35,7.35
260,11.07,1.0,1,12,2,2011,60.25,7.06,7.06
261,10.49,1.0,2,12,2,2011,62.75,6.82,6.82
262,9.92,1.0,3,12,2,2011,65.44,6.43,6.43
263,9.38,1.0,4,12,2,2011,68.12,5.98,5.98
264,8.93,1.0,5,12,2,2011,70.5,5.75,5.75
265,10.33,1.0,6,12,2,2011,65.0,5.6,5.6
266,13.17,1.0,7,12,2,2011,54.81,4.1,4.1
267,16.65,1.0,8,12,2,2011,44.75,2.92,2.92
268,20.92,1.0,9,12,2,2011,31.12,3.64,3.64
269,24.65,1.0,10,12,2,2011,21.5,4.74,4.74
270,26.7,1.0,11,12,2,2011,18.06,5.24,5.24
271,28.01,1.0,12,12,2,2011,16.5,5.63,5.63
272,28.6,1.0,13,12,2,2011,16.06,6.02,6.02
273,28.53,1.0,14,12,2,2011,16.69,6.53,6.53
274,27.32,1.0,15,12,2,2011,20.75,6.68,6.68
275,22.55,1.0,16,12,2,2011,35.12,6.84,6.84
276,19.29,1.0,17,12,2,2011,40.44,7.5,7.5
277,18.39,1.0,18,12,2,2011,42.75,7.84,7.84
278,17.53,1.0,19,12,2,2011,45.69,7.75,7.75
279,16.73,1.0,20,12,2,2011,48.69,7.59,7.59
280,16.01,1.0,21,12,2,2011,51.44,7.52,7.52
281,15.38,1.0,22,12,2,2011,54.0,7.47,7.47
282,14.66,1.0,23,12,2,2011,57.0,7.27,7.27
283,13.91,1.0,0,13,2,2011,60.19,6.84,6.84
284,13.2,1.0,1,13,2,2011,63.62,6.21,6.21
285,12.73,1.0,2,13,2,2011,66.12,5.41,5.41
286,12.4,1.0,3,13,2,2011,66.88,4.19,4.19
287,12.71,1.0,4,13,2,2011,64.31,2.68,2.68
288,13.2,1.0,5,13,2,2011,61.31,1.36,1.36
289,13.77,1.0,6,13,2,2011,60.44,0.51,0.51
290,15.55,1.0,7,13,2,2011,54.44,0.51,0.51
291,18.74,1.0,8,13,2,2011,45.44,0.77,0.77
292,22.39,1.0,9,13,2,2011,36.31,0.41,0.41
293,25.8,1.0,10,13,2,2011,28.69,2.17,2.17
294,28.97,1.0,11,13,2,2011,22.44,4.33,4.33
295,30.52,1.0,12,13,2,2011,20.19,4.84,4.84
296,31.21,1.0,13,13,2,2011,19.56,5.21,5.21
297,31.05,1.0,14,13,2,2011,20.12,5.58,5.58
298,29.55,1.0,15,13,2,2011,25.69,5.56,5.56
299,24.93,1.0,16,13,2,2011,40.25,5.66,5.66
300,22.01,1.0,17,13,2,2011,44.06,5.58,5.58
301,21.12,1.0,18,13,2,2011,45.88,5.17,5.17
302,20.68,1.0,19,13,2,2011,46.31,4.3,4.3
303,20.63,1.0,20,13,2,2011,45.56,3.23,3.23
304,20.19,1.0,21,13,2,2011,46.44,2.57,2.57
305,19.04,1.0,22,13,2,2011,49.5,2.68,2.68
306,17.28,1.0,23,13,2,2011,54.5,3.55,3.55
307,15.77,1.0,0,14,2,2011,58.31,4.52,4.52
308,14.91,1.0,1,14,2,2011,59.44,5.26,5.26
309,14.26,1.0,2,14,2,2011,59.75,5.53,5.53
310,13.65,1.0,3,14,2,2011,60.31,5.49,5.49
311,13.08,1.0,4,14,2,2011,61.19,5.41,5.41
312,12.53,1.0,5,14,2,2011,62.69,5.3,5.3
313,13.5,1.0,6,14,2,2011,60.06,5.05,5.05
314,16.08,1.0,7,14,2,2011,51.31,3.83,3.83
315,19.2,1.0,8,14,2,2011,43.62,3.33,3.33
316,22.83,1.0,9,14,2,2011,35.5,3.19,3.19
317,25.9,1.0,10,14,2,2011,29.81,2.54,2.54
318,27.87,1.0,11,14,2,2011,26.88,1.74,1.74
319,28.96,1.0,12,14,2,2011,25.5,1.1,1.1
320,29.55,1.0,13,14,2,2011,24.81,0.43,0.43
321,29.38,1.0,14,14,2,2011,25.5,0.21,0.21
322,28.42,1.0,15,14,2,2011,30.12,0.8,0.8
323,25.23,1.0,16,14,2,2011,42.44,2.39,2.39
324,22.6,1.0,17,14,2,2011,42.81,3.69,3.69
325,21.16,1.0,18,14,2,2011,45.69,4.72,4.72
326,20.13,1.0,19,14,2,2011,47.69,5.66,5.66
327,19.41,1.0,20,14,2,2011,48.56,6.52,6.52
328,19.36,1.0,21,14,2,2011,48.69,6.98,6.98
329,19.31,1.0,22,14,2,2011,49.06,7.0,7.0
330,18.97,1.0,23,14,2,2011,50.44,6.69,6.69
331,18.55,1.0,0,15,2,2011,52.19,6.36,6.36
332,18.18,1.0,1,15,2,2011,53.5,6.28,6.28
333,17.9,1.0,2,15,2,2011,54.06,6.55,6.55
334,17.67,1.0,3,15,2,2011,54.69,6.73,6.73
335,17.4,1.0,4,15,2,2011,55.81,6.77,6.77
336,17.2,1.0,5,15,2,2011,57.0,6.83,6.83
337,17.52,1.0,6,15,2,2011,56.69,6.61,6.61
338,18.81,0.0,7,15,2,2011,53.44,5.63,5.63
339,20.7,1.0,8,15,2,2011,47.44,4.71,4.71
340,23.05,1.0,9,15,2,2011,40.12,5.23,5.23
341,25.38,1.0,10,15,2,2011,34.25,5.45,5.45
342,27.6,1.0,11,15,2,2011,29.44,5.05,5.05
343,28.93,1.0,12,15,2,2011,27.25,4.24,4.24
344,29.49,1.0,13,15,2,2011,26.62,3.76,3.76
345,29.26,0.0,14,15,2,2011,27.5,3.59,3.59
346,27.97,0.0,15,15,2,2011,32.44,3.69,3.69
347,24.23,0.0,16,15,2,2011,47.62,4.67,4.67
348,21.53,0.0,17,15,2,2011,50.69,5.91,5.91
349,20.58,0.0,18,15,2,2011,52.81,6.71,6.71
350,19.72,0.0,19,15,2,2011,55.5,7.0,7.0
351,18.96,0.0,20,15,2,2011,57.69,7.08,7.08
352,18.32,1.0,21,15,2,2011,59.56,7.0,7.0
353,17.73,1.0,22,15,2,2011,62.06,6.93,6.93
354,17.21,1.0,23,15,2,2011,65.38,6.98,6.98
355,16.85,0.0,0,16,2,2011,68.38,7.43,7.43
356,16.48,0.0,1,16,2,2011,71.12,7.46,7.46
357,15.74,0.0,2,16,2,2011,75.5,6.12,6.12
358,15.49,0.0,3,16,2,2011,78.0,3.69,3.69
359,15.29,0.0,4,16,2,2011,79.56,2.77,2.77
360,14.85,0.0,5,16,2,2011,82.19,4.63,4.63
361,15.68,0.0,6,16,2,2011,80.62,4.74,4.74
362,18.33,0.0,7,16,2,2011,72.75,2.66,2.66
363,19.71,0.0,8,16,2,2011,69.25,1.16,1.16
364,20.05,0.0,9,16,2,2011,65.94,3.12,3.12
365,20.7,0.0,10,16,2,2011,61.88,4.83,4.83
366,21.05,0.0,11,16,2,2011,61.5,5.4,5.4
367,21.38,0.0,12,16,2,2011,61.75,5.48,5.48
368,20.25,0.0,13,16,2,2011,67.44,5.44,5.44
369,19.18,0.0,14,16,2,2011,74.06,4.6,4.6
370,18.4,0.0,15,16,2,2011,79.38,3.42,3.42
371,17.41,0.0,16,16,2,2011,87.81,3.38,3.38
372,15.94,0.0,17,16,2,2011,94.94,4.3,4.3
373,15.78,0.0,18,16,2,2011,94.75,4.73,4.73
374,15.79,1.0,19,16,2,2011,94.75,4.6,4.6
375,15.77,1.0,20,16,2,2011,94.31,4.24,4.24
376,15.62,1.0,21,16,2,2011,93.75,4.12,4.12
377,15.39,1.0,22,16,2,2011,93.06,4.19,4.19
378,14.87,1.0,23,16,2,2011,93.56,3.85,3.85
379,14.37,1.0,0,17,2,2011,94.25,3.45,3.45
380,13.3,1.0,1,17,2,2011,97.62,2.98,2.98
381,12.93,1.0,2,17,2,2011,98.88,2.34,2.34
382,12.32,1.0,3,17,2,2011,100.0,2.63,2.63
383,11.74,1.0,4,17,2,2011,100.0,3.33,3.33
384,11.49,1.0,5,17,2,2011,100.0,3.32,3.32
385,12.87,1.0,6,17,2,2011,100.0,2.95,2.95
386,15.77,1.0,7,17,2,2011,85.62,2.37,2.37
387,18.88,1.0,8,17,2,2011,67.94,2.49,2.49
388,21.6,1.0,9,17,2,2011,53.44,2.94,2.94
389,23.21,1.0,10,17,2,2011,46.12,3.15,3.15
390,24.22,1.0,11,17,2,2011,41.56,3.83,3.83
391,24.74,1.0,12,17,2,2011,38.81,4.57,4.57
392,24.78,1.0,13,17,2,2011,37.75,4.96,4.96
393,24.41,1.0,14,17,2,2011,37.5,5.2,5.2
394,23.56,1.0,15,17,2,2011,38.31,5.3,5.3
395,21.23,1.0,16,17,2,2011,47.31,5.03,5.03
396,17.9,1.0,17,17,2,2011,56.06,4.86,4.86
397,17.01,1.0,18,17,2,2011,56.62,4.72,4.72
398,16.11,1.0,19,17,2,2011,57.75,5.06,5.06
399,15.21,1.0,20,17,2,2011,59.62,5.85,5.85
400,14.45,1.0,21,17,2,2011,61.81,6.53,6.53
401,13.73,1.0,22,17,2,2011,64.94,6.73,6.73
402,13.01,1.0,23,17,2,2011,68.88,6.59,6.59
403,12.38,1.0,0,18,2,2011,72.75,6.35,6.35
404,11.88,1.0,1,18,2,2011,76.19,6.26,6.26
405,11.38,1.0,2,18,2,2011,79.75,6.29,6.29
406,10.89,1.0,3,18,2,2011,83.5,6.64,6.64
407,10.39,1.0,4,18,2,2011,87.69,7.08,7.08
408,9.77,1.0,5,18,2,2011,92.75,7.11,7.11
409,10.88,1.0,6,18,2,2011,87.31,6.34,6.34
410,13.47,1.0,7,18,2,2011,74.62,4.37,4.37
411,18.08,1.0,8,18,2,2011,53.94,5.92,5.92
412,21.07,1.0,9,18,2,2011,41.75,6.02,6.02
413,22.75,1.0,10,18,2,2011,35.56,5.66,5.66
414,23.9,1.0,11,18,2,2011,31.44,5.38,5.38
415,24.62,1.0,12,18,2,2011,28.5,5.11,5.11
416,24.92,1.0,13,18,2,2011,26.12,4.76,4.76
417,24.62,1.0,14,18,2,2011,24.88,4.39,4.39
418,23.64,1.0,15,18,2,2011,25.0,3.99,3.99
419,20.43,1.0,16,18,2,2011,40.0,3.67,3.67
420,17.54,1.0,17,18,2,2011,42.38,3.6,3.6
421,16.69,1.0,18,18,2,2011,42.25,3.6,3.6
422,15.8,1.0,19,18,2,2011,43.19,3.75,3.75
423,14.77,1.0,20,18,2,2011,46.19,4.01,4.01
424,13.76,1.0,21,18,2,2011,49.56,4.24,4.24
425,12.87,1.0,22,18,2,2011,53.25,4.34,4.34
426,12.12,1.0,23,18,2,2011,56.62,4.26,4.26
427,11.6,1.0,0,19,2,2011,60.0,3.94,3.94
428,11.32,1.0,1,19,2,2011,62.88,3.43,3.43
429,11.2,1.0,2,19,2,2011,64.69,2.91,2.91
430,11.17,1.0,3,19,2,2011,65.5,2.32,2.32
431,11.31,1.0,4,19,2,2011,65.25,1.57,1.57
432,11.48,1.0,5,19,2,2011,64.75,0.84,0.84
433,11.75,1.0,6,19,2,2011,65.12,0.61,0.61
434,13.94,1.0,7,19,2,2011,57.62,0.81,0.81
435,18.24,1.0,8,19,2,2011,42.0,1.3,1.3
436,21.79,1.0,9,19,2,2011,30.44,1.89,1.89
437,23.46,1.0,10,19,2,2011,26.81,2.27,2.27
438,24.58,1.0,11,19,2,2011,24.62,2.5,2.5
439,25.29,1.0,12,19,2,2011,23.25,2.66,2.66
440,25.5,1.0,13,19,2,2011,22.69,2.77,2.77
441,25.25,1.0,14,19,2,2011,22.12,2.64,2.64
442,24.29,1.0,15,19,2,2011,23.5,2.27,2.27
443,21.8,1.0,16,19,2,2011,35.0,1.81,1.81
444,19.85,1.0,17,19,2,2011,33.94,1.54,1.54
445,19.15,1.0,18,19,2,2011,34.5,1.51,1.51
446,18.38,1.0,19,19,2,2011,35.38,1.67,1.67
447,17.45,1.0,20,19,2,2011,37.56,1.85,1.85
