YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WS50M,WD50M
2011,2,3,13,26.35,25,0,2.48,313.21
2011,2,3,14,26.35,25.38,0,2.47,319.5
2011,2,3,15,25.44,30.25,0,2.49,331.91
2011,2,3,16,22.46,43.31,0,2.52,359.29
2011,2,3,17,19.98,42,0,2.86,25.09
2011,2,3,18,18.4,45.31,0,3.31,47.96
2011,2,3,19,16.89,49.31,0,3.81,69.71
2011,2,3,20,15.59,53,0,4.04,88.78
2011,2,3,21,14.65,55.44,0,3.98,108.08
2011,2,3,22,13.86,57.5,0,3.9,129.88
2011,2,3,23,12.98,60.69,0,4.01,151.99
2011,2,4,0,12.08,64.31,0,4.17,171.17
2011,2,4,1,11.37,67.38,0,4.16,192.15
2011,2,4,2,10.84,69.69,0,4.02,216.22
2011,2,4,3,10.67,70.44,0,3.66,236.85
2011,2,4,4,10.81,69.5,0,3.12,256.24
2011,2,4,5,11.01,68.38,0,2.56,267.73
2011,2,4,6,11.05,68.19,0,2.01,264.64
2011,2,4,7,13.15,65.31,0,1.69,245.69
2011,2,4,8,16.12,52.31,0,1.41,215.1
2011,2,4,9,19.57,44.44,0,1.4,185.77
2011,2,4,10,25.05,28.62,0,1.41,194.42
2011,2,4,11,27.61,23.5,0,1.58,220.79
2011,2,4,12,28.9,21.5,0,2.03,241.46
2011,2,4,13,29.48,20.56,0,2.28,250.39
2011,2,4,14,29.4,20.88,0,2.28,256.53
2011,2,4,15,28.62,23.94,0,2.06,264.79
2011,2,4,16,26.71,30.81,0,1.21,282.69
2011,2,4,17,25.4,26.81,0,0.4,335.92
2011,2,4,18,24.19,27.81,0,0.56,81.19
2011,2,4,19,22.74,30.31,0,0.85,109.44
2011,2,4,20,21.34,33.25,0,1.07,129.64
2011,2,4,21,19.51,38.25,0,1.31,144.22
2011,2,4,22,18.12,42.06,0,1.44,155.94
2011,2,4,23,16.98,44.94,0,1.52,169.33
2011,2,5,0,15.95,47.31,0,1.64,183.83
2011,2,5,1,14.96,49.5,0,1.83,194.33
2011,2,5,2,14.08,51.06,0,2.08,211.3
2011,2,5,3,13.73,50.62,0,2.43,238.56
2011,2,5,4,12.68,52.94,0,2.96,260.44
2011,2,5,5,11.57,55.81,0,3.52,269.87
2011,2,5,6,10.8,58,0,4.08,270.44
2011,2,5,7,13.8,52.81,0,4.35,267.63
2011,2,5,8,17.05,39.12,0,3.12,266.13
2011,2,5,9,20.54,34.44,0,1.8,260.99
2011,2,5,10,25.11,25.88,0,1.72,236.67
2011,2,5,11,28.52,19.81,0,2.66,207.84
2011,2,5,12,29.62,18.75,0,3.39,193.75
2011,2,5,13,29.94,18.69,0,4.07,190.28
2011,2,5,14,29.52,19.88,0,4.31,196.1
2011,2,5,15,28.16,26.19,0,3.94,204.12
2011,2,5,16,24.98,41.38,0,3.17,207.64
2011,2,5,17,22.74,36.19,0,2.82,208.41
2011,2,5,18,21.58,36.88,0,2.62,205.19
2011,2,5,19,20.7,38.56,0,2.38,196.41
2011,2,5,20,19.82,40.25,0,2.37,184.34
2011,2,5,21,18.9,41.88,0,2.74,169.97
2011,2,5,22,17.13,47.5,0,3.87,160.65
2011,2,5,23,15.64,53.88,0,5.37,158.03
2011,2,6,0,15.16,55.75,0,6.32,160.2
2011,2,6,1,15.05,56,0,6.89,164.07
2011,2,6,2,14.74,57.38,0,6.64,171.68
2011,2,6,3,13.58,61.5,0,5.62,185.74
2011,2,6,4,12.38,64.38,0,4.52,203.64
2011,2,6,5,12.71,62.12,0,3.47,186.2
2011,2,6,6,12.59,63.19,0,3.82,157.63
2011,2,6,7,14.76,58.88,0,4.56,142.44
2011,2,6,8,17.26,47.69,0,4.06,133.6
2011,2,6,9,20.05,41.81,0,4.14,130.48
2011,2,6,10,23.6,32.44,0,4.91,146.94
2011,2,6,11,26.74,25.31,0,5.47,164.85
2011,2,6,12,28.34,22.5,0,5.75,166.49
2011,2,6,13,28.93,21.44,0,5.64,164.98
2011,2,6,14,28.66,21.94,0,5.6,162.22
2011,2,6,15,27.76,25.25,0,5.51,156.89
2011,2,6,16,23.76,40.56,0,5.9,147.59
2011,2,6,17,19.75,46.75,0,6.53,148.34
2011,2,6,18,18.69,48.31,0,6.87,148.48
2011,2,6,19,17.88,49.75,0,7.16,144.54
2011,2,6,20,17.47,50.19,0,7.57,139.6
2011,2,6,21,16.96,50.88,0,7.82,138.44
2011,2,6,22,15.78,54.06,0,7.53,142.04
2011,2,6,23,14.62,58.12,0,6.84,150.89
2011,2,7,0,13.62,61.81,0,6.12,165.89
2011,2,7,1,12.86,64,0,5.53,181.7
2011,2,7,2,12.5,63.75,0,4.74,187.48
2011,2,7,3,12.83,61.69,0,4.18,175.49
2011,2,7,4,12.87,62.25,0,4.87,157.63
2011,2,7,5,12.73,62.31,0,5.97,153.94
2011,2,7,6,12.26,63.06,0,6.44,159.32
2011,2,7,7,15,53,0,5.73,167.65
2011,2,7,8,17.32,46.75,0,3.89,169.48
2011,2,7,9,19.84,43.25,0,3.11,171.63
2011,2,7,10,23.21,41.31,0,4.24,201.37
2011,2,7,11,25.17,39.75,0,4.16,208.34
2011,2,7,12,26.05,38.44,0.02,3.75,203.84
2011,2,7,13,26.48,37.44,0.22,3.74,199.65
2011,2,7,14,26.19,38.19,0.53,3.77,204.97
2011,2,7,15,25.37,42.25,0.64,3.59,217.84
2011,2,7,16,23.17,59.56,0.45,3.24,240.03
2011,2,7,17,21.04,64.44,0.66,3.7,266
2011,2,7,18,19.99,69.81,0.59,4.82,285.23
2011,2,7,19,19.17,74.06,0.21,5.95,294.44
2011,2,7,20,18.33,76,0.02,6.37,296.53
2011,2,7,21,16.76,79.06,0,6.86,293.06
2011,2,7,22,15.62,81.62,0,7.46,291.76
2011,2,7,23,14.6,83.19,0,7.97,294.13
2011,2,8,0,13.65,83.5,0,8.11,300.81
2011,2,8,1,12.62,84.31,0,8.02,309.94
2011,2,8,2,11.74,86.19,0,7.79,320.82
2011,2,8,3,10.92,92.25,0,7.23,331.05
2011,2,8,4,10.26,100,0,6.45,338.47
2011,2,8,5,9.76,100,0,5.57,342.28
2011,2,8,6,9.8,100,0,4.59,341.23
2011,2,8,7,13.44,92.31,0,3.29,332.58
2011,2,8,8,16.23,80.94,0,2.22,309.86
2011,2,8,9,20.63,44.69,0,2.64,314.04
2011,2,8,10,22.55,30.88,0,2.69,308.17
2011,2,8,11,23.66,25.69,0,2.98,308.94
2011,2,8,12,24.57,21.88,0,3.47,314.45
2011,2,8,13,24.97,19.44,0,3.94,319.42
2011,2,8,14,24.87,17.81,0,4.41,320.9
2011,2,8,15,24.05,18.31,0,4.69,322.31
2011,2,8,16,20.66,34.75,0,4.75,327.7
2011,2,8,17,16.23,41.44,0,5.03,334.63
2011,2,8,18,14.67,42.81,0,5.3,339.3
2011,2,8,19,13.45,45.06,0,5.51,341.74
2011,2,8,20,12.25,48.12,0,5.71,344.54
2011,2,8,21,11.17,51.81,0,5.8,347.48
2011,2,8,22,10.26,55.69,0,5.57,348.44
2011,2,8,23,9.51,59.25,0,5.11,346.66
2011,2,9,0,8.92,61.94,0,4.6,342.52
2011,2,9,1,8.3,65,0,4.39,337.95
2011,2,9,2,7.48,68.81,0,4.68,335.1
2011,2,9,3,6.64,72.56,0,5.32,335.28
2011,2,9,4,5.99,75.44,0,5.91,335.23
2011,2,9,5,5.44,78,0,6.14,332.59
2011,2,9,6,5.31,78.69,0,6.12,327.67
2011,2,9,7,8.79,63.19,0,4.91,321.91
2011,2,9,8,11.99,52.81,0,2.96,310.62
2011,2,9,9,17.15,36,0,4.08,320.43
2011,2,9,10,20.9,23.94,0,4.57,318.95
2011,2,9,11,22.82,20.25,0,4.24,308.94
2011,2,9,12,24.1,17.94,0,4.09,297.69
2011,2,9,13,24.76,16.75,0,4.43,291.22
2011,2,9,14,24.67,16.56,0,4.93,292.54
2011,2,9,15,23.79,18.19,0,4.78,295.77
2011,2,9,16,20.26,33.56,0,5.2,297.83
2011,2,9,17,15.52,40.75,0,5.82,302.49
2011,2,9,18,14.05,41.75,0,6,308.56
2011,2,9,19,13,42.94,0,6.28,314.7
2011,2,9,20,12.02,44.31,0,6.72,318.11
2011,2,9,21,11.12,46.19,0,6.88,320.39
2011,2,9,22,10.28,48.56,0,6.78,323.29
2011,2,9,23,9.49,51.44,0,6.49,328.43
2011,2,10,0,8.79,54.5,0,6.07,333.07
2011,2,10,1,8.25,57.12,0,5.62,333.22
2011,2,10,2,7.88,59.12,0,5.31,331.36
2011,2,10,3,7.38,60.94,0,5.04,327.54
2011,2,10,4,7.28,61.88,0,4.81,322.59
2011,2,10,5,7.58,61.94,0,4.42,316.43
2011,2,10,6,7.71,62.5,0,4.37,304.43
2011,2,10,7,10.9,51.06,0,4.07,291.74
2011,2,10,8,13.78,41.75,0,2.84,278.38
2011,2,10,9,18.5,31.62,0,3.02,293.51
2011,2,10,10,22.55,22.12,0,4.02,301.25
2011,2,10,11,24.12,19.38,0,4.02,294.57
2011,2,10,12,25.06,17.69,0,4.12,291.22
2011,2,10,13,25.36,16.75,0,4.31,292.38
2011,2,10,14,25.07,16.69,0,4.51,295.54
2011,2,10,15,24.28,18.44,0,4.44,302.85
2011,2,10,16,20.99,35.31,0,4.29,315.74
2011,2,10,17,16.79,40.06,0,4.8,325.53
2011,2,10,18,15.3,41.25,0,5.12,335.31
2011,2,10,19,14.26,43.06,0,5.29,344.51
2011,2,10,20,13.28,44.81,0,5.29,350.4
2011,2,10,21,12.4,46.5,0,5.07,353.19
2011,2,10,22,11.58,48.06,0,4.95,352.84
2011,2,10,23,10.86,49.38,0,4.88,352.18
2011,2,11,0,10.26,50.31,0,4.7,352.26
2011,2,11,1,9.7,51.19,0,4.47,353.98
2011,2,11,2,9.17,52.12,0,4.21,353.07
2011,2,11,3,8.73,52.88,0,3.84,344.66
2011,2,11,4,8.28,53.75,0,3.64,327.81
2011,2,11,5,7.9,55.06,0,3.75,312.72
2011,2,11,6,7.83,56.06,0,3.96,295.71
2011,2,11,7,11.3,45.25,0,3.92,278.37
2011,2,11,8,14.01,35.88,0,3.07,263.43
2011,2,11,9,18.07,29.38,0,2.78,260.78
2011,2,11,10,23.23,19.44,0,3.49,277.08
2011,2,11,11,25.66,16.69,0,3.82,286.99
2011,2,11,12,26.84,15.75,0,4.05,297.55
2011,2,11,13,27.35,15.56,0,4.26,311.28
2011,2,11,14,27.16,16.06,0,4.62,320.01
2011,2,11,15,26.12,18.44,0,4.98,327.16
2011,2,11,16,22.44,33.31,0,5.25,340.51
2011,2,11,17,17.81,40.38,0,5.82,354.14
2011,2,11,18,16.21,41.56,0,6.17,2.1
2011,2,11,19,15.07,43.19,0,6.21,5.92
2011,2,11,20,14.05,44.75,0,6.16,3.71
2011,2,11,21,13.12,46.38,0,5.88,358.63
2011,2,11,22,12.4,47.62,0,5.72,352.15
2011,2,11,23,12.17,48.12,0,5.69,346.67
2011,2,12,0,12.15,48.44,0,5.71,342.33
2011,2,12,1,11.82,49.19,0,5.81,339.37
2011,2,12,2,11.34,50.62,0,5.8,338
2011,2,12,3,10.87,52.81,0,5.44,337.19
2011,2,12,4,10.48,55.31,0,4.77,333.02
2011,2,12,5,10.14,57.06,0,4.23,322.2
2011,2,12,6,10.03,57.69,0,4.16,305.75
2011,2,12,7,12.9,46.06,0,4.23,289.17
2011,2,12,8,15.64,37.19,0,3.26,276.48
2011,2,12,9,19.89,29.31,0,2.9,274.79
2011,2,12,10,25.11,18.12,0,3.53,279.55
2011,2,12,11,27.43,16.19,0,3.61,274.09
2011,2,12,12,28.65,16.19,0,3.33,274.04
2011,2,12,13,29.16,16.69,0,2.68,277.37
2011,2,12,14,29,17.69,0,2.25,287.18
2011,2,12,15,28.08,20,0,1.89,308.96
2011,2,12,16,24.89,37.06,0,2.49,359.28
2011,2,12,17,20.83,40.06,0,3.9,24.72
2011,2,12,18,18.72,42.94,0,4.61,40.46
2011,2,12,19,17.55,44.81,0,4.86,56.13
2011,2,12,20,16.8,45.62,0,4.74,72.43
2011,2,12,21,16.3,45.75,0,4.43,88.08
2011,2,12,22,15.96,45.94,0,4.17,102.55
2011,2,12,23,15.55,46.81,0,3.99,117.52
2011,2,13,0,14.96,48.06,0,3.8,134.17
2011,2,13,1,14.44,49.19,0,3.48,157
2011,2,13,2,14,50.56,0,3.28,178.22
2011,2,13,3,13.59,51.94,0,3.19,181.82
2011,2,13,4,13.16,53.19,0,3.28,172.76
2011,2,13,5,12.56,55.06,0,3.71,166.34
2011,2,13,6,12.21,57,0,4.13,170.41
2011,2,13,7,15.67,51.38,0,4.09,187.57
2011,2,13,8,18.74,38.69,0,2.72,207.15
2011,2,13,9,22.03,33.12,0,2.1,216.23
2011,2,13,10,26.4,23,0,3.54,233.71
2011,2,13,11,28.47,18.81,0,4,238.27
2011,2,13,12,29.33,17.81,0,3.98,242.28
2011,2,13,13,29.58,17.62,0.01,3.8,246.86
2011,2,13,14,29.32,18.12,0.03,3.64,253.55
2011,2,13,15,28.51,20.12,0.02,3.5,266.8
2011,2,13,16,25.21,37.44,0.01,3.75,297.79
2011,2,13,17,20.62,43.62,0.02,5.04,325.42
2011,2,13,18,18.61,47.56,0.05,6.35,342.3
2011,2,13,19,17.32,51.94,0.1,7.2,355.21
2011,2,13,20,16.15,56.75,0.1,7.48,6.96
2011,2,13,21,15.08,61.5,0.15,7.37,13.74
2011,2,13,22,14.14,66.94,0.12,7.15,12.17
2011,2,13,23,13.36,72.25,0.09,7.18,6.37
2011,2,14,0,12.8,77.56,0.04,7.43,0
2011,2,14,1,12.3,84,0.05,7.83,353.41
2011,2,14,2,11.9,90.69,0.08,7.9,351.29
2011,2,14,3,11.54,94.56,0.18,7.81,352.99
2011,2,14,4,11.44,94.94,0.29,7.73,358.9
2011,2,14,5,11.54,94.75,0.14,7.6,8.87
2011,2,14,6,11.77,94.44,0.09,7.5,19.42
2011,2,14,7,12.97,91.88,0.07,7.2,29.43
2011,2,14,8,15.03,85.62,0.01,6.24,34.29
2011,2,14,9,18.04,67.5,0,5.63,14.46
2011,2,14,10,19.26,59.25,0,5.73,6.02
2011,2,14,11,20.24,55.12,0,4.69,21.18
2011,2,14,12,20.92,52.38,0,4.17,30.36
2011,2,14,13,21.14,51.44,0,4.77,40.68
2011,2,14,14,20.73,53.69,0,3.42,43.52
2011,2,14,15,18.93,61.31,0,4.63,37.6
2011,2,14,16,17.8,66.12,0,6.64,39.89
2011,2,14,17,16.14,74.94,0,6.25,38.4
2011,2,14,18,15.16,81.44,0.05,5.94,39.93
2011,2,14,19,14.62,86.31,0.47,5.19,41.89
2011,2,14,20,14.3,89.69,1.13,4.67,45.61
2011,2,14,21,14.16,91.25,1.17,4.58,50.06
2011,2,14,22,14.15,91.31,0.91,5.26,55.65
2011,2,14,23,13.73,92.19,0.67,6.65,61.27
2011,2,15,0,13.3,94.5,0.56,4.14,69.55
2011,2,15,1,13.68,94.5,0.42,2.72,68.81
2011,2,15,2,13.58,95,0.22,2.37,54
2011,2,15,3,13.23,95.56,0.15,2.38,65.62
2011,2,15,4,13.21,96.12,0.03,2.68,100.42
2011,2,15,5,13.3,96.69,0.02,3.52,123.69
2011,2,15,6,13.11,97.06,0.02,4.07,136.94
2011,2,15,7,14.26,94.06,0.01,4.21,138.76
2011,2,15,8,15.69,89.94,0,4.21,141.26
2011,2,15,9,18.32,77.56,0.01,4.04,155.77
2011,2,15,10,20.82,64,0.21,3.99,175.06
2011,2,15,11,21.94,59.81,1.53,4.06,180.22
2011,2,15,12,22.57,58.38,2.49,3.97,183.95
2011,2,15,13,22.1,61.06,1.43,3.56,188.33
2011,2,15,14,21.76,63.75,1.05,2.77,192.55
2011,2,15,15,21.37,68.19,0.36,1.96,205.44
2011,2,15,16,20.65,74.88,0.06,1.39,237.82
2011,2,15,17,19.35,76.06,0.03,1.39,288.03
2011,2,15,18,18.65,76.62,0.04,1.69,311.26
2011,2,15,19,18.06,77.75,0.09,1.74,324.67
2011,2,15,20,17.48,78.56,0.13,1.44,346.87
2011,2,15,21,16.65,81.44,0.22,1.49,23.75
2011,2,15,22,15.51,86.62,0.17,2.24,37.07
2011,2,15,23,14.64,91.69,0.2,2.86,30.48
2011,2,16,0,14.87,91.44,0.35,0.6,314.47
2011,2,16,1,14.15,95.62,0.33,2.54,210.36
2011,2,16,2,14.5,93.12,0.5,1.01,198.01
2011,2,16,3,13.87,94.31,0.59,0.27,230.83
2011,2,16,4,13.02,97.75,0.49,1.5,267.91
2011,2,16,5,12.44,98.56,0.39,2.23,281.94
2011,2,16,6,12.19,98.19,0.19,2.29,301.74
2011,2,16,7,14,94.38,0.11,2.22,314.71
2011,2,16,8,16.18,86,0.04,2.45,326.16
2011,2,16,9,18.98,69.56,0.15,2.8,334.01
2011,2,16,10,20.98,55.38,0.19,2.68,338.82
2011,2,16,11,21.97,47.69,0.2,2.59,339
2011,2,16,12,22.52,43.12,0.19,2.68,330.67
2011,2,16,13,22.65,40.94,0.17,3.08,323.97
2011,2,16,14,22.36,40.19,0.09,3.37,324.06
2011,2,16,15,21.67,40.75,0.01,3.51,327.09
2011,2,16,16,20.1,48.12,0,3.71,330.79
2011,2,16,17,16.36,63.31,0,4.17,339.26
2011,2,16,18,14.93,64.75,0,4.46,347.55
2011,2,16,19,14.05,66.38,0,4.41,356.85
2011,2,16,20,13.22,69.12,0,4.28,5.87
2011,2,16,21,12.52,72.88,0,4.13,13.9
2011,2,16,22,12.02,76.25,0,3.8,15.49
2011,2,16,23,11.62,79.38,0,3.52,9.46
2011,2,17,0,11.23,82.25,0,3.43,2.09
2011,2,17,1,10.63,85.25,0,3.44,352.04
2011,2,17,2,9.95,87.88,0,3.56,341.84
2011,2,17,3,9.33,89.38,0,3.53,336.67
2011,2,17,4,8.9,89.44,0,3.33,333.07
2011,2,17,5,8.46,89.5,0,3.18,328.89
2011,2,17,6,8.37,87.94,0,3,321.34
2011,2,17,7,11.23,73.25,0,2.52,313.99
2011,2,17,8,14.02,61.94,0,1.78,302.64
2011,2,17,9,18.92,37.81,0,3.75,313.73
2011,2,17,10,21.03,29.62,0,4.29,310.86
2011,2,17,11,21.93,27.69,0,4.36,307.14
2011,2,17,12,22.51,26.12,0,4.47,304.38
2011,2,17,13,22.76,25.12,0,4.76,303.9
2011,2,17,14,22.5,24.94,0,5.19,306.92
2011,2,17,15,21.7,26,0,5.27,311.82
2011,2,17,16,19.48,37.12,0,4.99,318.87
2011,2,17,17,15.15,51.25,0,5.11,328.3
2011,2,17,18,13.67,53.31,0,5.47,337.24
2011,2,17,19,12.75,55.12,0,5.71,344.77
2011,2,17,20,11.87,57.19,0,5.86,347.06
2011,2,17,21,11.01,59.38,0,6.03,346.2
2011,2,17,22,10.23,61.5,0,6.15,344.23
2011,2,17,23,9.51,63.56,0,6.23,343.31
2011,2,18,0,8.87,65.62,0,6.23,344.27
2011,2,18,1,8.27,68.19,0,5.94,343.66
2011,2,18,2,7.7,71,0,5.44,341.67
2011,2,18,3,7.21,73.56,0,4.9,336.83
2011,2,18,4,6.77,75.81,0,4.57,327.86
2011,2,18,5,6.34,78.06,0,4.54,313.26
2011,2,18,6,6.51,78.19,0,4.75,301.76
2011,2,18,7,10.14,62.62,0,4.09,292.7
2011,2,18,8,13.24,53.31,0,2.78,278.72
2011,2,18,9,18.06,38.81,0,4.48,303.91
2011,2,18,10,20.53,31.69,0,4.75,305.29
2011,2,18,11,21.76,28.38,0,4.46,304.22
2011,2,18,12,22.33,26.5,0,4.39,303.75
2011,2,18,13,22.51,25.5,0,4.49,304.22
2011,2,18,14,22.29,25.19,0,4.64,305.4
2011,2,18,15,21.66,26.25,0,4.68,306.45
2011,2,18,16,19.74,38.69,0,4.26,308.3
2011,2,18,17,16.52,49.19,0,3.72,310.99
2011,2,18,18,16.2,46.19,0,3.09,313.57
2011,2,18,19,16.34,43,0,2.47,318.2
2011,2,18,20,15.84,43.31,0,2.04,326.86
2011,2,18,21,15.36,43.75,0,1.84,341.18
2011,2,18,22,14.3,45.94,0,1.95,356.55
2011,2,18,23,12.94,49.19,0,2.25,10.41
2011,2,19,0,12.02,51.19,0,2.63,21.61
2011,2,19,1,10.87,55.19,0,2.95,28.94
2011,2,19,2,10.18,57.31,0,2.87,33.34
2011,2,19,3,10,57.44,0,2.29,37.1
2011,2,19,4,10.25,55.56,0,1.46,39.14
2011,2,19,5,10.65,53,0,0.56,22.99
2011,2,19,6,10.53,53.88,0,0.63,267.85
2011,2,19,7,12.05,53.06,0,1.38,252.9
2011,2,19,8,14.75,44.5,0,1.31,248.96
2011,2,19,9,19.36,32.19,0,1.32,298.53
2011,2,19,10,22.15,26.81,0,1.72,316.47
2011,2,19,11,23.63,24.94,0,1.63,325.55
2011,2,19,12,24.58,24.19,0,1.49,334.91
2011,2,19,13,24.97,24.25,0,1.29,335.61
2011,2,19,14,24.9,24.81,0,1.24,329.41
2011,2,19,15,24.3,25.88,0,1.36,334.9
2011,2,19,16,22.33,39.81,0,1.71,2.35
2011,2,19,17,19.38,42.31,0,2.58,30.84
2011,2,19,18,17.68,45,0,3.3,45.67
2011,2,19,19,16.58,47.69,0,3.75,55.95
2011,2,19,20,15.76,50.06,0,4.09,65.25
2011,2,19,21,14.94,52.5,0,4.48,74.44
2011,2,19,22,14.17,54.69,0,4.74,82.99
2011,2,19,23,13.5,56.62,0,4.76,90.19
2011,2,20,0,12.86,58.38,0,4.65,96.37
2011,2,20,1,12.19,60.25,0,4.54,100.5
2011,2,20,2,11.67,61.69,0,4.18,102.3
2011,2,20,3,11.34,62.69,0,3.65,101.24
2011,2,20,4,11.05,63.44,0,3.27,97.14
2011,2,20,5,10.82,64.19,0,2.97,93.31
2011,2,20,6,10.93,64.94,0,2.6,92.06
2011,2,20,7,13.33,56.06,0,1.85,96.05
2011,2,20,8,15.67,49.25,0.08,1.2,113.39
2011,2,20,9,19.83,38.88,0.1,1.41,121.13
2011,2,20,10,22.87,30.56,0.31,1.11,131.57
2011,2,20,11,24.1,28.94,0.41,0.71,187.59
2011,2,20,12,24.7,28.69,0.46,1.19,238.71
2011,2,20,13,24.9,29.31,0.72,1.74,254.34
2011,2,20,14,24.69,30.81,1.16,2.41,268.52
2011,2,20,15,23.75,35,1.5,3.08,280.68
2011,2,20,16,21.5,54.56,1.13,3.65,294.54
2011,2,20,17,17.86,67.69,0.55,4.29,308.2
2011,2,20,18,16.33,69.62,1.28,4.77,316.79
2011,2,20,19,15.46,72.44,0.86,5.09,320.91
2011,2,20,20,14.86,72.88,0.46,4.85,321.8
2011,2,20,21,14.37,72.06,0.11,4.44,321.07
2011,2,20,22,13.74,72.5,0.07,4.35,321.63
2011,2,20,23,12.76,76.56,0.05,4.59,326.39
2011,2,21,0,11.61,82.94,0.02,5,333.84
2011,2,21,1,10.62,88.38,0,5.38,339.85
2011,2,21,2,9.8,93.19,0,5.77,343.8
2011,2,21,3,9.15,97.06,0,5.73,345.32
2011,2,21,4,8.73,98.38,0,5.1,344.62
2011,2,21,5,8.45,98,0,4.34,340.55
2011,2,21,6,8.38,96.69,0,3.57,332.76
2011,2,21,7,9.44,92.38,0,2.53,324.3
2011,2,21,8,12.15,82.31,0,2.12,314.1
2011,2,21,9,17.3,55.56,0,1.97,326.5
2011,2,21,10,20.15,46.31,0,1.89,312.66
2011,2,21,11,21.69,42.75,0,2.2,305.61
2011,2,21,12,22.67,40.38,0,2.55,304.52
2011,2,21,13,23.11,39,0,2.79,305.87
2011,2,21,14,23.12,38.31,0,2.86,307.46
2011,2,21,15,22.62,38.81,0,2.95,307.78
2011,2,21,16,21.01,47.38,0,3.22,304.42
2011,2,21,17,17.19,60.62,0,3.88,299.56
2011,2,21,18,15.55,62.81,0,4.7,297.76
2011,2,21,19,14.6,64.94,0,5.39,299.72
2011,2,21,20,13.73,67.38,0,5.8,305.4
2011,2,21,21,12.88,70.19,0,6.2,310.45
2011,2,21,22,12.16,72.56,0,6.84,311.52
2011,2,21,23,11.62,74.19,0,7.55,311.64
2011,2,22,0,11.01,75.94,0,7.66,312.77
2011,2,22,1,10.2,78.31,0,7.29,314.35
2011,2,22,2,9.48,80.19,0,6.86,315.28
2011,2,22,3,8.98,80.81,0,6.39,317.87
2011,2,22,4,8.65,80.75,0,5.57,324.3
2011,2,22,5,8.28,81.19,0,4.68,325.67
2011,2,22,6,8.62,79.25,0,3.88,314.84
2011,2,22,7,11.17,65.62,0,2.62,296.18
2011,2,22,8,13.27,58.62,0,1.9,266.94
2011,2,22,9,16.8,47.94,0,1.96,269.77
2011,2,22,10,20.79,37.44,0,2.14,262.67
2011,2,22,11,22.98,32.81,0,2.55,260.13
2011,2,22,12,24.11,30.06,0,2.73,266.56
