YEAR,MO,DY,WS2M,T2M,RH2M,PRECTOTCORR,WD50M,WS10M_RANGE,PS
2011,3,2,1.22,15.45,59.31,0,146.19,3.09,89.91
2011,3,3,1.22,17.5,50.31,0,177.88,1.78,89.94
2011,3,4,1.84,17.71,55.44,0,243,4.55,89.95
2011,3,5,2.51,16.84,65.38,0,270.69,5.12,89.93
2011,3,6,2.16,16.83,51.44,0,286.94,4.62,90.04
2011,3,7,1.59,16.1,46,0,220.81,2.39,90
2011,3,8,1.45,16.85,46.38,0,192.31,2.98,89.78
2011,3,9,1.79,17.69,49.94,0.03,238.5,5.41,89.96
2011,3,10,1.61,18.44,57.31,0.28,233.81,3.27,90.09
2011,3,11,1.73,19.65,58.25,0.04,230.38,4.88,89.99
2011,3,12,1.59,16.95,77.88,0.45,204.69,4.8,89.98
2011,3,13,1.32,17.04,58.19,0,226.75,2.05,90
2011,3,14,1.42,16.79,52.75,0.1,150.81,2.67,89.96
2011,3,15,1.44,17.3,61.38,0,56.94,1.78,89.92
2011,3,16,1.16,18.29,53.12,0,82.5,2.7,89.86
2011,3,17,2,16.65,79.81,1.23,162.5,2.88,89.99
2011,3,18,4.23,17.15,86.62,10.18,190.56,3.98,89.77
2011,3,19,4.23,18.47,83.31,10.38,199.88,4.76,89.53
2011,3,20,4.73,20.54,80.94,1.24,206.69,3.08,89.56
2011,3,21,3.7,19.39,76.62,5.9,213.75,4.53,89.63
2011,3,22,2.51,19.03,79.5,1.55,202.62,4.18,89.87
2011,3,23,1.77,19.24,76.75,0.33,205.31,4.15,89.98
2011,3,24,1.56,19.96,53.81,3.29,213.06,3.41,89.94
2011,3,25,1.47,20.33,47.5,2.08,211.31,3.77,89.97
2011,3,26,1.43,19.67,67.56,1.35,167.69,3.58,89.94
2011,3,27,0.95,18.37,71.56,0.08,140.5,2.83,90
2011,3,28,1.22,17.11,73.19,4.42,118.56,3.24,89.95
2011,3,29,1.46,16.89,80.81,0.22,117.69,2.97,90.01
2011,3,30,1.61,17.69,84.19,8.56,167.25,4.91,89.94
2011,3,31,2,18.61,87.06,5.48,224.19,4.48,89.86
2011,4,1,1.7,18.33,79.25,15.55,203.31,2.07,89.91
2011,4,2,1.81,18.06,84,4.96,178.12,2.37,89.99
2011,4,3,1.45,18.83,81.69,4.23,192.81,1.45,89.97
2011,4,4,1.45,19.41,79.5,3.91,237.44,1.9,90
2011,4,5,1.45,19.5,75.38,0.7,222.38,3.8,90.06
2011,4,6,1.76,19.2,68.19,0,274.31,2.15,90
2011,4,7,1.62,19.73,52.5,0,240.81,3.38,90.06
2011,4,8,1.4,21.28,44.94,0.25,208.56,3.41,90.05
2011,4,9,1.43,21.35,56.88,0,134.25,3.34,90.17
2011,4,10,1.16,19.04,73.81,0.03,149.94,2.71,90.3
2011,4,11,1.39,20.87,66.38,0,179.5,3.05,90.06
2011,4,12,1.19,22.11,60,0,199.56,3.03,90
2011,4,13,1.37,22.09,66.06,0.94,157.38,3.16,89.99
2011,4,14,1.51,21.16,73.81,3.67,174.12,1.38,89.86
2011,4,15,1.43,20.62,71.31,0.05,203.81,2.88,89.85
2011,4,16,1.34,21.77,60.12,0.26,221.38,3.52,89.91
2011,4,17,1.19,22.12,66.25,8.55,179.44,2.64,89.93
2011,4,18,1.23,21.8,75.06,3.93,148.5,2.52,89.79
2011,4,19,1.68,21.04,81.44,3.4,180.88,4.17,89.72
2011,4,20,2.37,20.9,85,3.01,209.94,4.27,89.75
2011,4,21,2.77,20.87,82.06,1.34,202.81,3.28,89.85
2011,4,22,1.77,21.48,79.12,1.63,215.06,2.66,89.88
2011,4,23,1.66,19.94,73.25,0.61,243.75,2.58,89.82
2011,4,24,1.46,19.73,75.81,5.47,181.06,1.58,89.83
2011,4,25,1.44,18.89,82.75,0.39,165.06,2.55,89.95
2011,4,26,0.88,19.18,73.25,0.51,196.19,2.25,89.94
2011,4,27,1.34,20.08,74.56,0.49,113.56,2.2,89.74
2011,4,28,0.96,20.88,72.56,3.09,96.62,2.47,89.54
2011,4,29,1.37,20.84,74.12,0.02,143.62,2.2,89.56
2011,4,30,1.01,21.18,77.5,2.06,172.81,1.57,89.73
2011,5,1,2.52,20.93,84,15.15,186.5,3.88,89.73
2011,5,2,3.66,21.52,85.62,16.47,195,4.37,89.6
2011,5,3,3.1,21.88,86.31,19.59,192.12,2.33,89.56
2011,5,4,2.33,20.97,89.31,2.39,185.69,5.73,89.44
2011,5,5,1.57,21.12,83.75,0.76,168.12,2.55,89.66
2011,5,6,1.31,21.31,82,17.53,157.44,1.55,89.64
2011,5,7,1.34,21.51,81.69,3.86,174.25,1.43,89.52
2011,5,8,1.57,21.97,81.06,5.08,216.62,3.01,89.42
2011,5,9,1.26,22.46,70.81,9.75,251.88,3.26,89.41
2011,5,10,1.7,22.78,71.56,8.21,183.88,4.07,89.46
2011,5,11,2.21,21.97,85.44,7.01,176.94,3.41,89.47
2011,5,12,1.3,22.62,80.56,0.86,179.38,2.79,89.58
2011,5,13,1.6,22.36,85,11.01,163.88,2.62,89.61
2011,5,14,1.94,22.35,86.5,7.19,195.88,2.7,89.62
2011,5,15,1.94,21.95,87.12,27.17,167.88,2.73,89.83
2011,5,16,1.14,22.47,80.81,0.61,79.88,2.12,90.02
2011,5,17,1.07,23.27,80,1.03,145.38,1.45,89.91
2011,5,18,0.88,23.14,85.81,11.45,205.69,2.64,89.71
2011,5,19,1.13,22.51,84.12,15.17,258.25,1.99,89.56
2011,5,20,1.66,21.44,86.69,7.47,202.56,4.71,89.34
2011,5,21,4.02,22.62,92.44,19.19,204.38,4.38,89.16
2011,5,22,3.37,22.88,88.81,7.81,214.69,2.66,89.39
2011,5,23,3.27,22.33,90.94,8,205.38,3.94,89.48
2011,5,24,2.26,21.68,88.06,11.12,199.88,3.77,89.5
2011,5,25,0.81,22.58,79.75,1.46,197.56,1.76,89.56
2011,5,26,1.17,23.25,81.06,0.01,140,1.32,89.57
2011,5,27,1.3,22.17,92.38,11.3,197.5,2.03,89.57
2011,5,28,0.8,23.79,75.69,2.07,125.94,1.08,89.46
2011,5,29,1.16,22.63,89.25,8.23,115.38,1.91,89.46
2011,5,30,1.75,22.3,92.94,5.77,168.38,3.3,89.4
2011,5,31,1.79,23.23,88.38,13.97,208.12,3.45,89.26
2011,6,1,3.22,21.61,92.12,20.61,181.94,2.39,89.43
2011,6,2,2,20.8,89.38,6.49,157.12,2.57,89.63
2011,6,3,2.2,21.43,90.19,2.04,169.38,3.41,89.58
2011,6,4,2.96,22.8,89.19,5.54,193,3.48,89.46
2011,6,5,2.02,22.57,88.06,7.32,198.31,2.04,89.51
2011,6,6,1.59,23.08,85.25,0.38,182.75,2.14,89.54
2011,6,7,1.41,23.39,85.69,15.11,164.19,2.77,89.45
2011,6,8,0.73,23.33,85.12,5.48,155.44,1.38,89.24
2011,6,9,1.2,23.95,83.56,1.14,135.75,2.6,89.02
2011,6,10,1.97,23.57,82.06,0,263.25,3.44,89.06
2011,6,11,2.33,22.94,88.62,8.81,174.62,3.33,89.18
2011,6,12,1.74,21.84,85.12,1.06,159.88,2.75,89.31
2011,6,13,1.18,23.46,77.5,4.56,153.25,1.73,89.23
2011,6,14,1.84,23.43,87.88,10.25,143.12,2.98,89.11
2011,6,15,1.81,23.26,90.12,15.75,82.19,3.57,88.94
2011,6,16,4.23,23.91,84.56,4.39,99.12,7.5,88.66
2011,6,17,4.48,24,83.5,6.58,103.44,4.52,88.74
2011,6,18,3.35,23.85,84.44,3.93,140.88,2.98,89.04
2011,6,19,2.73,22.82,88.44,2.89,146.75,5.76,89.04
2011,6,20,2.06,23.5,87.31,17.57,173,2.43,89.19
2011,6,21,2.36,23.22,89.06,1.13,181.75,3.07,89.2
2011,6,22,2.78,23.87,88.31,7.31,187.88,3.35,89.09
2011,6,23,2.34,24.06,92,35.98,208.31,3.59,88.97
2011,6,24,1.41,23.81,90,22.41,240.81,2.81,88.95
2011,6,25,1.36,23.69,88.44,5.03,242.25,3.45,88.87
2011,6,26,2.04,23.55,91.94,70.28,161.5,3,88.98
2011,6,27,2.55,22.54,93.12,115.06,189.06,1.73,89.07
2011,6,28,2.56,22.64,91.75,20.67,164.81,2.66,89.13
2011,6,29,3.14,22.46,92.94,43.56,191.75,2.69,89.3
2011,6,30,3.09,22.51,93.75,33.84,200.81,2.82,89.28
2011,7,1,3.48,23.33,91.94,25.96,206.69,3.19,89.14
2011,7,2,3.87,22.84,94.69,32.53,220.62,3.65,89.08
2011,7,3,2.88,22,91.88,17.14,196.44,4.43,89.24
2011,7,4,2.11,22.38,91.38,2.82,173.12,2.56,89.43
2011,7,5,1.65,22.19,90.94,9.84,199.44,2.27,89.56
2011,7,6,3.2,22.4,90.81,3.56,200.94,3.1,89.55
2011,7,7,4.03,22.44,91,19.67,201.25,2.56,89.6
2011,7,8,3.77,22.38,91,12.73,208.19,1.98,89.74
2011,7,9,3.2,22.96,91.38,21.81,203.19,2.72,89.48
2011,7,10,2.38,23.73,90.31,11.52,199.81,2.45,89.27
2011,7,11,1.43,24.33,89.31,0.61,214.12,3.02,89.06
2011,7,12,1.77,23.38,94.12,1.51,196.44,4.83,89.09
2011,7,13,2.47,22.77,90.5,3.56,186.44,2.99,89.24
2011,7,14,2.62,23.51,90.62,8.12,177.19,2.64,89.22
2011,7,15,2.73,22.51,92.94,12.45,184.81,3.09,89.24
2011,7,16,1.63,22.95,91.44,8.64,209.62,2.95,89.18
2011,7,17,2.1,23.39,88.06,12.19,168.81,3.72,89.11
2011,7,18,5.1,23.09,94.31,25.21,187.75,5.94,88.97
2011,7,19,2.25,22.94,93.81,19.61,215.94,5.5,88.96
2011,7,20,1.41,23.23,92.31,5.59,158,2.61,88.85
2011,7,21,3.17,23.3,89.81,5.76,138.06,4.66,88.85
2011,7,22,2.59,22.93,91,18.85,160.06,2.44,89.13
2011,7,23,2.21,22.41,90.44,8.25,172.19,2.73,89.28
2011,7,24,1.1,23.42,86.69,9.96,168.88,1.41,89.38
2011,7,25,1.89,24.17,88.75,15.22,147.69,2.96,89.56
2011,7,26,2.38,23.33,92.38,8.61,218.69,3.45,89.65
2011,7,27,2.68,23.12,91.38,7.15,215.62,2.98,89.51
2011,7,28,2.27,23.41,90.31,9.26,213.25,2.96,89.35
2011,7,29,1.89,22.54,91.62,2.97,198.38,3.06,89.35
2011,7,30,1.91,23.31,91.19,6.58,212.75,3.84,89.18
2011,7,31,1.52,23.73,89.31,1.85,225.38,1.84,89.04
2011,8,1,0.69,25.29,84.06,0.34,150.88,1.5,88.92
2011,8,2,1.27,25.7,84.44,9.25,108.94,1.95,89.02
2011,8,3,2.39,23.88,90.06,18.45,177.62,5.41,89.16
2011,8,4,2.16,23.01,91.81,74.22,167.88,2.72,89.08
2011,8,5,3.02,22.94,94.44,74.53,167.12,3.7,89.09
2011,8,6,2.96,22.23,93.31,14.44,135.81,5.06,89.09
2011,8,7,1.87,22.89,94.62,6.49,117.5,3.07,89.1
2011,8,8,2.13,22.64,91.06,50.13,117.44,4.91,89.29
2011,8,9,2.36,22.01,97,49.64,197.69,7.2,89.32
2011,8,10,1.91,21.69,90.62,61.69,158.88,4.7,89.38
2011,8,11,1.36,22.81,88.56,4.17,134.75,2.62,89.22
2011,8,12,1.66,22.36,92.25,6.44,152.12,3.42,89.17
2011,8,13,1.86,21.96,93.81,36.91,150,3.05,89.35
2011,8,14,2.23,21.44,95.19,19.72,198.75,3.52,89.72
2011,8,15,2.85,21.73,94.12,17.97,200.75,3.2,89.72
2011,8,16,3.72,20.23,95.56,75.28,168.69,4.38,89.58
2011,8,17,1.85,20.52,93.81,31.35,171.06,2.48,89.49
2011,8,18,2.03,21.3,94.81,6.36,176.19,2.59,89.46
2011,8,19,1.12,22.5,90.69,5.49,196,2.45,89.5
2011,8,20,1.05,23.85,88.5,4.11,197.81,1.55,89.56
2011,8,21,1.41,23.3,94.88,28.05,295.19,1.95,89.47
2011,8,22,1.75,22.59,92.69,5.49,245.88,2.27,89.56
2011,8,23,1.38,22.59,92.75,19.49,197.94,2.58,89.55
2011,8,24,1.09,22.5,92.38,11.86,169.25,3.4,89.48
2011,8,25,0.94,22.23,92.38,4.88,152.44,3.48,89.5
2011,8,26,1.52,22.57,88.19,3.68,121.31,3.18,89.5
2011,8,27,1.27,22.3,88.81,0.03,121.06,1.78,89.46
2011,8,28,1.84,22.44,87.12,0.79,127.38,5.17,89.43
2011,8,29,1.5,23.45,85.62,0.02,103.5,3.86,89.53
2011,8,30,0.95,24.45,86.19,4.86,145.31,1.41,89.5
2011,8,31,1.4,24.05,89.69,3.26,237.75,1.86,89.49
2011,9,1,1.79,23.23,91.56,11.05,196.75,2.23,89.43
2011,9,2,1.53,22.67,89.62,1.5,181.31,1.42,89.44
2011,9,3,1.21,23.36,86.56,0.11,134.69,2.48,89.45
2011,9,4,1.69,23.48,88.5,5.44,138.5,3.79,89.51
2011,9,5,0.6,23.34,90.44,17.3,159.94,1.77,89.43
2011,9,6,0.95,22.96,93.12,13.08,199.19,3.7,89.26
2011,9,7,1.8,22.41,92.06,6.9,180.31,3.7,89.16
2011,9,8,2.55,22.05,93.06,5.84,144,2.32,89.26
2011,9,9,1.68,22.44,91.56,18.7,137.56,2.82,89.55
2011,9,10,1.16,22.43,92.44,24,189.12,2.79,89.66
2011,9,11,0.49,23.64,85.06,0.86,210.38,1.19,89.47
2011,9,12,1.35,24.02,85.62,0,88,3.03,89.4
2011,9,13,1.34,24.53,84.62,11.88,138.62,2.3,89.37
2011,9,14,2.02,21.4,96.44,46.29,183.06,3.45,89.38
2011,9,15,2.21,21.26,93.12,8.47,137.69,3.41,89.45
2011,9,16,3.17,21.64,96.31,36.55,169,4.06,89.37
2011,9,17,3.42,22.01,94.81,40.29,179.75,3.52,89.25
2011,9,18,2.64,21.69,94.62,18.55,157.75,5.32,89.39
2011,9,19,1.44,22.73,90.19,2.89,182.25,3.23,89.54
2011,9,20,0.8,23.23,91,1.17,170,1.83,89.44
2011,9,21,1.49,22.44,92.75,6.82,184.75,1.88,89.38
2011,9,22,1.34,21.98,93.94,16.46,211.81,3.63,89.46
2011,9,23,1.89,21.09,93.44,10.23,158.88,2.73,89.51
2011,9,24,2.86,21.73,93.25,7.39,175.44,2.16,89.62
2011,9,25,2.59,21.25,92.62,5.27,181.56,2.59,89.78
2011,9,26,1.7,21.85,91.88,7.44,185.31,2.34,89.78
2011,9,27,2.27,21.79,95.12,5.11,195.81,3.48,89.51
2011,9,28,0.88,22.6,88.94,1.93,271.75,1.13,89.48
2011,9,29,1.06,22.48,88.75,0,112.5,1.51,89.49
2011,9,30,1.15,23.35,87.12,0,121.12,2.34,89.51
2011,10,1,1,23.25,86.88,0.01,145.94,2.52,89.46
2011,10,2,1.21,22.81,87.5,1.86,119.56,3.16,89.48
2011,10,3,1.17,22.55,88.06,1.46,139.81,1.95,89.56
2011,10,4,1.2,22.34,88.94,0,162.5,1.68,89.68
2011,10,5,1.2,22.53,82.69,0,99.19,3.02,89.88
2011,10,6,0.82,22.11,82.25,0,159.88,1.65,89.95
2011,10,7,0.7,22.32,81.75,0.64,101.56,2.22,89.96
2011,10,8,0.9,21.9,82.62,0.13,124.75,1.98,89.94
2011,10,9,0.96,21.44,84,0.04,145.62,2.22,89.98
2011,10,10,0.95,21.33,87.5,0.03,160.19,1.5,90.04
2011,10,11,0.93,21.47,85.06,0,177.06,2.21,90.05
2011,10,12,0.89,20.98,83.75,0,152.5,1.56,89.94
2011,10,13,0.84,20.89,82.88,0.05,172.31,2.01,89.8
2011,10,14,1,20.63,88.56,0,163.69,2.12,89.76
2011,10,15,0.85,20.67,86.5,0,191.31,1.45,89.75
2011,10,16,0.64,21.14,83.75,0,107.31,1.5,89.77
2011,10,17,1.16,20.82,85.75,0.08,142.38,2.77,89.9
2011,10,18,0.99,20.96,88.5,1.53,165.12,1.01,89.93
2011,10,19,0.95,20.73,91.56,0.51,182.19,3.19,89.67
2011,10,20,1.59,21.12,84.69,0.07,88.19,3.7,89.68
2011,10,21,0.73,20.6,86.12,5.42,89.5,2.41,89.82
2011,10,22,1.27,19.68,86.94,0.68,150.25,2.62,89.93
2011,10,23,0.89,18.9,87.25,0.01,259.19,1.63,90.06
2011,10,24,0.9,18.98,84.25,0,83.88,3.05,90.03
2011,10,25,0.85,19.21,77.81,0,129.12,2.19,89.99
2011,10,26,0.93,19.26,81,0,220.44,2.46,90.04
2011,10,27,0.9,19.07,83,0,242.38,0.78,90.07
2011,10,28,1.02,18.37,82.94,0,55.06,2.41,90.12
2011,10,29,0.78,18.47,77.06,0,125.62,2.34,90.04
2011,10,30,0.82,18.01,86.06,0,179.56,2.7,89.9
2011,10,31,0.7,17.87,85.25,0.08,156.5,1.65,89.97
2011,11,1,0.8,17.02,84.19,0.01,173.56,1.85,90.02
2011,11,2,1.07,16.15,84.31,0,152.5,2.55,89.96
2011,11,3,0.97,15.76,77.31,0,124.81,2.28,89.96
2011,11,4,0.94,16.27,78.94,0,115.94,2.73,90.03
2011,11,5,1.01,16.51,82.25,0,183.44,1.98,90.01
2011,11,6,1.02,16.38,81.75,0,155.38,1.8,89.97
2011,11,7,0.99,15.91,81.88,0,145.31,2.82,89.98
2011,11,8,1.2,16.24,75.19,0,47.38,2.17,90.03
2011,11,9,1.14,16.98,61.25,0,150.25,2.38,90.06
2011,11,10,1.15,16.73,69.94,0,155.25,3.15,90.05
2011,11,11,1.12,16.39,76.12,0,226.38,3.23,90.02
2011,11,12,1.1,15.56,89.06,0.04,187.44,2.35,90.1
2011,11,13,0.92,16.65,85.31,0,177.06,2.34,90.18
2011,11,14,1.02,16.45,86.62,0,183.88,2.11,90.22
2011,11,15,1.2,15.69,88.38,0.29,240.5,2.75,90.2
2011,11,16,1.06,15.62,80.44,1.2,246.38,3.13,90.17
2011,11,17,0.96,15.2,81.62,0.05,205.25,2.33,90.09
2011,11,18,0.79,15.2,81.19,0,154.5,1.67,90.02
2011,11,19,0.8,15.76,79.31,0,106.62,2.29,90.09
2011,11,20,1.2,15.3,81.56,0,87.69,1.83,90.23
2011,11,21,1.2,15.8,80.69,0,99.44,2.13,90.3
2011,11,22,0.98,15.97,78.06,0,88.44,2.5,90.27
2011,11,23,1.65,15.2,79,0,86.12,1.66,90.31
2011,11,24,1.01,16.54,72.38,0,137.06,3.08,90.29
2011,11,25,0.9,16.33,77.44,0,179.81,2.01,90.19
2011,11,26,1.08,15.46,75.19,0,157.38,1.91,90.1
2011,11,27,0.79,14.93,83.25,0,155.56,1.28,90.02
2011,11,28,0.87,14.53,83.69,0.01,165.12,2.11,89.86
2011,11,29,0.76,15.31,84.81,0,153.06,1.6,89.87
2011,11,30,0.99,15.34,86.94,0,105.62,2.3,89.95
2011,12,1,1.05,16.25,86.75,0,93.69,1.73,90.06
2011,12,2,1.09,15.82,87.12,0,191.69,1.33,89.96
2011,12,3,1.14,15.35,87,0.28,171.94,2.41,89.73
2011,12,4,1.12,15.44,88.12,0.24,226.06,2.41,89.84
2011,12,5,0.82,15.19,86.19,0,177.75,1.8,89.96
2011,12,6,0.84,14.87,85.88,0,146.69,2.38,90.03
2011,12,7,0.88,15.44,85.19,0,134.56,1.99,90.12
2011,12,8,0.92,15.4,86,0,156.06,1.35,90.11
2011,12,9,0.97,14.9,85.69,0,170.38,2.6,90.06
2011,12,10,1.11,14.07,84.81,0,220,2.95,90.04
2011,12,11,0.97,13.52,79.62,0,212.88,2.76,90.09
2011,12,12,1.11,11.69,83,0,161.56,1.76,90.2
2011,12,13,1.02,10.77,83.19,0,136.81,2.27,90.17
2011,12,14,1.2,10.18,85.12,0,145,1.49,90.19
2011,12,15,1.15,10.07,85.12,0,139.88,1.51,90.17
2011,12,16,1.16,9.83,85.94,0,153.19,1.24,90.2
2011,12,17,0.92,10.46,81.44,0,138.75,2.48,90.19
2011,12,18,1.16,10.99,76,0,148.75,1,90.22
2011,12,19,1.05,10.9,75.06,0,152.06,2.39,90.15
2011,12,20,1.04,10.51,80.25,0,147.06,2.08,90.09
2011,12,21,1.25,10.26,82.25,0,138,1.64,90.12
2011,12,22,1.15,11.26,70.75,0,140.31,2.43,90.08
2011,12,23,1.1,10.58,69.38,0,157.81,2.94,89.95
2011,12,24,1.05,11.07,69.88,0,119.56,3.02,89.96
2011,12,25,1.14,12.44,71.31,0,141.38,1.8,90.04
2011,12,26,1.1,13.2,72.5,0,166.19,2.81,90.14
2011,12,27,1.03,13.4,72.56,0,138.12,1.85,90.19
2011,12,28,0.92,14.01,68.12,0,138.44,1.45,90.29
2011,12,29,0.93,13.87,66.88,0,137.31,2.21,90.3
2011,12,30,0.96,13.07,66.62,0,162.38,2.3,90.33
2011,12,31,1.05,12.66,71.94,0,134.5,2.15,90.33
2012,1,1,1.01,14.33,66.19,0,147.12,2.37,90.16
2012,1,2,1.12,12.52,79.38,5.11,161.88,2.72,90.16
2012,1,3,1.38,12.45,77.69,0.62,177.06,3.2,90.06
2012,1,4,1.04,11.47,72.12,0,221.44,2.5,90.11
2012,1,5,1.31,11,77.75,0,245.12,2.01,90.24
2012,1,6,1.08,11.69,82.38,0,209.69,2.66,90.31
2012,1,7,1.2,11.43,86.44,0,158.62,2.17,90.46
2012,1,8,1.05,12.26,75.88,0.27,141.31,1.91,90.41
2012,1,9,0.95,13.56,73.44,0.72,131.69,2.16,90.31
2012,1,10,1.01,13.08,82.31,0.12,260.69,2.51,90.25
2012,1,11,0.99,12.41,79.19,0.06,160.81,2.43,90.27
2012,1,12,0.94,10.75,75.44,0.01,161.25,2.35,90.13
2012,1,13,1.25,9.05,77.62,0,148.44,2.4,90.02
2012,1,14,1.31,8.59,78.06,0,126.31,1.46,89.97
2012,1,15,1.15,8.93,72.81,0,131.81,1.62,89.87
2012,1,16,1.19,10.08,67.81,0,166.12,3.48,89.75
2012,1,17,1.42,11.05,66.62,0,239.31,4.91,89.72
2012,1,18,1.66,11.69,73.56,0.03,234.38,5.09,89.8
2012,1,19,1.2,11.26,72.5,3.14,138.12,2.3,89.95
2012,1,20,1.19,11.44,78.5,4.38,223.75,2.84,89.95
2012,1,21,1.54,11,82.38,0.11,259.38,3.41,89.94
2012,1,22,1.06,8.83,79.5,0,182.12,2.95,90.09
2012,1,23,1.22,9.58,74.44,0,171.25,1.99,90.02
2012,1,24,1.31,10.05,59.44,0,184.19,2.54,89.95
2012,1,25,1.19,9.8,55.31,0,173.44,2.27,89.99
2012,1,26,1.26,10.87,55.38,0,246.06,3.68,90.05
2012,1,27,1.54,10.69,68.19,0,244.38,3.43,90.04
2012,1,28,1.17,10.12,66.62,0,165.69,1.66,90.1
2012,1,29,1.41,9.48,74.06,0,148.69,2.64,90.07
2012,1,30,1.59,10.72,68.62,0,142.69,1.4,90.18
2012,1,31,1.37,10.39,63.56,0,143.94,1.95,90.19
2012,2,1,1.55,10.93,52.81,0,207.62,1.59,90.2
2012,2,2,1.02,11.03,46.5,0,90.25,1.91,90.23
2012,2,3,1.33,11.15,56.81,0,149.31,1.48,90.17
2012,2,4,1.2,12.37,59.25,0,120.81,1.95,90.08
2012,2,5,1.34,13.92,57.19,0,187.62,2.55,90.11
2012,2,6,1.9,13.24,60.31,0,256.75,4.12,90.09
2012,2,7,1.4,13.63,62.31,0,242.56,4.12,90.05
2012,2,8,0.91,14.07,53.88,0,167.88,1.66,89.93
2012,2,9,1.44,14.45,78.94,0.77,265.81,3.5,89.9
2012,2,10,1.6,11.78,56.56,0,290.88,2.52,89.99
2012,2,11,1.31,11.18,39.88,0,248.06,1.91,90.01
2012,2,12,1.22,10.36,51.44,0,269.44,1.94,90.06
2012,2,13,1.32,12.72,52.06,0,153.88,3.25,90.17
2012,2,14,1.39,14.94,48.94,0,208.94,2.82,90.14
