YEAR,MO,DY,HR,T2M,PRECTOTCORR,WS50M,RH2M,PS
2011,4,3,23,19.94,0,3.54,79.56,95.31
2011,4,4,0,19.24,0,3.4,83.81,95.26
2011,4,4,1,18.59,0,3.47,87.5,95.19
2011,4,4,2,18.05,0,3.32,90.81,95.17
2011,4,4,3,17.68,0,2.9,93.38,95.18
2011,4,4,4,17.4,0,2.47,95.69,95.22
2011,4,4,5,17.21,0,1.98,97.44,95.29
2011,4,4,6,18.37,0,1.35,90.81,95.36
2011,4,4,7,22.62,0,1.76,58.62,95.43
2011,4,4,8,27.46,0,2.55,28.94,95.46
2011,4,4,9,30.69,0,2.67,18.62,95.45
2011,4,4,10,32.96,0,2.8,14.31,95.39
2011,4,4,11,34.57,0,3.14,12.25,95.28
2011,4,4,12,35.58,0,3.77,11.5,95.16
2011,4,4,13,35.84,0,4.58,11.88,95.05
2011,4,4,14,35.4,0,5.26,13.12,94.98
2011,4,4,15,34.29,0,5.8,15.38,94.95
2011,4,4,16,32.45,0,6.18,19.12,94.98
2011,4,4,17,29.89,0,6.49,25.31,95.03
2011,4,4,18,26.62,0,6.65,36.19,95.1
2011,4,4,19,24.55,0,5.82,47.81,95.17
2011,4,4,20,22.99,0,4.94,58.12,95.24
2011,4,4,21,21.84,0,4.09,66.5,95.28
2011,4,4,22,20.98,0,3.3,72.75,95.28
2011,4,4,23,20.37,0,2.9,77.31,95.23
2011,4,5,0,19.96,0,2.45,80.5,95.18
2011,4,5,1,19.53,0,2.07,83.19,95.14
2011,4,5,2,18.96,0,1.75,86.62,95.11
2011,4,5,3,18.63,0,1.5,88.94,95.13
2011,4,5,4,18.34,0,1.26,90.88,95.19
2011,4,5,5,17.98,0,1.02,93.12,95.27
2011,4,5,6,18.83,0,0.8,88.06,95.34
2011,4,5,7,23.01,0,1.71,56.5,95.4
2011,4,5,8,27.68,0,2.49,30,95.41
2011,4,5,9,31.01,0,2.02,19.25,95.39
2011,4,5,10,33.72,0,1.12,13.38,95.33
2011,4,5,11,35.82,0,1.61,10.5,95.23
2011,4,5,12,37.02,0,2.97,9.5,95.11
2011,4,5,13,37.34,0,4.18,9.69,95
2011,4,5,14,36.81,0,5.28,10.81,94.94
2011,4,5,15,35.38,0,6.39,13.44,94.95
2011,4,5,16,32.94,0,7.56,18.56,95.02
2011,4,5,17,29.53,0,8.28,27.75,95.15
2011,4,5,18,26.08,0,7.48,40.75,95.26
2011,4,5,19,24.12,0,5.9,51.81,95.35
2011,4,5,20,22.67,0,4.37,60.19,95.39
2011,4,5,21,21.73,0,3.23,65.75,95.38
2011,4,5,22,21.01,0,2.65,70,95.34
2011,4,5,23,20.33,0,2.46,74,95.29
2011,4,6,0,19.8,0,2.35,77.44,95.22
2011,4,6,1,19.22,0,2.34,81,95.16
2011,4,6,2,18.57,0,2.55,85.06,95.15
2011,4,6,3,18.29,0,2.14,86.94,95.14
2011,4,6,4,18.15,0,1.59,87.56,95.16
2011,4,6,5,17.73,0,1.35,89.62,95.2
2011,4,6,6,18.62,0,1.35,84.25,95.28
2011,4,6,7,22.29,0,1.04,62.44,95.37
2011,4,6,8,26.69,0,0.39,39.38,95.41
2011,4,6,9,31.4,0,1.47,21.62,95.39
2011,4,6,10,35.52,0,3.21,10.81,95.35
2011,4,6,11,37.13,0,4.46,9.31,95.25
2011,4,6,12,37.87,0,5.42,9.81,95.14
2011,4,6,13,37.84,0,6.05,11.5,95.04
2011,4,6,14,37.08,0,6.54,14,94.99
2011,4,6,15,35.63,0,7.06,17.31,95
2011,4,6,16,33.51,0,7.36,21.88,95.04
2011,4,6,17,30.62,0,7.5,28.81,95.11
2011,4,6,18,27.18,0,6.57,40.38,95.19
2011,4,6,19,24.95,0,5.35,51.94,95.28
2011,4,6,20,23.4,0,4.45,61.38,95.33
2011,4,6,21,22.47,0,3.53,68,95.38
2011,4,6,22,21.99,0,2.88,72.19,95.38
2011,4,6,23,21.49,0,2.43,76.19,95.34
2011,4,7,0,21.05,0,2.06,79.81,95.29
2011,4,7,1,20.65,0,1.82,83.12,95.24
2011,4,7,2,20.23,0,1.49,86.31,95.21
2011,4,7,3,20.01,0,0.98,88.06,95.21
2011,4,7,4,19.72,0,0.4,89.38,95.24
2011,4,7,5,19.29,0,0.45,90.62,95.29
2011,4,7,6,20.21,0,1.23,84,95.36
2011,4,7,7,24.01,0,1.52,57.69,95.43
2011,4,7,8,28.73,0,2.06,32.19,95.48
2011,4,7,9,32.88,0,2.35,19.19,95.48
2011,4,7,10,35.31,0,2.79,17.06,95.43
2011,4,7,11,36.88,0,3.24,16.62,95.33
2011,4,7,12,37.8,0,3.71,16.56,95.21
2011,4,7,13,37.98,0,4.29,17.19,95.1
2011,4,7,14,37.35,0,4.97,18.56,95.03
2011,4,7,15,35.95,0,5.85,21.19,95.02
2011,4,7,16,33.57,0,6.94,26,95.06
2011,4,7,17,30.39,0,7.78,34.38,95.14
2011,4,7,18,27.08,0.01,7.34,46.69,95.23
2011,4,7,19,25.05,0,5.91,57.81,95.33
2011,4,7,20,23.94,0,4.63,65.69,95.41
2011,4,7,21,23.19,0,3.56,71.44,95.45
2011,4,7,22,22.49,0,2.74,76.56,95.44
2011,4,7,23,21.94,0,2.45,80.81,95.39
2011,4,8,0,21.42,0,2.6,84.94,95.34
2011,4,8,1,20.96,0,2.81,88.69,95.29
2011,4,8,2,20.74,0,2.79,90.94,95.25
2011,4,8,3,20.49,0,2.67,93.25,95.25
2011,4,8,4,20.4,0,2.67,94.5,95.29
2011,4,8,5,20.29,0,2.69,95.44,95.35
2011,4,8,6,21.28,0.01,2.69,88.94,95.42
2011,4,8,7,23.92,0.02,2.64,70.88,95.49
2011,4,8,8,28.36,0,2.95,44.5,95.54
2011,4,8,9,33.49,0,3.09,24.38,95.53
2011,4,8,10,35.98,0,2.26,20.62,95.47
2011,4,8,11,37.42,0.01,1.04,19.06,95.37
2011,4,8,12,38.32,0.01,0.28,18.44,95.22
2011,4,8,13,38.34,0.01,1.7,18.69,95.08
2011,4,8,14,37.62,0.01,3.07,19.94,95.01
2011,4,8,15,36.12,0.01,4.43,22.5,94.99
2011,4,8,16,34.2,0.01,5.71,26.81,95.05
2011,4,8,17,31.62,0,6.48,33.94,95.15
2011,4,8,18,28.78,0,6.54,44.44,95.25
2011,4,8,19,26.74,0,5.83,55.06,95.35
2011,4,8,20,25.33,0,4.57,63.75,95.42
2011,4,8,21,24.44,0,3.45,69.69,95.44
2011,4,8,22,23.8,0,2.69,74.19,95.42
2011,4,8,23,23.23,0,2.28,78.31,95.38
2011,4,9,0,22.85,0,2.18,81,95.33
2011,4,9,1,23.1,0,2.06,80.31,95.28
2011,4,9,2,23.12,0,1.73,80.5,95.25
2011,4,9,3,23.09,0,1.73,80.25,95.26
2011,4,9,4,23.1,0,1.91,79.5,95.31
2011,4,9,5,23.06,0,2.26,78.56,95.37
2011,4,9,6,23.5,0,2.42,74.5,95.43
2011,4,9,7,25.41,0,2.38,59.62,95.5
2011,4,9,8,28.84,0,2.87,38.38,95.54
2011,4,9,9,32.55,0,3.36,22.25,95.53
2011,4,9,10,34.66,0,3.17,18.19,95.47
2011,4,9,11,36.51,0,2.69,16.44,95.37
2011,4,9,12,37.61,0,2.03,15.62,95.23
2011,4,9,13,37.9,0,1.62,15.62,95.1
2011,4,9,14,37.5,0,1.7,16.38,95.01
2011,4,9,15,36.87,0,2.07,17.25,94.99
2011,4,9,16,35.8,0,2.62,18.69,95.01
2011,4,9,17,33.91,0,3.68,21.88,95.09
2011,4,9,18,30.76,0,4.69,29.88,95.21
2011,4,9,19,28.55,0,4.29,39.19,95.34
2011,4,9,20,26.83,0,3.63,47.62,95.41
2011,4,9,21,25.63,0,3.12,54.19,95.46
2011,4,9,22,24.76,0,2.65,58.81,95.45
2011,4,9,23,24.08,0,2.3,61.81,95.4
2011,4,10,0,23.51,0,2.3,63.62,95.33
2011,4,10,1,23.19,0,2.53,63.69,95.27
2011,4,10,2,23.16,0,2.71,62.25,95.23
2011,4,10,3,23.12,0,2.85,61.12,95.23
2011,4,10,4,23.05,0,3.12,60.56,95.27
2011,4,10,5,23.01,0,3.47,60.25,95.34
2011,4,10,6,24.51,0,3.64,54.94,95.43
2011,4,10,7,27.78,0,3.74,44.69,95.51
2011,4,10,8,31.58,0,4.35,34.56,95.57
2011,4,10,9,34.17,0,4.26,29.19,95.55
2011,4,10,10,36.06,0,3.8,25.62,95.5
2011,4,10,11,37.41,0.01,3.27,23,95.4
2011,4,10,12,37.7,0.01,2.6,22,95.27
2011,4,10,13,36.56,0.01,2.09,23.31,95.19
2011,4,10,14,35.45,0.01,2.69,25.38,95.14
2011,4,10,15,34.33,0.01,3.54,28.12,95.13
2011,4,10,16,33.12,0.01,4.37,31.56,95.16
2011,4,10,17,31.65,0,5.13,36.12,95.21
2011,4,10,18,29.55,0,5.71,43.62,95.28
2011,4,10,19,27.76,0,5.43,52.31,95.36
2011,4,10,20,26.48,0,4.6,59.69,95.43
2011,4,10,21,25.57,0,3.68,65.56,95.46
2011,4,10,22,24.82,0,3.07,70.44,95.45
2011,4,10,23,24.17,0,2.75,74.56,95.39
2011,4,11,0,23.66,0,2.4,77.5,95.31
2011,4,11,1,23.31,0,2.11,79.12,95.24
2011,4,11,2,23.08,0,1.97,79.75,95.2
2011,4,11,3,22.83,0,1.98,80.06,95.2
2011,4,11,4,22.6,0,2.19,80.25,95.25
2011,4,11,5,22.37,0,2.48,80.31,95.31
2011,4,11,6,23.62,0,2.58,73.12,95.38
2011,4,11,7,27.15,0,2.27,52,95.46
2011,4,11,8,31.76,0,1.64,33.5,95.5
2011,4,11,9,34.65,0,0.91,27.44,95.48
2011,4,11,10,36.71,0,0.4,23.88,95.42
2011,4,11,11,38.16,0,1.12,21.62,95.31
2011,4,11,12,38.7,0,2.11,20.69,95.18
2011,4,11,13,38.52,0,3.26,20.75,95.06
2011,4,11,14,36.8,0,4.41,23.31,94.98
2011,4,11,15,35.22,0,5.15,26.5,94.97
2011,4,11,16,33.9,0,5.52,29.69,95.01
2011,4,11,17,32.51,0,5.78,33.19,95.07
2011,4,11,18,30.73,0,5.78,38.38,95.16
2011,4,11,19,29.19,0,5.33,44.62,95.25
2011,4,11,20,28.03,0,4.86,50,95.32
2011,4,11,21,27.08,0,4.55,54.5,95.37
2011,4,11,22,26.5,0,4.26,57.25,95.35
2011,4,11,23,26.11,0,3.93,58.56,95.29
2011,4,12,0,25.76,0,3.7,59.06,95.19
2011,4,12,1,25.31,0,3.75,59.44,95.1
2011,4,12,2,24.97,0,3.9,59,95.04
2011,4,12,3,24.74,0,3.99,57.81,95.03
2011,4,12,4,24.49,0,3.99,56.56,95.06
2011,4,12,5,24.29,0,4.05,55.06,95.13
2011,4,12,6,25.8,0,3.94,48.62,95.19
2011,4,12,7,28.98,0,3.43,38.38,95.27
2011,4,12,8,33.74,0,3.34,26.62,95.31
2011,4,12,9,36.42,0,2.17,22.81,95.3
2011,4,12,10,38,0,0.92,20.75,95.24
2011,4,12,11,38.7,0.02,0.98,20.25,95.15
2011,4,12,12,38.41,0.03,2.42,21.06,95.03
2011,4,12,13,37.75,0.04,3.95,22.75,94.94
2011,4,12,14,36.52,0.05,5.2,25.44,94.91
2011,4,12,15,35.18,0.04,6.15,28.44,94.92
2011,4,12,16,33.63,0.02,6.84,32.19,94.98
2011,4,12,17,31.91,0.01,6.73,36.69,95.07
2011,4,12,18,29.93,0,5.76,42.69,95.16
2011,4,12,19,28.36,0,4.91,49.44,95.25
2011,4,12,20,27.18,0,4.38,56.19,95.31
2011,4,12,21,26.19,0,3.87,62.69,95.35
2011,4,12,22,25.38,0,3.4,68.56,95.34
2011,4,12,23,24.83,0,3.13,73.12,95.3
2011,4,13,0,24.48,0,3.12,76.12,95.25
2011,4,13,1,24.28,0,3.09,77.81,95.19
2011,4,13,2,24.15,0,2.86,78.62,95.15
2011,4,13,3,24.09,0,2.58,78.31,95.15
2011,4,13,4,24.05,0,2.3,78.19,95.17
2011,4,13,5,23.82,0,2.24,78.75,95.22
2011,4,13,6,24.51,0,2.35,74.06,95.27
2011,4,13,7,26.97,0,2.89,58.12,95.32
2011,4,13,8,31.26,0,3.54,36.88,95.36
2011,4,13,9,35.17,0.01,3.06,25.31,95.35
2011,4,13,10,37.26,0.03,1.97,22.19,95.29
2011,4,13,11,38.76,0.04,1.14,20.44,95.18
2011,4,13,12,39.22,0.04,1.7,20.19,95.06
2011,4,13,13,38.34,0.05,2.93,21.62,94.96
2011,4,13,14,37.24,0.05,4.04,23.75,94.92
2011,4,13,15,36.22,0.04,5,26,94.92
2011,4,13,16,34.98,0.04,5.73,28.62,94.96
2011,4,13,17,33.32,0.02,6.23,32.38,95.04
2011,4,13,18,30.99,0.01,6.23,39.38,95.13
2011,4,13,19,29.05,0,5.61,47.94,95.22
2011,4,13,20,27.61,0,4.8,55.5,95.29
2011,4,13,21,26.58,0,3.94,60.94,95.32
2011,4,13,22,25.82,0,3,65,95.3
2011,4,13,23,25.19,0,2.18,67.81,95.23
2011,4,14,0,24.86,0,1.67,69.31,95.16
2011,4,14,1,24.53,0,1.34,70.81,95.09
2011,4,14,2,24.11,0,0.97,72.69,95.05
2011,4,14,3,23.64,0,0.78,75.12,95.05
2011,4,14,4,23.08,0,1.04,78.06,95.1
2011,4,14,5,22.44,0,1.6,81.56,95.18
2011,4,14,6,23.3,0,1.93,76.75,95.25
2011,4,14,7,26.86,0,2.15,48.88,95.3
2011,4,14,8,31.19,0,1.53,27.94,95.32
2011,4,14,9,34.65,0.01,0.4,20.81,95.29
2011,4,14,10,37.06,0.01,1.05,18.56,95.21
2011,4,14,11,38.65,0.01,2.28,17.25,95.11
2011,4,14,12,39.37,0.01,3.61,16.75,94.99
2011,4,14,13,39.23,0.01,4.88,17.25,94.89
2011,4,14,14,38.26,0.02,6.07,18.88,94.84
2011,4,14,15,36.6,0.02,7.18,21.94,94.83
2011,4,14,16,34.26,0.01,8.06,27.25,94.87
2011,4,14,17,31.36,0,8.36,35.69,94.96
2011,4,14,18,28.5,0,7.51,46.88,95.04
2011,4,14,19,26.75,0,5.9,56.62,95.12
2011,4,14,20,25.59,0,4.17,63.81,95.14
2011,4,14,21,24.56,0,2.76,70.12,95.14
2011,4,14,22,23.78,0,2.24,75.06,95.1
2011,4,14,23,23.02,0,2.41,80.12,95.06
2011,4,15,0,22.31,0,2.82,85.19,95
2011,4,15,1,21.71,0,3.33,90.19,94.96
2011,4,15,2,21.24,0,3.81,94.94,94.97
2011,4,15,3,21.4,0,4.29,95.31,95.01
2011,4,15,4,21.44,0,4.22,95.25,95.07
2011,4,15,5,21.13,0,3.78,96,95.13
2011,4,15,6,22.07,0,3.04,88.06,95.18
2011,4,15,7,24.84,0,2.78,67.56,95.21
2011,4,15,8,30.05,0,3.51,34.75,95.2
2011,4,15,9,33.9,0,2.75,21.19,95.16
2011,4,15,10,36.29,0,1.93,16.62,95.1
2011,4,15,11,37.92,0,2.03,14.56,95.01
2011,4,15,12,38.9,0,2.79,13.69,94.91
2011,4,15,13,39.14,0,3.81,13.69,94.8
2011,4,15,14,38.56,0,4.82,14.88,94.74
2011,4,15,15,37.28,0,5.67,17.25,94.72
2011,4,15,16,35.32,0,6.51,21.19,94.75
2011,4,15,17,32.58,0,7.1,27.88,94.81
2011,4,15,18,29.42,0,7.08,38.69,94.9
2011,4,15,19,27.25,0,6.2,50.69,94.99
2011,4,15,20,25.87,0,5,60.62,95.07
2011,4,15,21,25.04,0,4.03,68.12,95.11
2011,4,15,22,24.36,0,3.36,74.44,95.11
2011,4,15,23,23.7,0,2.98,80.56,95.09
2011,4,16,0,23.08,0,2.78,86.06,95.04
2011,4,16,1,22.58,0,2.74,90.62,95
2011,4,16,2,22.31,0,2.83,92.94,94.99
2011,4,16,3,22.2,0,3,93.62,95
2011,4,16,4,22.09,0,3.18,94.56,95.04
2011,4,16,5,21.96,0,3.43,95.31,95.11
2011,4,16,6,22.99,0,3.53,87.94,95.18
2011,4,16,7,25.39,0,3.52,71.94,95.25
2011,4,16,8,28.93,0,3.65,53.12,95.28
2011,4,16,9,32.87,0,3.41,37.31,95.26
2011,4,16,10,35.76,0,3.16,28.69,95.18
2011,4,16,11,37.75,0,3.21,24.44,95.09
2011,4,16,12,38.87,0,3.57,22.38,94.98
2011,4,16,13,39.23,0,4.04,21.75,94.89
2011,4,16,14,38.87,0,4.43,21.88,94.81
2011,4,16,15,37.86,0,4.79,22.88,94.78
2011,4,16,16,36.32,0,5.38,25.25,94.79
2011,4,16,17,34.42,0,6.27,29.31,94.84
2011,4,16,18,31.8,0,6.94,37.19,94.94
2011,4,16,19,29.63,0,6.9,46.69,95.03
2011,4,16,20,28,0,6.26,55.75,95.11
2011,4,16,21,26.8,0,5.39,63.25,95.16
2011,4,16,22,25.92,0,4.65,69.12,95.18
2011,4,16,23,25.28,0,4.05,73.5,95.17
2011,4,17,0,24.89,0,3.43,76.44,95.13
2011,4,17,1,24.62,0,2.85,78.19,95.1
2011,4,17,2,24.34,0,2.56,79.69,95.07
2011,4,17,3,24.03,0,2.45,81.12,95.08
2011,4,17,4,23.72,0,2.41,82.62,95.11
2011,4,17,5,23.33,0,2.45,84.62,95.17
2011,4,17,6,24.07,0,2.33,80.12,95.23
2011,4,17,7,26.42,0,2.41,64.5,95.3
2011,4,17,8,29.99,0,3.14,44.38,95.34
2011,4,17,9,33.85,0,3.59,29.81,95.33
2011,4,17,10,36.55,0,3.24,24.19,95.26
2011,4,17,11,38.43,0,3,21.5,95.16
2011,4,17,12,39.52,0.01,3.4,20.25,95.04
2011,4,17,13,38.87,0,4.41,21.19,94.93
2011,4,17,14,37.4,0,5.54,23.31,94.88
2011,4,17,15,36.09,0,6.28,25.56,94.88
2011,4,17,16,34.8,0,6.48,28.19,94.92
2011,4,17,17,33.29,0,6.25,31.69,94.97
2011,4,17,18,31.37,0,5.75,37.31,95.04
2011,4,17,19,29.65,0,5.47,44.69,95.11
2011,4,17,20,28.28,0,4.85,52.44,95.16
2011,4,17,21,27.37,0,4.08,58.38,95.2
2011,4,17,22,26.76,0,3.27,62.88,95.21
2011,4,17,23,26.23,0,2.57,67.19,95.18
2011,4,18,0,25.81,0,2.11,70.62,95.13
2011,4,18,1,25.46,0,1.91,73.62,95.08
2011,4,18,2,25.15,0,1.65,75.94,95.05
2011,4,18,3,24.8,0,1.06,77.75,95.04
2011,4,18,4,24.43,0,0.4,78.94,95.07
2011,4,18,5,23.9,0,1.98,80.19,95.14
2011,4,18,6,24.34,0,3.39,74.19,95.22
2011,4,18,7,25.63,0,3.97,60.56,95.3
2011,4,18,8,27.48,0,3.81,47.31,95.32
2011,4,18,9,30.23,0,3.79,36.56,95.27
2011,4,18,10,33.44,0,4.04,29.12,95.19
2011,4,18,11,36.34,0,3.49,24.31,95.07
2011,4,18,12,38.05,0,2.72,21.44,94.95
2011,4,18,13,38.78,0,2.69,20.12,94.81
2011,4,18,14,38.78,0,3.37,20.06,94.72
2011,4,18,15,37.55,0,4.31,21.81,94.69
2011,4,18,16,35.81,0,5.5,24.81,94.72
2011,4,18,17,33.78,0,6.51,29.38,94.79
2011,4,18,18,31.29,0,6.65,36.69,94.87
2011,4,18,19,29.32,0,6.32,45.25,94.94
2011,4,18,20,27.87,0,5.64,53.12,94.98
2011,4,18,21,26.8,0,4.48,59.62,94.99
2011,4,18,22,25.99,0,3.46,65.38,94.97
2011,4,18,23,25.28,0,2.9,70.69,94.91
2011,4,19,0,24.65,0,2.67,75.56,94.87
2011,4,19,1,24.1,0,2.38,79.75,94.82
2011,4,19,2,23.62,0,2.18,83.19,94.8
2011,4,19,3,23.16,0,2.21,85.81,94.81
2011,4,19,4,22.77,0,2.31,87.38,94.85
2011,4,19,5,22.46,0,2.34,87.56,94.92
2011,4,19,6,23.76,0,2.32,78.25,94.98
2011,4,19,7,27.55,0,2.96,49.88,95.04
2011,4,19,8,31.99,0,3.24,28.19,95.07
2011,4,19,9,34.9,0,2.7,21.44,95.04
2011,4,19,10,36.93,0,2.67,18.44,94.98
2011,4,19,11,38.4,0,3.36,16.75,94.9
2011,4,19,12,39.15,0,4.3,16,94.81
2011,4,19,13,39.16,0,5.32,16.19,94.72
2011,4,19,14,38.4,0,6.21,17.38,94.67
2011,4,19,15,36.98,0,7.14,19.94,94.67
2011,4,19,16,34.74,0,8.16,24.81,94.73
2011,4,19,17,31.9,0,8.56,33,94.81
2011,4,19,18,29.21,0,7.71,43.31,94.9
2011,4,19,19,27.45,0,6.45,52.88,94.97
2011,4,19,20,26.34,0,5.15,60.06,95.01
2011,4,19,21,25.54,0,4.05,65.94,95.03
2011,4,19,22,24.84,0,3.41,71.25,95.04
2011,4,19,23,24.25,0,3.09,76,95.01
2011,4,20,0,23.92,0,2.74,79.12,94.97
2011,4,20,1,23.51,0,2.46,82.5,94.92
2011,4,20,2,23.02,0,2.23,86.06,94.88
2011,4,20,3,22.64,0,1.95,88.88,94.87
2011,4,20,4,22.37,0,1.55,90.88,94.92
2011,4,20,5,22.23,0,1.09,91.38,94.98
2011,4,20,6,22.7,0,0.78,87.19,95.06
2011,4,20,7,24.39,0,0.87,71.81,95.14
2011,4,20,8,26.9,0,1.35,54.75,95.18
2011,4,20,9,30.37,0,1.58,36.12,95.18
2011,4,20,10,33.31,0,1.08,26.19,95.11
2011,4,20,11,35.58,0,0.54,20.94,95.01
2011,4,20,12,37.24,0,1.47,18.44,94.88
2011,4,20,13,38.13,0,2.65,17.81,94.77
2011,4,20,14,38.13,0,3.71,18.62,94.7
2011,4,20,15,37.14,0,4.65,20.81,94.68
2011,4,20,16,35.23,0,5.76,25.06,94.72
2011,4,20,17,32.27,0,7.06,33.38,94.82
2011,4,20,18,29.02,0,7.55,45.94,94.92
2011,4,20,19,26.91,0,6.79,57,95.02
2011,4,20,20,25.7,0,5.48,63.94,95.07
2011,4,20,21,24.97,0,4.37,68.12,95.09
2011,4,20,22,24.37,0,3.46,71,95.07
2011,4,20,23,23.69,0,2.77,74.25,95.02
2011,4,21,0,23.12,0,2.38,76.94,94.96
2011,4,21,1,22.73,0,2.14,78.81,94.89
2011,4,21,2,22.37,0,2.03,80.75,94.88
2011,4,21,3,22.06,0,1.9,82.38,94.9
2011,4,21,4,21.87,0,1.75,83.25,94.96
2011,4,21,5,21.67,0,1.57,83.88,95.02
2011,4,21,6,22.68,0,1.35,77.62,95.09
2011,4,21,7,25.53,0,1.29,58.19,95.16
2011,4,21,8,29.86,0,1.19,35.81,95.18
2011,4,21,9,33.81,0,0.95,24.5,95.17
2011,4,21,10,36.19,0,1.66,21.06,95.09
2011,4,21,11,37.82,0,2.66,19.38,95
2011,4,21,12,38.69,0,3.76,18.88,94.9
2011,4,21,13,38.79,0,4.88,19.25,94.81
2011,4,21,14,38.18,0,5.74,20.38,94.76
2011,4,21,15,37.02,0,6.49,22.12,94.74
2011,4,21,16,35.18,0,7.36,25.44,94.77
2011,4,21,17,32.48,0,8.04,31.31,94.85
2011,4,21,18,29.48,0,7.77,40.31,94.95
2011,4,21,19,27.38,0,6.68,49.75,95.05
2011,4,21,20,26.03,0,5.21,57.31,95.1
2011,4,21,21,25.12,0,4,63.81,95.12
2011,4,21,22,24.3,0,3.37,70.12,95.12
2011,4,21,23,23.58,0,3.16,76.38,95.09
2011,4,22,0,22.94,0,2.97,82.62,95.04
2011,4,22,1,22.36,0,2.66,88.56,95
2011,4,22,2,22.26,0,2.56,90.88,94.96
2011,4,22,3,22.19,0,2.51,91.94,94.96
2011,4,22,4,21.98,0,2.51,93.25,95
2011,4,22,5,21.71,0,2.52,94.5,95.05
2011,4,22,6,22.58,0,2.42,87.31,95.12
2011,4,22,7,24.72,0,2.31,70.25,95.19
2011,4,22,8,28.37,0,2.39,46.56,95.21
2011,4,22,9,32.81,0,2.75,26.19,95.19
2011,4,22,10,35.62,0,2.52,19.5,95.1
2011,4,22,11,37.49,0,2.21,16.81,95
2011,4,22,12,38.57,0,2.5,16,94.88
2011,4,22,13,38.83,0,3.39,16.19,94.77
2011,4,22,14,38.37,0,4.46,17.19,94.69
2011,4,22,15,37.23,0,5.54,19.06,94.66
2011,4,22,16,35.39,0,6.86,22.62,94.68
