YEAR,MO,DY,HR,T2M,PRECTOTCORR,WS50M,RH2M,PS
2011,4,2,23,23.99,0,3.54,23.75,96.54
2011,4,3,0,22.56,0,4.71,25.06,96.51
2011,4,3,1,21.41,0,5.95,25.5,96.49
2011,4,3,2,20.47,0,6.91,25,96.49
2011,4,3,3,19.63,0,7.32,24.62,96.52
2011,4,3,4,18.88,0,7.3,25.19,96.57
2011,4,3,5,18.11,0,7.05,26.38,96.65
2011,4,3,6,19.3,0,6.14,24.69,96.74
2011,4,3,7,21.86,0,4.47,21.31,96.82
2011,4,3,8,26.65,0,5.66,16.25,96.89
2011,4,3,9,30.49,0,5.43,13,96.89
2011,4,3,10,32.29,0,4.19,12,96.85
2011,4,3,11,33.62,0,3.24,11.75,96.76
2011,4,3,12,34.51,0,2.98,11.31,96.65
2011,4,3,13,34.91,0,3.36,11.06,96.54
2011,4,3,14,34.77,0,3.84,11.06,96.45
2011,4,3,15,34.21,0,4.19,11.38,96.43
2011,4,3,16,33.14,0,4.55,11.94,96.45
2011,4,3,17,30.55,0,5.22,13.69,96.5
2011,4,3,18,26.78,0,6.39,16.81,96.58
2011,4,3,19,25.76,0,7.34,18.06,96.66
2011,4,3,20,24.94,0,8.04,19.12,96.74
2011,4,3,21,24.13,0,8.54,20.12,96.76
2011,4,3,22,23.32,0,8.86,21.06,96.74
2011,4,3,23,22.5,0,8.99,21.81,96.73
2011,4,4,0,21.55,0,9.02,22.81,96.71
2011,4,4,1,20.64,0,9.1,24.5,96.71
2011,4,4,2,19.87,0,8.85,26.38,96.74
2011,4,4,3,19.08,0,8.37,28.44,96.78
2011,4,4,4,18.23,0,7.82,30.56,96.86
2011,4,4,5,17.44,0,7.24,32.44,96.95
2011,4,4,6,19.03,0,6.25,29.44,97.04
2011,4,4,7,22.06,0,5.03,24.31,97.11
2011,4,4,8,27.41,0,5.46,15.94,97.14
2011,4,4,9,30.69,0,4.6,13.06,97.13
2011,4,4,10,32.54,0,4,12,97.07
2011,4,4,11,33.57,0,3.9,10.81,96.97
2011,4,4,12,34.31,0,4.03,9.62,96.84
2011,4,4,13,34.64,0,4.25,8.69,96.73
2011,4,4,14,34.55,0,4.46,8.12,96.64
2011,4,4,15,33.93,0,4.6,7.81,96.61
2011,4,4,16,32.78,0,4.7,7.81,96.62
2011,4,4,17,29.67,0,4.99,9.06,96.65
2011,4,4,18,25.49,0,5.62,10.62,96.69
2011,4,4,19,24.23,0,6.02,10.75,96.75
2011,4,4,20,23.18,0,6.09,11.06,96.79
2011,4,4,21,22.22,0,5.87,11.56,96.81
2011,4,4,22,21.3,0,5.55,12.25,96.8
2011,4,4,23,20.44,0,5.22,13,96.76
2011,4,5,0,19.65,0,4.86,14,96.74
2011,4,5,1,18.91,0,4.51,15.06,96.71
2011,4,5,2,18.35,0,4.19,16.19,96.71
2011,4,5,3,17.91,0,3.91,17.25,96.74
2011,4,5,4,17.51,0,3.76,18.31,96.8
2011,4,5,5,17.03,0,3.81,19.5,96.89
2011,4,5,6,18.71,0,4,18.25,96.98
2011,4,5,7,22.73,0,3.49,14.62,97.05
2011,4,5,8,27.55,0,2.79,11.25,97.11
2011,4,5,9,32.51,0,1.55,8.75,97.13
2011,4,5,10,34.05,0,1.15,8.38,97.09
2011,4,5,11,35.04,0,1.13,8.19,97.01
2011,4,5,12,35.6,0,1.28,8.06,96.91
2011,4,5,13,35.81,0,1.31,8,96.81
2011,4,5,14,35.51,0,1.32,8.06,96.72
2011,4,5,15,34.82,0,1.3,8.31,96.67
2011,4,5,16,33.73,0,1.23,8.81,96.67
2011,4,5,17,31.34,0,1.66,11.19,96.72
2011,4,5,18,28.48,0,2.68,12.94,96.79
2011,4,5,19,26.57,0,3.78,13.62,96.85
2011,4,5,20,25.08,0,4.63,13.69,96.89
2011,4,5,21,23.93,0,5.32,14.06,96.88
2011,4,5,22,22.99,0,5.72,14.31,96.84
2011,4,5,23,22.15,0,5.65,14.5,96.8
2011,4,6,0,21.42,0,5.19,14.69,96.75
2011,4,6,1,20.87,0,4.68,14.88,96.7
2011,4,6,2,20.41,0,4.04,15.25,96.68
2011,4,6,3,19.91,0,3.9,16.19,96.69
2011,4,6,4,19.3,0,4.35,17.69,96.74
2011,4,6,5,18.8,0,4.7,19.31,96.79
2011,4,6,6,20.44,0,5.02,18.12,96.85
2011,4,6,7,24.3,0,4.33,14.44,96.93
2011,4,6,8,29.34,0,4.6,9.75,97
2011,4,6,9,33.52,0,4.78,8.44,97.01
2011,4,6,10,35.32,0,4.71,8.62,96.95
2011,4,6,11,36.41,0,4.53,8.69,96.86
2011,4,6,12,36.55,0,4.43,9,96.76
2011,4,6,13,35.59,0,4.83,9.69,96.69
2011,4,6,14,35.51,0,4.91,9.81,96.62
2011,4,6,15,35.82,0,4.89,9.69,96.58
2011,4,6,16,34.9,0,4.74,10.19,96.56
2011,4,6,17,31.66,0,4.9,12.5,96.59
2011,4,6,18,29.04,0,5.07,14.56,96.63
2011,4,6,19,28.19,0,5.02,15.12,96.66
2011,4,6,20,27.51,0,5.71,15.19,96.71
2011,4,6,21,26.95,0,6.7,14.56,96.74
2011,4,6,22,26.27,0,7.4,13.62,96.76
2011,4,6,23,25.41,0,7.51,12.75,96.74
2011,4,7,0,24.46,0,7.31,12.06,96.71
2011,4,7,1,23.12,0,6.48,12.25,96.67
2011,4,7,2,21.52,0,5.12,13.44,96.64
2011,4,7,3,21.05,0,3.76,14.19,96.65
2011,4,7,4,21.56,0,2.52,14.25,96.68
2011,4,7,5,22.07,0,1.4,14.12,96.73
2011,4,7,6,22.96,0,1.68,14,96.79
2011,4,7,7,25.82,0,2.25,11.31,96.86
2011,4,7,8,29.6,0,2.22,9.25,96.9
2011,4,7,9,33.94,0,3.05,7.88,96.93
2011,4,7,10,36.09,0,3.72,7.88,96.9
2011,4,7,11,37.4,0,4.13,8.12,96.82
2011,4,7,12,38.02,0,4.31,8.56,96.72
2011,4,7,13,38.07,0,4.28,9.19,96.61
2011,4,7,14,37.93,0,4.43,9.88,96.52
2011,4,7,15,37.4,0,4.66,10.62,96.46
2011,4,7,16,36.46,0,4.66,11.44,96.45
2011,4,7,17,33.76,0,4.13,13.69,96.46
2011,4,7,18,30.26,0,3.36,16.5,96.5
2011,4,7,19,29.3,0,3.03,16.81,96.56
2011,4,7,20,28.13,0,3.66,17.06,96.64
2011,4,7,21,26.52,0,4.7,16.94,96.68
2011,4,7,22,24.74,0,5.91,17.75,96.7
2011,4,7,23,23.5,0,6.65,19.06,96.7
2011,4,8,0,22.42,0,6.78,20.75,96.7
2011,4,8,1,21.26,0,6.54,23,96.7
2011,4,8,2,20.21,0,6.25,25.25,96.69
2011,4,8,3,19.77,0,6.02,26.56,96.71
2011,4,8,4,19.26,0,5.57,27.94,96.74
2011,4,8,5,18.83,0,5.02,29.38,96.8
2011,4,8,6,20.45,0,4.11,27.38,96.86
2011,4,8,7,23.01,0,2.68,24.19,96.92
2011,4,8,8,27.45,0,2.22,21.56,96.96
2011,4,8,9,32.29,0,1.37,16.06,96.97
2011,4,8,10,34.93,0,1.11,12.44,96.93
2011,4,8,11,36.39,0,2.09,11.19,96.84
2011,4,8,12,37.23,0,2.78,10.62,96.72
2011,4,8,13,37.53,0,3.27,10.44,96.6
2011,4,8,14,37.37,0,3.58,10.38,96.51
2011,4,8,15,36.76,0,3.68,10.62,96.46
2011,4,8,16,35.69,0,3.69,11.19,96.44
2011,4,8,17,32.96,0,4.32,13.38,96.45
2011,4,8,18,29.03,0,5.99,17.12,96.51
2011,4,8,19,27.91,0,7.22,18.31,96.6
2011,4,8,20,27.02,0,7.7,19.38,96.69
2011,4,8,21,26.12,0,7.56,20.62,96.74
2011,4,8,22,25.13,0,7.18,22,96.75
2011,4,8,23,24.15,0,6.74,23.38,96.73
2011,4,9,0,23.15,0,6.22,24.88,96.7
2011,4,9,1,22.18,0,5.79,26.44,96.65
2011,4,9,2,21.29,0,5.23,27.88,96.63
2011,4,9,3,20.58,0,4.37,29.12,96.66
2011,4,9,4,20.16,0,3.68,29.81,96.72
2011,4,9,5,19.86,0,3.13,30.44,96.8
2011,4,9,6,21.44,0,2.52,27.81,96.88
2011,4,9,7,24.29,0,2.03,23.5,96.98
2011,4,9,8,28.65,0,3.42,17.88,97.02
2011,4,9,9,32.8,0,3.76,14.81,97.01
2011,4,9,10,35.05,0,2.62,13.25,96.98
2011,4,9,11,36.45,0,1.41,12.25,96.91
2011,4,9,12,37.26,0,0.86,11.81,96.81
2011,4,9,13,37.56,0,0.91,11.81,96.71
2011,4,9,14,37.4,0,1.15,11.94,96.62
2011,4,9,15,36.87,0,1.42,12.19,96.57
2011,4,9,16,35.92,0,1.66,12.75,96.58
2011,4,9,17,33.74,0,2.14,14.88,96.62
2011,4,9,18,30.97,0,2.84,17.38,96.68
2011,4,9,19,29.53,0,3.42,18.81,96.75
2011,4,9,20,28.21,0,4.06,20.19,96.82
2011,4,9,21,27.1,0,4.63,21.06,96.87
2011,4,9,22,26.14,0,5.11,21.88,96.87
2011,4,9,23,25.24,0,5.59,23.25,96.83
2011,4,10,0,24.41,0,5.96,24.88,96.77
2011,4,10,1,23.67,0,6.05,26.69,96.73
2011,4,10,2,23.05,0,5.7,28.5,96.71
2011,4,10,3,22.42,0,5.2,30.31,96.73
2011,4,10,4,21.9,0,4.81,31.88,96.8
2011,4,10,5,21.53,0,4.75,33.19,96.89
2011,4,10,6,23.54,0,4.85,29.81,96.97
2011,4,10,7,26.61,0,4.1,25.12,97.05
2011,4,10,8,31.42,0,5.17,18.62,97.1
2011,4,10,9,35.23,0,5.53,15,97.09
2011,4,10,10,36.95,0,5.01,13.75,97.04
2011,4,10,11,38.19,0,4.39,12.81,96.95
2011,4,10,12,38.9,0,3.84,12.31,96.83
2011,4,10,13,39.14,0,3.45,12.12,96.71
2011,4,10,14,38.94,0,3.29,12.19,96.6
2011,4,10,15,38.28,0,3.39,12.56,96.53
2011,4,10,16,37.25,0,3.31,13.12,96.52
2011,4,10,17,35.02,0,2.99,15,96.56
2011,4,10,18,32.53,0,2.93,17.25,96.61
2011,4,10,19,31.55,0,2.95,18.31,96.68
2011,4,10,20,30.45,0,2.97,19.62,96.75
2011,4,10,21,29.24,0,3,21.25,96.79
2011,4,10,22,28.37,0,3.31,22.25,96.77
2011,4,10,23,27.53,0,3.88,23.44,96.75
2011,4,11,0,26.48,0,4.45,25.56,96.7
2011,4,11,1,25.48,0,5,27.88,96.65
2011,4,11,2,24.61,0,5.27,29.94,96.63
2011,4,11,3,23.88,0,5.06,31.56,96.64
2011,4,11,4,23.26,0,4.7,32.81,96.7
2011,4,11,5,22.98,0,3.91,33.38,96.78
2011,4,11,6,24.79,0,3.04,29.81,96.86
2011,4,11,7,27.46,0,2.05,25.38,96.94
2011,4,11,8,32.63,0,2.23,19.38,96.99
2011,4,11,9,35.74,0,0.86,16.38,96.95
2011,4,11,10,37.73,0,0.9,14.62,96.85
2011,4,11,11,39.16,0,1.73,13.44,96.75
2011,4,11,12,40,0,2.19,12.69,96.62
2011,4,11,13,40.13,0,2.66,12.44,96.5
2011,4,11,14,39.63,0,3.09,12.62,96.38
2011,4,11,15,39.03,0,3.63,12.94,96.33
2011,4,11,16,38.18,0,4.41,13.5,96.32
2011,4,11,17,36.09,0,5.53,15.38,96.37
2011,4,11,18,33.26,0,7.48,18.19,96.45
2011,4,11,19,32.4,0,9.25,19.25,96.54
2011,4,11,20,31.51,0,9.85,20.5,96.66
2011,4,11,21,30.37,0,8.83,22.56,96.7
2011,4,11,22,29.31,0,7.91,25.25,96.66
2011,4,11,23,28.42,0,7.31,28.06,96.61
2011,4,12,0,26.94,0,7.1,31.62,96.56
2011,4,12,1,25.97,0,7.11,34,96.52
2011,4,12,2,25.86,0,7.03,34.06,96.5
2011,4,12,3,25.71,0,6.53,33.75,96.53
2011,4,12,4,25.19,0,5.96,34.19,96.59
2011,4,12,5,24.73,0,5.66,34.75,96.68
2011,4,12,6,25.44,0,4.66,33.25,96.75
2011,4,12,7,27.13,0,3.79,30.25,96.82
2011,4,12,8,30.37,0,3.27,25.12,96.86
2011,4,12,9,33.87,0,3.27,21.19,96.85
2011,4,12,10,36.14,0,3.71,18.62,96.77
2011,4,12,11,37.69,0,4.3,17.12,96.67
2011,4,12,12,38.54,0,4.79,16.31,96.54
2011,4,12,13,39,0,5.08,15.75,96.42
2011,4,12,14,38.99,0,5.2,15.25,96.31
2011,4,12,15,38.55,0,5.54,14.88,96.26
2011,4,12,16,37.62,0,5.51,14.94,96.26
2011,4,12,17,35.62,0,5.31,16.44,96.3
2011,4,12,18,32.52,0,6.21,19.94,96.37
2011,4,12,19,31.48,0,7.83,22.12,96.48
2011,4,12,20,30.07,0,8.4,25.81,96.58
2011,4,12,21,29.01,0,7.78,29.06,96.63
2011,4,12,22,27.8,0,7.1,32,96.64
2011,4,12,23,26.69,0,6.71,34.5,96.62
2011,4,13,0,25.76,0,6.4,36.5,96.59
2011,4,13,1,24.9,0,6.21,38.31,96.56
2011,4,13,2,23.88,0,5.98,40.62,96.54
2011,4,13,3,23.11,0,5.66,42.44,96.57
2011,4,13,4,22.63,0,5.07,43.38,96.63
2011,4,13,5,22.6,0,4.39,43.12,96.69
2011,4,13,6,23.84,0,3.39,39.69,96.77
2011,4,13,7,27,0,3.03,32.44,96.84
2011,4,13,8,30.35,0,2.5,27.06,96.88
2011,4,13,9,32.45,0,1.63,24.69,96.88
2011,4,13,10,34.1,0,1.09,23.31,96.84
2011,4,13,11,34.79,0,0.68,22.88,96.77
2011,4,13,12,35.73,0,0.72,21.75,96.67
2011,4,13,13,36.59,0,0.82,20.75,96.56
2011,4,13,14,36.79,0,1.35,20.62,96.47
2011,4,13,15,36.42,0,2.22,21.06,96.43
2011,4,13,16,35.59,0,3.06,21.88,96.43
2011,4,13,17,34.33,0,4.06,23.25,96.45
2011,4,13,18,32.52,0,5.65,25.38,96.51
2011,4,13,19,31.77,0,6.85,26,96.58
2011,4,13,20,31,0,7.35,26.25,96.63
2011,4,13,21,29.94,0,7.41,25.94,96.65
2011,4,13,22,28.87,0,7.24,25,96.63
2011,4,13,23,27.99,0,7.05,23.69,96.6
2011,4,14,0,27.26,0,6.6,22.75,96.57
2011,4,14,1,26.62,0,5.9,22.69,96.55
2011,4,14,2,25.95,0,4.94,23.5,96.54
2011,4,14,3,25.42,0,4.34,24.5,96.55
2011,4,14,4,24.94,0,4.05,25.56,96.6
2011,4,14,5,24.49,0,3.8,26.81,96.66
2011,4,14,6,25.08,0,3.2,26.44,96.72
2011,4,14,7,27.26,0,3.05,23.62,96.77
2011,4,14,8,31.28,0,3.38,19.19,96.8
2011,4,14,9,33.66,0,2.66,17.62,96.8
2011,4,14,10,35.42,0,2.4,16.88,96.76
2011,4,14,11,36.52,0,2.49,16.31,96.68
2011,4,14,12,37,0,2.56,16.19,96.59
2011,4,14,13,37.14,0,2.52,16.12,96.48
2011,4,14,14,37.06,0,2.6,16,96.4
2011,4,14,15,36.8,0,2.83,15.94,96.34
2011,4,14,16,35.91,0,2.88,16.56,96.31
2011,4,14,17,34.3,0,2.62,18,96.32
2011,4,14,18,31.42,0,2.68,20.75,96.35
2011,4,14,19,30.34,0,3.01,21.44,96.43
2011,4,14,20,29.39,0,3.35,22.44,96.48
2011,4,14,21,28.51,0,3.58,23.12,96.48
2011,4,14,22,27.53,0,3.94,23.88,96.45
2011,4,14,23,26.38,0,4.33,24.69,96.42
2011,4,15,0,25.12,0,4.72,25.56,96.38
2011,4,15,1,23.96,0,5.14,26.31,96.37
2011,4,15,2,22.94,0,5.57,26.88,96.37
2011,4,15,3,22.09,0,5.81,27.62,96.41
2011,4,15,4,21.4,0,5.7,28.5,96.46
2011,4,15,5,20.99,0,5.14,29.25,96.53
2011,4,15,6,23.38,0,4.12,25.44,96.6
2011,4,15,7,26.3,0,2.76,21.44,96.66
2011,4,15,8,31.11,0,2.62,16.12,96.68
2011,4,15,9,34.78,0,2.24,13.88,96.68
2011,4,15,10,36.58,0,2.09,12.81,96.62
2011,4,15,11,37.8,0,2.63,12.19,96.55
2011,4,15,12,38.55,0,3.32,11.69,96.46
2011,4,15,13,38.86,0,3.9,11.44,96.35
2011,4,15,14,38.8,0,4.36,11.44,96.26
2011,4,15,15,38.34,0,4.24,11.69,96.2
2011,4,15,16,37.37,0,3.76,12.38,96.17
2011,4,15,17,35.38,0,3.5,13.94,96.21
2011,4,15,18,31.65,0,3.78,17.19,96.3
2011,4,15,19,30.53,0,3.89,17.69,96.37
2011,4,15,20,29.36,0,3.92,18.44,96.42
2011,4,15,21,28.48,0,3.64,19.38,96.44
2011,4,15,22,28.06,0,2.84,19.81,96.45
2011,4,15,23,27.8,0,1.88,20.19,96.46
2011,4,16,0,27.37,0,1.39,20.88,96.45
2011,4,16,1,26.82,0,1.15,21.75,96.44
2011,4,16,2,25.95,0,1.49,23.38,96.45
2011,4,16,3,25.31,0,1.61,24.94,96.47
2011,4,16,4,25.53,0,1.02,24.94,96.49
2011,4,16,5,25.16,0,1.05,25.62,96.54
2011,4,16,6,26.15,0,0.97,24.25,96.63
2011,4,16,7,28.94,0,0.98,20.44,96.71
2011,4,16,8,33.58,0,1.29,15.38,96.76
2011,4,16,9,36.04,0,1.08,14.06,96.75
2011,4,16,10,37.6,0,1.08,12.81,96.69
2011,4,16,11,38.76,0,1.06,11.94,96.59
2011,4,16,12,39.4,0,0.98,11.5,96.48
2011,4,16,13,39.65,0,0.87,11.31,96.37
2011,4,16,14,39.61,0,0.88,11.31,96.29
2011,4,16,15,39.19,0,0.9,11.5,96.25
2011,4,16,16,38.24,0,0.87,12,96.24
2011,4,16,17,36.8,0,0.43,13.62,96.26
2011,4,16,18,35.39,0,0.48,14.56,96.31
2011,4,16,19,34.3,0,0.69,15.38,96.4
2011,4,16,20,33.11,0,0.84,16,96.47
2011,4,16,21,31.94,0,0.98,16.94,96.5
2011,4,16,22,30.8,0,1.09,18.38,96.49
2011,4,16,23,29.78,0,0.99,19.94,96.48
2011,4,17,0,28.78,0,0.65,21.75,96.47
2011,4,17,1,27.71,0,0.73,24.06,96.45
2011,4,17,2,26.89,0.01,0.88,26.31,96.46
2011,4,17,3,26.47,0.01,0.69,27.81,96.47
2011,4,17,4,26.17,0.01,0.47,28.75,96.5
2011,4,17,5,25.69,0,0.86,30,96.54
2011,4,17,6,26.58,0,1.46,29.38,96.6
2011,4,17,7,29.72,0,1.96,24.19,96.66
2011,4,17,8,34.3,0,3.43,20.81,96.71
2011,4,17,9,36.44,0,4.11,19.75,96.7
2011,4,17,10,38.01,0,4.73,18.75,96.63
2011,4,17,11,39.15,0,5.46,17.75,96.52
2011,4,17,12,39.44,0,6.18,17.25,96.41
2011,4,17,13,39.24,0.02,6.84,17.12,96.32
2011,4,17,14,38.68,0.02,7.03,17.25,96.24
2011,4,17,15,38.14,0.02,6.93,17.38,96.19
2011,4,17,16,37.46,0.02,6.75,17.5,96.18
2011,4,17,17,36.05,0.03,6.37,18.62,96.21
2011,4,17,18,32.4,0,6.21,22.94,96.24
2011,4,17,19,31.03,0,6.57,24.94,96.28
2011,4,17,20,30.26,0,7.4,26.75,96.32
2011,4,17,21,29.68,0,8.23,28.69,96.34
2011,4,17,22,29.07,0,8.73,31,96.38
2011,4,17,23,28.25,0,8.71,34.56,96.41
2011,4,18,0,27.23,0,8.28,40.31,96.41
2011,4,18,1,26.37,0,7.73,46.81,96.39
2011,4,18,2,25.6,0,6.87,51.75,96.38
2011,4,18,3,24.9,0,5.93,55.12,96.39
2011,4,18,4,24.3,0,5.28,57.44,96.43
2011,4,18,5,23.69,0,5.04,59.69,96.5
2011,4,18,6,24.73,0,4.71,55.44,96.58
2011,4,18,7,27.16,0,5.27,43.94,96.67
2011,4,18,8,29.99,0,5.23,32.25,96.72
2011,4,18,9,32.53,0,4.56,25.62,96.73
2011,4,18,10,34.44,0,3.65,22.25,96.68
2011,4,18,11,35.76,0,3.03,20,96.6
2011,4,18,12,36.65,0,2.8,18.25,96.5
2011,4,18,13,37.11,0,2.76,16.94,96.38
2011,4,18,14,37.14,0,3.1,15.94,96.28
2011,4,18,15,36.76,0,3.5,15.12,96.23
2011,4,18,16,35.92,0,3.87,14.81,96.22
2011,4,18,17,34.44,0,4.26,15.12,96.25
2011,4,18,18,30.57,0,5.47,17.69,96.29
2011,4,18,19,29.23,0,7.15,17.06,96.34
2011,4,18,20,28.3,0,8.41,15.25,96.39
2011,4,18,21,27.21,0,8.89,13.81,96.4
2011,4,18,22,26.01,0,8.9,14.06,96.4
2011,4,18,23,24.83,0,8.74,16.69,96.39
2011,4,19,0,23.73,0,8.46,21.38,96.36
2011,4,19,1,22.74,0,8.1,27.44,96.33
2011,4,19,2,21.71,0,7.25,34.62,96.31
2011,4,19,3,20.74,0,6.17,40.62,96.33
2011,4,19,4,20.04,0,5.14,44.75,96.38
2011,4,19,5,19.99,0,4.01,46.25,96.46
2011,4,19,6,22.08,0,2.63,41.44,96.55
2011,4,19,7,24.71,0,1.67,35.62,96.62
2011,4,19,8,30.15,0,2.28,21.5,96.64
2011,4,19,9,33.05,0,1.61,15.31,96.65
2011,4,19,10,34.96,0,0.9,12.88,96.61
2011,4,19,11,36.43,0,0.96,12.12,96.54
2011,4,19,12,37.42,0,1.58,11.31,96.44
2011,4,19,13,37.9,0,2.32,10.75,96.34
2011,4,19,14,37.87,0,2.94,10.31,96.26
2011,4,19,15,37.37,0,3.35,10.06,96.23
2011,4,19,16,36.41,0,3.64,9.88,96.23
2011,4,19,17,34.54,0,3.92,10.12,96.26
2011,4,19,18,30.29,0,4.75,12.44,96.31
2011,4,19,19,28.72,0,5.87,13.12,96.37
2011,4,19,20,27.61,0,7.06,13.56,96.42
2011,4,19,21,26.57,0,8.06,14.12,96.43
2011,4,19,22,25.5,0,8.68,15,96.44
2011,4,19,23,24.47,0,8.91,16.44,96.43
2011,4,20,0,23.55,0,8.95,18.38,96.41
2011,4,20,1,22.65,0,8.8,21,96.41
2011,4,20,2,21.57,0,8.17,24.69,96.41
2011,4,20,3,20.48,0,7.39,28.81,96.44
2011,4,20,4,19.57,0,6.45,33.06,96.49
2011,4,20,5,18.87,0,5.32,37,96.56
2011,4,20,6,21.05,0,3.71,33.75,96.62
2011,4,20,7,23.98,0,2.49,28.88,96.67
2011,4,20,8,29.49,0,4.51,19.19,96.7
2011,4,20,9,32.9,0,4.08,13.81,96.7
2011,4,20,10,34.83,0,3.21,12.06,96.66
2011,4,20,11,36.17,0,2.37,10.88,96.59
2011,4,20,12,37.08,0,1.55,9.94,96.49
2011,4,20,13,37.55,0,0.81,9.25,96.39
2011,4,20,14,37.62,0,0.24,8.94,96.3
2011,4,20,15,37.23,0,0.58,9.12,96.26
2011,4,20,16,36.37,0,0.97,9.56,96.26
2011,4,20,17,34.62,0,1.51,11.12,96.29
2011,4,20,18,31.62,0,2.55,13.5,96.35
2011,4,20,19,29.88,0,3.51,14.44,96.41
2011,4,20,20,28.55,0,4.27,15,96.46
2011,4,20,21,27.45,0,4.97,15.94,96.47
2011,4,20,22,26.5,0,5.68,16.75,96.46
2011,4,20,23,25.65,0,6.39,17.38,96.43
2011,4,21,0,24.8,0,7,17.81,96.4
2011,4,21,1,23.86,0,7.32,18.44,96.37
2011,4,21,2,23.24,0,7.16,19.38,96.36
2011,4,21,3,22.37,0,6.94,21.25,96.41
2011,4,21,4,21.58,0,6.73,23.56,96.47
2011,4,21,5,20.97,0,6.45,25.5,96.55
2011,4,21,6,22.4,0,5.5,23.94,96.64
2011,4,21,7,24.92,0,4.63,20.69,96.69
2011,4,21,8,29.36,0,5.1,15.31,96.72
2011,4,21,9,33.59,0,5.55,11.5,96.72
2011,4,21,10,35.87,0,4.4,10.31,96.68
2011,4,21,11,37.29,0,3.04,9.56,96.6
2011,4,21,12,38.1,0,1.96,9.06,96.51
2011,4,21,13,38.43,0,1.51,8.88,96.43
2011,4,21,14,38.27,0,1.85,9.06,96.36
2011,4,21,15,37.74,0,2.47,9.5,96.32
2011,4,21,16,36.76,0,3.18,10.19,96.31
2011,4,21,17,34.83,0,4.05,11.38,96.36
2011,4,21,18,30.75,0,5.23,14.38,96.42
2011,4,21,19,29.4,0,5.78,15.25,96.49
2011,4,21,20,28.37,0,5.88,16.06,96.54
2011,4,21,21,27.3,0,5.83,17.19,96.56
2011,4,21,22,26.23,0,5.83,18.44,96.54
2011,4,21,23,25.24,0,5.82,20.25,96.51
2011,4,22,0,24.3,0,5.64,23.88,96.47
2011,4,22,1,23.25,0,5.23,29.44,96.44
2011,4,22,2,22.59,0,4.56,34.62,96.43
2011,4,22,3,22.12,0,3.86,39.06,96.45
2011,4,22,4,21.86,0,3.35,42.69,96.49
2011,4,22,5,21.58,0,3.05,46.12,96.55
2011,4,22,6,23.58,0,2.73,43.06,96.63
2011,4,22,7,27,0,2.83,32.38,96.69
2011,4,22,8,31.01,0,3.39,22.06,96.73
2011,4,22,9,34.05,0,3.18,17.31,96.72
2011,4,22,10,36.12,0,2.6,14.69,96.68
2011,4,22,11,37.55,0,1.84,12.75,96.6
2011,4,22,12,38.38,0,1.01,11.5,96.49
2011,4,22,13,38.69,0,0.54,10.69,96.39
2011,4,22,14,38.58,0,0.92,10.38,96.31
2011,4,22,15,38.11,0,1.26,10.38,96.26
2011,4,22,16,37.23,0,1.46,10.69,96.25
2011,4,22,17,35.51,0,1.85,11.94,96.28
2011,4,22,18,32.27,0,2.96,14.44,96.33
