YEAR,MO,DY,HR,T2M,PRECTOTCORR,WS50M,RH2M,PS
2011,4,3,12,33.83,0,3.06,6.88,94.78
2011,4,3,13,34.19,0,3.59,6.62,94.66
2011,4,3,14,34.07,0,4.14,6.38,94.58
2011,4,3,15,33.48,0,4.6,6.31,94.55
2011,4,3,16,32.31,0,5.15,6.5,94.57
2011,4,3,17,30.08,0,6.14,7.19,94.62
2011,4,3,18,25.47,0,8.06,9.19,94.7
2011,4,3,19,24.4,0,9.43,9.38,94.79
2011,4,3,20,23.58,0,9.82,9.56,94.87
2011,4,3,21,22.63,0,9.86,9.94,94.89
2011,4,3,22,21.73,0,9.8,10.44,94.87
2011,4,3,23,20.89,0,9.77,11.25,94.84
2011,4,4,0,20.1,0,9.78,12.62,94.79
2011,4,4,1,19.37,0,9.82,15.31,94.77
2011,4,4,2,18.75,0,9.9,19.5,94.77
2011,4,4,3,18.18,0,9.92,24.62,94.79
2011,4,4,4,17.66,0,9.84,29.12,94.85
2011,4,4,5,17.23,0,9.71,32,94.94
2011,4,4,6,18.09,0,9.11,30.75,95.02
2011,4,4,7,21.26,0,7.81,25.12,95.1
2011,4,4,8,26.49,0,8,16.19,95.14
2011,4,4,9,29.81,0,7.03,12.62,95.14
2011,4,4,10,31.62,0,5.82,11.44,95.11
2011,4,4,11,32.73,0,4.74,10.62,95.01
2011,4,4,12,33.45,0,3.88,9.94,94.89
2011,4,4,13,33.8,0,3.29,9.5,94.78
2011,4,4,14,33.76,0,3.15,9.25,94.69
2011,4,4,15,33.24,0,3.29,9.31,94.65
2011,4,4,16,32.17,0,3.58,9.75,94.64
2011,4,4,17,29.97,0,4.15,11.06,94.67
2011,4,4,18,25.58,0,5.18,14.25,94.71
2011,4,4,19,24.19,0,6.1,14.88,94.77
2011,4,4,20,23.18,0,6.68,15,94.83
2011,4,4,21,22.25,0,6.87,14.94,94.86
2011,4,4,22,21.37,0,6.77,14.5,94.85
2011,4,4,23,20.61,0,6.54,14,94.82
2011,4,5,0,19.93,0,6.25,13.62,94.78
2011,4,5,1,19.33,0,5.93,13.5,94.75
2011,4,5,2,18.86,0,5.51,13.44,94.73
2011,4,5,3,18.52,0,5.03,13.38,94.75
2011,4,5,4,18.28,0,4.68,13.44,94.8
2011,4,5,5,18.05,0,4.48,13.62,94.87
2011,4,5,6,19.48,0,4.37,12.88,94.95
2011,4,5,7,24.16,0,3.57,9.88,95.03
2011,4,5,8,28.54,0,2.42,9.12,95.09
2011,4,5,9,31.88,0,1.75,9.75,95.13
2011,4,5,10,33.26,0,2.02,9.25,95.1
2011,4,5,11,34.37,0,2.35,8.69,95.03
2011,4,5,12,35.04,0,2.45,8.31,94.94
2011,4,5,13,35.3,0,2.55,8.19,94.83
2011,4,5,14,35.12,0,2.6,8.25,94.73
2011,4,5,15,34.51,0,2.29,8.44,94.68
2011,4,5,16,33.44,0,1.85,8.88,94.7
2011,4,5,17,31.47,0,1.66,10.25,94.75
2011,4,5,18,28.68,0,1.96,12,94.81
2011,4,5,19,27.01,0,2.6,12.81,94.86
2011,4,5,20,25.3,0,3.4,13.62,94.89
2011,4,5,21,23.38,0,4.83,14.44,94.9
2011,4,5,22,22.07,0,6.66,14.44,94.91
2011,4,5,23,21.21,0,7.8,14,94.88
2011,4,6,0,20.62,0,8.34,13.75,94.84
2011,4,6,1,20.06,0,8.48,13.88,94.79
2011,4,6,2,19.44,0,8.13,14.12,94.77
2011,4,6,3,18.9,0,7.32,14.44,94.76
2011,4,6,4,18.59,0,6.3,14.69,94.77
2011,4,6,5,18.51,0,5.21,14.75,94.81
2011,4,6,6,20.4,0,4.03,13.38,94.88
2011,4,6,7,24.88,0,2.45,10.25,94.97
2011,4,6,8,29.28,0,1.11,8.25,95.04
2011,4,6,9,32.6,0,2.17,8.06,95.04
2011,4,6,10,33.33,0,3.19,8.5,95.01
2011,4,6,11,33.38,0,3.76,9,94.97
2011,4,6,12,34.54,0,3.75,8.81,94.89
2011,4,6,13,35.69,0,3.56,8.5,94.8
2011,4,6,14,35.7,0,3.76,8.62,94.72
2011,4,6,15,34.79,0,4.05,9,94.66
2011,4,6,16,33.13,0,4.69,9.81,94.68
2011,4,6,17,30.58,0,4.92,11.44,94.69
2011,4,6,18,28.1,0,5.93,13.12,94.73
2011,4,6,19,27.2,0,6.99,13.56,94.79
2011,4,6,20,26.56,0,7.79,13.62,94.86
2011,4,6,21,25.95,0,7.92,13.5,94.9
2011,4,6,22,25.13,0,7.96,13.44,94.92
2011,4,6,23,23.73,0,7.98,13.94,94.89
2011,4,7,0,22.58,0,7.69,14.44,94.82
2011,4,7,1,21.65,0,7.34,15,94.76
2011,4,7,2,20.83,0,6.74,15.56,94.72
2011,4,7,3,20.38,0,5.99,15.81,94.72
2011,4,7,4,20.36,0,5.02,15.62,94.74
2011,4,7,5,20.82,0,3.88,15.06,94.79
2011,4,7,6,22.43,0,2.78,13.75,94.85
2011,4,7,7,25.48,0,1.65,11.31,94.91
2011,4,7,8,28.65,0,0.14,9.75,94.98
2011,4,7,9,32.52,0,2.09,9,95.01
2011,4,7,10,34.7,0,3.07,8.44,94.99
2011,4,7,11,36.07,0,3.7,8.38,94.93
2011,4,7,12,36.88,0,4.23,8.62,94.83
2011,4,7,13,37.08,0,4.74,9.06,94.73
2011,4,7,14,36.85,0,5.19,9.44,94.63
2011,4,7,15,36.2,0,5.54,9.69,94.58
2011,4,7,16,35.13,0,5.73,10.06,94.58
2011,4,7,17,33.06,0,6,11,94.61
2011,4,7,18,28.76,0,7.13,13.69,94.67
2011,4,7,19,27.63,0,8.27,14.12,94.75
2011,4,7,20,26.9,0,8.73,14.44,94.82
2011,4,7,21,25.9,0,8.45,15.06,94.87
2011,4,7,22,24.83,0,8.03,15.81,94.87
2011,4,7,23,23.89,0,7.6,16.5,94.86
2011,4,8,0,22.86,0,7.27,17.31,94.83
2011,4,8,1,21.73,0,6.88,18.62,94.78
2011,4,8,2,20.83,0,6.38,20.12,94.76
2011,4,8,3,20.16,0,6.05,21.94,94.76
2011,4,8,4,19.6,0,5.92,24.12,94.81
2011,4,8,5,19.1,0,5.91,26.56,94.86
2011,4,8,6,20.7,0,5.63,25.38,94.91
2011,4,8,7,24.28,0,3.98,20.94,94.98
2011,4,8,8,29.14,0,2.1,14.44,95.04
2011,4,8,9,32.73,0,0.85,10.94,95.04
2011,4,8,10,34.69,0,1.89,9.69,95
2011,4,8,11,36.17,0,2.68,8.81,94.91
2011,4,8,12,37.05,0,3.38,8.38,94.8
2011,4,8,13,37.45,0,3.95,8.19,94.68
2011,4,8,14,37.35,0,4.45,8.38,94.58
2011,4,8,15,36.8,0,4.71,8.75,94.51
2011,4,8,16,35.72,0,4.8,9.38,94.48
2011,4,8,17,33.65,0,5.06,10.75,94.5
2011,4,8,18,29.31,0,6.18,14.19,94.57
2011,4,8,19,28.01,0,7.64,15.81,94.68
2011,4,8,20,27.29,0,9.12,17.19,94.78
2011,4,8,21,26.4,0,9.51,18.88,94.87
2011,4,8,22,25.26,0,9.05,20.75,94.88
2011,4,8,23,24.23,0,8.42,22.5,94.86
2011,4,9,0,23.16,0,7.67,24.25,94.8
2011,4,9,1,22.29,0,7.16,25.75,94.74
2011,4,9,2,21.55,0,6.81,27.12,94.71
2011,4,9,3,20.9,0,6.52,28.31,94.72
2011,4,9,4,20.32,0,6.26,29.44,94.76
2011,4,9,5,19.76,0,6.01,30.5,94.83
2011,4,9,6,21.48,0,5.52,27.31,94.92
2011,4,9,7,24.87,0,3.97,22.12,95
2011,4,9,8,29.95,0,2.68,16.44,95.05
2011,4,9,9,32.98,0,1.92,13.81,95.06
2011,4,9,10,34.76,0,1.79,12.5,95.04
2011,4,9,11,35.95,0,1.61,11.75,94.97
2011,4,9,12,36.78,0,1.4,11.31,94.87
2011,4,9,13,37.19,0,1.27,11.19,94.76
2011,4,9,14,37.11,0,1.33,11.25,94.68
2011,4,9,15,36.59,0,1.46,11.5,94.62
2011,4,9,16,35.65,0,1.6,12.06,94.62
2011,4,9,17,34.15,0,1.63,13.31,94.65
2011,4,9,18,31.55,0,1.82,15.5,94.7
2011,4,9,19,30.12,0,2.21,16.62,94.78
2011,4,9,20,28.85,0,2.72,17.81,94.86
2011,4,9,21,27.71,0,3.23,19.06,94.91
2011,4,9,22,26.72,0,3.69,20.19,94.91
2011,4,9,23,25.87,0,3.97,21.19,94.87
2011,4,10,0,25.04,0,3.88,22.19,94.82
2011,4,10,1,24.23,0,3.55,23.31,94.77
2011,4,10,2,23.76,0,3.06,24,94.74
2011,4,10,3,23.56,0,2.7,24.44,94.75
2011,4,10,4,23.32,0,2.5,24.94,94.81
2011,4,10,5,23.09,0,2.35,25.5,94.88
2011,4,10,6,24.15,0,2.06,24.06,94.96
2011,4,10,7,27.39,0,1.52,20,95.05
2011,4,10,8,32.01,0,1.83,15.38,95.1
2011,4,10,9,34.62,0,1.83,13.81,95.11
2011,4,10,10,36,0,1.48,13.12,95.08
2011,4,10,11,37.29,0,1.76,12.44,94.99
2011,4,10,12,38.15,0,2.2,12,94.88
2011,4,10,13,38.48,0,2.59,11.88,94.75
2011,4,10,14,38.23,0,3.18,12.06,94.65
2011,4,10,15,37.37,0,4.07,12.62,94.59
2011,4,10,16,35.95,0,5.01,13.62,94.6
2011,4,10,17,34.46,0,5.77,14.94,94.64
2011,4,10,18,31.87,0,6.63,17.62,94.72
2011,4,10,19,30.49,0,7.13,19.56,94.8
2011,4,10,20,29.23,0,7.11,21.69,94.89
2011,4,10,21,27.91,0,6.78,24.06,94.93
2011,4,10,22,26.74,0,6.27,26.19,94.92
2011,4,10,23,25.67,0,5.61,28.19,94.87
2011,4,11,0,24.85,0,5.15,29.69,94.82
2011,4,11,1,24.23,0,5.03,30.81,94.77
2011,4,11,2,23.72,0,4.99,31.62,94.74
2011,4,11,3,23.32,0,4.76,32.06,94.74
2011,4,11,4,23.05,0,4.28,32.31,94.77
2011,4,11,5,22.83,0,3.88,32.44,94.84
2011,4,11,6,24.35,0,3.54,29.44,94.93
2011,4,11,7,28.26,0,2.48,23.31,95.01
2011,4,11,8,32.12,0,0.54,19.25,95.05
2011,4,11,9,34.16,0,2.77,17,95.03
2011,4,11,10,35.55,0,4.08,15.5,94.97
2011,4,11,11,36.8,0,4.9,14.31,94.89
2011,4,11,12,37.51,0,5.52,13.5,94.81
2011,4,11,13,36.98,0,5.95,13.75,94.69
2011,4,11,14,36.19,0,6.22,14.12,94.59
2011,4,11,15,35.76,0,6.44,14.31,94.56
2011,4,11,16,35.24,0,6.58,14.75,94.58
2011,4,11,17,33.58,0,6.76,16.69,94.64
2011,4,11,18,30.15,0,7.49,21.62,94.71
2011,4,11,19,29.23,0,8.68,24.44,94.83
2011,4,11,20,28.2,0,8.07,27.5,94.88
2011,4,11,21,26.57,0,6.63,31.25,94.85
2011,4,11,22,25.8,0,6.01,33.19,94.81
2011,4,11,23,25.19,0,6.42,34.69,94.75
2011,4,12,0,24.69,0,6.93,36,94.7
2011,4,12,1,24.01,0,7.4,37.75,94.65
2011,4,12,2,23.23,0,7.29,39.81,94.64
2011,4,12,3,22.68,0,6.85,41.31,94.65
2011,4,12,4,22.58,0,6.17,41.62,94.7
2011,4,12,5,22.32,0,5.59,42.44,94.77
2011,4,12,6,23.08,0,5.12,40.69,94.84
2011,4,12,7,25.37,0,3.87,35.31,94.91
2011,4,12,8,29.32,0,3.39,26.31,94.94
2011,4,12,9,32.65,0,4.04,19.94,94.93
2011,4,12,10,34.81,0,4.65,16.75,94.88
2011,4,12,11,36.25,0,4.95,14.81,94.79
2011,4,12,12,37.13,0,4.95,13.88,94.68
2011,4,12,13,37.55,0,5.14,13.56,94.58
2011,4,12,14,37.32,0,5.39,13.88,94.49
2011,4,12,15,36.58,0,5.51,14.69,94.45
2011,4,12,16,35.26,0,6.08,16.31,94.46
2011,4,12,17,33.48,0,6.6,18.94,94.51
2011,4,12,18,30.91,0,7.46,23.5,94.6
2011,4,12,19,29.37,0,8.27,27.38,94.69
2011,4,12,20,28.46,0,8.15,30.19,94.77
2011,4,12,21,27.66,0,7.81,32.31,94.8
2011,4,12,22,26.83,0,7.49,34.31,94.8
2011,4,12,23,26.08,0,7.18,36,94.76
2011,4,13,0,25.39,0,6.95,37.38,94.73
2011,4,13,1,24.48,0,6.7,38.94,94.68
2011,4,13,2,23.43,0,6.41,40.5,94.65
2011,4,13,3,22.53,0,6.04,41.38,94.66
2011,4,13,4,21.82,0,5.73,41.69,94.7
2011,4,13,5,21.15,0,5.52,42,94.77
2011,4,13,6,22.81,0,4.76,36.88,94.84
2011,4,13,7,26.05,0,3.87,30.38,94.89
2011,4,13,8,29.43,0,2.43,26.75,94.93
2011,4,13,9,31.61,0,1.53,24.5,94.94
2011,4,13,10,33.27,0,1.19,22.38,94.89
2011,4,13,11,34.85,0,1.05,20.44,94.82
2011,4,13,12,36.12,0,0.79,18.94,94.72
2011,4,13,13,36.83,0,0.94,18.19,94.61
2011,4,13,14,36.99,0,1.67,17.94,94.53
2011,4,13,15,36.56,0,2.41,18.12,94.47
2011,4,13,16,35.5,0,3.02,19.12,94.47
2011,4,13,17,34.23,0,3.62,20.62,94.5
2011,4,13,18,32.32,0,4.43,23.19,94.56
2011,4,13,19,31.51,0,5.46,24.44,94.63
2011,4,13,20,30.86,0,6.13,25.31,94.69
2011,4,13,21,30.02,0,6.4,26.19,94.72
2011,4,13,22,29.02,0,6.56,27.12,94.72
2011,4,13,23,27.91,0,6.78,28,94.69
2011,4,14,0,26.89,0,6.96,28.44,94.65
2011,4,14,1,25.65,0,7.16,28.75,94.62
2011,4,14,2,24.62,0,7.17,28.38,94.59
2011,4,14,3,23.86,0,7.09,28.12,94.6
2011,4,14,4,23.13,0,6.98,28.69,94.64
2011,4,14,5,22.43,0,6.9,29.94,94.71
2011,4,14,6,23.95,0,6.2,27.31,94.78
2011,4,14,7,27.09,0,5.12,22.75,94.83
2011,4,14,8,31.34,0,4.49,18.38,94.86
2011,4,14,9,33.69,0,3.21,16.88,94.86
2011,4,14,10,34.76,0,2.53,16.38,94.82
2011,4,14,11,35.57,0,2.14,15.81,94.76
2011,4,14,12,36.55,0,1.9,14.88,94.67
2011,4,14,13,37.17,0,1.83,14.25,94.56
2011,4,14,14,37.25,0,2.05,14,94.45
2011,4,14,15,36.83,0,2.38,14.06,94.39
2011,4,14,16,35.94,0,2.57,14.5,94.37
2011,4,14,17,34.5,0,2.75,15.56,94.38
2011,4,14,18,30.84,0,3.84,19.06,94.43
2011,4,14,19,29.14,0,5.71,20.94,94.51
2011,4,14,20,28.22,0,7.27,21.94,94.56
2011,4,14,21,27.42,0,8.13,22.81,94.57
2011,4,14,22,26.53,0,8.3,23.75,94.54
2011,4,14,23,25.6,0,8.08,24.56,94.53
2011,4,15,0,24.76,0,7.8,25.12,94.52
2011,4,15,1,24.1,0,7.69,25.44,94.51
2011,4,15,2,23.49,0,7.43,25.69,94.49
2011,4,15,3,23.09,0,7.19,25.88,94.5
2011,4,15,4,22.74,0,6.97,26.12,94.53
2011,4,15,5,22.69,0,6.7,26,94.59
2011,4,15,6,24.3,0,6.1,23.44,94.65
2011,4,15,7,26.45,0,4.68,20.56,94.71
2011,4,15,8,29.15,0,3.93,17.56,94.76
2011,4,15,9,33.45,0,2.89,14.19,94.76
2011,4,15,10,35.66,0,0.54,13.25,94.73
2011,4,15,11,37.12,0,1.39,12.44,94.65
2011,4,15,12,38.12,0,2.57,11.69,94.55
2011,4,15,13,38.59,0,3.52,11.25,94.43
2011,4,15,14,38.58,0,4.03,11.12,94.34
2011,4,15,15,38.06,0,4.16,11.25,94.27
2011,4,15,16,37.02,0,4.43,11.81,94.26
2011,4,15,17,35.4,0,4.69,12.81,94.32
2011,4,15,18,31.45,0,4.76,16.06,94.39
2011,4,15,19,29.67,0,5.25,17.81,94.46
2011,4,15,20,28.58,0,5.8,19.06,94.54
2011,4,15,21,27.65,0,6.13,20.31,94.58
2011,4,15,22,26.87,0,6.23,21.56,94.59
2011,4,15,23,26.31,0,6.18,22.56,94.58
2011,4,16,0,25.73,0,6.07,23.69,94.56
2011,4,16,1,25.19,0,5.97,24.81,94.54
2011,4,16,2,24.81,0,5.81,25.88,94.52
2011,4,16,3,24.28,0,5.38,27.38,94.51
2011,4,16,4,23.76,0,4.91,28.94,94.54
2011,4,16,5,23.27,0,4.75,30.62,94.6
2011,4,16,6,25.51,0,4.58,27.5,94.69
2011,4,16,7,29.11,0,3.41,22.62,94.76
2011,4,16,8,33.04,0,1.51,18.06,94.8
2011,4,16,9,35.01,0,1.29,16.94,94.8
2011,4,16,10,36.6,0,2.02,15.75,94.74
2011,4,16,11,37.81,0,2.69,14.75,94.65
2011,4,16,12,38.51,0,3.27,14.12,94.54
2011,4,16,13,38.85,0,3.7,13.75,94.45
2011,4,16,14,38.64,0,3.96,13.81,94.37
2011,4,16,15,38.08,0,4.25,14.19,94.34
2011,4,16,16,37.48,0,4.56,14.62,94.33
2011,4,16,17,36.09,0,5,15.88,94.37
2011,4,16,18,32.33,0,5.67,20.12,94.44
2011,4,16,19,30.96,0,6.11,22.75,94.52
2011,4,16,20,29.92,0,5.76,25.5,94.58
2011,4,16,21,28.94,0,5.4,28.31,94.61
2011,4,16,22,28.11,0,5.25,30.81,94.61
2011,4,16,23,27.4,0,5.23,32.94,94.6
2011,4,17,0,26.67,0,5.01,34.88,94.59
2011,4,17,1,26.05,0,4.51,36.38,94.55
2011,4,17,2,25.5,0,4.28,37.56,94.53
2011,4,17,3,24.92,0,4.16,38.56,94.52
2011,4,17,4,24.34,0,3.81,39.69,94.55
2011,4,17,5,23.78,0,3.62,40.88,94.6
2011,4,17,6,25.62,0,3.49,36.75,94.67
2011,4,17,7,28.87,0,3.32,30.31,94.74
2011,4,17,8,32.16,0,4.85,24.31,94.79
2011,4,17,9,33.3,0,5.82,22.5,94.82
2011,4,17,10,34.07,0,6.63,21.38,94.79
2011,4,17,11,35.02,0,7.18,20.25,94.72
2011,4,17,12,36.04,0,7.43,19.06,94.63
2011,4,17,13,36.69,0,7.56,18.25,94.53
2011,4,17,14,36.88,0,7.64,18,94.43
2011,4,17,15,36.58,0,7.64,18.31,94.36
2011,4,17,16,35.73,0,7.64,19.31,94.35
2011,4,17,17,34.13,0,7.58,21.44,94.38
2011,4,17,18,31.23,0,7.53,25.75,94.43
2011,4,17,19,29.67,0,8.04,28.62,94.5
2011,4,17,20,28.69,0,8.36,30.69,94.56
2011,4,17,21,27.74,0,8.41,32.62,94.63
2011,4,17,22,26.94,0,8.17,34.44,94.66
2011,4,17,23,26.4,0,7.57,35.81,94.62
2011,4,18,0,25.89,0,7.28,37.44,94.59
2011,4,18,1,25.37,0,7.26,39.44,94.55
2011,4,18,2,24.73,0,7.13,42.12,94.53
2011,4,18,3,24.05,0,6.87,45.06,94.53
2011,4,18,4,23.43,0,6.6,47.62,94.57
2011,4,18,5,22.89,0,6.36,49.69,94.64
2011,4,18,6,23.94,0,5.56,46.62,94.71
2011,4,18,7,26.79,0,5.8,34.19,94.78
2011,4,18,8,29.79,0,4.86,24.06,94.83
2011,4,18,9,32.03,0,3.4,20.56,94.83
2011,4,18,10,33.73,0,2.74,18.06,94.79
2011,4,18,11,35.06,0,2.51,15.75,94.71
2011,4,18,12,36.05,0,2.51,14,94.6
2011,4,18,13,36.64,0,2.74,12.69,94.49
2011,4,18,14,36.8,0,3.27,11.81,94.39
2011,4,18,15,36.4,0,3.86,11.31,94.33
2011,4,18,16,35.42,0,4.36,11.12,94.32
2011,4,18,17,33.76,0,5.16,11.38,94.34
2011,4,18,18,29.93,0,7.11,13,94.4
2011,4,18,19,28.3,0,8.97,12.75,94.47
2011,4,18,20,27.07,0,9.36,12.62,94.52
2011,4,18,21,25.88,0,9.24,13.06,94.54
2011,4,18,22,24.87,0,9.05,13.81,94.54
2011,4,18,23,23.94,0,8.89,14.69,94.51
2011,4,19,0,23.08,0,8.78,15.69,94.47
2011,4,19,1,22.3,0,8.66,16.88,94.43
2011,4,19,2,21.44,0,8.22,18.69,94.4
2011,4,19,3,20.62,0,7.58,21.12,94.4
2011,4,19,4,19.91,0,6.86,24.25,94.45
2011,4,19,5,19.43,0,6.13,27.69,94.51
2011,4,19,6,21.94,0,5.16,26.31,94.59
2011,4,19,7,25.65,0,3.53,22.56,94.66
2011,4,19,8,30.07,0,2.3,13.88,94.7
2011,4,19,9,32.57,0,1.11,10.5,94.71
2011,4,19,10,34.51,0,0.78,8.81,94.67
2011,4,19,11,36.05,0,1.17,7.75,94.6
2011,4,19,12,37.06,0,1.65,7,94.51
2011,4,19,13,37.62,0,2.27,6.5,94.42
2011,4,19,14,37.64,0,3.02,6.25,94.34
2011,4,19,15,37.12,0,3.69,6.31,94.31
2011,4,19,16,36.07,0,4.38,6.56,94.31
2011,4,19,17,34.29,0,5.29,7.12,94.35
2011,4,19,18,29.88,0,7.03,9.06,94.41
2011,4,19,19,28.19,0,8.91,9.38,94.48
2011,4,19,20,27.22,0,9.59,9.19,94.54
2011,4,19,21,26.04,0,9.47,9.12,94.57
2011,4,19,22,24.83,0,9.13,9.5,94.56
2011,4,19,23,23.76,0,8.88,10.31,94.54
2011,4,20,0,22.89,0,8.83,11.69,94.52
2011,4,20,1,22.13,0,8.93,13.81,94.49
2011,4,20,2,21.3,0,8.84,17.19,94.48
2011,4,20,3,20.51,0,8.62,21.44,94.49
2011,4,20,4,19.87,0,8.34,25.88,94.52
2011,4,20,5,19.3,0,8,29.81,94.57
2011,4,20,6,21.31,0,7,27.88,94.63
2011,4,20,7,24.65,0,5.21,23.12,94.68
2011,4,20,8,29.79,0,5.87,14,94.71
2011,4,20,9,32.74,0,4.46,9.69,94.71
2011,4,20,10,34.58,0,3.04,8.25,94.69
2011,4,20,11,35.89,0,2.02,7.62,94.63
2011,4,20,12,36.76,0,1.56,7.44,94.54
2011,4,20,13,37.21,0,1.62,7.44,94.44
2011,4,20,14,37.3,0,1.81,7.44,94.36
2011,4,20,15,36.92,0,2.03,7.56,94.31
2011,4,20,16,36.05,0,2.23,7.88,94.3
2011,4,20,17,34.52,0,2.36,8.62,94.32
2011,4,20,18,30.87,0,2.57,10.88,94.38
2011,4,20,19,29.18,0,2.99,11.75,94.44
2011,4,20,20,27.9,0,3.71,12.44,94.49
2011,4,20,21,26.78,0,4.91,13.06,94.53
2011,4,20,22,25.78,0,6.08,13.69,94.55
2011,4,20,23,24.98,0,7.32,14.44,94.54
2011,4,21,0,24.43,0,8.14,15.25,94.52
2011,4,21,1,23.84,0,8.51,16.12,94.48
2011,4,21,2,23.13,0,8.27,17,94.46
2011,4,21,3,22.11,0,7.84,18.12,94.47
2011,4,21,4,21.16,0,7.5,19.44,94.51
2011,4,21,5,20.56,0,7.34,20.62,94.58
2011,4,21,6,22.55,0,6.82,19.12,94.64
2011,4,21,7,25.59,0,5.65,16.62,94.7
2011,4,21,8,30.17,0,5.81,12.56,94.74
2011,4,21,9,33.4,0,5.33,10.31,94.76
2011,4,21,10,35.44,0,4.62,9.19,94.72
2011,4,21,11,36.87,0,3.85,8.44,94.65
2011,4,21,12,37.71,0,3.09,8,94.56
2011,4,21,13,38.01,0,2.28,7.94,94.48
2011,4,21,14,37.8,0,1.5,8.06,94.41
2011,4,21,15,37.26,0,0.84,8.31,94.37
2011,4,21,16,36.43,0,0.31,8.69,94.36
2011,4,21,17,35.04,0,0.49,9.5,94.4
2011,4,21,18,32.67,0,1.28,11.31,94.46
2011,4,21,19,31.07,0,2.38,11.88,94.52
2011,4,21,20,29.4,0,3.83,12.81,94.57
2011,4,21,21,27.66,0,5.4,14,94.59
2011,4,21,22,26.62,0,6.68,14.75,94.59
2011,4,21,23,25.83,0,7.5,15.56,94.57
2011,4,22,0,25.03,0,7.75,16.62,94.54
2011,4,22,1,24.2,0,7.79,18.25,94.49
2011,4,22,2,23.34,0,7.67,20.62,94.47
2011,4,22,3,22.62,0,7.58,23.88,94.48
2011,4,22,4,21.73,0,7.54,28.25,94.52
2011,4,22,5,21.12,0,7.39,33.5,94.57
2011,4,22,6,23.08,0,6.53,34.5,94.64
2011,4,22,7,26.45,0,5.52,31.88,94.72
2011,4,22,8,30.81,0,5.65,24.56,94.76
2011,4,22,9,33.53,0,5.09,19.94,94.76
2011,4,22,10,35.42,0,4.29,17.25,94.73
2011,4,22,11,36.88,0,3.35,15.19,94.66
2011,4,22,12,37.77,0,2.43,13.69,94.56
2011,4,22,13,38.08,0,1.46,12.38,94.46
2011,4,22,14,37.98,0,0.67,11.44,94.37
2011,4,22,15,37.51,0,0.16,11.12,94.32
2011,4,22,16,36.61,0,0.25,11.19,94.31
2011,4,22,17,35.33,0,0.61,11.69,94.34
2011,4,22,18,32.73,0,1.08,13.5,94.39
