YEAR,MO,DY,HR,T2M,PRECTOTCORR,RH2M,WD10M,WS10M
2011,3,6,4,19.71,0,35.44,47.06,2.76
2011,3,6,5,19.23,0,35.81,56.75,2.79
2011,3,6,6,19.65,0,34.38,66.57,2.81
2011,3,6,7,23.47,0,26.94,74.26,3.89
2011,3,6,8,27.94,0,20.5,68.3,3.25
2011,3,6,9,33.47,0,14.81,49.64,3
2011,3,6,10,36.41,0,13.31,17.71,1.75
2011,3,6,11,38.22,0,12.38,326.75,1.71
2011,3,6,12,39.22,0,11.69,305.73,2.68
2011,3,6,13,39.41,0,11.69,301.75,3.71
2011,3,6,14,39,0,12,301.4,4.39
2011,3,6,15,38.15,0,12.31,303.64,4.63
2011,3,6,16,36.79,0,12.81,308.2,4.57
2011,3,6,17,33.67,0,15,313.57,3.32
2011,3,6,18,29.37,0,18.88,321.43,3.16
2011,3,6,19,28.15,0,19.88,334.06,3.21
2011,3,6,20,27.22,0,20.94,346.66,3.28
2011,3,6,21,26.43,0,22.31,356.19,3.41
2011,3,6,22,25.62,0,24.19,2.65,3.54
2011,3,6,23,24.65,0,26.56,7.87,3.6
2011,3,7,0,23.58,0,28.94,14.31,3.54
2011,3,7,1,22.51,0,31.38,21.8,3.37
2011,3,7,2,21.68,0,32.69,29.08,3.26
2011,3,7,3,21.1,0,32.62,33.73,3.36
2011,3,7,4,20.64,0,32.12,35.91,3.36
2011,3,7,5,20.17,0,31.75,39.09,3.27
2011,3,7,6,20.55,0,29.94,43.67,3.33
2011,3,7,7,24.05,0,23.44,45.5,4.45
2011,3,7,8,28.5,0,17.94,38.81,3.69
2011,3,7,9,34.33,0,13.44,22.48,3.58
2011,3,7,10,37.62,0,11.56,7.68,2.69
2011,3,7,11,39.26,0,10.94,344.92,2.19
2011,3,7,12,40.11,0,10.75,323.27,2.57
2011,3,7,13,40.33,0,10.81,313.51,3.39
2011,3,7,14,39.9,0,11.19,310.54,4.19
2011,3,7,15,38.99,0,11.62,309.96,4.72
2011,3,7,16,37.53,0,12.38,311.46,4.92
2011,3,7,17,34.38,0,14.75,314.03,3.61
2011,3,7,18,30.14,0,18.88,319.68,3.25
2011,3,7,19,28.86,0,20.38,330.53,3.24
2011,3,7,20,27.85,0,21.69,341.7,3.26
2011,3,7,21,26.97,0,23,349.37,3.35
2011,3,7,22,26.1,0,24.62,353.59,3.43
2011,3,7,23,25.16,0,27.06,357.24,3.57
2011,3,8,0,24.15,0,29.56,2.03,3.75
2011,3,8,1,23.13,0,31.62,8.82,3.67
2011,3,8,2,22.19,0,33.19,16.79,3.44
2011,3,8,3,21.4,0,34.38,24.37,3.2
2011,3,8,4,20.7,0,35.44,32.02,2.98
2011,3,8,5,20.14,0,36.44,40.93,2.8
2011,3,8,6,20.55,0,35.31,51.72,2.74
2011,3,8,7,23.88,0,28.62,60.95,3.46
2011,3,8,8,28.23,0,22.19,53.82,2.45
2011,3,8,9,33.9,0,15.38,15.43,2.5
2011,3,8,10,37.22,0,12.44,325.33,2.77
2011,3,8,11,38.55,0,11.56,308.92,4.23
2011,3,8,12,39,0,11.12,306.61,5.49
2011,3,8,13,38.87,0,10.81,306.68,6.07
2011,3,8,14,38.48,0,10.5,305.67,6.14
2011,3,8,15,37.65,0,10.56,304.65,5.94
2011,3,8,16,36.35,0,11.06,305.25,5.48
2011,3,8,17,33.35,0,13.38,305.42,3.52
2011,3,8,18,29.11,0,17.94,303.9,3.01
2011,3,8,19,27.9,0,19.81,303.86,2.89
2011,3,8,20,26.85,0,22.25,304.23,2.75
2011,3,8,21,25.81,0,26.25,308.07,2.75
2011,3,8,22,24.83,0,30.69,316.56,2.84
2011,3,8,23,23.9,0,34.81,326.75,3.09
2011,3,9,0,22.97,0,39.75,335.43,3.31
2011,3,9,1,22.08,0,45.69,339.7,3.42
2011,3,9,2,21.18,0,51.5,343.03,3.29
2011,3,9,3,20.23,0,57.19,347.55,2.94
2011,3,9,4,19.43,0,62.19,353.25,2.66
2011,3,9,5,18.79,0,66.31,2.79,2.41
2011,3,9,6,19.14,0,65.44,14.46,2.03
2011,3,9,7,22.33,0,53,20.03,2.21
2011,3,9,8,25.98,0,38.5,7.37,1.83
2011,3,9,9,30.41,0,23.56,334.97,1.7
2011,3,9,10,32.98,0,17.94,297.01,2.25
2011,3,9,11,34.69,0,15.06,283.19,3.32
2011,3,9,12,35.58,0,13.81,279.69,4.27
2011,3,9,13,35.8,0,13.31,279.51,4.92
2011,3,9,14,35.33,0,13.31,279.28,5.14
2011,3,9,15,34.37,0,13.94,277.92,5.05
2011,3,9,16,32.85,0,15.19,277.16,4.7
2011,3,9,17,30.17,0,18.81,275.76,3.5
2011,3,9,18,25.87,0,28.56,267.66,2.68
2011,3,9,19,24.36,0,35.5,256.8,2.6
2011,3,9,20,23.13,0,43.19,248.95,2.54
2011,3,9,21,22.15,0,52.94,245.82,2.52
2011,3,9,22,21.35,0,65.25,245.59,2.51
2011,3,9,23,20.64,0,77.19,249.7,2.43
2011,3,10,0,20.12,0,85.62,259.55,2.15
2011,3,10,1,19.95,0,87.88,285.26,1.6
2011,3,10,2,19.48,0,87.5,334.05,1.3
2011,3,10,3,18.69,0,85.25,9.65,1.58
2011,3,10,4,17.84,0,80.38,28.94,1.94
2011,3,10,5,16.89,0,75.25,42.57,2.22
2011,3,10,6,17.03,0,66.12,50.72,2.49
2011,3,10,7,20.22,0,46.75,52.06,3.19
2011,3,10,8,24.73,0,25.62,33.5,3.21
2011,3,10,9,30.33,0,13.5,14.77,4.17
2011,3,10,10,33.05,0,11.31,1.77,4.04
2011,3,10,11,34.54,0,10.19,346.83,4.01
2011,3,10,12,35.48,0,9.25,334.76,4.23
2011,3,10,13,35.88,0,8.62,328.03,4.41
2011,3,10,14,35.76,0,8.44,324.43,4.49
2011,3,10,15,35.07,0,8.5,321.96,4.42
2011,3,10,16,33.79,0,8.88,320.96,4.37
2011,3,10,17,30.54,0,11.12,318.83,3.23
2011,3,10,18,25.82,0,15.69,315.95,3.33
2011,3,10,19,24.49,0,17,320.65,3.43
2011,3,10,20,23.46,0,18,328.61,3.4
2011,3,10,21,22.64,0,19,337.23,3.33
2011,3,10,22,21.94,0,20.12,346.34,3.21
2011,3,10,23,21.26,0,21.62,357.79,3.04
2011,3,11,0,20.58,0,23.38,10.25,2.9
2011,3,11,1,19.83,0,25.31,22.63,2.8
2011,3,11,2,19.02,0,27.19,36.45,2.79
2011,3,11,3,18.14,0,28.94,47.91,2.83
2011,3,11,4,17.25,0,30.75,55.89,2.95
2011,3,11,5,16.52,0,32.38,61.9,3.14
2011,3,11,6,17.08,0,31.56,68.34,3.47
2011,3,11,7,21.05,0,24.69,71.54,4.76
2011,3,11,8,25.97,0,17.75,61.7,5.19
2011,3,11,9,31.33,0,12.62,57.89,6.61
2011,3,11,10,33.91,0,10.94,53.02,5.7
2011,3,11,11,35.75,0,9.5,46,5.06
2011,3,11,12,37.07,0,8.38,35.58,4.79
2011,3,11,13,37.81,0,7.69,25.16,4.85
2011,3,11,14,37.94,0,7.31,19.23,5.01
2011,3,11,15,37.45,0,7.25,16.28,5.13
2011,3,11,16,36.27,0,7.5,14.43,5.24
2011,3,11,17,32.76,0,9.19,9.44,3.81
2011,3,11,18,28.19,0,11.81,6.18,3.99
2011,3,11,19,27.23,0,12,11.57,4.44
2011,3,11,20,26.23,0,12.31,19.88,4.8
2011,3,11,21,25.08,0,12.88,29.19,5.03
2011,3,11,22,23.93,0,13.56,38.88,5.13
2011,3,11,23,22.85,0,14.44,48.72,5.2
2011,3,12,0,21.91,0,15.38,57.84,5.37
2011,3,12,1,21.04,0,16.31,64.78,5.79
2011,3,12,2,20.14,0,17.56,68.43,6.1
2011,3,12,3,19.28,0,19.06,71.31,6.22
2011,3,12,4,18.62,0,20.62,75.51,6.21
2011,3,12,5,17.97,0,22.5,81.04,5.87
2011,3,12,6,18.05,0,23.44,86.35,6.02
2011,3,12,7,20.96,0,20.44,88.85,6.22
2011,3,12,8,26.5,0,15.12,85.09,6.3
2011,3,12,9,31.89,0,10.44,80.74,6.89
2011,3,12,10,34.63,0,8.56,72.37,5.44
2011,3,12,11,36.45,0,7.38,59.45,4.43
2011,3,12,12,37.71,0,6.56,43.86,3.9
2011,3,12,13,38.4,0,6.06,29.31,3.8
2011,3,12,14,38.53,0,5.88,20.32,3.92
2011,3,12,15,37.98,0,5.94,15.48,4.22
2011,3,12,16,36.75,0,6.38,14.04,4.61
2011,3,12,17,33.04,0,8.06,13.4,3.41
2011,3,12,18,28.31,0,10.88,15.28,3.77
2011,3,12,19,27.16,0,11.75,26.01,3.99
2011,3,12,20,26.13,0,12.69,39.68,4.11
2011,3,12,21,25.16,0,13.5,52.34,4.19
2011,3,12,22,24.21,0,14.44,63.48,4.2
2011,3,12,23,23.28,0,15.5,73.1,4.14
2011,3,13,0,22.48,0,16.62,81.38,4.12
2011,3,13,1,21.72,0,17.88,88.06,4.16
2011,3,13,2,20.94,0,19.25,93.37,4.12
2011,3,13,3,20.12,0,20.88,96.78,4.04
2011,3,13,4,19.43,0,22.38,99.3,3.97
2011,3,13,5,18.83,0,23.62,100.91,3.92
2011,3,13,6,19.52,0,22.75,102.92,4.26
2011,3,13,7,23.61,0,17.5,103.56,5.26
2011,3,13,8,28.76,0,13,96.11,4.26
2011,3,13,9,34.39,0,9.12,83.81,4.93
2011,3,13,10,37.12,0,7.38,72.14,4.41
2011,3,13,11,38.84,0,6.31,62.96,3.78
2011,3,13,12,39.98,0,5.62,50.76,3.14
2011,3,13,13,40.55,0,5.38,34.36,2.78
2011,3,13,14,40.55,0,5.38,17.93,2.79
2011,3,13,15,39.93,0,5.62,8.04,2.96
2011,3,13,16,38.69,0,6.06,0.87,3.1
2011,3,13,17,34.73,0,8.31,347.87,2.45
2011,3,13,18,29.94,0,11.5,339.13,3.14
2011,3,13,19,28.45,0,13.12,341.65,3.33
2011,3,13,20,27.26,0,14.75,349.01,3.32
2011,3,13,21,26.26,0,16.25,0,3.21
2011,3,13,22,25.45,0,17.5,12.72,3.05
2011,3,13,23,24.75,0,18.25,25.44,2.86
2011,3,14,0,24.04,0,18.69,36.1,2.68
2011,3,14,1,23.35,0,18.5,41.23,2.61
2011,3,14,2,22.65,0,18.38,43.79,2.61
2011,3,14,3,21.93,0,18.88,49.31,2.65
2011,3,14,4,21.26,0,19.44,58.01,2.7
2011,3,14,5,20.75,0,19.94,66.89,2.73
2011,3,14,6,21.24,0,19.44,74.88,2.61
2011,3,14,7,26.25,0,14.31,80.11,2.91
2011,3,14,8,30.62,0,11.69,62.95,2.47
2011,3,14,9,36.19,0,8.81,48.29,3.56
2011,3,14,10,38.58,0,7.75,42.9,3.32
2011,3,14,11,39.88,0,7.19,31.47,2.9
2011,3,14,12,40.71,0,6.94,12.41,2.8
2011,3,14,13,41.02,0,6.94,356.44,3.15
2011,3,14,14,40.83,0,7,348.91,3.53
2011,3,14,15,40.12,0,7.19,344.37,3.89
2011,3,14,16,38.85,0,7.69,341.36,4.2
2011,3,14,17,35.4,0,9.62,332.27,3.27
2011,3,14,18,30.76,0,13.06,323.89,3.65
2011,3,14,19,29.47,0,14.38,326.12,3.9
2011,3,14,20,28.2,0,15.75,330.52,3.78
2011,3,14,21,27.04,0,17.19,336.39,3.59
2011,3,14,22,26.01,0,18.5,343.73,3.46
2011,3,14,23,25.08,0,20.12,352.26,3.25
2011,3,15,0,24.23,0,21.88,2.09,3
2011,3,15,1,23.43,0,23.88,14.49,2.84
2011,3,15,2,22.59,0,25.75,29.51,2.79
2011,3,15,3,21.8,0,26.38,44.89,2.8
2011,3,15,4,21.08,0,26.06,57.08,2.9
2011,3,15,5,20.51,0,25.38,64.99,2.96
2011,3,15,6,21.2,0,23.25,71.31,2.75
2011,3,15,7,26.18,0,16.62,74.12,3
2011,3,15,8,30.61,0,12.94,51.73,2.5
2011,3,15,9,35.93,0,9.81,34.56,3.84
2011,3,15,10,38.82,0,8.25,32.09,3.88
2011,3,15,11,40.28,0,7.5,24.06,3.6
2011,3,15,12,41.19,0,7.12,13.23,3.62
2011,3,15,13,41.59,0,7,4.91,3.83
2011,3,15,14,41.53,0,7,1,4.03
2011,3,15,15,40.95,0,7.12,0.32,4.16
2011,3,15,16,39.8,0,7.5,0.53,4.2
2011,3,15,17,36.21,0,9.44,351.7,2.92
2011,3,15,18,31.39,0,12.88,340.52,3.26
2011,3,15,19,29.94,0,14.38,344.4,3.34
2011,3,15,20,28.73,0,15.94,353.51,3.32
2011,3,15,21,27.69,0,17.44,5.96,3.24
2011,3,15,22,26.71,0,18.56,21.7,3.17
2011,3,15,23,25.76,0,19.19,37.18,3.17
2011,3,16,0,24.91,0,19.5,50.1,3.17
2011,3,16,1,24.21,0,20.06,60.86,3.11
2011,3,16,2,23.65,0,20.56,73.12,3.01
2011,3,16,3,23.12,0,20.94,87.45,2.98
2011,3,16,4,22.51,0,21.38,100.78,3.13
2011,3,16,5,21.83,0,22.12,109.52,3.39
2011,3,16,6,22.54,0,21.12,113.73,3.46
2011,3,16,7,27.51,0,15.62,115.56,4.6
2011,3,16,8,32.41,0,11.88,109.19,3.73
2011,3,16,9,37.88,0,8.31,94.08,4.06
2011,3,16,10,39.99,0,7,81.92,4
2011,3,16,11,41.23,0,6.06,74.34,3.88
2011,3,16,12,42.02,0,5.31,70.32,3.76
2011,3,16,13,42.33,0,4.81,67.38,3.66
2011,3,16,14,42.15,0,4.56,62.43,3.58
2011,3,16,15,41.48,0,4.56,58.06,3.69
2011,3,16,16,40.21,0,4.75,56.69,3.87
2011,3,16,17,36.19,0,6.38,54.04,2.74
2011,3,16,18,31.73,0,8.5,51.9,3.13
2011,3,16,19,30.25,0,9.31,55.57,3.37
2011,3,16,20,28.98,0,10.12,62.53,3.52
2011,3,16,21,27.81,0,11.06,71.06,3.61
2011,3,16,22,26.74,0,11.88,79.1,3.64
2011,3,16,23,25.78,0,12.75,87.54,3.64
2011,3,17,0,24.94,0,13.5,95.88,3.66
2011,3,17,1,24.21,0,14.31,101.26,3.72
2011,3,17,2,23.58,0,15.06,102.84,3.73
2011,3,17,3,22.99,0,15.81,102.83,3.69
2011,3,17,4,22.44,0,16.5,102.41,3.67
2011,3,17,5,21.9,0,17.25,101.36,3.65
2011,3,17,6,22.59,0,16.69,100.62,3.43
2011,3,17,7,28.16,0,12.12,99.96,3.97
2011,3,17,8,32.75,0,9.25,91.94,2.78
2011,3,17,9,38.45,0,5.88,64.58,2.46
2011,3,17,10,40.54,0,5,49.37,2.03
2011,3,17,11,41.69,0,4.56,23.58,1.68
2011,3,17,12,42.37,0,4.44,348.41,1.91
2011,3,17,13,42.51,0,4.56,327.38,2.68
2011,3,17,14,42.13,0,4.81,320.96,3.3
2011,3,17,15,41.3,0,5.12,318.84,3.63
2011,3,17,16,39.9,0,5.62,316.47,3.87
2011,3,17,17,36.22,0,7.69,307.66,3.16
2011,3,17,18,31.13,0,11.69,299.68,3.41
2011,3,17,19,29.43,0,14,298.29,3.36
2011,3,17,20,28.03,0,16,297.77,3.17
2011,3,17,21,27.08,0,17.62,296.22,2.87
2011,3,17,22,26.61,0,19.38,291.63,2.44
2011,3,17,23,25.92,0,22.38,284.57,2.05
2011,3,18,0,24.98,0,29.12,277.84,1.77
2011,3,18,1,23.87,0,38.62,276.56,1.57
2011,3,18,2,22.97,0,47.06,281.12,1.42
2011,3,18,3,22.31,0,52.75,288.99,1.27
2011,3,18,4,21.9,0,55.56,299.8,0.93
2011,3,18,5,21.5,0,56.94,354.96,0.27
2011,3,18,6,21.69,0,54.25,79.58,0.69
2011,3,18,7,24.8,0,42.31,86.38,1.36
2011,3,18,8,28.98,0,29.62,61.21,0.99
2011,3,18,9,33.47,0,19.19,10.73,1.51
2011,3,18,10,38.02,0,11.31,358.18,2.46
2011,3,18,11,40.08,0,9.12,344.11,2.4
2011,3,18,12,41.05,0,8.31,324.22,2.55
2011,3,18,13,41.36,0,8.31,309.79,3.1
2011,3,18,14,40.92,0,8.88,303.39,3.71
2011,3,18,15,39.9,0,9.75,299.5,4.09
2011,3,18,16,38.35,0,10.94,295.62,4.23
2011,3,18,17,35.23,0,14.62,287.44,3.55
2011,3,18,18,30.31,0,24.56,270.86,3.13
2011,3,18,19,28.37,0,33.06,259.43,3.07
2011,3,18,20,26.69,0,44.06,250.12,2.85
2011,3,18,21,25.36,0,58.25,244.77,2.99
2011,3,18,22,24.27,0,73.25,244.52,2.94
2011,3,18,23,23.37,0,86,245.46,2.58
2011,3,19,0,22.83,0,93.19,243.26,2.26
2011,3,19,1,22.44,0,97.31,236.31,2
2011,3,19,2,22.05,0,100,223.32,1.88
2011,3,19,3,21.64,0,100,207.93,1.9
2011,3,19,4,21.54,0,100,198.3,2.04
2011,3,19,5,21.38,0,100,194.28,2.22
2011,3,19,6,22.12,0,100,192.24,2.36
2011,3,19,7,25.93,0,72.69,198.88,2.87
2011,3,19,8,29.98,0,40.88,244.87,1.67
2011,3,19,9,34.7,0,18.88,290.39,2.53
2011,3,19,10,37.18,0,13.88,285.6,3.2
2011,3,19,11,38.48,0,12,277.86,4
2011,3,19,12,39.19,0,10.94,271.11,4.82
2011,3,19,13,39.23,0,10.56,265.15,5.45
2011,3,19,14,38.85,0,10.44,261.17,5.91
2011,3,19,15,37.9,0,10.75,256.88,6.13
2011,3,19,16,36.32,0,11.88,250.61,6.07
2011,3,19,17,33.43,0,16.69,240.59,5.28
2011,3,19,18,28.82,0,31.12,228.63,4.18
2011,3,19,19,26.71,0,46.06,224.73,4.68
2011,3,19,20,25.33,0,60.81,224.07,4.77
2011,3,19,21,24.49,0,71.81,225.36,4.45
2011,3,19,22,23.76,0,80.38,230.38,3.95
2011,3,19,23,22.95,0,86.88,236.61,3.35
2011,3,20,0,22.13,0,92.06,244.46,2.94
2011,3,20,1,21.36,0,95.56,251.09,2.7
2011,3,20,2,20.65,0,97.88,252.54,2.47
2011,3,20,3,20.24,0,98.88,245.12,2.14
2011,3,20,4,19.94,0,100,228.35,1.89
2011,3,20,5,19.51,0,100,211.8,1.84
2011,3,20,6,20.14,0,100,200.44,1.77
2011,3,20,7,24.06,0,71.75,212.68,1.97
2011,3,20,8,28.58,0,36.69,275.18,2.77
2011,3,20,9,32.3,0,21.75,290.04,3.88
2011,3,20,10,34.78,0,16.75,290.72,4.53
2011,3,20,11,36.43,0,14.56,286.84,4.88
2011,3,20,12,37.41,0,13.44,280.58,5.15
2011,3,20,13,37.77,0,12.88,274.32,5.4
2011,3,20,14,37.55,0,12.88,270.16,5.7
2011,3,20,15,36.69,0,13.69,267.23,5.81
2011,3,20,16,35.18,0,15.69,262.85,5.53
2011,3,20,17,32.57,0,21.12,252.59,4.67
2011,3,20,18,28.12,0,37.38,233.68,3.59
2011,3,20,19,26.18,0,54.25,222.23,4.57
2011,3,20,20,24.87,0,67.44,216.15,4.6
2011,3,20,21,24.1,0,76,214.01,4.32
2011,3,20,22,23.49,0,82.88,215.17,3.85
2011,3,20,23,22.87,0,89.38,217.95,3.24
2011,3,21,0,22.24,0,95.69,221.66,2.66
2011,3,21,1,21.69,0,100,225.68,2.34
2011,3,21,2,21.23,0,100,229.35,2.18
2011,3,21,3,20.89,0,100,231.98,1.95
2011,3,21,4,20.72,0,100,230.97,1.7
2011,3,21,5,20.61,0,100,223.34,1.53
2011,3,21,6,21.35,0,100,212.04,1.5
2011,3,21,7,24.62,0,73.12,224.61,1.61
2011,3,21,8,28.55,0,41.19,287.01,1.5
2011,3,21,9,32.44,0,23.44,297.18,1.97
2011,3,21,10,34.8,0,18.06,279.64,2.42
2011,3,21,11,36.6,0,14.62,269.61,3.41
2011,3,21,12,37.58,0,12.75,265.57,4.35
2011,3,21,13,37.75,0,11.94,263.4,5.03
2011,3,21,14,37.3,0,11.94,261.15,5.49
2011,3,21,15,36.26,0,12.69,257.75,5.71
2011,3,21,16,34.59,0,14.81,252.83,5.58
2011,3,21,17,31.95,0,19.81,245.87,5.01
2011,3,21,18,27.63,0,34.44,238.03,3.67
2011,3,21,19,25.69,0,49.94,231.73,4.15
2011,3,21,20,24.39,0,63.12,227.32,3.96
2011,3,21,21,23.45,0,73.44,224.33,3.79
2011,3,21,22,22.69,0,81.88,224.41,3.74
2011,3,21,23,22,0,88.69,224.36,3.44
2011,3,22,0,21.34,0,93.31,225.1,3.03
2011,3,22,1,20.74,0,96.94,226.37,2.77
2011,3,22,2,20.26,0,100,229.67,2.64
2011,3,22,3,19.82,0,100,231.73,2.5
2011,3,22,4,19.5,0,100,233.05,2.37
2011,3,22,5,19.32,0,100,234.82,2.17
2011,3,22,6,20.34,0,99.06,238.3,1.87
2011,3,22,7,23.96,0,72.5,266.12,2.19
2011,3,22,8,27.95,0,42.19,296.64,2.75
2011,3,22,9,31.12,0,28.5,297.36,2.75
2011,3,22,10,33.43,0,22.5,284.8,3
2011,3,22,11,35.24,0,18.25,272.43,3.69
2011,3,22,12,36.33,0,15.69,265.74,4.52
2011,3,22,13,36.65,0,14.38,262.11,5.24
2011,3,22,14,36.25,0,14.12,259.58,5.62
2011,3,22,15,35.26,0,14.62,256.48,5.71
2011,3,22,16,33.65,0,16.5,252.75,5.51
2011,3,22,17,31.08,0,21.44,247.31,4.96
2011,3,22,18,27.08,0,35.5,240.11,3.5
2011,3,22,19,25.26,0,51.31,233.08,3.93
