,T2M,PRECTOTCORR,DY,MO,YEAR,RH2M,WD50M,WS2M
89,27.58,0.0,31,3,2011,42.06,229.0,1.73
90,28.08,1.0,1,4,2011,27.69,280.44,1.61
91,28.55,1.0,2,4,2011,26.5,145.88,1.23
92,29.2,0.0,3,4,2011,28.62,102.62,1.7
93,29.57,0.0,4,4,2011,41.19,73.81,2.04
94,28.73,0.0,5,4,2011,32.0,242.19,1.49
95,27.72,0.0,6,4,2011,18.19,256.19,1.92
96,29.07,1.0,7,4,2011,16.12,285.88,1.98
97,28.84,1.0,8,4,2011,17.19,199.25,1.6
98,29.5,1.0,9,4,2011,19.12,162.38,1.46
99,31.33,1.0,10,4,2011,19.25,219.12,0.87
100,31.85,1.0,11,4,2011,21.25,241.75,1.35
101,30.15,0.0,12,4,2011,25.06,187.56,1.66
102,28.46,0.0,13,4,2011,33.5,117.69,1.74
103,30.87,0.0,14,4,2011,31.62,310.25,1.84
104,31.26,0.0,15,4,2011,26.44,241.25,1.3
105,31.9,0.0,16,4,2011,21.69,166.88,1.38
106,32.04,0.0,17,4,2011,29.81,119.12,1.77
107,32.59,0.0,18,4,2011,35.12,106.62,3.16
108,31.23,0.0,19,4,2011,54.75,123.38,2.75
109,31.11,1.0,20,4,2011,45.0,204.56,2.1
110,30.37,1.0,21,4,2011,27.0,288.69,1.98
111,28.67,0.0,22,4,2011,27.31,250.5,1.48
112,29.65,1.0,23,4,2011,36.75,183.88,1.83
113,31.55,0.0,24,4,2011,27.31,179.12,1.06
114,29.84,0.0,25,4,2011,43.25,102.44,1.97
115,27.6,0.0,26,4,2011,59.56,89.56,3.9
116,30.18,1.0,27,4,2011,46.12,122.75,2.17
117,31.69,0.0,28,4,2011,41.62,168.75,0.8
118,30.84,0.0,29,4,2011,46.44,113.94,2.16
119,31.25,0.0,30,4,2011,48.25,104.62,3.11
120,32.66,0.0,1,5,2011,43.38,162.75,2.24
121,34.48,0.0,2,5,2011,27.69,243.5,1.14
122,34.35,0.0,3,5,2011,27.62,180.19,1.27
123,32.66,0.0,4,5,2011,43.81,101.0,3.49
124,31.23,0.0,5,5,2011,46.44,95.12,2.95
125,33.18,1.0,6,5,2011,40.31,106.94,1.84
126,33.77,0.0,7,5,2011,42.44,210.12,1.53
127,33.23,0.0,8,5,2011,36.88,188.06,1.37
128,33.89,1.0,9,5,2011,31.75,208.88,1.5
129,33.8,1.0,10,5,2011,33.81,127.5,2.25
130,34.41,0.0,11,5,2011,33.12,187.06,2.09
131,34.13,0.0,12,5,2011,38.56,98.5,3.2
132,33.83,0.0,13,5,2011,43.06,86.62,3.63
133,34.72,0.0,14,5,2011,38.12,134.69,1.72
134,35.93,1.0,15,5,2011,34.75,152.44,2.05
135,36.3,0.0,16,5,2011,36.25,91.62,3.18
136,34.69,0.0,17,5,2011,45.5,97.31,4.61
137,33.92,0.0,18,5,2011,50.5,103.06,4.4
138,30.65,0.0,19,5,2011,62.12,89.56,3.68
139,30.94,0.0,20,5,2011,53.94,129.62,2.7
140,31.52,0.0,21,5,2011,58.0,167.88,1.9
141,31.89,0.0,22,5,2011,57.12,179.81,1.75
142,33.48,0.0,23,5,2011,46.0,191.81,2.51
143,35.23,0.0,24,5,2011,36.38,215.5,1.91
144,33.83,0.0,25,5,2011,43.81,90.25,3.12
145,32.98,0.0,26,5,2011,57.12,103.0,2.7
146,34.46,0.0,27,5,2011,50.06,104.81,1.75
147,33.77,0.0,28,5,2011,51.19,103.81,2.38
148,33.95,0.0,29,5,2011,49.31,104.44,2.56
149,34.41,0.0,30,5,2011,48.81,184.19,2.18
150,34.65,0.0,31,5,2011,45.44,168.06,1.65
151,34.9,0.0,1,6,2011,44.94,150.56,2.12
152,36.12,0.0,2,6,2011,44.19,124.06,1.71
153,36.12,0.0,3,6,2011,39.88,189.38,1.67
154,35.17,0.0,4,6,2011,39.81,193.69,1.88
155,34.9,0.0,5,6,2011,32.62,81.75,1.56
156,35.51,0.0,6,6,2011,41.38,93.5,2.17
157,34.94,0.0,7,6,2011,46.94,114.19,2.61
158,33.68,0.0,8,6,2011,48.38,118.38,1.98
159,33.9,0.0,9,6,2011,47.12,80.06,2.39
160,35.31,1.0,10,6,2011,40.94,230.62,1.88
161,36.29,0.0,11,6,2011,37.62,280.25,1.55
162,35.53,0.0,12,6,2011,44.69,97.88,3.01
163,32.87,0.0,13,6,2011,57.75,86.12,2.73
164,33.19,0.0,14,6,2011,56.38,101.38,2.51
165,33.65,0.0,15,6,2011,53.12,110.12,2.66
166,33.8,0.0,16,6,2011,52.12,142.69,1.86
167,30.98,0.0,17,6,2011,61.69,74.0,3.3
168,28.94,0.0,18,6,2011,75.12,52.88,6.22
169,27.92,0.0,19,6,2011,85.5,59.81,6.01
170,29.97,0.0,20,6,2011,76.38,91.19,7.42
171,30.87,0.0,21,6,2011,73.06,113.75,5.11
172,31.16,0.0,22,6,2011,72.62,122.19,3.27
173,32.91,0.0,23,6,2011,66.81,168.12,2.11
174,32.18,0.0,24,6,2011,68.31,217.75,1.63
175,29.73,0.0,25,6,2011,78.56,117.0,2.72
176,30.16,0.0,26,6,2011,76.38,75.25,3.14
177,30.08,0.0,27,6,2011,78.06,100.06,3.99
178,29.73,0.0,28,6,2011,77.0,105.06,4.22
179,28.59,0.0,29,6,2011,85.5,107.12,3.03
180,28.52,0.0,30,6,2011,87.81,156.06,2.2
181,28.87,0.0,1,7,2011,85.0,242.62,2.59
182,28.47,0.0,2,7,2011,87.88,257.81,3.58
183,29.7,0.0,3,7,2011,82.0,250.31,1.78
184,29.86,0.0,4,7,2011,80.25,141.44,1.54
185,29.02,0.0,5,7,2011,82.31,102.94,3.8
186,29.05,0.0,6,7,2011,81.19,123.69,2.38
187,29.22,0.0,7,7,2011,80.0,117.88,2.55
188,29.67,0.0,8,7,2011,81.25,137.69,2.13
189,30.6,0.0,9,7,2011,77.5,216.81,1.74
190,31.15,0.0,10,7,2011,74.75,137.69,0.87
191,30.75,0.0,11,7,2011,76.56,204.06,1.16
192,29.79,0.0,12,7,2011,82.25,123.5,1.89
193,29.08,0.0,13,7,2011,84.12,116.5,2.16
194,28.98,0.0,14,7,2011,85.56,94.0,2.66
195,29.73,0.0,15,7,2011,81.62,106.12,3.4
196,29.39,0.0,16,7,2011,81.88,106.5,3.42
197,29.79,0.0,17,7,2011,78.75,107.81,3.19
198,30.76,0.0,18,7,2011,76.44,145.31,1.8
199,30.05,0.0,19,7,2011,82.69,192.81,2.27
200,28.9,0.0,20,7,2011,86.19,127.56,1.55
201,28.86,0.0,21,7,2011,86.81,66.69,3.37
202,28.84,0.0,22,7,2011,86.25,88.94,5.8
203,28.6,0.0,23,7,2011,82.88,106.38,4.89
204,28.44,0.0,24,7,2011,81.75,112.69,3.37
205,29.44,0.0,25,7,2011,80.0,120.44,2.23
206,30.26,0.0,26,7,2011,76.19,159.25,1.7
207,29.53,0.0,27,7,2011,81.62,186.06,1.52
208,30.07,0.0,28,7,2011,79.5,186.69,1.51
209,30.47,0.0,29,7,2011,77.5,135.19,0.82
210,30.37,0.0,30,7,2011,78.62,201.06,0.79
211,31.02,0.0,31,7,2011,76.69,245.12,1.01
212,31.4,0.0,1,8,2011,75.75,178.94,1.08
213,31.69,0.0,2,8,2011,77.56,197.94,0.47
214,30.19,0.0,3,8,2011,83.88,101.25,1.77
215,30.43,0.0,4,8,2011,80.88,123.75,0.94
216,29.87,0.0,5,8,2011,82.5,106.5,1.85
217,28.64,0.0,6,8,2011,88.19,77.44,3.39
218,28.71,0.0,7,8,2011,89.0,85.69,4.2
219,28.24,0.0,8,8,2011,86.25,88.94,5.49
220,28.15,0.0,9,8,2011,88.88,91.94,3.98
221,27.77,0.0,10,8,2011,90.38,114.69,3.45
222,28.08,0.0,11,8,2011,86.88,93.0,3.48
223,27.97,0.0,12,8,2011,87.12,81.31,3.12
224,27.73,0.0,13,8,2011,87.5,88.38,5.32
225,27.78,0.0,14,8,2011,89.12,103.12,4.51
226,28.46,0.0,15,8,2011,88.0,116.56,2.13
227,27.65,0.0,16,8,2011,91.62,245.44,1.38
228,27.34,0.0,17,8,2011,89.19,174.56,1.45
229,27.15,0.0,18,8,2011,88.62,125.94,1.58
230,27.29,0.0,19,8,2011,89.31,115.25,2.07
231,28.4,0.0,20,8,2011,84.12,119.88,1.91
232,29.32,0.0,21,8,2011,80.25,161.0,1.08
233,28.65,0.0,22,8,2011,86.94,155.44,1.51
234,29.06,0.0,23,8,2011,85.44,148.31,1.52
235,27.65,0.0,24,8,2011,89.5,113.81,1.59
236,27.95,0.0,25,8,2011,88.19,104.94,1.74
237,28.37,0.0,26,8,2011,86.38,91.75,2.57
238,28.44,0.0,27,8,2011,86.0,104.06,2.91
239,28.48,0.0,28,8,2011,86.0,102.75,2.45
240,28.88,0.0,29,8,2011,85.62,102.75,2.48
241,29.06,0.0,30,8,2011,84.44,103.12,2.38
242,29.12,0.0,31,8,2011,84.31,103.38,2.62
243,28.68,0.0,1,9,2011,83.81,100.81,3.49
244,27.2,0.0,2,9,2011,88.12,101.44,4.27
245,27.84,0.0,3,9,2011,84.56,105.69,3.5
246,28.89,0.0,4,9,2011,81.62,98.69,2.27
247,28.76,0.0,5,9,2011,84.5,94.12,2.55
248,28.8,0.0,6,9,2011,83.56,101.19,2.14
249,27.91,0.0,7,9,2011,86.5,87.56,2.05
250,27.94,0.0,8,9,2011,85.75,74.56,1.84
251,28.22,0.0,9,9,2011,86.25,83.69,3.62
252,28.39,0.0,10,9,2011,84.44,93.75,4.55
253,28.65,0.0,11,9,2011,82.94,115.0,2.48
254,29.68,0.0,12,9,2011,79.0,111.88,1.48
255,30.53,0.0,13,9,2011,75.06,124.06,1.08
256,29.38,0.0,14,9,2011,79.88,118.69,1.06
257,28.15,0.0,15,9,2011,86.25,102.38,1.45
258,28.05,0.0,16,9,2011,85.44,125.81,1.3
259,27.03,0.0,17,9,2011,89.12,303.94,1.19
260,27.49,0.0,18,9,2011,84.69,193.94,1.62
261,26.39,0.0,19,9,2011,92.19,132.69,3.68
262,27.05,0.0,20,9,2011,88.62,68.06,1.8
263,27.39,0.0,21,9,2011,85.81,43.56,0.72
264,25.99,0.0,22,9,2011,92.81,75.44,1.92
265,26.47,0.0,23,9,2011,90.56,71.88,3.15
266,26.9,0.0,24,9,2011,91.69,84.94,4.2
267,26.12,0.0,25,9,2011,94.62,86.56,5.55
268,26.06,0.0,26,9,2011,91.88,63.31,2.96
269,26.6,0.0,27,9,2011,86.5,225.38,1.5
270,26.48,0.0,28,9,2011,84.75,285.69,1.52
271,26.71,1.0,29,9,2011,84.81,291.0,1.28
272,26.87,1.0,30,9,2011,86.38,288.25,1.43
273,26.84,1.0,1,10,2011,85.19,283.19,1.8
274,26.73,1.0,2,10,2011,84.31,255.81,0.95
275,27.47,1.0,3,10,2011,79.12,267.12,0.4
276,27.26,0.0,4,10,2011,77.19,163.5,0.5
277,27.65,0.0,5,10,2011,76.75,146.44,0.73
278,27.52,1.0,6,10,2011,80.62,165.56,0.85
279,27.72,0.0,7,10,2011,78.12,280.81,0.71
280,27.86,0.0,8,10,2011,78.0,236.56,0.59
281,27.4,0.0,9,10,2011,79.94,188.88,0.69
282,27.05,1.0,10,10,2011,79.12,184.81,0.74
283,25.76,1.0,11,10,2011,82.38,294.88,1.04
284,25.15,1.0,12,10,2011,83.44,284.94,1.41
285,24.29,1.0,13,10,2011,79.5,284.94,1.18
286,24.88,1.0,14,10,2011,77.19,269.19,0.98
287,25.94,1.0,15,10,2011,80.5,250.25,1.09
288,26.26,0.0,16,10,2011,76.94,228.69,0.82
289,26.15,0.0,17,10,2011,75.88,217.56,0.77
290,25.98,0.0,18,10,2011,82.31,235.62,0.88
291,26.08,0.0,19,10,2011,81.25,293.19,0.97
292,26.04,0.0,20,10,2011,75.69,288.81,1.3
293,24.21,0.0,21,10,2011,73.38,194.38,1.3
294,24.08,0.0,22,10,2011,75.12,152.12,0.85
295,25.2,1.0,23,10,2011,72.75,208.38,0.59
296,24.86,1.0,24,10,2011,75.5,279.44,1.12
297,24.69,1.0,25,10,2011,70.75,236.12,1.05
298,24.88,1.0,26,10,2011,66.69,259.25,0.78
299,23.27,1.0,27,10,2011,72.0,281.88,1.51
300,21.76,1.0,28,10,2011,67.44,295.5,1.43
301,21.7,1.0,29,10,2011,61.62,310.94,1.09
302,21.19,1.0,30,10,2011,60.75,279.56,1.23
303,21.82,1.0,31,10,2011,63.06,254.06,0.83
304,21.91,0.0,1,11,2011,66.5,237.69,0.76
305,22.03,0.0,2,11,2011,71.88,278.88,0.98
306,22.54,1.0,3,11,2011,71.88,196.69,0.73
307,22.83,1.0,4,11,2011,70.56,160.69,0.6
308,22.63,1.0,5,11,2011,74.94,214.31,1.0
309,22.02,1.0,6,11,2011,77.12,272.94,1.1
310,22.4,1.0,7,11,2011,68.44,274.88,0.69
311,21.95,1.0,8,11,2011,70.0,166.75,0.85
312,21.44,1.0,9,11,2011,70.62,268.06,1.07
313,21.03,1.0,10,11,2011,67.44,257.31,1.08
314,21.99,1.0,11,11,2011,66.06,233.62,0.94
315,22.74,1.0,12,11,2011,65.88,210.81,0.52
316,22.69,1.0,13,11,2011,73.06,167.38,0.88
317,23.06,1.0,14,11,2011,66.5,217.94,0.72
318,22.18,0.0,15,11,2011,66.88,208.25,1.12
319,20.84,0.0,16,11,2011,69.81,288.44,1.29
320,21.49,0.0,17,11,2011,63.94,232.38,0.71
321,21.33,1.0,18,11,2011,65.62,96.25,0.83
322,21.76,1.0,19,11,2011,69.44,102.31,0.94
323,21.76,1.0,20,11,2011,73.31,110.5,1.19
324,21.62,1.0,21,11,2011,70.0,87.44,1.37
325,22.37,1.0,22,11,2011,65.38,103.56,1.05
326,21.64,1.0,23,11,2011,69.19,102.5,1.61
327,21.87,1.0,24,11,2011,69.12,117.62,1.2
328,21.71,1.0,25,11,2011,64.38,291.31,1.26
329,20.14,1.0,26,11,2011,67.5,295.88,1.64
330,18.94,1.0,27,11,2011,67.44,290.19,1.73
331,18.37,1.0,28,11,2011,65.0,289.38,1.66
332,18.13,1.0,29,11,2011,64.25,280.56,1.26
333,18.16,1.0,30,11,2011,60.94,283.94,0.69
334,20.33,1.0,1,12,2011,58.31,206.25,0.68
335,21.59,1.0,2,12,2011,64.88,175.38,0.67
336,20.58,1.0,3,12,2011,67.56,288.25,1.56
337,19.47,0.0,4,12,2011,70.69,292.75,1.57
338,19.17,0.0,5,12,2011,64.81,251.94,0.65
339,18.48,1.0,6,12,2011,59.44,294.94,0.87
340,18.05,1.0,7,12,2011,62.12,306.88,0.93
341,18.41,1.0,8,12,2011,64.19,287.06,1.09
342,17.9,1.0,9,12,2011,65.81,294.06,1.17
343,19.12,1.0,10,12,2011,65.94,277.75,1.3
344,18.63,1.0,11,12,2011,63.69,304.5,1.1
345,17.37,1.0,12,12,2011,52.5,253.12,1.27
346,16.07,1.0,13,12,2011,65.25,284.0,1.52
347,15.36,1.0,14,12,2011,65.81,284.81,1.27
348,14.81,1.0,15,12,2011,52.38,297.94,1.3
349,13.65,1.0,16,12,2011,51.25,257.44,1.0
350,13.26,1.0,17,12,2011,54.19,289.44,1.19
351,13.62,1.0,18,12,2011,53.06,267.44,0.74
352,13.11,1.0,19,12,2011,58.81,284.81,1.31
353,13.15,1.0,20,12,2011,59.62,296.88,1.26
354,13.16,1.0,21,12,2011,56.5,282.25,1.51
355,13.18,1.0,22,12,2011,57.5,281.5,1.36
356,14.22,1.0,23,12,2011,57.31,282.31,1.36
357,15.29,1.0,24,12,2011,48.31,278.5,1.07
358,15.25,1.0,25,12,2011,40.5,253.88,0.79
359,14.83,1.0,26,12,2011,46.12,265.94,0.91
360,15.9,1.0,27,12,2011,51.38,221.69,1.23
361,18.27,1.0,28,12,2011,53.25,216.94,0.8
362,18.15,1.0,29,12,2011,56.12,213.06,1.08
363,18.34,1.0,30,12,2011,52.56,245.38,0.75
364,19.01,0.0,31,12,2011,49.06,240.62,0.77
365,19.1,0.0,1,1,2012,56.75,129.38,1.28
366,16.45,0.0,2,1,2012,82.56,97.62,1.96
367,17.08,1.0,3,1,2012,72.31,217.56,1.07
368,17.03,1.0,4,1,2012,65.25,283.5,1.28
369,17.53,1.0,5,1,2012,60.06,193.88,0.85
370,17.57,1.0,6,1,2012,69.31,93.75,1.51
371,17.97,0.0,7,1,2012,79.12,102.31,1.78
372,17.58,0.0,8,1,2012,75.75,90.06,2.02
373,16.34,0.0,9,1,2012,74.94,80.0,2.61
374,16.25,1.0,10,1,2012,68.88,305.31,1.41
375,13.9,1.0,11,1,2012,53.25,279.12,2.34
376,12.26,1.0,12,1,2012,61.31,276.5,2.04
377,12.68,1.0,13,1,2012,61.06,281.56,2.63
378,11.43,1.0,14,1,2012,57.75,281.62,1.88
379,13.87,1.0,15,1,2012,46.62,293.69,1.1
380,16.93,0.0,16,1,2012,41.88,113.56,0.63
381,16.53,0.0,17,1,2012,51.12,77.62,1.19
382,18.08,0.0,18,1,2012,52.81,188.88,1.2
383,17.48,0.0,19,1,2012,57.94,90.94,2.16
384,17.17,1.0,20,1,2012,65.75,167.38,1.9
385,16.12,1.0,21,1,2012,59.56,277.88,3.08
386,13.15,1.0,22,1,2012,51.88,276.81,1.89
387,12.73,1.0,23,1,2012,47.75,285.44,1.88
388,13.54,1.0,24,1,2012,48.69,285.69,1.87
389,15.07,1.0,25,1,2012,45.56,288.44,1.72
390,16.75,1.0,26,1,2012,47.56,281.88,2.15
391,15.95,1.0,27,1,2012,53.69,283.19,2.57
392,16.25,1.0,28,1,2012,45.0,296.19,2.04
393,16.23,1.0,29,1,2012,52.56,287.44,1.95
394,15.19,1.0,30,1,2012,43.12,300.0,1.97
395,14.83,1.0,31,1,2012,43.69,296.0,2.36
396,14.05,1.0,1,2,2012,42.75,289.12,2.54
397,14.03,1.0,2,2,2012,46.44,285.38,1.96
398,15.21,1.0,3,2,2012,43.5,293.0,1.91
399,16.43,1.0,4,2,2012,43.12,287.81,1.48
400,18.29,1.0,5,2,2012,42.06,290.44,1.73
401,19.3,1.0,6,2,2012,45.44,285.06,2.92
402,19.91,1.0,7,2,2012,48.38,288.88,2.51
403,20.55,0.0,8,2,2012,60.25,167.81,1.91
404,17.15,1.0,9,2,2012,57.88,268.81,2.77
405,14.36,1.0,10,2,2012,38.75,272.69,2.41
406,14.83,1.0,11,2,2012,41.44,280.19,1.95
407,15.54,1.0,12,2,2012,41.31,288.12,1.62
408,18.75,0.0,13,2,2012,38.25,111.25,1.17
409,20.98,0.0,14,2,2012,44.38,113.94,1.22
410,22.06,0.0,15,2,2012,42.0,160.12,0.98
411,21.88,0.0,16,2,2012,57.25,133.44,1.45
412,21.87,0.0,17,2,2012,53.75,263.75,2.02
413,19.64,1.0,18,2,2012,37.0,285.62,3.16
414,18.15,1.0,19,2,2012,34.75,279.0,2.46
415,19.51,1.0,20,2,2012,43.12,279.62,1.84
416,21.02,1.0,21,2,2012,43.69,281.25,1.4
417,22.4,1.0,22,2,2012,41.69,283.94,1.59
418,23.93,1.0,23,2,2012,37.75,292.75,2.94
419,23.66,1.0,24,2,2012,37.56,289.5,3.19
420,23.27,1.0,25,2,2012,35.62,286.62,3.18
421,22.26,1.0,26,2,2012,28.25,282.0,3.77
422,19.9,1.0,27,2,2012,28.5,278.44,2.88
423,21.12,1.0,28,2,2012,31.19,263.12,2.34
424,22.55,1.0,29,2,2012,30.94,235.88,2.25
425,20.95,1.0,1,3,2012,31.88,281.38,2.01
426,20.73,1.0,2,3,2012,30.69,288.0,2.33
427,21.12,1.0,3,3,2012,30.31,285.44,2.5
428,22.01,1.0,4,3,2012,34.0,285.31,2.31
429,24.74,1.0,5,3,2012,34.25,240.25,1.26
430,26.24,1.0,6,3,2012,35.06,212.31,1.66
431,25.49,1.0,7,3,2012,32.94,295.31,2.38
432,24.09,1.0,8,3,2012,24.44,296.12,2.59
433,23.48,1.0,9,3,2012,20.75,286.88,1.66
434,22.01,1.0,10,3,2012,16.31,297.81,1.94
435,22.35,1.0,11,3,2012,17.69,301.12,1.95
436,24.79,0.0,12,3,2012,16.5,257.44,1.98
437,20.96,0.0,13,3,2012,58.5,105.75,2.5
438,22.4,1.0,14,3,2012,52.75,258.38,2.23
439,22.25,1.0,15,3,2012,35.56,284.0,3.0
440,22.58,1.0,16,3,2012,30.12,282.19,2.05
441,24.48,1.0,17,3,2012,21.94,181.56,0.93
442,24.33,1.0,18,3,2012,28.69,124.31,1.7
443,26.24,1.0,19,3,2012,33.62,194.88,1.19
444,27.69,1.0,20,3,2012,32.44,194.75,1.32
445,29.4,1.0,21,3,2012,24.44,280.19,2.97
446,25.86,1.0,22,3,2012,16.19,281.94,3.43
447,25.14,1.0,23,3,2012,14.5,271.31,2.48
448,26.06,1.0,24,3,2012,12.94,138.38,1.41
449,27.11,1.0,25,3,2012,14.38,157.25,1.08
450,28.24,1.0,26,3,2012,15.88,215.25,1.32
451,29.7,1.0,27,3,2012,15.75,298.44,1.78
452,29.9,1.0,28,3,2012,17.12,285.75,1.73
453,29.28,1.0,29,3,2012,18.62,288.62,3.65
454,29.0,1.0,30,3,2012,15.44,288.75,1.77
455,29.37,1.0,31,3,2012,16.75,79.25,1.61
456,30.47,0.0,1,4,2012,22.12,182.44,1.35
457,31.33,1.0,2,4,2012,20.5,84.19,1.11
458,31.96,0.0,3,4,2012,25.81,89.38,1.52
459,32.99,0.0,4,4,2012,26.62,180.62,1.19
460,32.65,0.0,5,4,2012,27.44,135.75,1.25
461,31.46,0.0,6,4,2012,36.25,122.44,1.37
462,30.42,0.0,7,4,2012,43.56,179.38,2.31
463,30.26,0.0,8,4,2012,35.69,136.88,1.51
464,30.27,0.0,9,4,2012,38.25,148.88,1.5
465,29.55,0.0,10,4,2012,44.75,97.5,3.66
466,29.44,0.0,11,4,2012,45.12,94.25,3.0
467,30.51,0.0,12,4,2012,45.0,202.38,1.86
468,31.82,1.0,13,4,2012,27.38,259.0,2.09
469,32.19,1.0,14,4,2012,25.44,284.38,1.56
470,31.19,0.0,15,4,2012,26.56,308.44,3.18
471,30.69,0.0,16,4,2012,27.75,286.25,3.34
472,31.65,1.0,17,4,2012,24.44,281.38,3.34
473,33.08,1.0,18,4,2012,23.94,290.81,2.79
474,34.11,1.0,19,4,2012,24.25,291.0,3.85
475,32.9,1.0,20,4,2012,21.0,246.5,1.84
476,33.15,0.0,21,4,2012,25.12,222.88,1.85
477,33.38,1.0,22,4,2012,19.88,285.56,5.4
478,33.2,1.0,23,4,2012,19.69,283.0,3.94
