,T2M,PRECTOTCORR,HR,DY,MO,YEAR,RH2M,WS50M,WS50M
90,25.51,0.0,23,4,6,2011,89.75,4.59,4.59
91,25.57,0.0,0,5,6,2011,89.94,4.43,4.43
92,25.6,0.0,1,5,6,2011,90.06,4.43,4.43
93,25.64,0.0,2,5,6,2011,90.44,4.65,4.65
94,25.65,0.0,3,5,6,2011,90.88,4.84,4.84
95,25.63,0.0,4,5,6,2011,91.25,4.94,4.94
96,25.62,0.0,5,5,6,2011,91.44,5.06,5.06
97,26.08,0.0,6,5,6,2011,90.69,5.12,5.12
98,26.48,0.0,7,5,6,2011,89.25,4.7,4.7
99,26.88,0.0,8,5,6,2011,86.62,4.44,4.44
100,27.35,0.0,9,5,6,2011,83.81,4.1,4.1
101,27.66,0.0,10,5,6,2011,82.5,4.03,4.03
102,27.83,0.0,11,5,6,2011,82.06,4.09,4.09
103,27.94,0.0,12,5,6,2011,81.62,4.32,4.32
104,27.83,0.0,13,5,6,2011,82.12,4.6,4.6
105,27.64,0.0,14,5,6,2011,83.31,4.98,4.98
106,27.42,0.0,15,5,6,2011,84.69,5.23,5.23
107,27.18,0.0,16,5,6,2011,86.75,5.02,5.02
108,26.91,0.0,17,5,6,2011,89.06,4.67,4.67
109,26.65,0.0,18,5,6,2011,90.38,4.83,4.83
110,26.65,0.0,19,5,6,2011,90.38,5.13,5.13
111,26.7,0.0,20,5,6,2011,90.5,5.29,5.29
112,26.75,0.0,21,5,6,2011,90.69,5.7,5.7
113,26.71,0.0,22,5,6,2011,91.25,5.83,5.83
114,26.65,0.0,23,5,6,2011,91.94,6.02,6.02
115,26.6,0.0,0,6,6,2011,92.44,6.47,6.47
116,26.55,0.0,1,6,6,2011,92.75,6.72,6.72
117,26.48,0.0,2,6,6,2011,92.94,6.87,6.87
118,26.4,0.0,3,6,6,2011,92.75,6.89,6.89
119,26.27,0.0,4,6,6,2011,92.56,6.72,6.72
120,26.08,0.0,5,6,6,2011,92.19,6.23,6.23
121,26.14,0.0,6,6,6,2011,91.25,5.44,5.44
122,26.4,0.0,7,6,6,2011,89.38,4.64,4.64
123,26.63,0.0,8,6,6,2011,87.62,4.14,4.14
124,26.81,0.0,9,6,6,2011,85.62,3.73,3.73
125,27.08,0.0,10,6,6,2011,84.44,3.59,3.59
126,27.22,0.0,11,6,6,2011,84.25,3.63,3.63
127,27.23,0.0,12,6,6,2011,84.38,3.87,3.87
128,27.14,0.0,13,6,6,2011,84.94,4.14,4.14
129,26.91,0.0,14,6,6,2011,86.0,4.49,4.49
130,26.69,0.0,15,6,6,2011,86.75,4.66,4.66
131,26.43,0.0,16,6,6,2011,87.69,4.31,4.31
132,26.07,0.0,17,6,6,2011,89.0,3.95,3.95
133,25.66,0.0,18,6,6,2011,90.06,3.52,3.52
134,25.53,0.0,19,6,6,2011,90.31,3.05,3.05
135,25.48,0.0,20,6,6,2011,90.5,2.55,2.55
136,25.44,0.0,21,6,6,2011,90.75,2.32,2.32
137,25.4,0.0,22,6,6,2011,91.31,2.4,2.4
138,25.35,0.0,23,6,6,2011,92.06,2.44,2.44
139,25.29,0.0,0,7,6,2011,92.5,2.34,2.34
140,25.16,0.0,1,7,6,2011,93.06,2.5,2.5
141,25.08,0.0,2,7,6,2011,93.31,2.55,2.55
142,25.07,0.0,3,7,6,2011,93.12,2.52,2.52
143,24.99,0.0,4,7,6,2011,93.31,2.89,2.89
144,25.02,0.0,5,7,6,2011,93.38,3.08,3.08
145,25.55,0.0,6,7,6,2011,93.06,3.04,3.04
146,26.09,0.0,7,7,6,2011,91.19,2.45,2.45
147,26.53,0.0,8,7,6,2011,87.75,2.07,2.07
148,27.08,0.0,9,7,6,2011,80.75,2.09,2.09
149,27.4,0.0,10,7,6,2011,77.0,2.31,2.31
150,27.58,0.0,11,7,6,2011,75.5,2.85,2.85
151,27.68,0.0,12,7,6,2011,75.88,3.35,3.35
152,27.71,0.0,13,7,6,2011,76.38,3.72,3.72
153,27.64,0.0,14,7,6,2011,77.75,3.84,3.84
154,27.44,0.0,15,7,6,2011,79.88,3.76,3.76
155,27.08,0.0,16,7,6,2011,82.69,3.6,3.6
156,26.6,0.0,17,7,6,2011,86.62,3.5,3.5
157,26.05,0.0,18,7,6,2011,90.0,3.62,3.62
158,25.89,0.0,19,7,6,2011,90.94,3.55,3.55
159,25.89,0.0,20,7,6,2011,90.94,3.49,3.49
160,25.88,0.0,21,7,6,2011,90.81,3.36,3.36
161,25.87,0.0,22,7,6,2011,90.94,3.4,3.4
162,25.85,0.0,23,7,6,2011,91.12,3.63,3.63
163,25.87,0.0,0,8,6,2011,90.88,4.0,4.0
164,25.87,0.0,1,8,6,2011,90.44,4.28,4.28
165,25.87,0.0,2,8,6,2011,89.81,4.35,4.35
166,25.82,0.0,3,8,6,2011,89.38,4.18,4.18
167,25.82,0.0,4,8,6,2011,88.56,3.78,3.78
168,25.83,0.0,5,8,6,2011,87.94,3.46,3.46
169,26.26,0.0,6,8,6,2011,88.56,3.53,3.53
170,26.9,0.0,7,8,6,2011,86.88,3.58,3.58
171,27.29,0.0,8,8,6,2011,83.62,3.71,3.71
172,27.82,0.0,9,8,6,2011,79.5,3.67,3.67
173,28.22,0.0,10,8,6,2011,77.56,3.59,3.59
174,28.4,0.0,11,8,6,2011,76.69,3.61,3.61
175,28.48,0.0,12,8,6,2011,76.12,3.68,3.68
176,28.42,0.0,13,8,6,2011,76.12,3.84,3.84
177,28.22,0.0,14,8,6,2011,76.62,4.03,4.03
178,27.89,0.0,15,8,6,2011,77.69,4.11,4.11
179,27.46,0.0,16,8,6,2011,79.75,3.97,3.97
180,26.95,0.0,17,8,6,2011,83.12,3.73,3.73
181,26.48,0.0,18,8,6,2011,86.31,3.79,3.79
182,26.31,0.0,19,8,6,2011,87.0,3.79,3.79
183,26.23,0.0,20,8,6,2011,87.31,3.72,3.72
184,26.19,0.0,21,8,6,2011,87.5,3.67,3.67
185,26.12,0.0,22,8,6,2011,88.19,3.74,3.74
186,26.04,0.0,23,8,6,2011,89.12,3.91,3.91
187,26.01,0.0,0,9,6,2011,90.0,4.15,4.15
188,26.0,0.0,1,9,6,2011,90.88,4.44,4.44
189,26.02,0.0,2,9,6,2011,91.75,4.85,4.85
190,26.1,0.0,3,9,6,2011,92.25,5.5,5.5
191,26.21,0.0,4,9,6,2011,92.25,6.04,6.04
192,26.28,0.0,5,9,6,2011,92.25,5.93,5.93
193,26.64,0.0,6,9,6,2011,91.81,5.29,5.29
194,27.05,0.0,7,9,6,2011,89.88,4.78,4.78
195,27.4,0.0,8,9,6,2011,87.19,4.66,4.66
196,27.79,0.0,9,9,6,2011,84.62,5.0,5.0
197,28.12,0.0,10,9,6,2011,82.69,5.69,5.69
198,28.33,0.0,11,9,6,2011,81.0,6.38,6.38
199,28.4,0.0,12,9,6,2011,79.81,6.6,6.6
200,28.4,0.0,13,9,6,2011,79.0,6.38,6.38
201,28.3,0.0,14,9,6,2011,79.0,6.06,6.06
202,28.08,0.0,15,9,6,2011,79.81,5.69,5.69
203,27.77,0.0,16,9,6,2011,81.88,5.15,5.15
204,27.28,0.0,17,9,6,2011,85.25,4.63,4.63
205,26.76,0.0,18,9,6,2011,88.0,4.76,4.76
206,26.61,0.0,19,9,6,2011,88.5,5.04,5.04
207,26.55,0.0,20,9,6,2011,88.88,5.17,5.17
208,26.51,0.0,21,9,6,2011,89.19,5.39,5.39
209,26.48,0.0,22,9,6,2011,89.44,5.61,5.61
210,26.44,0.0,23,9,6,2011,89.69,5.83,5.83
211,26.4,0.0,0,10,6,2011,89.94,6.01,6.01
212,26.37,0.0,1,10,6,2011,90.06,6.18,6.18
213,26.36,0.0,2,10,6,2011,89.94,6.19,6.19
214,26.33,0.0,3,10,6,2011,90.0,6.11,6.11
215,26.36,0.0,4,10,6,2011,89.94,6.29,6.29
216,26.39,0.0,5,10,6,2011,89.56,6.35,6.35
217,26.68,0.0,6,10,6,2011,88.88,6.31,6.31
218,27.13,0.0,7,10,6,2011,87.0,6.25,6.25
219,27.6,0.0,8,10,6,2011,84.25,6.45,6.45
220,28.01,0.0,9,10,6,2011,81.19,6.79,6.79
221,28.39,0.0,10,10,6,2011,79.06,6.93,6.93
222,28.63,0.0,11,10,6,2011,78.0,7.05,7.05
223,28.72,0.0,12,10,6,2011,77.38,7.07,7.07
224,28.6,0.0,13,10,6,2011,77.75,6.98,6.98
225,28.37,0.0,14,10,6,2011,78.62,6.8,6.8
226,28.08,0.0,15,10,6,2011,80.25,6.48,6.48
227,27.76,0.0,16,10,6,2011,82.62,5.89,5.89
228,27.36,0.0,17,10,6,2011,85.62,5.28,5.28
229,26.94,0.0,18,10,6,2011,87.88,5.23,5.23
230,26.8,0.0,19,10,6,2011,88.25,5.39,5.39
231,26.74,0.0,20,10,6,2011,88.12,5.57,5.57
232,26.64,0.0,21,10,6,2011,88.0,5.77,5.77
233,26.55,0.0,22,10,6,2011,87.88,5.79,5.79
234,26.44,0.0,23,10,6,2011,87.88,5.82,5.82
235,26.31,0.0,0,11,6,2011,88.06,5.85,5.85
236,26.19,0.0,1,11,6,2011,88.31,5.73,5.73
237,26.09,0.0,2,11,6,2011,88.62,5.58,5.58
238,26.0,0.0,3,11,6,2011,89.12,5.28,5.28
239,25.95,0.0,4,11,6,2011,89.56,5.17,5.17
240,25.96,0.0,5,11,6,2011,89.69,5.08,5.08
241,26.53,0.0,6,11,6,2011,88.5,4.84,4.84
242,27.11,0.0,7,11,6,2011,85.69,5.25,5.25
243,27.64,0.0,8,11,6,2011,82.5,5.82,5.82
244,28.17,0.0,9,11,6,2011,79.94,6.26,6.26
245,28.52,0.0,10,11,6,2011,78.38,6.52,6.52
246,28.82,0.0,11,11,6,2011,77.19,6.62,6.62
247,28.97,0.0,12,11,6,2011,76.75,6.65,6.65
248,28.91,0.0,13,11,6,2011,77.25,6.63,6.63
249,28.74,0.0,14,11,6,2011,78.19,6.69,6.69
250,28.45,0.0,15,11,6,2011,79.69,6.62,6.62
251,28.04,0.0,16,11,6,2011,82.44,6.14,6.14
252,27.51,0.0,17,11,6,2011,86.12,5.35,5.35
253,27.0,0.0,18,11,6,2011,88.94,5.11,5.11
254,26.81,0.0,19,11,6,2011,89.25,5.34,5.34
255,26.7,0.0,20,11,6,2011,89.38,5.14,5.14
256,26.62,0.0,21,11,6,2011,89.56,5.12,5.12
257,26.53,0.0,22,11,6,2011,89.81,4.82,4.82
258,26.41,0.0,23,11,6,2011,90.31,4.69,4.69
259,26.35,0.0,0,12,6,2011,90.38,4.95,4.95
260,26.27,0.0,1,12,6,2011,90.44,4.78,4.78
261,26.23,0.0,2,12,6,2011,90.5,4.81,4.81
262,26.23,0.0,3,12,6,2011,90.19,5.01,5.01
263,26.25,0.0,4,12,6,2011,89.81,5.02,5.02
264,26.25,0.0,5,12,6,2011,89.62,4.97,4.97
265,26.58,0.0,6,12,6,2011,89.06,4.9,4.9
266,27.06,0.0,7,12,6,2011,87.31,4.84,4.84
267,27.41,0.0,8,12,6,2011,85.12,5.36,5.36
268,27.7,0.0,9,12,6,2011,83.5,6.06,6.06
269,27.95,0.0,10,12,6,2011,82.38,6.61,6.61
270,28.08,0.0,11,12,6,2011,81.56,6.95,6.95
271,28.14,0.0,12,12,6,2011,80.88,7.2,7.2
272,28.16,0.0,13,12,6,2011,80.5,7.29,7.29
273,28.15,0.0,14,12,6,2011,80.38,7.22,7.22
274,27.96,0.0,15,12,6,2011,81.44,6.82,6.82
275,27.59,0.0,16,12,6,2011,84.19,5.89,5.89
276,27.14,0.0,17,12,6,2011,87.31,5.35,5.35
277,26.75,0.0,18,12,6,2011,89.06,5.09,5.09
278,26.61,0.0,19,12,6,2011,89.81,4.71,4.71
279,26.55,0.0,20,12,6,2011,90.25,4.81,4.81
280,26.5,0.0,21,12,6,2011,90.44,5.09,5.09
281,26.44,0.0,22,12,6,2011,90.69,5.19,5.19
282,26.37,0.0,23,12,6,2011,90.81,5.48,5.48
283,26.32,0.0,0,13,6,2011,91.0,5.73,5.73
284,26.28,0.0,1,13,6,2011,91.0,5.88,5.88
285,26.24,0.0,2,13,6,2011,91.0,5.86,5.86
286,26.2,0.0,3,13,6,2011,91.0,5.77,5.77
287,26.2,0.0,4,13,6,2011,91.0,5.49,5.49
288,26.24,0.0,5,13,6,2011,90.81,5.65,5.65
289,26.54,0.0,6,13,6,2011,90.19,5.36,5.36
290,26.99,0.0,7,13,6,2011,88.69,5.23,5.23
291,27.31,0.0,8,13,6,2011,87.5,5.15,5.15
292,27.55,0.0,9,13,6,2011,86.44,5.29,5.29
293,27.76,0.0,10,13,6,2011,85.19,5.35,5.35
294,27.99,0.0,11,13,6,2011,83.75,5.43,5.43
295,28.05,0.0,12,13,6,2011,83.31,5.38,5.38
296,27.91,0.0,13,13,6,2011,83.94,5.27,5.27
297,27.71,0.0,14,13,6,2011,85.25,5.37,5.37
298,27.44,0.0,15,13,6,2011,87.19,5.59,5.59
299,27.11,0.0,16,13,6,2011,90.06,5.51,5.51
300,26.82,0.0,17,13,6,2011,91.56,5.96,5.96
301,26.57,0.0,18,13,6,2011,91.94,6.38,6.38
302,26.48,0.0,19,13,6,2011,91.81,6.48,6.48
303,26.38,0.0,20,13,6,2011,91.69,6.42,6.42
304,26.28,0.0,21,13,6,2011,91.75,6.28,6.28
305,26.16,0.0,22,13,6,2011,91.62,6.14,6.14
306,26.04,0.0,23,13,6,2011,91.5,5.97,5.97
307,25.94,0.0,0,14,6,2011,91.56,5.73,5.73
308,25.83,0.0,1,14,6,2011,91.94,5.5,5.5
309,25.73,0.0,2,14,6,2011,92.5,5.19,5.19
310,25.66,0.0,3,14,6,2011,93.12,5.37,5.37
311,25.63,0.0,4,14,6,2011,94.0,5.54,5.54
312,25.71,0.0,5,14,6,2011,94.69,5.81,5.81
313,25.94,0.0,6,14,6,2011,94.81,6.38,6.38
314,26.2,0.0,7,14,6,2011,94.44,7.43,7.43
315,26.46,0.0,8,14,6,2011,93.88,7.55,7.55
316,26.68,0.0,9,14,6,2011,92.56,8.25,8.25
317,26.74,0.0,10,14,6,2011,89.0,8.87,8.87
318,26.74,0.0,11,14,6,2011,85.56,8.65,8.65
319,26.69,0.0,12,14,6,2011,83.88,8.34,8.34
320,26.51,0.0,13,14,6,2011,83.25,8.16,8.16
321,26.24,0.0,14,14,6,2011,82.88,8.28,8.28
322,25.98,0.0,15,14,6,2011,82.69,8.31,8.31
323,25.76,0.0,16,14,6,2011,83.0,7.95,7.95
324,25.5,0.0,17,14,6,2011,84.25,7.53,7.53
325,25.05,0.0,18,14,6,2011,85.94,7.51,7.51
326,24.77,0.0,19,14,6,2011,87.81,7.35,7.35
327,24.56,0.0,20,14,6,2011,90.81,6.45,6.45
328,24.53,0.0,21,14,6,2011,92.69,6.09,6.09
329,24.68,0.0,22,14,6,2011,93.31,6.22,6.22
330,24.85,0.0,23,14,6,2011,93.31,6.23,6.23
331,24.97,0.0,0,15,6,2011,92.69,6.51,6.51
332,24.93,0.0,1,15,6,2011,91.75,6.64,6.64
333,24.71,0.0,2,15,6,2011,90.94,5.87,5.87
334,24.55,0.0,3,15,6,2011,90.0,4.77,4.77
335,24.41,0.0,4,15,6,2011,89.0,3.57,3.57
336,24.42,0.0,5,15,6,2011,88.0,2.77,2.77
337,24.94,0.0,6,15,6,2011,87.12,2.23,2.23
338,25.69,0.0,7,15,6,2011,83.69,2.05,2.05
339,26.37,0.0,8,15,6,2011,79.38,2.3,2.3
340,26.86,0.0,9,15,6,2011,76.94,2.3,2.3
341,27.19,0.0,10,15,6,2011,76.06,2.34,2.34
342,27.26,0.0,11,15,6,2011,76.31,2.45,2.45
343,27.27,0.0,12,15,6,2011,77.06,2.69,2.69
344,27.21,0.0,13,15,6,2011,78.19,2.92,2.92
345,27.02,0.0,14,15,6,2011,79.88,3.26,3.26
346,26.73,0.0,15,15,6,2011,82.31,3.54,3.54
347,26.37,0.0,16,15,6,2011,85.5,3.78,3.78
348,25.87,0.0,17,15,6,2011,88.5,4.03,4.03
349,25.29,0.0,18,15,6,2011,91.06,4.34,4.34
350,24.97,0.0,19,15,6,2011,91.62,4.68,4.68
351,24.7,0.0,20,15,6,2011,91.69,4.75,4.75
352,24.48,0.0,21,15,6,2011,91.56,4.55,4.55
353,24.31,0.0,22,15,6,2011,91.19,4.28,4.28
354,24.17,0.0,23,15,6,2011,90.62,4.57,4.57
355,24.02,0.0,0,16,6,2011,90.38,4.9,4.9
356,23.87,0.0,1,16,6,2011,90.25,4.72,4.72
357,23.74,0.0,2,16,6,2011,90.19,4.33,4.33
358,23.68,0.0,3,16,6,2011,89.81,3.93,3.93
359,23.72,0.0,4,16,6,2011,89.19,3.61,3.61
360,23.78,0.0,5,16,6,2011,88.5,3.45,3.45
361,24.48,0.0,6,16,6,2011,87.38,3.4,3.4
362,25.29,0.0,7,16,6,2011,84.88,3.59,3.59
363,26.08,0.0,8,16,6,2011,82.44,3.99,3.99
364,26.74,0.0,9,16,6,2011,81.25,4.85,4.85
365,27.17,0.0,10,16,6,2011,81.44,5.75,5.75
366,27.22,0.0,11,16,6,2011,82.12,6.38,6.38
367,27.12,0.0,12,16,6,2011,81.94,6.56,6.56
368,26.97,0.0,13,16,6,2011,80.75,6.46,6.46
369,26.74,0.0,14,16,6,2011,79.44,6.34,6.34
370,26.36,0.0,15,16,6,2011,80.12,6.41,6.41
371,25.93,0.0,16,16,6,2011,83.44,6.1,6.1
372,25.45,0.0,17,16,6,2011,87.44,5.76,5.76
373,24.91,0.0,18,16,6,2011,89.31,5.71,5.71
374,24.64,0.0,19,16,6,2011,89.06,5.66,5.66
375,24.41,0.0,20,16,6,2011,88.0,5.23,5.23
376,24.23,0.0,21,16,6,2011,86.5,4.35,4.35
377,24.13,0.0,22,16,6,2011,85.06,3.37,3.37
378,24.16,0.0,23,16,6,2011,83.56,2.58,2.58
379,24.3,0.0,0,17,6,2011,82.69,2.81,2.81
380,24.22,0.0,1,17,6,2011,84.5,3.6,3.6
381,24.13,0.0,2,17,6,2011,87.5,4.48,4.48
382,24.3,0.0,3,17,6,2011,89.12,4.99,4.99
383,24.66,0.0,4,17,6,2011,89.56,5.1,5.1
384,24.83,0.0,5,17,6,2011,90.0,5.48,5.48
385,25.39,0.0,6,17,6,2011,88.88,6.13,6.13
386,25.89,0.0,7,17,6,2011,84.12,6.56,6.56
387,26.24,0.0,8,17,6,2011,78.12,6.17,6.17
388,26.54,0.0,9,17,6,2011,74.69,5.62,5.62
389,26.69,0.0,10,17,6,2011,72.44,5.08,5.08
390,26.78,0.0,11,17,6,2011,71.19,4.63,4.63
391,26.91,0.0,12,17,6,2011,71.44,4.61,4.61
392,26.97,0.0,13,17,6,2011,73.0,5.15,5.15
393,26.9,0.0,14,17,6,2011,75.69,6.13,6.13
394,26.76,0.0,15,17,6,2011,78.06,7.14,7.14
395,26.4,0.0,16,17,6,2011,80.62,7.6,7.6
396,25.9,0.0,17,17,6,2011,83.88,7.89,7.89
397,25.44,0.0,18,17,6,2011,84.25,8.31,8.31
398,25.2,0.0,19,17,6,2011,83.75,8.23,8.23
399,24.98,0.0,20,17,6,2011,83.62,7.64,7.64
400,24.79,0.0,21,17,6,2011,83.25,6.95,6.95
401,24.69,0.0,22,17,6,2011,82.44,6.17,6.17
402,24.6,0.0,23,17,6,2011,82.0,5.52,5.52
403,24.55,0.0,0,18,6,2011,81.94,5.14,5.14
404,24.38,0.0,1,18,6,2011,83.12,5.16,5.16
405,24.28,0.0,2,18,6,2011,85.75,5.12,5.12
406,24.21,0.0,3,18,6,2011,89.06,5.4,5.4
407,24.3,0.0,4,18,6,2011,91.5,5.41,5.41
408,24.4,0.0,5,18,6,2011,92.31,4.76,4.76
409,25.01,0.0,6,18,6,2011,92.0,3.98,3.98
410,25.72,0.0,7,18,6,2011,90.62,3.55,3.55
411,26.42,0.0,8,18,6,2011,88.19,4.02,4.02
412,27.08,0.0,9,18,6,2011,85.69,4.7,4.7
413,27.5,0.0,10,18,6,2011,85.38,5.18,5.18
414,27.71,0.0,11,18,6,2011,85.62,5.68,5.68
415,27.73,0.0,12,18,6,2011,86.0,6.03,6.03
416,27.65,0.0,13,18,6,2011,86.31,6.29,6.29
417,27.5,0.0,14,18,6,2011,87.0,6.28,6.28
418,27.34,0.0,15,18,6,2011,87.75,6.21,6.21
419,27.1,0.0,16,18,6,2011,89.06,5.85,5.85
420,26.76,0.0,17,18,6,2011,90.25,5.95,5.95
421,26.4,0.0,18,18,6,2011,91.12,6.28,6.28
422,26.23,0.0,19,18,6,2011,91.38,6.42,6.42
423,26.17,0.0,20,18,6,2011,91.31,6.43,6.43
424,26.15,0.0,21,18,6,2011,90.94,6.47,6.47
425,26.07,0.0,22,18,6,2011,90.81,6.35,6.35
426,26.0,0.0,23,18,6,2011,90.5,6.64,6.64
427,25.91,0.0,0,19,6,2011,90.56,6.82,6.82
428,25.83,0.0,1,19,6,2011,90.69,7.02,7.02
429,25.76,0.0,2,19,6,2011,90.75,7.14,7.14
430,25.66,0.0,3,19,6,2011,90.75,7.17,7.17
431,25.58,0.0,4,19,6,2011,90.75,7.16,7.16
432,25.58,0.0,5,19,6,2011,90.69,7.01,7.01
433,25.94,0.0,6,19,6,2011,90.0,6.85,6.85
434,26.47,0.0,7,19,6,2011,88.38,6.9,6.9
435,26.94,0.0,8,19,6,2011,85.5,7.72,7.72
436,27.48,0.0,9,19,6,2011,82.31,8.15,8.15
437,27.86,0.0,10,19,6,2011,80.62,8.38,8.38
438,28.05,0.0,11,19,6,2011,79.69,8.61,8.61
439,28.11,0.0,12,19,6,2011,79.06,8.68,8.68
440,28.05,0.0,13,19,6,2011,79.06,8.58,8.58
441,27.89,0.0,14,19,6,2011,79.56,8.4,8.4
442,27.62,0.0,15,19,6,2011,80.44,8.11,8.11
443,27.24,0.0,16,19,6,2011,82.56,7.33,7.33
444,26.69,0.0,17,19,6,2011,85.75,6.45,6.45
445,26.05,0.0,18,19,6,2011,88.06,6.22,6.22
446,25.77,0.0,19,19,6,2011,88.62,5.83,5.83
447,25.65,0.0,20,19,6,2011,88.81,5.64,5.64
